date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
1998-10-01,0.0,0.0,0.0
1998-10-02,0.3,0.0,0.0
1998-10-03,0.9,6.0,0.4
1998-10-04,1.9,13.0,0.9
1998-10-05,1.9,11.0,0.7
1998-10-06,1.9,8.0,0.7
1998-10-07,1.9,5.0,0.6
1998-10-08,1.9,4.0,0.4
1998-10-09,1.9,3.0,0.3
1998-10-10,1.9,0.0,0.0
1998-10-11,1.9,0.0,0.0
1998-10-12,1.9,0.0,0.0
1998-10-13,1.9,0.0,0.0
1998-10-14,1.9,0.0,0.0
1998-10-15,1.9,0.0,0.0
1998-10-16,2.3,6.0,0.4
1998-10-17,2.5,6.0,0.4
1998-10-18,2.5,5.0,0.4
1998-10-19,2.5,0.0,0.0
1998-10-20,2.5,0.0,0.0
1998-10-21,2.7,4.0,0.2
1998-10-22,2.7,4.0,0.2
1998-10-23,2.7,4.0,0.2
1998-10-24,2.7,0.0,0.0
1998-10-25,3.0,0.0,0.0
1998-10-26,3.1,0.0,0.0
1998-10-27,3.1,0.0,0.0
1998-10-28,3.1,0.0,0.0
1998-10-29,3.1,0.0,0.0
1998-10-30,3.3,1.0,0.2
1998-10-31,3.3,1.0,0.2
1998-11-01,3.4,1.0,0.2
1998-11-02,3.5,3.0,0.2
1998-11-03,3.5,3.0,0.2
1998-11-04,3.7,4.0,0.3
1998-11-05,4.3,11.0,0.7
1998-11-06,4.5,17.0,0.9
1998-11-07,4.9,13.0,1.3
1998-11-08,5.3,16.0,1.6
1998-11-09,5.4,19.0,1.8
1998-11-10,5.8,21.0,2.0
1998-11-11,5.9,18.0,2.0
1998-11-12,5.9,16.0,2.0
1998-11-13,6.0,14.0,2.1
1998-11-14,6.0,14.0,2.1
1998-11-15,6.0,14.0,2.1
1998-11-16,6.1,12.0,2.2
1998-11-17,6.4,18.0,2.6
1998-11-18,6.6,18.0,2.6
1998-11-19,6.6,17.0,2.6
1998-11-20,6.9,17.0,2.7
1998-11-21,7.1,14.0,3.0
1998-11-22,7.2,17.0,3.0
