date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
1998-10-01,0.0,0.0,0.0
1998-10-02,0.3,0.0,0.0
1998-10-03,1.2,3.0,0.6
1998-10-04,1.6,7.0,0.8
1998-10-05,1.7,3.0,0.6
1998-10-06,1.7,1.0,0.3
1998-10-07,1.7,0.0,0.0
1998-10-08,1.7,0.0,0.0
1998-10-09,1.7,0.0,0.0
1998-10-10,1.7,0.0,0.0
1998-10-11,1.7,0.0,0.0
1998-10-12,1.7,0.0,0.0
1998-10-13,1.7,0.0,0.0
1998-10-14,1.7,0.0,0.0
1998-10-15,2.0,0.0,0.3
1998-10-16,2.1,0.0,0.3
1998-10-17,2.2,0.0,0.0
1998-10-18,2.2,0.0,0.0
1998-10-19,2.2,0.0,0.0
1998-10-20,2.2,0.0,0.0
1998-10-21,2.3,0.0,0.0
1998-10-22,2.3,0.0,0.0
1998-10-23,2.3,0.0,0.0
1998-10-24,2.4,0.0,0.1
1998-10-25,2.9,0.0,0.0
1998-10-26,3.3,0.0,0.0
1998-10-27,3.3,0.0,0.0
1998-10-28,3.3,0.0,0.0
1998-10-29,3.8,2.0,0.6
1998-10-30,3.9,0.0,0.5
1998-10-31,3.9,0.0,0.0
1998-11-01,4.0,0.0,0.2
1998-11-02,4.2,1.0,0.3
1998-11-03,4.4,2.0,0.3
1998-11-04,4.4,1.0,0.3
1998-11-05,4.7,3.0,0.9
1998-11-06,5.1,8.0,1.2
1998-11-07,5.2,6.0,1.4
1998-11-08,6.0,15.0,2.0
1998-11-09,6.6,21.0,2.8
1998-11-10,6.6,17.0,2.8
1998-11-11,6.7,13.0,2.8
1998-11-12,6.7,13.0,2.8
1998-11-13,6.7,11.0,2.8
1998-11-14,6.7,10.0,2.8
1998-11-15,6.7,9.0,2.8
1998-11-16,6.7,9.0,2.8
1998-11-17,7.1,12.0,3.2
1998-11-18,7.2,11.0,3.2
1998-11-19,7.2,11.0,3.2
1998-11-20,7.2,11.0,3.2
1998-11-21,7.3,10.0,3.2
1998-11-22,7.4,11.0,3.3
