date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
1998-10-01,0.1,0.0,0.0
1998-10-02,0.3,0.0,0.0
1998-10-03,1.1,3.0,0.6
1998-10-04,1.6,8.0,1.0
1998-10-05,1.7,6.0,0.9
1998-10-06,1.7,4.0,0.8
1998-10-07,1.7,2.0,0.5
1998-10-08,1.7,1.0,0.3
1998-10-09,1.7,1.0,0.2
1998-10-10,1.7,0.0,0.0
1998-10-11,1.7,0.0,0.0
1998-10-12,1.7,0.0,0.0
1998-10-13,1.7,0.0,0.0
1998-10-14,1.7,0.0,0.0
1998-10-15,1.8,3.0,0.2
1998-10-16,2.0,3.0,0.4
1998-10-17,2.0,3.0,0.3
1998-10-18,2.1,2.0,0.2
1998-10-19,2.1,2.0,0.2
1998-10-20,2.1,0.0,0.0
1998-10-21,2.1,0.0,0.0
1998-10-22,2.2,0.0,0.0
1998-10-23,2.2,0.0,0.0
1998-10-24,2.3,1.0,0.2
1998-10-25,2.8,4.0,0.7
1998-10-26,3.0,4.0,0.9
1998-10-27,3.1,3.0,1.0
1998-10-28,3.3,3.0,1.0
1998-10-29,3.8,9.0,1.7
1998-10-30,4.0,7.0,1.7
1998-10-31,4.0,7.0,1.7
1998-11-01,4.1,5.0,1.7
1998-11-02,4.2,8.0,1.8
1998-11-03,4.3,10.0,1.9
1998-11-04,4.5,10.0,1.9
1998-11-05,4.6,11.0,2.1
1998-11-06,4.8,12.0,2.3
1998-11-07,5.0,11.0,2.5
1998-11-08,5.5,18.0,3.1
1998-11-09,6.0,23.0,3.6
1998-11-10,6.1,23.0,3.7
1998-11-11,6.2,20.0,3.7
1998-11-12,6.3,19.0,3.7
1998-11-13,6.3,16.0,3.7
1998-11-14,6.3,16.0,3.7
1998-11-15,6.3,16.0,3.7
1998-11-16,6.3,16.0,3.7
1998-11-17,6.5,16.0,3.8
1998-11-18,6.6,18.0,4.0
1998-11-19,6.7,19.0,4.0
1998-11-20,6.8,18.0,4.0
1998-11-21,7.0,16.0,4.0
1998-11-22,7.0,18.0,4.0
1998-11-23,7.0,17.0,4.0
1998-11-24,7.0,15.0,4.0
1998-11-25,7.0,17.0,4.0
1998-11-26,7.1,16.0,4.0
1998-11-27,7.1,16.0,4.0
1998-11-28,7.3,15.0,4.3
1998-11-29,7.4,17.0,4.4
1998-11-30,7.4,19.0,4.4
1998-12-01,7.4,18.0,4.4
1998-12-02,7.4,18.0,4.4
1998-12-03,7.4,18.0,4.4
1998-12-04,7.9,23.0,4.7
1998-12-05,8.0,20.0,4.7
1998-12-06,8.1,20.0,4.7
1998-12-07,8.1,21.0,4.7
1998-12-08,8.4,25.0,5.0
1998-12-09,8.5,26.0,5.1
1998-12-10,8.6,25.0,5.1
1998-12-11,8.7,24.0,5.1
1998-12-12,8.7,24.0,5.1
1998-12-13,8.7,22.0,5.1
1998-12-14,8.7,22.0,5.1
1998-12-15,8.7,22.0,5.1
1998-12-16,8.7,22.0,5.1
1998-12-17,8.7,22.0,5.1
1998-12-18,8.7,22.0,5.1
1998-12-19,8.7,23.0,5.2
1998-12-20,8.7,25.0,5.2
1998-12-21,8.8,23.0,5.2
1998-12-22,8.9,25.0,5.2
1998-12-23,8.9,24.0,5.3
1998-12-24,9.1,25.0,5.6
1998-12-25,9.2,24.0,5.6
1998-12-26,9.3,24.0,5.6
1998-12-27,9.4,29.0,5.6
1998-12-28,9.5,27.0,5.6
1998-12-29,9.5,28.0,5.6
1998-12-30,9.5,27.0,5.6
1998-12-31,9.6,28.0,5.9
1999-01-01,9.6,29.0,6.0
1999-01-02,9.6,23.0,6.0
1999-01-03,9.6,26.0,6.0
1999-01-04,9.7,23.0,6.2
1999-01-05,9.7,25.0,6.2
1999-01-06,9.7,26.0,6.2
1999-01-07,9.7,26.0,6.2
1999-01-08,9.7,26.0,6.2
1999-01-09,9.7,25.0,6.2
1999-01-10,9.8,24.0,6.2
1999-01-11,9.8,25.0,6.2
1999-01-12,9.8,23.0,6.2
1999-01-13,9.8,25.0,6.2
1999-01-14,9.8,23.0,6.2
1999-01-15,9.9,26.0,6.5
1999-01-16,10.1,30.0,6.8
1999-01-17,10.4,32.0,7.0
1999-01-18,11.0,39.0,7.7
1999-01-19,11.4,40.0,8.1
1999-01-20,12.2,44.0,9.1
1999-01-21,12.9,54.0,10.1
1999-01-22,13.0,52.0,10.3
1999-01-23,13.1,49.0,10.5
1999-01-24,13.5,56.0,11.1
1999-01-25,13.7,54.0,11.1
1999-01-26,13.8,52.0,11.3
1999-01-27,13.8,54.0,11.4
1999-01-28,13.9,51.0,11.4
1999-01-29,14.1,50.0,11.4
1999-01-30,14.1,48.0,11.4
1999-01-31,14.2,49.0,11.6
1999-02-01,14.4,51.0,11.8
1999-02-02,14.5,49.0,11.8
1999-02-03,14.5,48.0,11.9
1999-02-04,14.6,46.0,12.1
1999-02-05,14.7,46.0,12.3
1999-02-06,14.8,48.0,12.5
1999-02-07,15.4,50.0,13.2
1999-02-08,15.9,55.0,13.8
1999-02-09,16.1,56.0,14.9
1999-02-10,16.4,60.0,15.3
1999-02-11,16.5,58.0,15.4
1999-02-12,17.1,57.0,15.5
1999-02-13,17.4,56.0,15.5
1999-02-14,17.4,55.0,15.5
1999-02-15,17.4,55.0,15.5
1999-02-16,17.4,54.0,15.6
1999-02-17,17.5,53.0,16.4
1999-02-18,17.8,62.0,16.7
1999-02-19,18.1,61.0,17.0
1999-02-20,18.3,62.0,17.1
1999-02-21,18.3,65.0,17.6
1999-02-22,18.8,60.0,17.8
1999-02-23,18.9,63.0,17.8
1999-02-24,19.0,61.0,17.9
1999-02-25,19.0,61.0,18.1
1999-02-26,19.1,62.0,18.1
1999-02-27,19.1,61.0,18.2
1999-02-28,19.1,59.0,18.2
1999-03-01,19.2,60.0,18.4
1999-03-02,19.2,59.0,18.4
1999-03-03,19.2,57.0,18.4
1999-03-04,19.4,64.0,18.8
1999-03-05,19.5,62.0,18.8
1999-03-06,19.6,60.0,18.8
1999-03-07,19.8,63.0,19.3
1999-03-08,19.9,65.0,19.5
1999-03-09,20.0,68.0,20.2
1999-03-10,20.1,67.0,20.3
1999-03-11,21.0,67.0,20.6
1999-03-12,21.1,67.0,20.7
1999-03-13,21.3,65.0,20.7
1999-03-14,21.3,63.0,20.8
1999-03-15,21.3,61.0,20.8
1999-03-16,21.3,60.0,21.0
1999-03-17,21.3,59.0,21.0
1999-03-18,21.3,58.0,21.0
1999-03-19,21.3,57.0,21.0
1999-03-20,21.3,56.0,21.0
1999-03-21,21.3,56.0,21.2
1999-03-22,21.4,56.0,21.4
1999-03-23,21.4,55.0,21.4
1999-03-24,21.4,54.0,21.4
1999-03-25,21.4,53.0,21.4
1999-03-26,21.4,53.0,21.4
1999-03-27,21.5,55.0,21.9
1999-03-28,21.5,54.0,21.9
1999-03-29,21.5,52.0,21.9
1999-03-30,21.5,53.0,21.9
1999-03-31,21.6,54.0,21.9
1999-04-01,21.9,57.0,22.0
1999-04-02,21.9,57.0,22.0
1999-04-03,22.0,58.0,22.1
1999-04-04,22.1,56.0,22.1
1999-04-05,22.2,59.0,22.5
1999-04-06,22.9,64.0,22.6
1999-04-07,23.0,63.0,22.8
1999-04-08,23.4,61.0,22.8
1999-04-09,23.6,67.0,23.3
1999-04-10,23.8,65.0,23.3
1999-04-11,24.1,62.0,23.3
1999-04-12,24.2,60.0,23.2
1999-04-13,24.2,58.0,23.2
1999-04-14,24.2,57.0,23.1
1999-04-15,24.2,57.0,22.9
1999-04-16,24.4,56.0,22.7
1999-04-17,24.6,53.0,22.7
1999-04-18,24.6,52.0,22.3
1999-04-19,24.6,50.0,21.4
1999-04-20,24.7,45.0,21.7
1999-04-21,24.9,54.0,22.1
1999-04-22,25.3,57.0,22.7
1999-04-23,25.8,59.0,23.2
1999-04-24,26.4,62.0,23.8
1999-04-25,27.2,65.0,24.2
1999-04-26,27.2,61.0,24.5
1999-04-27,27.3,62.0,24.8
1999-04-28,28.2,69.0,25.7
1999-04-29,28.5,65.0,26.2
1999-04-30,28.8,65.0,26.7
1999-05-01,28.9,62.0,26.1
1999-05-02,29.9,74.0,26.9
1999-05-03,30.7,78.0,28.0
1999-05-04,32.1,82.0,29.0
1999-05-05,32.1,77.0,29.1
1999-05-06,32.1,73.0,29.2
1999-05-07,32.1,69.0,28.2
1999-05-08,32.1,65.0,27.4
1999-05-09,32.1,64.0,27.0
1999-05-10,32.1,63.0,27.0
1999-05-11,32.3,62.0,27.0
1999-05-12,32.6,60.0,27.2
1999-05-13,33.2,60.0,27.1
1999-05-14,33.2,60.0,27.1
1999-05-15,33.2,61.0,27.1
1999-05-16,33.2,60.0,27.0
1999-05-17,33.5,58.0,26.7
1999-05-18,33.6,56.0,25.7
1999-05-19,33.6,55.0,25.0
1999-05-20,33.7,52.0,23.8
1999-05-21,33.7,50.0,22.9
1999-05-22,33.8,48.0,21.5
1999-05-23,34.1,44.0,20.2
1999-05-24,34.1,41.0,18.2
1999-05-25,34.1,39.0,17.1
1999-05-26,34.1,37.0,15.6
1999-05-27,34.1,33.0,14.1
1999-05-28,34.1,30.0,12.8
1999-05-29,34.1,28.0,11.7
1999-05-30,34.1,25.0,10.4
1999-05-31,34.1,24.0,9.6
1999-06-01,34.4,22.0,8.6
1999-06-02,34.8,24.0,9.1
1999-06-03,34.8,22.0,8.6
1999-06-04,34.8,21.0,8.4
1999-06-05,35.2,20.0,7.9
1999-06-06,35.3,17.0,6.9
1999-06-07,35.3,15.0,5.3
1999-06-08,35.3,11.0,3.9
1999-06-09,35.3,8.0,2.6
1999-06-10,35.3,4.0,1.5
1999-06-11,35.3,2.0,0.5
1999-06-12,35.3,1.0,0.0
1999-06-13,35.3,0.0,0.0
1999-06-14,35.3,0.0,0.0
1999-06-15,35.3,0.0,0.0
1999-06-16,35.3,0.0,0.0
1999-06-17,35.3,0.0,0.0
1999-06-18,35.3,0.0,0.0
1999-06-19,35.3,0.0,0.0
1999-06-20,35.3,0.0,0.0
1999-06-21,35.3,0.0,0.0
1999-06-22,35.3,0.0,0.0
1999-06-23,35.3,0.0,0.0
1999-06-24,35.3,0.0,0.0
1999-06-25,35.3,0.0,0.0
1999-06-26,35.3,0.0,0.0
1999-06-27,35.3,0.0,0.0
1999-06-28,35.3,0.0,0.0
1999-06-29,35.3,0.0,0.0
1999-06-30,35.3,0.0,0.0
1999-07-01,35.3,0.0,0.0
1999-07-02,35.3,0.0,0.0
1999-07-03,35.3,0.0,0.0
1999-07-04,35.3,0.0,0.0
1999-07-05,35.3,0.0,0.0
1999-07-06,35.3,0.0,0.0
1999-07-07,35.3,0.0,0.0
1999-07-08,35.7,0.0,0.0
1999-07-09,35.8,0.0,0.0
1999-07-10,35.8,0.0,0.0
1999-07-11,35.8,0.0,0.0
1999-07-12,35.9,0.0,0.0
1999-07-13,35.9,0.0,0.0
1999-07-14,35.9,0.0,0.0
1999-07-15,36.3,0.0,0.0
1999-07-16,36.3,0.0,0.0
1999-07-17,36.7,0.0,0.0
1999-07-18,36.7,0.0,0.0
1999-07-19,36.7,0.0,0.0
1999-07-20,36.7,0.0,0.0
1999-07-21,36.7,0.0,0.0
