date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2021-10-01,0.0,39.9,48.4,34.3,0.0
2021-10-02,0.0,43.2,51.8,40.3,0.0
2021-10-03,0.0,40.8,47.5,37.9,0.0
2021-10-04,0.0,44.2,52.7,36.3,0.0
2021-10-05,0.0,38.3,45.7,31.8,0.0
2021-10-06,1.0,32.4,35.6,30.9,0.5
2021-10-07,1.0,33.6,39.9,29.1,0.4
2021-10-08,2.0,37.2,44.6,33.3,1.1
2021-10-09,2.0,34.5,36.7,32.9,1.1
2021-10-10,2.0,31.3,36.5,27.7,1.0
2021-10-11,1.0,30.0,36.7,27.1,0.8
2021-10-12,1.0,30.7,36.7,27.3,0.9
2021-10-13,2.0,29.7,33.4,28.2,1.1
2021-10-14,2.0,33.4,36.3,29.5,1.6
2021-10-15,2.0,35.8,36.7,34.5,1.6
2021-10-16,2.0,40.8,45.1,34.5,0.9
2021-10-17,0.0,41.2,45.1,38.8,0.4
2021-10-18,0.0,38.3,43.0,36.3,0.2
2021-10-19,0.0,47.7,54.1,40.8,0.2
2021-10-20,0.0,38.8,48.0,34.7,0.2
2021-10-21,0.0,41.5,50.2,35.2,0.2
2021-10-22,0.0,36.9,40.3,31.8,0.3
2021-10-23,0.0,34.2,36.3,31.6,0.5
2021-10-24,0.0,36.0,41.2,32.4,0.5
2021-10-25,6.0,33.3,34.3,32.5,1.5
2021-10-26,13.0,33.1,35.8,31.3,3.6
2021-10-27,21.0,32.0,33.6,30.9,5.6
2021-10-28,10.0,36.7,42.8,31.8,7.0
2021-10-29,14.0,30.7,35.6,25.3,6.5
2021-10-30,13.0,31.1,36.0,24.4,6.3
2021-10-31,13.0,38.5,44.2,31.1,6.1
2021-11-01,12.0,40.3,45.9,35.4,6.2
2021-11-02,13.0,35.8,41.0,33.6,6.5
2021-11-03,11.0,40.5,45.5,36.1,6.5
2021-11-04,12.0,37.4,42.4,31.3,7.2
2021-11-05,13.0,30.2,33.3,27.1,7.3
2021-11-06,13.0,27.7,30.0,26.6,7.8
2021-11-07,13.0,26.4,28.0,25.7,8.8
2021-11-08,12.0,29.1,35.1,25.0,8.9
2021-11-09,23.0,29.1,33.3,25.7,10.3
2021-11-10,31.0,27.7,31.6,25.7,11.1
2021-11-11,22.0,37.8,42.4,28.4,11.8
2021-11-12,20.0,36.7,44.4,30.4,11.3
2021-11-13,27.0,31.3,40.8,29.1,12.9
2021-11-14,14.0,43.5,45.3,40.5,10.2
2021-11-15,12.0,34.5,44.1,22.8,10.5
2021-11-16,21.0,23.2,25.9,20.7,10.6
2021-11-17,22.0,28.0,37.2,20.7,10.7
2021-11-18,25.0,29.7,31.8,25.7,11.6
2021-11-19,24.0,27.9,33.1,23.9,11.8
2021-11-20,24.0,26.2,28.2,23.7,12.0
2021-11-21,25.0,35.1,41.7,26.6,12.3
2021-11-22,25.0,35.8,43.9,29.3,12.7
2021-11-23,31.0,28.2,31.5,25.0,13.6
2021-11-24,28.0,26.2,28.4,24.4,14.1
2021-11-25,40.0,31.3,33.1,27.9,16.9
2021-11-26,41.0,33.1,33.8,31.1,18.0
2021-11-27,35.0,36.1,44.2,32.2,20.0
2021-11-28,26.0,39.4,44.2,36.5,19.5
2021-11-29,27.0,36.7,38.3,33.6,21.0
2021-11-30,25.0,35.8,40.3,33.1,23.0
2021-12-01,22.0,38.7,41.0,32.2,22.0
2021-12-02,24.0,28.9,32.7,24.1,21.4
2021-12-03,24.0,24.1,31.8,21.0,20.0
2021-12-04,30.0,24.1,27.9,20.1,20.3
2021-12-05,30.0,19.9,26.2,17.1,20.0
2021-12-06,31.0,26.1,32.2,18.7,20.8
2021-12-07,33.0,,,,21.2
2021-12-08,44.0,24.4,32.7,20.8,22.9
2021-12-09,46.0,21.9,25.3,18.3,23.8
2021-12-10,58.0,23.4,28.4,17.2,25.5
2021-12-11,62.0,26.2,28.6,21.6,27.7
2021-12-12,69.0,21.7,22.6,20.7,29.3
2021-12-13,71.0,24.6,27.3,21.6,29.6
2021-12-14,68.0,20.5,23.4,18.7,29.6
2021-12-15,65.0,22.8,29.8,20.8,29.8
2021-12-16,65.0,21.9,26.6,16.5,30.1
2021-12-17,66.0,19.8,25.0,16.0,30.4
2021-12-18,79.0,27.5,31.8,22.8,33.8
2021-12-19,71.0,21.0,23.7,15.6,34.1
2021-12-20,72.0,22.5,30.9,15.6,34.2
2021-12-21,74.0,30.6,33.6,22.6,35.1
2021-12-22,89.0,30.2,32.2,29.5,37.8
2021-12-23,98.0,22.8,29.5,18.1,40.3
2021-12-24,106.0,21.0,25.3,15.6,41.1
2021-12-25,103.0,18.7,21.6,15.1,41.9
2021-12-26,95.0,-3.3,15.3,-11.0,43.5
2021-12-27,90.0,1.4,10.9,-15.0,43.8
2021-12-28,91.0,10.8,19.0,6.3,44.0
2021-12-29,86.0,5.0,13.8,-3.5,45.4
2021-12-30,84.0,12.6,17.4,7.7,46.8
2021-12-31,79.0,,,,48.6
2022-01-01,77.0,15.3,23.0,9.1,49.1
2022-01-02,92.0,26.6,28.8,22.1,51.6
2022-01-03,107.0,22.3,26.6,18.1,53.3
2022-01-04,111.0,20.1,21.9,18.7,54.2
2022-01-05,110.0,20.1,23.5,18.0,54.4
2022-01-06,126.0,30.7,33.8,22.5,57.6
2022-01-07,131.0,25.7,31.1,17.6,59.4
2022-01-08,129.0,21.7,25.9,17.4,59.4
2022-01-09,123.0,34.5,43.3,25.9,59.1
2022-01-10,124.0,33.8,37.6,29.7,59.2
2022-01-11,124.0,34.7,37.0,33.1,61.9
2022-01-12,112.0,38.8,42.1,36.7,64.6
