date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2021-10-01,0.0,0.0,,,,0.0
2021-10-02,0.0,0.0,,,,0.0
2021-10-03,0.0,0.0,,,,0.0
2021-10-04,0.0,0.0,,,,0.0
2021-10-05,0.0,0.0,,,,0.0
2021-10-06,0.0,0.0,,,,0.0
2021-10-07,0.0,0.0,,,,0.0
2021-10-08,0.0,0.0,,,,0.0
2021-10-09,0.0,0.0,,,,0.0
2021-10-10,0.1,0.0,,,,0.0
2021-10-11,0.3,1.0,,,,0.1
2021-10-12,0.4,2.0,,,,0.2
2021-10-13,0.5,1.0,24.4,29.7,18.5,0.2
2021-10-14,0.7,3.0,20.5,24.6,16.0,0.3
2021-10-15,0.7,3.0,22.6,30.4,13.3,0.3
2021-10-16,0.7,3.0,37.2,50.4,28.9,0.3
2021-10-17,0.7,1.0,40.3,53.6,32.2,0.3
2021-10-18,0.7,2.0,38.7,49.5,31.1,0.3
2021-10-19,0.7,1.0,30.2,38.7,24.8,0.3
2021-10-20,0.7,1.0,36.0,47.1,26.1,0.3
2021-10-21,0.7,1.0,37.6,49.5,31.1,0.3
2021-10-22,0.7,1.0,39.0,52.5,29.3,0.3
2021-10-23,0.7,1.0,37.6,48.7,31.8,0.3
2021-10-24,0.7,1.0,37.0,45.9,29.5,0.3
2021-10-25,0.7,1.0,47.7,58.1,39.0,0.3
2021-10-26,1.0,1.0,31.5,45.1,19.4,0.3
2021-10-27,1.1,2.0,21.6,25.0,18.1,0.4
2021-10-28,1.1,1.0,27.9,33.1,24.1,0.4
2021-10-29,1.1,1.0,36.5,49.6,24.6,0.4
2021-10-30,1.1,1.0,37.0,48.9,28.0,0.4
2021-10-31,1.2,1.0,35.6,45.5,27.3,0.4
2021-11-01,1.4,4.0,32.4,36.7,28.2,0.6
2021-11-02,1.7,3.0,32.0,36.3,29.3,0.8
2021-11-03,1.7,3.0,30.2,39.7,24.8,0.8
2021-11-04,1.7,2.0,35.8,44.2,29.7,0.8
2021-11-05,1.7,2.0,39.0,47.3,34.9,0.8
2021-11-06,1.7,2.0,41.9,51.4,36.3,0.8
2021-11-07,1.7,2.0,40.8,50.4,34.0,0.8
2021-11-08,1.7,2.0,38.7,46.2,33.3,0.8
2021-11-09,1.8,2.0,36.3,45.1,28.9,0.8
2021-11-10,2.1,3.0,25.0,29.7,21.0,0.9
2021-11-11,2.5,8.0,23.2,26.8,17.4,1.3
2021-11-12,2.5,7.0,27.7,32.4,22.8,1.4
2021-11-13,2.5,6.0,33.3,41.5,28.6,1.4
2021-11-14,2.5,6.0,36.3,43.9,30.9,1.4
2021-11-15,2.5,6.0,39.6,48.2,35.2,1.4
2021-11-16,2.5,6.0,36.3,42.8,29.8,1.4
2021-11-17,2.6,5.0,25.5,30.7,19.6,1.4
2021-11-18,2.6,5.0,31.1,42.4,14.5,1.4
2021-11-19,2.6,5.0,32.2,37.8,29.8,1.4
2021-11-20,2.8,6.0,27.7,34.2,19.4,1.5
2021-11-21,2.8,6.0,24.1,33.6,13.8,1.5
2021-11-22,2.8,6.0,34.7,46.0,27.5,1.5
2021-11-23,2.8,6.0,34.7,43.3,28.0,1.5
2021-11-24,2.8,6.0,20.3,28.0,10.0,1.5
2021-11-25,2.8,6.0,23.2,33.1,5.5,1.5
2021-11-26,2.8,6.0,34.2,43.0,30.0,1.5
2021-11-27,2.8,6.0,32.5,40.8,29.8,1.5
2021-11-28,2.8,6.0,34.7,42.3,29.8,1.5
2021-11-29,2.8,6.0,37.0,45.7,32.7,1.5
2021-11-30,2.8,5.0,34.7,43.2,27.5,1.5
2021-12-01,2.8,5.0,37.9,45.9,33.6,1.5
2021-12-02,2.8,5.0,39.7,51.3,32.7,1.5
2021-12-03,2.8,5.0,36.3,46.9,28.9,1.5
2021-12-04,2.8,5.0,35.6,45.7,28.9,1.5
2021-12-05,2.8,5.0,31.3,39.4,25.0,1.5
2021-12-06,2.8,5.0,,,,1.5
2021-12-07,3.0,5.0,,,,1.5
2021-12-08,3.0,5.0,,,,1.5
2021-12-09,3.1,6.0,,,,1.6
2021-12-10,3.1,6.0,,,,1.6
2021-12-11,3.3,7.0,,,,1.7
2021-12-12,3.3,7.0,,,,1.8
2021-12-13,3.3,7.0,,,,1.8
2021-12-14,3.3,8.0,,,,1.8
2021-12-15,3.4,8.0,,,,1.8
2021-12-16,3.4,8.0,,,,1.8
2021-12-17,3.4,8.0,,,,1.8
2021-12-18,3.4,9.0,,,,1.9
2021-12-19,3.5,9.0,,,,1.9
2021-12-20,3.5,9.0,,,,1.9
2021-12-21,3.5,9.0,,,,1.9
2021-12-22,3.5,9.0,,,,1.9
2021-12-23,3.8,11.0,,,,2.1
2021-12-24,4.2,10.0,,,,2.3
2021-12-25,4.2,10.0,,,,2.3
2021-12-26,4.4,11.0,,,,2.4
2021-12-27,4.6,12.0,,,,2.5
2021-12-28,4.7,12.0,,,,2.6
2021-12-29,4.7,12.0,,,,2.6
2021-12-30,4.9,12.0,,,,2.7
2021-12-31,5.3,14.0,,,,3.0
2022-01-01,5.3,14.0,,,,3.0
2022-01-02,5.4,15.0,,,,3.1
2022-01-03,5.4,14.0,,,,3.1
2022-01-04,5.4,14.0,,,,3.1
2022-01-05,6.0,15.0,,,,3.4
2022-01-06,6.4,17.0,,,,3.7
2022-01-07,6.4,17.0,,,,3.7
2022-01-08,6.5,18.0,,,,3.8
2022-01-09,6.5,17.0,,,,3.8
2022-01-10,6.5,16.0,,,,3.8
2022-01-11,6.6,17.0,,,,3.9
2022-01-12,6.6,17.0,,,,3.9
2022-01-13,6.6,17.0,,,,3.9
2022-01-14,6.6,17.0,,,,3.9
2022-01-15,6.7,18.0,,,,4.0
2022-01-16,6.7,17.0,,,,4.0
2022-01-17,6.7,17.0,,,,4.0
2022-01-18,6.7,17.0,,,,4.0
2022-01-19,6.7,17.0,,,,4.0
2022-01-20,6.7,17.0,,,,4.0
2022-01-21,7.0,18.0,,,,4.3
2022-01-22,7.0,18.0,,,,4.3
2022-01-23,7.0,18.0,,,,4.3
2022-01-24,7.0,18.0,,,,4.3
2022-01-25,7.1,18.0,,,,4.4
2022-01-26,7.1,19.0,,,,4.4
2022-01-27,7.2,20.0,,,,4.5
2022-01-28,7.2,19.0,,,,4.5
2022-01-29,7.3,20.0,,,,4.6
2022-01-30,7.3,20.0,,,,4.6
2022-01-31,7.3,20.0,,,,4.6
2022-02-01,7.3,20.0,,,,4.6
2022-02-02,7.3,20.0,,,,4.6
2022-02-03,7.3,20.0,,,,4.6
2022-02-04,7.3,20.0,,,,4.6
2022-02-05,7.3,20.0,,,,4.6
2022-02-06,7.3,20.0,,,,4.6
2022-02-07,7.3,20.0,,,,4.6
2022-02-08,7.3,20.0,,,,4.6
2022-02-09,7.3,20.0,,,,4.6
2022-02-10,7.3,20.0,,,,4.6
2022-02-11,7.3,21.0,17.4,29.1,8.1,4.6
2022-02-12,7.3,22.0,16.5,27.7,4.8,4.6
2022-02-13,7.3,22.0,24.3,35.2,18.0,4.6
2022-02-14,7.3,22.0,28.6,38.3,20.1,4.7
2022-02-15,7.3,22.0,30.6,39.7,25.3,4.7
2022-02-16,7.5,24.0,20.7,30.6,7.2,4.7
2022-02-17,7.5,24.0,10.8,18.5,,4.8
2022-02-18,7.5,24.0,18.0,27.7,12.6,4.8
2022-02-19,7.5,23.0,25.5,37.6,18.1,4.8
2022-02-20,7.5,23.0,27.9,38.7,22.8,4.8
2022-02-21,7.6,22.0,23.4,29.3,17.2,4.8
2022-02-22,7.8,24.0,11.7,17.4,,4.9
2022-02-23,8.1,28.0,10.2,20.8,,5.3
2022-02-24,8.2,28.0,7.7,11.7,4.1,5.3
2022-02-25,8.2,27.0,7.7,18.7,,5.3
2022-02-26,8.2,27.0,10.6,21.6,,5.4
2022-02-27,8.2,26.0,28.9,41.2,18.1,5.5
2022-02-28,8.2,26.0,30.6,41.5,23.9,5.5
2022-03-01,8.2,26.0,34.5,46.8,28.4,5.5
2022-03-02,8.2,26.0,35.1,50.5,25.3,5.5
2022-03-03,8.2,25.0,36.9,48.6,28.9,5.5
2022-03-04,8.2,23.0,30.9,40.5,22.6,5.5
2022-03-05,8.4,25.0,22.3,31.1,15.4,5.5
2022-03-06,8.6,30.0,12.0,19.0,,5.8
2022-03-07,8.7,28.0,8.1,20.8,,5.8
2022-03-08,8.7,27.0,7.7,18.1,,5.9
2022-03-09,8.9,31.0,14.0,22.1,4.6,6.0
2022-03-10,9.0,30.0,6.1,14.7,,6.0
2022-03-11,9.0,30.0,6.6,15.8,,6.1
2022-03-12,9.0,30.0,23.9,36.3,13.8,6.2
2022-03-13,9.1,30.0,28.4,41.0,17.8,6.3
2022-03-14,9.1,31.0,23.2,33.8,14.4,6.3
2022-03-15,9.1,30.0,37.0,45.7,30.9,6.4
2022-03-16,9.2,31.0,30.0,38.7,21.6,6.4
2022-03-17,9.3,31.0,19.9,31.5,11.8,6.4
2022-03-18,9.3,30.0,20.5,32.5,11.5,6.4
2022-03-19,9.3,30.0,28.4,41.0,18.3,6.4
2022-03-20,9.3,30.0,31.8,40.1,26.6,6.4
2022-03-21,9.3,28.0,24.6,34.5,13.5,6.4
2022-03-22,9.4,30.0,14.7,23.9,7.9,6.4
2022-03-23,9.4,30.0,21.0,32.9,10.6,6.5
2022-03-24,9.4,30.0,31.5,40.6,24.6,6.6
2022-03-25,9.4,29.0,35.4,45.5,28.2,6.6
2022-03-26,9.4,28.0,40.3,50.9,34.3,6.6
2022-03-27,9.4,28.0,41.7,52.9,36.0,6.6
2022-03-28,9.4,27.0,41.0,52.0,31.8,6.6
2022-03-29,9.6,29.0,30.4,38.5,23.0,6.7
2022-03-30,9.6,30.0,21.2,26.4,16.7,6.7
2022-03-31,9.6,29.0,29.1,40.8,20.5,6.7
