date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2021-10-01,0.0,38.3,46.8,31.6,0.0
2021-10-02,0.0,42.4,48.7,39.0,0.0
2021-10-03,0.0,41.4,49.3,37.4,0.0
2021-10-04,0.0,46.8,54.1,37.9,0.0
2021-10-05,0.0,38.5,46.4,29.7,0.0
2021-10-06,0.0,32.0,38.5,29.3,0.2
2021-10-07,0.0,32.9,40.8,28.6,0.0
2021-10-08,0.0,36.5,44.6,32.7,0.0
2021-10-09,0.0,34.0,37.6,31.3,0.2
2021-10-10,1.0,29.7,35.2,25.2,0.3
2021-10-11,2.0,28.9,37.6,25.5,0.6
2021-10-12,2.0,30.2,36.0,27.7,0.8
2021-10-13,4.0,28.2,33.1,26.6,0.7
2021-10-14,3.0,31.6,34.0,27.5,0.8
2021-10-15,3.0,34.7,36.5,33.4,0.8
2021-10-16,1.0,41.7,45.9,34.3,0.4
2021-10-17,0.0,42.4,47.7,36.9,0.1
2021-10-18,0.0,38.1,46.4,35.1,0.0
2021-10-19,0.0,46.0,53.8,38.3,0.0
2021-10-20,0.0,38.1,44.8,33.8,0.0
2021-10-21,0.0,39.6,47.3,34.5,0.0
2021-10-22,0.0,36.1,40.5,30.0,0.0
2021-10-23,0.0,33.3,36.0,30.0,0.1
2021-10-24,0.0,34.5,38.5,31.1,0.3
2021-10-25,6.0,32.9,34.5,31.6,0.9
2021-10-26,17.0,32.0,34.2,29.5,2.2
2021-10-27,21.0,30.6,33.1,28.9,3.0
2021-10-28,25.0,34.2,38.7,30.0,4.2
2021-10-29,25.0,30.4,36.7,23.2,4.2
2021-10-30,23.0,28.8,35.1,21.4,4.1
2021-10-31,22.0,35.6,44.1,29.5,4.1
2021-11-01,22.0,36.7,43.5,33.8,4.2
2021-11-02,21.0,34.3,39.0,32.2,4.4
2021-11-03,19.0,38.5,45.5,34.0,4.6
2021-11-04,18.0,36.0,39.9,30.7,4.8
2021-11-05,20.0,28.6,34.2,23.7,4.9
2021-11-06,28.0,25.9,28.9,24.6,5.6
2021-11-07,38.0,24.6,27.5,23.4,6.6
2021-11-08,37.0,27.1,35.4,22.1,6.8
2021-11-09,49.0,27.0,31.3,24.3,8.2
2021-11-10,48.0,25.9,33.3,23.7,8.7
2021-11-11,44.0,35.6,42.4,25.9,9.1
2021-11-12,42.0,35.2,42.1,28.4,9.5
2021-11-13,45.0,29.7,39.9,27.5,10.4
2021-11-14,32.0,41.4,43.5,38.3,10.8
2021-11-15,39.0,32.5,41.4,20.5,10.8
2021-11-16,38.0,20.8,26.4,18.7,10.5
2021-11-17,36.0,22.8,30.4,17.8,10.4
2021-11-18,38.0,27.0,29.1,22.8,10.8
2021-11-19,38.0,26.4,30.0,22.5,10.7
2021-11-20,37.0,25.0,28.6,22.1,10.8
2021-11-21,36.0,34.7,41.7,27.0,10.8
2021-11-22,36.0,34.9,41.7,29.7,11.1
2021-11-23,41.0,26.2,29.8,22.6,11.4
2021-11-24,39.0,24.6,29.1,22.3,11.4
2021-11-25,49.0,31.6,33.6,26.1,12.7
2021-11-26,51.0,31.1,33.4,28.8,13.3
2021-11-27,47.0,34.9,42.3,29.3,14.1
2021-11-28,41.0,37.4,42.1,34.9,13.5
2021-11-29,42.0,34.9,37.6,33.3,13.5
2021-11-30,44.0,35.1,40.1,31.6,14.5
2021-12-01,42.0,37.6,40.5,32.2,14.3
2021-12-02,42.0,27.9,32.7,21.9,14.0
2021-12-03,41.0,22.6,27.9,19.0,14.0
2021-12-04,48.0,21.9,25.3,17.2,14.4
2021-12-05,46.0,18.1,25.3,14.9,14.6
2021-12-06,49.0,24.4,30.9,16.7,15.4
2021-12-07,51.0,,,,15.6
2021-12-08,53.0,22.3,31.1,17.8,16.3
2021-12-09,58.0,19.4,22.1,15.8,16.8
2021-12-10,63.0,21.2,27.1,15.8,17.6
2021-12-11,73.0,24.4,27.3,19.0,19.2
2021-12-12,82.0,19.6,22.3,18.1,20.5
2021-12-13,82.0,22.3,24.4,18.7,20.8
2021-12-14,78.0,18.9,27.0,14.2,20.8
2021-12-15,77.0,20.1,31.6,16.5,20.9
2021-12-16,77.0,19.2,23.7,11.5,21.0
2021-12-17,78.0,16.2,25.0,9.9,21.1
2021-12-18,91.0,25.9,31.1,19.4,23.0
2021-12-19,87.0,19.0,26.6,14.5,23.0
2021-12-20,84.0,19.0,29.3,13.1,22.9
2021-12-21,85.0,29.5,31.6,24.1,23.4
2021-12-22,96.0,28.8,30.9,27.5,24.7
2021-12-23,105.0,20.8,27.9,16.2,25.5
2021-12-24,108.0,18.7,29.1,13.8,25.9
2021-12-25,108.0,13.6,19.9,4.5,26.1
2021-12-26,104.0,-7.6,4.5,-18.9,25.8
2021-12-27,100.0,-2.9,9.7,-21.8,25.8
2021-12-28,97.0,9.0,22.8,3.7,25.7
2021-12-29,98.0,1.8,7.7,-6.9,25.8
2021-12-30,96.0,10.4,19.0,3.2,26.0
2021-12-31,95.0,,,,25.9
2022-01-01,93.0,13.5,23.7,5.0,26.1
2022-01-02,115.0,23.7,26.4,18.1,27.6
2022-01-03,130.0,18.5,23.2,15.4,29.1
2022-01-04,125.0,17.6,26.2,15.8,29.5
2022-01-05,123.0,16.9,20.7,15.3,29.9
2022-01-06,137.0,27.9,31.8,16.2,31.8
2022-01-07,136.0,24.1,30.4,14.9,32.4
2022-01-08,130.0,19.0,24.4,14.0,32.5
2022-01-09,126.0,34.2,44.2,24.4,32.6
2022-01-10,125.0,32.9,35.4,29.8,32.8
2022-01-11,132.0,33.8,36.3,31.8,34.0
2022-01-12,121.0,37.9,41.4,35.4,34.4
2022-01-13,118.0,35.6,41.0,32.4,34.4
2022-01-14,116.0,37.0,43.0,32.4,34.4
2022-01-15,114.0,34.0,38.5,31.5,34.5
2022-01-16,112.0,37.2,42.8,35.8,34.5
2022-01-17,111.0,34.5,39.6,31.8,34.8
2022-01-18,112.0,30.6,32.7,28.2,35.1
2022-01-19,112.0,30.0,34.0,27.9,35.4
2022-01-20,116.0,31.1,34.3,26.4,36.2
2022-01-21,113.0,28.9,37.9,24.6,36.3
2022-01-22,113.0,44.8,50.5,34.5,36.5
2022-01-23,112.0,42.8,47.3,37.2,36.6
2022-01-24,111.0,33.8,39.2,27.1,36.7
2022-01-25,109.0,35.4,41.4,29.5,36.8
2022-01-26,109.0,38.3,46.9,33.1,36.9
2022-01-27,108.0,40.5,47.1,34.2,37.1
2022-01-28,107.0,40.1,45.9,32.7,37.2
2022-01-29,106.0,33.8,40.5,28.2,37.3
2022-01-30,114.0,29.3,34.7,20.8,38.2
2022-01-31,117.0,20.3,25.3,17.6,38.5
2022-02-01,118.0,17.4,23.0,10.0,38.7
2022-02-02,119.0,15.8,24.8,7.5,39.1
2022-02-03,117.0,27.0,29.3,24.1,39.3
2022-02-04,121.0,27.9,29.7,26.8,39.9
2022-02-05,119.0,29.1,34.2,26.4,40.0
2022-02-06,117.0,39.4,43.9,33.6,40.1
2022-02-07,114.0,31.3,42.3,26.2,40.0
2022-02-08,115.0,28.8,37.9,25.9,40.2
2022-02-09,112.0,37.8,43.3,31.1,40.4
2022-02-10,111.0,36.0,43.3,28.0,40.4
2022-02-11,111.0,35.2,43.7,29.5,40.5
2022-02-12,111.0,42.6,51.4,37.6,40.6
2022-02-13,109.0,42.1,48.9,36.0,40.7
2022-02-14,108.0,30.0,36.3,27.3,40.9
2022-02-15,110.0,28.2,34.7,25.9,40.9
2022-02-16,110.0,28.8,37.0,25.0,41.0
2022-02-17,109.0,28.9,34.2,24.8,41.0
2022-02-18,108.0,32.0,40.5,26.6,41.2
2022-02-19,118.0,26.6,31.3,23.7,42.1
2022-02-20,120.0,23.0,31.8,17.8,42.7
2022-02-21,120.0,11.1,18.7,1.0,42.7
2022-02-22,117.0,0.5,8.4,-2.0,42.6
2022-02-23,118.0,8.2,19.0,-3.1,43.0
2022-02-24,117.0,14.7,22.8,10.2,43.1
2022-02-25,116.0,22.8,32.9,14.9,43.2
2022-02-26,118.0,32.2,39.2,26.8,43.7
2022-02-27,126.0,30.4,32.0,28.0,44.8
2022-02-28,150.0,32.4,34.2,30.0,47.1
