date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2021-10-01,0.0,42.3,51.8,34.5,0.0
2021-10-02,0.0,47.3,56.7,41.7,0.0
2021-10-03,0.0,45.0,53.1,39.6,0.0
2021-10-04,0.0,49.3,58.3,40.5,0.0
2021-10-05,0.0,40.5,48.2,32.5,0.0
2021-10-06,0.0,33.4,36.1,31.1,0.0
2021-10-07,0.0,36.0,45.5,29.3,0.0
2021-10-08,0.0,38.8,46.6,34.7,0.0
2021-10-09,0.0,35.4,37.9,33.1,0.0
2021-10-10,1.0,32.9,39.2,28.8,0.2
2021-10-11,0.0,29.7,34.7,27.5,0.0
2021-10-12,0.0,31.5,37.6,28.2,0.1
2021-10-13,1.0,30.2,33.3,27.9,0.4
2021-10-14,0.0,33.6,36.3,30.0,0.0
2021-10-15,0.0,37.9,43.0,35.8,0.0
2021-10-16,0.0,45.1,52.0,36.3,0.0
2021-10-17,0.0,42.6,47.1,37.2,0.0
2021-10-18,0.0,37.4,43.0,34.7,0.0
2021-10-19,0.0,45.0,51.3,41.4,0.0
2021-10-20,0.0,37.4,44.6,34.9,0.0
2021-10-21,0.0,41.7,46.8,36.3,0.1
2021-10-22,0.0,37.0,39.7,33.4,0.0
2021-10-23,0.0,34.7,36.7,33.4,0.1
2021-10-24,0.0,35.2,37.4,32.5,0.1
2021-10-25,1.0,33.1,33.8,32.2,0.4
2021-10-26,3.0,33.3,35.6,31.8,1.1
2021-10-27,4.0,33.1,35.1,31.1,1.5
2021-10-28,0.0,43.5,46.6,34.5,0.1
2021-10-29,0.0,34.3,41.4,27.5,0.0
2021-10-30,0.0,32.9,41.4,29.5,0.0
2021-10-31,0.0,33.1,40.8,28.6,0.0
2021-11-01,0.0,34.2,37.0,31.1,0.2
2021-11-02,0.0,36.7,39.4,34.3,0.1
2021-11-03,0.0,43.9,48.4,39.0,0.1
2021-11-04,0.0,37.8,42.1,32.0,0.0
2021-11-05,0.0,31.3,33.8,27.5,0.1
2021-11-06,10.0,28.2,30.0,25.7,1.2
2021-11-07,14.0,27.5,30.7,25.7,2.1
2021-11-08,12.0,30.2,37.4,27.5,2.2
2021-11-09,20.0,29.8,33.8,27.5,3.4
2021-11-10,22.0,30.4,37.2,27.7,4.0
2021-11-11,18.0,40.6,45.7,33.6,4.0
2021-11-12,9.0,41.0,45.7,35.1,2.5
2021-11-13,5.0,36.9,45.1,31.5,2.4
2021-11-14,0.0,44.4,45.9,42.4,0.7
2021-11-15,0.0,35.6,43.2,24.1,0.0
2021-11-16,0.0,25.5,28.4,21.9,0.0
2021-11-17,0.0,25.0,29.8,21.2,0.0
2021-11-18,4.0,32.5,36.9,23.9,0.9
2021-11-19,7.0,30.9,33.8,27.9,1.4
2021-11-20,9.0,29.5,35.1,25.9,1.5
2021-11-21,8.0,40.1,47.8,30.4,1.6
2021-11-22,9.0,37.9,45.5,29.7,1.8
2021-11-23,13.0,28.4,31.6,25.0,2.2
2021-11-24,14.0,28.6,34.5,24.6,2.5
2021-11-25,12.0,34.9,41.9,30.4,3.0
2021-11-26,10.0,35.4,37.6,32.5,3.2
2021-11-27,6.0,40.5,46.4,35.4,2.6
2021-11-28,4.0,41.7,44.1,39.6,2.0
2021-11-29,2.0,39.4,42.1,36.5,1.5
2021-11-30,0.0,38.5,41.5,35.4,1.0
