date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2021-10-01,0.1,0.0,36.1,40.5,33.3,0.0
2021-10-02,0.2,0.0,37.9,46.6,32.5,0.0
2021-10-03,0.2,0.0,39.7,54.7,31.3,0.0
2021-10-04,0.2,0.0,40.1,56.8,30.0,0.0
2021-10-05,0.2,0.0,44.6,58.3,32.0,0.0
2021-10-06,0.2,0.0,43.3,48.2,36.5,0.0
2021-10-07,0.2,0.0,46.4,56.5,35.1,0.0
2021-10-08,0.2,0.0,47.8,56.7,41.7,0.0
2021-10-09,0.2,0.0,40.3,46.4,29.7,0.0
2021-10-10,0.2,0.0,34.0,44.2,27.7,0.0
2021-10-11,0.2,0.0,40.6,50.0,28.6,0.0
2021-10-12,0.8,5.0,27.9,39.7,20.7,0.6
2021-10-13,1.0,4.0,28.4,37.6,22.5,0.6
2021-10-14,1.0,5.0,27.1,35.4,18.0,0.7
2021-10-15,1.0,5.0,26.2,38.1,16.2,0.7
2021-10-16,1.0,3.0,32.9,50.9,20.8,0.8
2021-10-17,1.1,3.0,40.8,52.5,27.7,0.8
2021-10-18,1.1,2.0,42.4,48.4,38.5,0.9
2021-10-19,1.3,3.0,33.1,38.5,30.0,1.0
2021-10-20,1.4,3.0,39.4,48.9,29.8,1.0
2021-10-21,1.4,2.0,39.9,51.1,29.7,1.0
2021-10-22,1.4,2.0,41.4,54.5,28.0,1.0
2021-10-23,1.4,4.0,40.3,48.4,30.9,1.0
2021-10-24,1.4,2.0,37.6,46.9,31.1,1.0
2021-10-25,1.4,2.0,48.0,55.9,42.4,1.0
2021-10-26,1.6,4.0,33.4,43.5,19.9,1.2
2021-10-27,1.6,4.0,27.1,38.8,14.9,1.2
2021-10-28,1.6,4.0,30.7,47.7,18.9,1.3
2021-10-29,1.9,3.0,36.7,51.6,21.2,1.4
2021-10-30,1.9,4.0,38.7,51.1,26.1,1.3
2021-10-31,1.9,3.0,37.9,46.0,26.4,1.3
2021-11-01,1.9,3.0,37.2,45.1,30.6,1.3
2021-11-02,1.9,4.0,33.4,38.7,24.8,1.4
2021-11-03,2.1,4.0,29.8,39.6,21.9,1.4
2021-11-04,2.1,3.0,35.8,49.3,27.5,1.4
2021-11-05,2.1,3.0,44.4,52.0,38.5,1.4
2021-11-06,2.1,3.0,43.2,52.0,30.9,1.4
2021-11-07,2.1,4.0,43.0,51.4,33.6,1.4
2021-11-08,2.1,3.0,41.5,49.8,32.7,1.4
2021-11-09,2.1,3.0,38.7,45.7,31.3,1.3
2021-11-10,2.1,4.0,30.6,36.9,25.9,1.3
2021-11-11,2.1,3.0,30.6,38.1,24.4,1.3
2021-11-12,2.1,4.0,33.3,43.7,25.7,1.3
2021-11-13,2.1,3.0,40.5,46.2,31.1,1.3
2021-11-14,2.1,3.0,42.4,47.3,35.8,1.3
2021-11-15,2.1,3.0,45.7,50.7,42.4,1.3
2021-11-16,2.1,3.0,40.5,45.9,33.3,1.2
2021-11-17,2.1,3.0,32.4,37.9,23.7,1.2
2021-11-18,2.1,3.0,35.6,42.3,23.0,1.2
2021-11-19,2.1,3.0,36.0,42.3,33.4,1.2
2021-11-20,2.1,3.0,32.2,39.6,19.9,1.2
2021-11-21,2.2,3.0,24.1,35.2,12.6,1.2
2021-11-22,2.2,3.0,32.4,42.1,25.5,1.2
2021-11-23,2.2,3.0,36.5,43.3,30.2,1.3
2021-11-24,2.3,11.0,25.5,31.6,16.7,1.7
2021-11-25,2.3,9.0,15.3,27.9,5.4,1.7
2021-11-26,2.3,8.0,23.7,40.1,15.4,1.7
2021-11-27,2.4,7.0,26.2,35.8,17.8,1.8
2021-11-28,2.5,7.0,32.2,45.0,22.5,1.8
2021-11-29,2.7,5.0,32.5,45.5,22.6,1.8
2021-11-30,2.7,5.0,35.6,45.0,22.8,1.8
2021-12-01,2.7,7.0,32.5,48.4,23.7,1.8
2021-12-02,2.7,7.0,29.7,46.9,21.9,1.8
2021-12-03,2.8,6.0,25.0,36.7,20.8,1.8
2021-12-04,2.8,6.0,37.8,41.5,30.4,1.8
2021-12-05,2.8,6.0,34.5,39.7,27.1,1.8
2021-12-06,2.8,7.0,32.4,36.1,26.6,1.8
2021-12-07,2.9,7.0,29.3,32.9,27.5,1.8
2021-12-08,3.0,7.0,31.3,38.8,26.2,1.9
2021-12-09,3.5,9.0,28.4,30.9,26.4,2.3
2021-12-10,3.6,15.0,14.9,27.9,2.1,3.3
2021-12-11,4.8,14.0,25.3,36.0,9.9,3.5
2021-12-12,4.8,13.0,36.3,40.6,32.2,3.4
2021-12-13,4.8,12.0,36.0,39.4,27.7,3.4
2021-12-14,4.9,13.0,34.0,38.1,30.4,3.5
2021-12-15,5.0,16.0,19.4,31.5,13.3,4.0
2021-12-16,5.5,15.0,21.4,27.9,12.2,4.1
2021-12-17,5.5,16.0,16.0,22.6,0.9,3.9
2021-12-18,5.6,16.0,7.2,23.7,-2.7,4.0
2021-12-19,5.6,15.0,20.8,32.5,8.2,4.0
2021-12-20,5.7,15.0,27.7,32.9,17.2,4.2
2021-12-21,5.7,15.0,30.6,32.4,28.6,4.1
2021-12-22,5.7,15.0,32.7,36.1,28.2,4.2
2021-12-23,5.7,15.0,32.5,34.7,30.7,4.2
2021-12-24,6.6,20.0,27.9,31.3,24.4,5.0
2021-12-25,6.7,20.0,24.3,27.5,22.6,5.1
2021-12-26,6.7,19.0,22.3,26.1,18.1,5.0
