date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2010-10-27,3.2,8.0,24.1,1.3
2010-10-28,3.5,8.0,36.5,1.4
2010-10-29,3.5,6.0,43.2,1.2
2010-10-30,3.7,5.0,37.6,1.2
2010-10-31,3.9,6.0,34.5,1.2
2010-11-01,3.9,6.0,34.0,1.1
2010-11-02,3.9,5.0,38.1,0.9
2010-11-03,3.9,5.0,37.6,0.6
2010-11-04,3.9,5.0,40.6,0.5
2010-11-05,4.0,5.0,41.5,0.5
2010-11-06,4.0,5.0,42.4,0.4
2010-11-07,4.0,5.0,40.1,0.5
2010-11-08,4.2,6.0,32.9,0.7
2010-11-09,4.2,7.0,18.0,0.6
2010-11-10,4.4,6.0,21.2,0.8
2010-11-11,4.4,6.0,20.7,0.7
2010-11-12,4.5,6.0,22.1,0.8
2010-11-13,4.5,6.0,24.4,0.8
2010-11-14,4.7,8.0,27.5,0.9
2010-11-15,4.8,8.0,30.0,1.1
2010-11-16,5.0,9.0,29.5,1.2
2010-11-17,5.1,9.0,25.5,1.3
2010-11-18,5.1,9.0,38.1,1.3
2010-11-19,5.1,9.0,38.7,1.3
2010-11-20,5.9,19.0,29.3,2.1
2010-11-21,6.4,23.0,20.1,2.5
2010-11-22,6.5,21.0,17.4,2.6
2010-11-23,6.9,22.0,18.9,2.9
2010-11-24,6.9,20.0,-5.8,2.9
2010-11-25,6.9,20.0,,2.9
2010-11-26,7.0,18.0,,3.0
2010-11-27,7.0,18.0,27.9,3.0
2010-11-28,7.1,19.0,18.3,3.1
2010-11-29,7.1,19.0,7.9,3.1
2010-11-30,7.4,19.0,15.4,3.3
2010-12-01,7.4,19.0,32.4,3.3
2010-12-02,7.4,18.0,35.6,3.4
2010-12-03,7.5,19.0,34.2,3.4
2010-12-04,7.5,18.0,34.0,3.4
2010-12-05,7.5,18.0,30.7,3.4
2010-12-06,7.9,22.0,29.7,3.8
2010-12-07,7.9,21.0,25.7,3.8
2010-12-08,7.9,20.0,30.6,3.8
2010-12-09,7.9,18.0,34.2,3.8
2010-12-10,8.5,25.0,28.8,4.4
2010-12-11,8.5,24.0,26.6,4.4
2010-12-12,8.5,23.0,34.9,4.3
2010-12-13,8.5,22.0,33.8,4.3
2010-12-14,8.5,22.0,34.2,4.3
2010-12-15,8.8,25.0,15.4,4.7
2010-12-16,8.8,25.0,0.7,4.7
