date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2010-10-01,0.1,0.0,52.3,64.8,43.9,0.0
2010-10-02,0.1,0.0,48.2,59.9,41.7,0.0
2010-10-03,0.1,0.0,45.0,55.8,39.6,0.0
2010-10-04,0.1,0.0,45.3,56.1,39.6,0.0
2010-10-05,0.1,0.0,44.6,55.8,39.9,0.0
2010-10-06,0.1,0.0,44.1,54.1,38.1,0.0
2010-10-07,0.1,0.0,45.3,58.3,38.7,0.0
2010-10-08,0.1,0.0,43.2,52.3,36.9,0.0
2010-10-09,0.1,0.0,40.1,50.2,33.8,0.0
2010-10-10,0.1,0.0,40.5,51.1,33.4,0.0
2010-10-11,0.1,0.0,40.8,49.5,33.8,0.0
2010-10-12,0.1,0.0,40.6,52.0,34.2,0.0
2010-10-13,0.1,0.0,41.0,50.9,33.6,0.0
2010-10-14,0.1,0.0,44.2,51.8,36.5,0.0
2010-10-15,0.1,0.0,44.8,54.0,39.0,0.0
2010-10-16,0.1,0.0,45.7,57.9,38.7,0.0
2010-10-17,0.1,0.0,43.0,57.2,37.9,0.0
2010-10-18,0.1,0.0,39.7,45.3,34.9,0.0
2010-10-19,0.1,0.0,40.3,50.7,34.2,0.0
2010-10-20,0.6,0.0,41.5,53.6,34.5,0.1
2010-10-21,1.1,1.0,36.1,42.4,31.3,0.4
2010-10-22,1.4,2.0,31.6,34.2,28.8,0.6
2010-10-23,1.4,2.0,31.5,33.1,30.2,0.6
2010-10-24,1.4,2.0,32.9,35.6,30.6,0.6
2010-10-25,1.4,2.0,28.9,35.6,15.6,0.6
2010-10-26,1.5,2.0,22.6,30.4,13.8,0.6
2010-10-27,1.5,2.0,26.2,32.0,19.0,0.6
2010-10-28,1.5,1.0,40.3,53.4,28.9,0.6
2010-10-29,1.6,2.0,43.2,51.3,35.4,0.7
2010-10-30,1.6,1.0,43.2,53.4,34.3,0.6
2010-10-31,1.6,1.0,37.4,46.4,31.3,0.5
2010-11-01,1.6,1.0,34.7,43.2,30.0,0.5
2010-11-02,1.6,0.0,39.7,50.0,30.6,0.4
2010-11-03,1.6,0.0,39.9,48.2,34.0,0.3
2010-11-04,1.7,0.0,36.1,42.8,30.4,0.3
2010-11-05,1.7,0.0,41.9,52.2,36.3,0.2
2010-11-06,1.7,0.0,43.7,50.9,38.1,0.2
2010-11-07,1.7,0.0,40.3,47.3,36.3,0.2
2010-11-08,1.7,0.0,39.7,50.9,31.8,0.1
2010-11-09,1.7,0.0,24.1,32.4,15.4,0.0
2010-11-10,1.7,0.0,25.5,35.2,15.8,0.0
2010-11-11,1.7,0.0,23.4,33.1,18.7,0.0
2010-11-12,1.7,0.0,23.5,31.3,16.9,0.0
2010-11-13,1.7,0.0,25.0,33.1,19.6,0.0
2010-11-14,1.7,0.0,24.4,34.5,18.5,0.0
2010-11-15,1.7,0.0,20.3,25.3,16.9,0.0
2010-11-16,1.8,0.0,24.8,32.4,16.3,0.1
2010-11-17,1.8,0.0,25.9,36.3,16.3,0.1
2010-11-18,1.8,0.0,36.5,45.7,28.2,0.1
2010-11-19,1.8,0.0,36.0,45.9,31.5,0.1
2010-11-20,1.8,0.0,34.2,43.7,27.7,0.1
2010-11-21,1.8,0.0,27.3,33.3,23.0,0.1
