date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2010-10-01,0.0,0.0,55.6,0.0
2010-10-02,0.0,0.0,56.7,0.0
2010-10-03,0.0,0.0,54.7,0.0
2010-10-04,0.0,0.0,49.1,0.0
2010-10-05,0.0,0.0,48.9,0.0
2010-10-06,0.2,0.0,47.5,0.0
2010-10-07,0.7,0.0,42.6,0.0
2010-10-08,0.8,0.0,37.6,0.0
2010-10-09,0.9,0.0,40.8,0.0
2010-10-10,1.0,0.0,44.4,0.0
2010-10-11,1.1,0.0,44.8,0.0
2010-10-12,1.1,0.0,40.3,0.0
2010-10-13,1.2,0.0,41.7,0.0
2010-10-14,1.2,0.0,46.2,0.0
2010-10-15,1.2,0.0,46.0,0.0
2010-10-16,1.2,0.0,47.3,0.0
2010-10-17,1.2,0.0,47.1,0.0
2010-10-18,1.3,0.0,43.2,0.0
2010-10-19,1.3,0.0,41.7,0.0
2010-10-20,1.3,0.0,44.2,0.0
2010-10-21,1.3,0.0,44.6,0.0
2010-10-22,1.3,0.0,41.9,0.0
2010-10-23,1.4,0.0,39.7,0.0
2010-10-24,1.7,0.0,41.5,0.0
2010-10-25,2.3,3.0,28.2,0.4
2010-10-26,2.6,5.0,26.1,0.5
2010-10-27,2.7,4.0,23.5,0.5
2010-10-28,2.7,3.0,32.2,0.5
2010-10-29,2.7,1.0,46.6,0.2
2010-10-30,2.9,0.0,40.3,0.0
2010-10-31,3.0,0.0,37.0,0.0
2010-11-01,3.0,0.0,36.9,0.0
2010-11-02,3.0,0.0,42.6,0.0
2010-11-03,3.0,0.0,41.4,0.0
2010-11-04,3.0,0.0,44.2,0.0
2010-11-05,3.0,0.0,45.7,0.0
2010-11-06,3.0,0.0,45.7,0.0
2010-11-07,3.1,0.0,43.2,0.0
2010-11-08,3.3,0.0,35.1,0.0
2010-11-09,3.4,0.0,20.8,0.0
2010-11-10,3.4,0.0,24.3,0.0
2010-11-11,3.4,0.0,24.6,0.0
2010-11-12,3.4,0.0,26.1,0.0
2010-11-13,3.5,0.0,26.6,0.0
2010-11-14,3.5,0.0,29.7,0.0
2010-11-15,3.6,1.0,32.9,0.2
2010-11-16,3.7,2.0,32.2,0.2
2010-11-17,3.7,2.0,29.1,0.2
2010-11-18,3.7,0.0,42.6,0.2
2010-11-19,3.7,0.0,41.4,0.2
2010-11-20,4.7,12.0,31.6,1.1
2010-11-21,4.7,12.0,23.5,1.4
2010-11-22,5.0,10.0,21.0,1.4
2010-11-23,5.3,11.0,20.7,1.7
2010-11-24,5.3,10.0,-2.0,1.7
2010-11-25,5.4,10.0,3.9,1.8
2010-11-26,5.4,9.0,25.7,1.8
2010-11-27,5.4,8.0,28.9,1.8
2010-11-28,5.7,12.0,19.8,2.1
2010-11-29,5.7,12.0,12.0,2.1
2010-11-30,5.8,11.0,18.0,2.2
2010-12-01,5.8,9.0,34.3,2.2
2010-12-02,5.8,9.0,38.8,2.2
2010-12-03,5.8,9.0,36.7,2.2
2010-12-04,5.8,9.0,34.7,2.2
2010-12-05,5.9,9.0,32.2,2.1
2010-12-06,6.1,10.0,30.0,2.3
2010-12-07,6.1,10.0,28.2,2.3
2010-12-08,6.1,9.0,33.3,2.3
2010-12-09,6.1,8.0,35.6,2.3
2010-12-10,6.4,12.0,30.7,2.5
2010-12-11,6.4,11.0,28.8,2.5
2010-12-12,6.4,9.0,37.6,2.5
2010-12-13,6.4,9.0,37.6,2.5
2010-12-14,6.4,9.0,37.0,2.5
2010-12-15,6.9,14.0,18.5,3.0
2010-12-16,6.9,14.0,5.2,3.0
2010-12-17,6.9,13.0,11.8,3.0
2010-12-18,6.9,12.0,31.5,3.0
2010-12-19,7.7,15.0,35.4,3.8
2010-12-20,8.6,24.0,25.2,4.5
2010-12-21,9.0,24.0,24.4,4.9
2010-12-22,9.2,23.0,26.1,5.0
2010-12-23,9.2,22.0,28.8,5.0
2010-12-24,9.2,21.0,20.7,5.0
2010-12-25,9.2,21.0,26.8,5.0
2010-12-26,9.2,21.0,29.1,5.0
2010-12-27,9.2,21.0,19.6,5.0
2010-12-28,9.2,20.0,21.2,5.0
2010-12-29,9.5,23.0,25.9,5.3
2010-12-30,9.6,24.0,9.1,5.4
2010-12-31,9.6,24.0,-3.6,5.4
2011-01-01,9.6,23.0,1.8,5.4
2011-01-02,9.6,23.0,18.9,5.4
2011-01-03,9.6,23.0,14.9,5.4
2011-01-04,9.6,22.0,11.8,5.4
2011-01-05,9.6,22.0,21.4,5.4
2011-01-06,9.6,22.0,23.4,5.4
2011-01-07,9.6,21.0,26.6,5.4
2011-01-08,9.6,22.0,27.1,5.4
2011-01-09,10.1,26.0,7.5,5.7
2011-01-10,10.1,26.0,2.3,5.7
2011-01-11,10.1,24.0,6.1,5.7
2011-01-12,10.1,23.0,29.1,5.7
2011-01-13,10.1,23.0,33.3,5.7
2011-01-14,10.1,22.0,32.7,5.7
2011-01-15,10.1,22.0,31.8,5.7
2011-01-16,10.1,21.0,36.7,5.7
2011-01-17,10.3,21.0,34.5,5.7
2011-01-18,10.3,20.0,30.0,5.7
2011-01-19,10.6,22.0,23.5,5.8
2011-01-20,10.6,22.0,18.1,5.8
2011-01-21,10.6,21.0,28.9,5.8
2011-01-22,10.6,21.0,25.0,5.8
2011-01-23,10.6,21.0,20.1,5.8
2011-01-24,10.6,21.0,20.3,5.8
2011-01-25,10.7,21.0,26.6,5.8
2011-01-26,10.7,21.0,22.8,5.8
2011-01-27,10.7,21.0,27.5,5.8
2011-01-28,10.7,21.0,32.7,5.8
2011-01-29,10.7,21.0,30.4,5.8
2011-01-30,10.7,21.0,32.2,5.8
2011-01-31,10.8,23.0,21.2,5.9
2011-02-01,10.8,24.0,-6.3,5.9
2011-02-02,10.9,23.0,-8.0,5.9
2011-02-03,11.1,22.0,18.1,6.0
2011-02-04,11.1,22.0,31.5,6.0
2011-02-05,11.1,23.0,27.5,6.0
2011-02-06,11.1,22.0,21.2,6.0
2011-02-07,11.5,28.0,28.4,6.3
2011-02-08,11.5,28.0,5.7,6.3
2011-02-09,11.5,26.0,8.2,6.3
2011-02-10,11.5,26.0,12.4,6.3
2011-02-11,11.5,26.0,19.2,6.3
2011-02-12,11.5,25.0,31.6,6.3
2011-02-13,11.5,25.0,35.4,6.3
2011-02-14,11.5,24.0,33.1,6.3
2011-02-15,11.5,24.0,35.8,6.3
2011-02-16,12.2,26.0,34.3,6.9
2011-02-17,12.2,27.0,19.4,6.9
2011-02-18,12.2,26.0,30.2,6.9
2011-02-19,12.5,29.0,29.3,7.2
2011-02-20,12.5,27.0,22.8,7.2
2011-02-21,12.5,28.0,17.6,7.2
2011-02-22,12.5,27.0,22.3,7.2
2011-02-23,12.5,27.0,20.5,7.2
2011-02-24,12.8,28.0,22.8,7.4
2011-02-25,12.8,28.0,27.0,7.4
2011-02-26,12.8,27.0,23.5,7.4
2011-02-27,13.0,30.0,17.8,7.6
2011-02-28,13.0,29.0,27.3,7.6
2011-03-01,13.0,28.0,25.9,7.6
2011-03-02,13.0,27.0,34.2,7.6
2011-03-03,13.3,30.0,30.6,7.9
2011-03-04,13.3,29.0,23.0,7.9
2011-03-05,13.3,29.0,31.3,7.9
2011-03-06,13.4,31.0,32.2,8.0
2011-03-07,13.6,29.0,28.2,8.3
2011-03-08,13.6,30.0,24.8,8.3
2011-03-09,13.6,29.0,32.2,8.3
2011-03-10,13.6,27.0,39.4,8.3
2011-03-11,13.6,28.0,34.3,8.3
2011-03-12,14.3,31.0,32.9,9.0
2011-03-13,14.3,31.0,33.6,9.0
2011-03-14,14.3,29.0,34.3,9.0
2011-03-15,14.3,28.0,37.6,9.0
2011-03-16,14.8,33.0,39.6,9.2
2011-03-17,14.8,32.0,21.4,9.2
2011-03-18,14.8,30.0,27.7,9.2
2011-03-19,14.8,27.0,32.4,9.2
2011-03-20,15.0,29.0,31.1,9.4
2011-03-21,15.2,29.0,33.8,9.6
2011-03-22,15.2,29.0,24.3,9.6
2011-03-23,15.2,28.0,27.1,9.6
2011-03-24,15.2,28.0,32.0,9.6
2011-03-25,15.2,28.0,27.1,9.6
2011-03-26,15.2,28.0,28.0,9.6
2011-03-27,15.5,28.0,29.8,9.7
2011-03-28,15.6,28.0,24.6,9.8
2011-03-29,15.6,27.0,26.4,8.8
2011-03-30,15.6,27.0,35.1,9.4
2011-03-31,15.6,25.0,42.4,8.6
2011-04-01,15.6,23.0,42.1,7.9
2011-04-02,16.2,26.0,44.4,7.5
2011-04-03,17.0,28.0,23.0,8.1
2011-04-04,17.0,26.0,27.9,7.9
2011-04-05,17.4,29.0,39.6,8.2
2011-04-06,17.4,23.0,34.7,8.1
2011-04-07,17.6,23.0,36.7,8.1
2011-04-08,18.2,27.0,30.6,8.7
2011-04-09,18.6,30.0,27.1,9.1
2011-04-10,18.6,27.0,26.8,9.0
