date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2010-10-01,0.0,0.0,54.0,64.0,47.8,0.0
2010-10-02,0.0,0.0,53.4,63.0,47.5,0.0
2010-10-03,0.0,0.0,46.4,55.9,37.6,0.0
2010-10-04,0.0,0.0,36.1,40.8,33.1,0.0
2010-10-05,0.0,0.0,41.5,50.7,32.0,0.0
2010-10-06,0.0,0.0,49.1,57.6,42.1,0.0
2010-10-07,0.0,0.0,46.6,55.0,39.0,0.0
2010-10-08,0.0,0.0,40.8,50.4,37.6,0.0
2010-10-09,1.0,0.0,39.9,41.9,38.3,0.0
2010-10-10,1.5,0.0,36.7,44.1,28.6,0.0
2010-10-11,1.5,0.0,31.3,36.9,27.9,0.0
2010-10-12,1.5,0.0,37.0,43.2,32.5,0.0
2010-10-13,1.5,0.0,40.3,46.6,34.9,0.0
2010-10-14,1.5,0.0,41.5,52.9,27.9,0.0
2010-10-15,1.5,0.0,29.7,37.8,25.2,0.0
2010-10-16,1.5,0.0,31.6,39.0,26.2,0.0
2010-10-17,1.5,0.0,35.2,45.0,28.6,0.0
2010-10-18,1.5,0.0,37.6,40.5,34.7,0.0
2010-10-19,1.5,0.0,44.1,51.6,37.9,0.0
2010-10-20,1.5,0.0,45.1,50.0,41.5,0.0
2010-10-21,1.5,0.0,45.0,54.0,37.0,0.0
2010-10-22,1.5,0.0,35.4,39.6,32.0,0.0
2010-10-23,1.7,0.0,33.3,34.9,30.6,0.2
2010-10-24,2.0,1.0,30.4,33.3,26.4,0.6
2010-10-25,2.3,4.0,29.1,34.0,26.2,0.9
2010-10-26,2.4,4.0,28.0,32.9,25.5,0.9
2010-10-27,2.5,4.0,28.4,34.2,25.2,0.9
2010-10-28,2.6,4.0,28.6,30.2,27.9,1.0
2010-10-29,2.6,3.0,31.3,36.1,28.8,1.0
2010-10-30,3.0,5.0,29.1,30.4,27.9,1.5
2010-10-31,3.2,9.0,29.7,33.8,26.4,1.8
2010-11-01,4.6,20.0,31.1,34.0,27.1,3.3
2010-11-02,4.7,18.0,33.4,40.5,28.8,3.4
2010-11-03,4.7,17.0,37.0,41.4,33.3,3.4
2010-11-04,4.7,16.0,38.8,47.1,34.5,3.3
2010-11-05,4.7,14.0,40.3,48.2,36.3,3.3
2010-11-06,4.9,12.0,36.1,41.5,33.8,3.5
2010-11-07,5.0,11.0,29.3,34.3,23.9,3.6
2010-11-08,5.0,13.0,24.1,30.7,18.1,3.5
2010-11-09,5.4,14.0,20.3,23.0,18.0,3.9
