date,WTEQ_DAILY
1980-10-01,0.0
1980-10-02,0.0
1980-10-03,0.0
1980-10-04,0.0
1980-10-05,0.0
1980-10-06,0.0
1980-10-07,0.0
1980-10-08,0.0
1980-10-09,0.0
1980-10-10,0.0
1980-10-11,0.0
1980-10-12,0.0
1980-10-13,0.0
1980-10-14,0.0
1980-10-15,0.0
1980-10-16,0.0
1980-10-17,0.0
1980-10-18,0.0
1980-10-19,0.0
1980-10-20,0.0
1980-10-21,0.0
1980-10-22,0.0
1980-10-23,0.0
1980-10-24,0.0
1980-10-25,0.0
1980-10-26,0.0
1980-10-27,0.0
1980-10-28,0.0
1980-10-29,0.0
1980-10-30,0.0
1980-10-31,0.0
1980-11-01,0.0
1980-11-02,0.0
1980-11-03,0.0
1980-11-04,0.0
1980-11-05,0.0
1980-11-06,0.0
1980-11-07,0.0
1980-11-08,0.0
1980-11-09,0.0
1980-11-10,0.0
1980-11-11,0.0
1980-11-12,0.0
1980-11-13,0.3
1980-11-14,0.5
1980-11-15,0.5
1980-11-16,0.5
1980-11-17,0.6
1980-11-18,0.6
1980-11-19,0.6
1980-11-20,0.6
1980-11-21,0.6
1980-11-22,0.7
1980-11-23,0.9
1980-11-24,0.9
1980-11-25,0.9
1980-11-26,0.9
1980-11-27,0.9
1980-11-28,0.9
1980-11-29,0.9
1980-11-30,0.9
1980-12-01,1.1
1980-12-02,3.3
1980-12-03,4.7
1980-12-04,5.0
1980-12-05,5.2
1980-12-06,5.2
1980-12-07,5.2
1980-12-08,5.2
1980-12-09,5.3
1980-12-10,5.3
1980-12-11,5.3
1980-12-12,5.3
1980-12-13,5.3
1980-12-14,5.4
1980-12-15,5.4
1980-12-16,5.4
1980-12-17,5.4
1980-12-18,5.4
1980-12-19,5.4
1980-12-20,5.4
1980-12-21,6.1
1980-12-22,6.1
1980-12-23,6.2
1980-12-24,6.3
1980-12-25,6.5
1980-12-26,6.5
1980-12-27,6.5
1980-12-28,6.5
1980-12-29,6.5
1980-12-30,6.5
1980-12-31,6.5
1981-01-01,6.5
1981-01-02,6.5
1981-01-03,6.5
1981-01-04,6.5
1981-01-05,6.5
1981-01-06,6.5
1981-01-07,6.5
1981-01-08,6.5
1981-01-09,6.5
1981-01-10,6.5
1981-01-11,6.5
1981-01-12,6.5
1981-01-13,6.5
1981-01-14,6.5
1981-01-15,6.5
1981-01-16,6.5
1981-01-17,6.5
1981-01-18,6.5
1981-01-19,6.5
1981-01-20,6.5
1981-01-21,6.5
1981-01-22,6.5
1981-01-23,6.5
1981-01-24,6.6
1981-01-25,6.6
1981-01-26,6.6
1981-01-27,6.7
1981-01-28,7.5
1981-01-29,7.7
1981-01-30,7.9
1981-01-31,8.1
1981-02-01,8.1
1981-02-02,8.1
1981-02-03,8.1
1981-02-04,8.1
1981-02-05,8.1
1981-02-06,8.1
1981-02-07,8.1
1981-02-08,8.1
1981-02-09,8.1
1981-02-10,8.1
1981-02-11,8.1
1981-02-12,8.2
1981-02-13,8.8
1981-02-14,8.9
1981-02-15,8.9
1981-02-16,8.9
1981-02-17,9.2
1981-02-18,9.5
1981-02-19,9.7
1981-02-20,9.7
1981-02-21,9.7
1981-02-22,9.7
1981-02-23,9.7
1981-02-24,9.7
1981-02-25,9.8
1981-02-26,9.8
1981-02-27,9.8
1981-02-28,9.8
1981-03-01,9.8
1981-03-02,10.0
1981-03-03,10.1
1981-03-04,10.2
1981-03-05,10.2
1981-03-06,10.2
1981-03-07,10.2
1981-03-08,10.2
1981-03-09,10.2
1981-03-10,10.2
1981-03-11,10.2
1981-03-12,10.2
1981-03-13,10.3
1981-03-14,10.3
1981-03-15,10.3
1981-03-16,10.6
1981-03-17,10.6
1981-03-18,10.6
1981-03-19,10.6
1981-03-20,11.0
1981-03-21,11.1
1981-03-22,11.1
1981-03-23,11.1
1981-03-24,11.1
1981-03-25,11.7
1981-03-26,12.3
1981-03-27,12.3
1981-03-28,12.3
1981-03-29,12.3
1981-03-30,12.3
1981-03-31,12.6
1981-04-01,13.0
1981-04-02,13.1
1981-04-03,13.1
1981-04-04,13.2
1981-04-05,13.3
1981-04-06,13.3
1981-04-07,13.6
1981-04-08,13.7
1981-04-09,13.7
1981-04-10,13.8
1981-04-11,13.8
1981-04-12,13.6
1981-04-13,13.5
1981-04-14,13.1
1981-04-15,12.4
1981-04-16,11.9
1981-04-17,11.3
1981-04-18,10.9
1981-04-19,10.8
1981-04-20,10.8
1981-04-21,10.4
1981-04-22,9.8
1981-04-23,8.9
1981-04-24,8.5
1981-04-25,8.3
1981-04-26,8.0
1981-04-27,7.5
1981-04-28,6.7
1981-04-29,6.0
1981-04-30,4.9
1981-05-01,3.7
1981-05-02,3.0
1981-05-03,2.4
