date,WTEQ_DAILY
1980-10-01,0.0
1980-10-02,0.0
1980-10-03,0.0
1980-10-04,0.0
1980-10-05,0.0
1980-10-06,0.0
1980-10-07,0.0
1980-10-08,0.0
1980-10-09,0.0
1980-10-10,0.0
1980-10-11,0.0
1980-10-12,0.0
1980-10-13,0.0
1980-10-14,0.0
1980-10-15,0.0
1980-10-16,0.0
1980-10-17,0.0
1980-10-18,0.0
1980-10-19,0.0
1980-10-20,0.0
1980-10-21,0.2
1980-10-22,1.1
1980-10-23,1.4
1980-10-24,1.7
1980-10-25,1.7
1980-10-26,1.7
1980-10-27,1.7
1980-10-28,1.7
1980-10-29,1.7
1980-10-30,1.6
1980-10-31,1.6
1980-11-01,1.5
1980-11-02,1.3
1980-11-03,1.1
1980-11-04,1.1
1980-11-05,1.0
1980-11-06,1.0
1980-11-07,1.0
1980-11-08,1.0
1980-11-09,1.3
1980-11-10,1.5
1980-11-11,2.3
1980-11-12,2.4
1980-11-13,2.5
1980-11-14,2.5
1980-11-15,2.6
1980-11-16,2.8
1980-11-17,2.9
1980-11-18,3.0
1980-11-19,3.1
1980-11-20,3.2
1980-11-21,3.3
1980-11-22,3.5
1980-11-23,3.6
1980-11-24,3.6
1980-11-25,3.6
1980-11-26,3.6
1980-11-27,3.6
1980-11-28,3.6
1980-11-29,3.6
1980-11-30,3.6
1980-12-01,4.0
1980-12-02,5.4
1980-12-12,9.1
1980-12-13,9.1
1980-12-14,9.1
1980-12-15,9.1
1980-12-16,9.0
1980-12-17,9.0
1980-12-18,9.0
1980-12-19,9.0
1980-12-20,9.0
1980-12-21,9.0
1980-12-22,9.0
1980-12-23,9.0
1980-12-24,9.4
1980-12-25,9.4
1980-12-26,9.4
1980-12-27,9.4
1980-12-28,9.4
1980-12-29,9.4
1980-12-30,9.4
1980-12-31,9.4
1981-01-01,9.4
1981-01-02,9.4
1981-01-03,9.4
1981-01-04,9.4
1981-01-05,9.4
1981-01-06,9.4
1981-01-07,9.4
1981-01-08,9.4
1981-01-09,9.4
1981-01-10,9.4
1981-01-11,9.4
1981-01-12,9.4
1981-01-13,9.4
1981-01-14,9.4
1981-01-15,9.4
1981-01-16,9.4
1981-01-17,9.4
1981-01-18,9.4
1981-01-19,9.4
1981-01-20,9.4
1981-01-27,9.9
1981-01-28,10.2
1981-01-29,10.4
1981-01-30,10.8
1981-01-31,10.8
1981-02-01,10.8
1981-02-02,11.0
1981-02-03,11.0
1981-02-04,11.0
1981-02-05,11.0
1981-02-06,11.0
1981-02-07,11.0
1981-02-08,11.0
1981-02-09,11.0
1981-02-10,11.0
1981-02-11,11.0
1981-02-12,11.0
1981-02-13,11.3
1981-02-15,11.7
1981-02-16,11.7
1981-02-17,11.7
1981-02-18,12.1
1981-02-19,12.5
1981-02-20,12.5
1981-02-21,12.5
1981-02-22,12.5
1981-02-23,12.5
1981-02-24,12.5
1981-02-25,12.6
1981-02-26,12.7
1981-02-27,12.7
1981-02-28,12.7
1981-03-01,12.7
1981-03-02,12.7
1981-03-03,12.7
1981-03-04,12.7
1981-03-05,12.7
1981-03-06,12.7
1981-03-07,12.7
1981-03-08,12.7
1981-03-09,12.7
1981-03-10,12.7
1981-03-11,12.7
1981-03-12,12.7
1981-03-13,12.9
1981-03-14,12.9
1981-03-15,12.9
1981-03-16,13.0
1981-03-17,13.3
1981-03-18,13.3
1981-03-19,13.3
1981-03-20,13.7
1981-03-21,13.7
1981-03-22,13.8
1981-03-23,13.8
1981-03-24,13.9
1981-03-25,14.2
1981-03-26,14.5
1981-03-27,14.7
1981-03-28,14.7
1981-03-29,14.8
1981-03-30,14.8
1981-03-31,15.0
1981-04-01,15.4
1981-04-02,15.8
1981-04-03,16.0
1981-04-04,16.0
1981-04-05,16.0
1981-04-06,16.0
1981-04-07,16.0
1981-04-08,16.0
1981-04-09,16.0
1981-04-10,16.0
1981-04-11,16.0
1981-04-12,16.0
1981-04-13,16.0
1981-04-14,15.9
1981-04-15,15.9
1981-04-16,15.9
1981-04-17,15.5
1981-04-18,15.0
1981-04-19,15.6
1981-04-20,15.7
1981-04-21,15.8
1981-04-22,15.8
1981-04-23,15.4
1981-04-24,15.0
1981-04-25,14.8
1981-04-26,14.5
1981-04-27,14.2
1981-04-28,13.8
1981-04-29,13.1
1981-04-30,12.5
1981-05-01,11.8
1981-05-02,11.3
1981-05-03,11.0
1981-05-04,10.7
1981-05-05,10.3
1981-05-06,10.3
1981-05-07,10.3
1981-05-08,9.6
1981-05-09,9.6
1981-05-10,9.5
1981-05-11,9.3
1981-05-12,9.1
1981-05-13,8.8
1981-05-14,8.4
1981-05-15,8.4
1981-05-16,8.4
1981-05-17,7.9
1981-05-18,7.4
1981-05-19,6.7
