date,WTEQ_DAILY
1981-04-01,25.5
1981-04-02,25.5
1981-04-03,25.5
1981-04-04,25.5
1981-04-05,25.5
1981-04-06,25.5
1981-04-07,25.5
1981-04-08,25.9
1981-04-09,25.9
1981-04-10,25.9
1981-04-11,25.9
1981-04-12,25.9
1981-04-13,25.9
1981-04-14,25.9
1981-04-15,25.9
1981-04-16,25.9
1981-04-17,25.9
1981-04-18,25.9
1981-04-19,25.9
1981-04-20,25.9
1981-04-21,26.1
1981-04-22,26.3
1981-04-23,26.3
1981-04-24,26.3
1981-04-25,26.3
1981-04-26,26.3
1981-04-27,26.3
1981-04-28,26.3
1981-04-29,25.7
1981-04-30,25.3
1981-05-01,24.1
1981-05-02,23.9
1981-05-03,23.6
1981-05-04,23.6
1981-05-05,23.6
1981-05-06,23.3
1981-05-07,23.3
1981-05-08,23.3
1981-05-09,23.3
1981-05-10,23.0
1981-05-11,22.8
1981-05-12,22.8
1981-05-13,22.8
1981-05-14,22.8
1981-05-15,23.0
1981-05-16,23.0
1981-05-17,23.3
1981-05-18,23.3
1981-05-19,23.3
1981-05-20,23.3
1981-05-21,23.3
1981-05-22,22.8
1981-05-23,22.6
1981-05-24,22.3
1981-05-25,21.3
1981-05-26,20.3
1981-05-27,19.1
1981-05-28,18.1
1981-05-29,17.1
1981-05-30,16.1
1981-05-31,15.8
1981-06-01,14.7
1981-06-02,14.0
1981-06-03,12.9
1981-06-04,12.6
1981-06-05,10.7
1981-06-06,9.5
1981-06-07,9.4
1981-06-08,9.0
1981-06-09,8.2
1981-06-10,7.3
1981-06-11,6.8
1981-06-12,5.8
1981-06-13,5.5
1981-06-14,4.9
1981-06-15,4.3
1981-06-16,4.3
1981-06-17,3.2
1981-06-18,1.5
1981-06-19,0.1
1981-06-20,0.0
1981-06-21,0.0
1981-06-22,0.0
1981-06-23,0.0
1981-06-24,0.0
1981-06-25,0.0
1981-06-26,0.0
1981-06-27,0.0
1981-06-28,0.0
1981-06-29,0.0
1981-06-30,0.0
1981-07-01,0.0
1981-07-02,0.0
1981-07-03,0.0
1981-07-04,0.0
1981-07-05,0.0
1981-07-06,0.0
1981-07-07,0.0
1981-07-08,0.0
1981-07-09,0.0
1981-07-10,0.0
1981-07-11,0.0
1981-07-12,0.0
1981-07-13,0.0
1981-07-14,0.0
1981-07-15,0.0
1981-07-16,0.0
1981-07-17,0.0
1981-07-18,0.0
1981-07-19,0.0
1981-07-20,0.0
1981-07-21,0.0
