date,WTEQ_DAILY
1980-10-01,0.0
1980-10-02,0.0
1980-10-03,0.0
1980-10-04,0.0
1980-10-05,0.0
1980-10-06,0.0
1980-10-07,0.0
1980-10-08,0.0
1980-10-09,0.0
1980-10-10,0.0
1980-10-11,0.0
1980-10-12,0.0
1980-10-13,0.0
1980-10-14,0.0
1980-10-15,0.3
1980-10-16,0.3
1980-10-17,0.3
1980-10-18,0.3
1980-10-19,0.3
1980-10-20,0.3
1980-10-21,0.3
1980-10-22,0.3
1980-10-23,0.3
1980-10-24,0.3
1980-10-25,0.7
1980-10-26,0.7
1980-10-27,0.7
1980-10-28,0.7
1980-10-29,0.7
1980-10-30,0.7
1980-10-31,0.7
1980-11-01,0.7
1980-11-02,0.7
1980-11-03,0.7
1980-11-04,0.7
1980-11-05,0.7
1980-11-06,0.7
1980-11-07,1.3
1980-11-08,1.3
1980-11-09,1.8
1980-11-10,1.8
1980-11-11,1.8
1980-11-12,1.8
1980-11-13,2.4
1980-11-14,2.6
1980-11-15,2.6
1980-11-16,2.6
1980-11-17,2.8
1980-11-18,2.8
1980-11-19,2.8
1980-11-20,2.8
1980-11-21,2.8
1980-11-22,2.9
1980-11-23,3.1
1980-11-24,3.1
1980-11-25,3.1
1980-11-26,3.1
1980-11-27,3.1
1980-11-28,3.1
1980-11-29,3.1
1980-11-30,3.1
1980-12-01,3.5
1980-12-02,6.0
1980-12-03,7.6
1980-12-04,8.0
1980-12-05,8.2
1980-12-06,8.2
1980-12-07,8.2
1980-12-08,8.3
1980-12-09,8.3
1980-12-10,8.3
1980-12-11,8.3
1980-12-12,8.3
1980-12-13,8.3
1980-12-14,8.4
1980-12-15,8.4
1980-12-16,8.4
1980-12-17,8.4
1980-12-18,8.4
1980-12-19,8.4
1980-12-20,8.4
1980-12-21,8.4
1980-12-22,8.6
1980-12-23,8.6
1980-12-24,8.6
1980-12-25,8.6
1980-12-26,8.6
1980-12-27,8.6
1980-12-28,8.6
1980-12-29,8.6
1980-12-30,8.6
1980-12-31,8.6
1981-01-01,8.6
1981-01-02,8.6
1981-01-03,8.6
1981-01-04,8.6
1981-01-05,8.6
1981-01-06,8.6
1981-01-07,8.6
1981-01-08,8.6
1981-01-09,8.6
1981-01-10,8.6
1981-01-11,8.6
1981-01-12,8.6
1981-01-13,8.6
1981-01-14,8.6
1981-01-15,8.6
1981-01-16,8.6
1981-01-17,8.6
1981-01-18,8.6
1981-01-19,8.6
1981-01-20,8.6
1981-01-21,8.6
1981-01-22,8.6
1981-01-23,8.8
1981-01-24,9.0
1981-01-25,9.0
1981-01-26,9.0
1981-01-27,9.0
1981-01-28,9.8
1981-01-29,9.9
1981-01-30,10.1
1981-01-31,10.1
1981-02-01,10.1
1981-02-02,10.1
1981-02-03,10.1
1981-02-04,10.1
1981-02-05,10.1
1981-02-06,10.1
1981-02-07,10.1
1981-02-08,10.1
1981-02-09,10.1
1981-02-10,10.1
1981-02-11,10.1
1981-02-12,10.2
1981-02-13,10.9
1981-02-14,11.0
1981-02-15,11.0
1981-02-16,11.0
1981-02-17,11.2
1981-02-18,11.6
1981-02-19,12.0
1981-02-20,12.0
1981-02-21,12.0
1981-02-22,12.0
1981-02-23,12.0
1981-02-24,12.0
1981-02-25,12.0
1981-02-26,12.0
1981-02-27,12.0
1981-02-28,12.0
1981-03-01,12.0
1981-03-02,12.0
1981-03-03,12.0
1981-03-04,12.0
1981-03-05,12.0
1981-03-06,12.0
1981-03-07,12.0
1981-03-08,12.0
1981-03-09,12.0
1981-03-10,12.0
1981-03-11,12.0
1981-03-12,12.0
1981-03-13,12.0
1981-03-14,12.0
1981-03-15,12.0
1981-03-16,12.0
1981-03-17,12.0
1981-03-18,12.0
1981-03-19,12.1
1981-03-20,12.4
1981-03-21,12.6
1981-03-22,12.7
1981-03-23,12.7
1981-03-24,12.7
1981-03-25,13.2
1981-03-26,13.4
1981-03-27,13.4
1981-03-28,13.4
1981-03-29,13.7
1981-03-30,13.7
1981-03-31,14.1
1981-04-01,14.5
1981-04-02,14.6
1981-04-03,14.6
1981-04-04,14.6
1981-04-05,14.6
1981-04-06,14.5
1981-04-07,14.5
1981-04-08,14.5
1981-04-09,14.5
1981-04-10,14.3
1981-04-11,14.3
1981-04-12,14.3
1981-04-13,14.2
1981-04-14,14.0
1981-04-15,13.9
1981-04-16,13.7
1981-04-17,13.7
1981-04-18,13.7
1981-04-19,14.5
1981-04-20,14.4
1981-04-21,14.2
1981-04-22,14.2
1981-04-23,14.0
1981-04-24,13.8
1981-04-25,13.6
1981-04-26,13.5
1981-04-27,13.3
1981-04-28,12.9
1981-04-29,12.4
1981-04-30,11.8
1981-05-01,11.1
1981-05-02,10.7
1981-05-03,10.0
