stationId,durCode,SENSOR_NUM,sensorType,date,obsDate,value,dataFlag,units
DPO,D,3,SNOW WC,2012-10-1 00:00,2012-10-1 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-2 00:00,2012-10-2 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-3 00:00,2012-10-3 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-4 00:00,2012-10-4 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-5 00:00,2012-10-5 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-6 00:00,2012-10-6 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-7 00:00,2012-10-7 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-8 00:00,2012-10-8 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-9 00:00,2012-10-9 00:00,-2.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-10 00:00,2012-10-10 00:00,11.6, ,INCHES
DPO,D,3,SNOW WC,2012-10-11 00:00,2012-10-11 00:00,11.4, ,INCHES
DPO,D,3,SNOW WC,2012-10-12 00:00,2012-10-12 00:00,11.6, ,INCHES
DPO,D,3,SNOW WC,2012-10-13 00:00,2012-10-13 00:00,11.7, ,INCHES
DPO,D,3,SNOW WC,2012-10-14 00:00,2012-10-14 00:00,11.8, ,INCHES
DPO,D,3,SNOW WC,2012-10-15 00:00,2012-10-15 00:00,11.7, ,INCHES
DPO,D,3,SNOW WC,2012-10-16 00:00,2012-10-16 00:00,0.0, ,INCHES
DPO,D,3,SNOW WC,2012-10-17 00:00,2012-10-17 00:00,0.0, ,INCHES
DPO,D,3,SNOW WC,2012-10-18 00:00,2012-10-18 00:00,0.0, ,INCHES
DPO,D,3,SNOW WC,2012-10-19 00:00,2012-10-19 00:00,0.0, ,INCHES
DPO,D,3,SNOW WC,2012-10-20 00:00,2012-10-20 00:00,0.0, ,INCHES
DPO,D,3,SNOW WC,2012-10-21 00:00,2012-10-21 00:00,0.0, ,INCHES
DPO,D,3,SNOW WC,2012-10-22 00:00,2012-10-22 00:00,0.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-23 00:00,2012-10-23 00:00,1.7, ,INCHES
DPO,D,3,SNOW WC,2012-10-24 00:00,2012-10-24 00:00,1.5, ,INCHES
DPO,D,3,SNOW WC,2012-10-25 00:00,2012-10-25 00:00,1.4, ,INCHES
DPO,D,3,SNOW WC,2012-10-26 00:00,2012-10-26 00:00,1.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-27 00:00,2012-10-27 00:00,0.9, ,INCHES
DPO,D,3,SNOW WC,2012-10-28 00:00,2012-10-28 00:00,0.6, ,INCHES
DPO,D,3,SNOW WC,2012-10-29 00:00,2012-10-29 00:00,0.2, ,INCHES
DPO,D,3,SNOW WC,2012-10-30 00:00,2012-10-30 00:00,0.3, ,INCHES
DPO,D,3,SNOW WC,2012-10-31 00:00,2012-10-31 00:00,0.3, ,INCHES
DPO,D,3,SNOW WC,2012-11-1 00:00,2012-11-1 00:00,0.2, ,INCHES
DPO,D,3,SNOW WC,2012-11-2 00:00,2012-11-2 00:00,0.2, ,INCHES
DPO,D,3,SNOW WC,2012-11-3 00:00,2012-11-3 00:00,0.2, ,INCHES
DPO,D,3,SNOW WC,2012-11-4 00:00,2012-11-4 00:00,0.1, ,INCHES
DPO,D,3,SNOW WC,2012-11-5 00:00,2012-11-5 00:00,0.2, ,INCHES
DPO,D,3,SNOW WC,2012-11-6 00:00,2012-11-6 00:00,0.3, ,INCHES
DPO,D,3,SNOW WC,2012-11-7 00:00,2012-11-7 00:00,0.3, ,INCHES
DPO,D,3,SNOW WC,2012-11-8 00:00,2012-11-8 00:00,0.3, ,INCHES
