date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2018-10-01,,42.4,44.1,40.5,0.0
2018-10-02,,34.9,42.3,27.3,0.3
2018-10-03,,31.5,38.1,23.7,0.3
2018-10-04,,36.7,46.4,32.9,0.0
2018-10-05,,35.1,39.2,32.9,0.0
2018-10-06,,37.8,46.8,33.1,0.0
2018-10-07,,36.7,38.1,34.5,0.0
2018-10-08,,39.4,42.3,36.7,0.0
2018-10-09,,37.6,41.4,35.8,0.0
2018-10-10,,37.9,40.3,34.7,0.0
2018-10-11,,40.3,48.9,34.0,0.0
2018-10-12,,39.0,42.8,35.2,0.0
2018-10-13,,37.2,43.2,33.1,0.0
2018-10-14,,42.6,51.3,32.9,0.0
2018-10-15,,52.5,61.0,46.8,0.0
2018-10-16,,56.3,63.7,52.3,0.0
2018-10-17,,55.2,63.7,50.0,0.0
2018-10-18,,51.8,58.8,47.8,0.0
2018-10-19,,54.7,63.3,50.0,0.0
2018-10-20,,53.6,61.9,48.0,0.0
2018-10-21,,53.6,61.9,47.8,0.0
2018-10-22,,54.7,63.0,48.9,0.0
2018-10-23,,48.4,56.7,37.6,0.0
2018-10-24,,37.8,43.2,35.2,0.0
2018-10-25,,39.7,42.3,35.6,0.0
2018-10-26,,39.9,44.4,34.2,0.0
2018-10-27,,37.9,46.8,32.5,0.4
2018-10-28,,34.3,37.4,32.4,0.9
2018-10-29,,32.7,35.8,31.5,1.3
2018-10-30,,32.9,35.4,32.0,1.5
2018-10-31,,36.9,41.4,31.8,2.0
2018-11-01,,41.5,43.2,38.3,0.5
2018-11-02,,38.5,42.3,34.9,0.1
2018-11-03,,34.7,36.1,33.3,1.0
2018-11-04,,34.7,38.5,32.9,1.4
2018-11-05,,32.9,35.4,31.5,2.0
2018-11-06,,31.5,35.8,28.6,2.3
2018-11-07,,27.9,32.5,25.0,2.3
2018-11-08,,35.1,40.8,29.7,2.3
2018-11-09,,30.6,37.4,27.1,2.8
2018-11-10,,27.7,32.5,25.0,2.8
2018-11-11,,33.8,38.5,26.8,2.9
2018-11-12,,45.5,51.1,36.9,3.0
2018-11-13,,41.7,48.2,31.1,3.2
2018-11-14,,33.3,35.4,31.1,4.2
2018-11-15,,33.8,35.4,32.9,4.7
2018-11-16,,32.4,37.2,27.9,4.8
2018-11-17,,31.5,42.3,24.4,4.5
2018-11-18,,46.2,52.9,38.5,4.7
2018-11-19,,46.2,53.1,42.8,4.7
2018-11-20,,46.0,53.1,42.8,4.7
2018-11-21,,36.1,44.8,33.6,4.9
2018-11-22,,31.6,34.0,28.6,6.0
2018-11-23,,28.9,31.8,25.7,6.9
2018-11-24,,27.0,30.9,24.6,6.9
2018-11-25,,32.5,38.3,27.3,7.1
2018-11-26,,39.4,41.2,35.4,7.3
2018-11-27,,35.6,38.8,33.3,8.1
2018-11-28,,32.2,33.4,30.9,8.1
2018-11-29,,30.9,34.0,28.8,8.0
2018-11-30,,28.4,30.2,26.1,8.4
2018-12-01,,26.4,28.2,24.6,8.5
2018-12-02,,24.6,28.0,21.9,8.4
2018-12-03,,20.1,23.9,16.5,8.4
2018-12-04,,28.9,36.3,18.3,8.6
