date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2018-10-01,0.0,41.0,43.2,39.2,0.0
2018-10-02,0.0,33.1,39.9,24.1,0.1
2018-10-03,1.0,28.4,34.5,20.8,0.3
2018-10-04,0.0,34.9,43.2,29.7,0.0
2018-10-05,0.0,33.3,36.0,31.1,0.0
2018-10-06,0.0,36.9,46.6,32.2,0.0
2018-10-07,0.0,34.9,36.1,33.6,0.0
2018-10-08,0.0,37.6,40.1,35.1,0.0
2018-10-09,0.0,36.0,41.4,34.0,0.0
2018-10-10,0.0,35.4,41.7,33.3,0.0
2018-10-11,0.0,37.9,46.8,29.8,0.0
2018-10-12,0.0,40.1,47.7,34.2,0.0
2018-10-13,0.0,35.6,43.2,31.6,0.0
2018-10-14,0.0,42.3,51.4,32.0,0.0
2018-10-15,0.0,52.0,59.5,45.9,0.0
2018-10-16,0.0,54.5,62.4,49.1,0.0
2018-10-17,0.0,53.8,61.9,49.6,0.0
2018-10-18,0.0,51.3,59.7,46.6,0.0
2018-10-19,0.0,53.8,63.0,47.8,0.0
2018-10-20,0.0,53.1,61.3,47.7,0.0
2018-10-21,0.0,51.6,60.8,46.2,0.0
2018-10-22,0.0,54.1,62.4,48.2,0.0
2018-10-23,0.0,48.6,58.8,36.5,0.0
2018-10-24,0.0,37.6,45.0,34.2,0.0
2018-10-25,0.0,38.7,42.1,34.2,0.0
2018-10-26,0.0,38.3,42.8,32.9,0.0
2018-10-27,4.0,35.6,44.8,29.3,0.8
2018-10-28,11.0,32.7,35.4,30.9,1.7
2018-10-29,10.0,31.8,36.0,30.2,1.7
2018-10-30,9.0,32.0,37.9,30.2,1.8
2018-10-31,8.0,36.1,40.3,31.3,1.9
2018-11-01,3.0,40.1,43.3,37.0,1.1
2018-11-02,2.0,36.5,39.9,33.4,0.8
2018-11-03,6.0,33.3,34.0,32.2,1.4
2018-11-04,13.0,32.9,35.1,31.3,2.4
2018-11-05,17.0,31.3,32.9,30.2,2.8
2018-11-06,14.0,29.5,32.0,25.7,2.8
2018-11-07,17.0,25.3,31.5,22.1,2.7
2018-11-08,15.0,34.2,40.5,25.7,2.9
2018-11-09,17.0,30.6,36.3,26.1,3.4
2018-11-10,18.0,26.1,32.9,23.9,3.2
2018-11-11,17.0,30.9,37.2,24.4,3.3
