date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2018-10-01,0.1,0.0,48.2,53.6,43.2,0.0
2018-10-02,0.3,0.0,43.2,51.6,33.8,0.0
2018-10-03,0.4,0.0,37.4,46.4,30.4,0.0
2018-10-04,0.4,0.0,40.6,53.4,32.2,0.0
2018-10-05,0.8,0.0,35.6,43.7,30.7,0.0
2018-10-06,0.8,0.0,39.9,52.2,34.0,0.0
2018-10-07,0.9,0.0,43.0,51.8,34.7,0.0
2018-10-08,1.0,0.0,44.4,46.8,42.4,0.0
2018-10-09,1.2,0.0,45.1,51.1,41.2,0.0
2018-10-10,1.2,0.0,42.3,50.0,34.0,0.0
2018-10-11,1.2,0.0,41.2,56.8,31.1,0.0
2018-10-12,1.2,0.0,44.6,57.6,33.6,0.0
2018-10-13,1.2,0.0,39.7,57.6,30.4,0.0
2018-10-14,1.2,0.0,37.8,55.8,27.1,0.0
2018-10-15,1.2,0.0,42.6,62.4,31.1,0.0
2018-10-16,1.2,0.0,43.5,63.5,32.7,0.0
2018-10-17,1.2,0.0,42.1,62.8,30.9,0.0
2018-10-18,1.2,0.0,45.1,67.3,31.6,0.0
2018-10-19,1.2,0.0,44.4,64.2,33.6,0.0
2018-10-20,1.2,0.0,43.9,64.6,32.9,0.0
2018-10-21,1.2,0.0,43.3,63.5,32.5,0.0
2018-10-22,1.2,0.0,43.3,62.1,33.1,0.0
2018-10-23,1.2,0.0,44.2,58.3,32.7,0.0
2018-10-24,1.2,0.0,42.4,52.2,35.8,0.0
2018-10-25,2.5,0.0,43.3,45.3,39.9,0.0
2018-10-26,3.0,0.0,45.0,51.4,38.1,0.0
2018-10-27,4.0,0.0,39.7,49.3,32.2,0.0
2018-10-28,4.7,0.0,40.5,42.4,38.1,0.0
2018-10-29,4.9,0.0,39.6,43.3,36.7,0.0
2018-10-30,5.0,0.0,38.7,44.4,33.6,0.0
2018-10-31,5.6,0.0,43.2,50.0,36.7,0.0
2018-11-01,6.3,0.0,46.8,50.0,44.6,0.0
2018-11-02,7.6,0.0,44.2,49.3,41.5,0.0
2018-11-03,8.3,0.0,41.7,44.2,40.6,0.0
2018-11-04,9.5,0.0,39.4,41.9,36.1,0.0
2018-11-05,10.8,0.0,37.0,40.6,34.2,0.0
2018-11-06,11.1,0.0,35.8,40.1,33.8,0.0
2018-11-07,11.1,0.0,33.4,39.7,28.9,0.0
2018-11-08,11.1,0.0,30.9,39.7,25.5,0.0
2018-11-09,11.2,0.0,32.2,35.6,27.3,0.0
2018-11-10,11.2,0.0,31.3,40.5,26.2,0.0
2018-11-11,11.2,0.0,30.0,39.4,23.9,0.0
2018-11-12,11.2,0.0,30.2,36.5,25.5,0.0
2018-11-13,11.2,0.0,30.6,40.3,24.3,0.0
2018-11-14,11.4,0.0,36.3,42.8,30.6,0.0
2018-11-15,11.4,0.0,37.8,45.3,32.7,0.0
2018-11-16,11.5,0.0,37.9,45.3,31.5,0.0
2018-11-17,11.5,0.0,31.1,39.0,27.3,0.0
2018-11-18,11.5,0.0,29.7,39.7,24.4,0.0
2018-11-19,11.5,0.0,29.8,41.5,24.3,0.0
2018-11-20,11.5,0.0,29.8,40.5,23.4,0.0
2018-11-21,11.5,0.0,32.2,34.7,28.6,0.1
2018-11-22,11.9,1.0,33.8,36.5,32.0,0.5
2018-11-23,12.8,6.0,34.0,34.9,32.5,1.3
2018-11-24,12.8,6.0,32.7,38.1,29.7,1.2
2018-11-25,12.8,5.0,30.9,36.9,25.3,1.2
2018-11-26,14.2,4.0,33.4,34.2,31.6,1.7
2018-11-27,15.5,4.0,34.5,36.7,34.0,2.0
2018-11-28,15.8,4.0,35.1,38.3,33.8,1.9
2018-11-29,15.8,4.0,34.3,36.5,32.5,1.8
2018-11-30,16.0,4.0,34.3,37.4,33.1,2.0
2018-12-01,16.2,8.0,33.3,36.3,30.9,2.1
2018-12-02,16.2,6.0,30.6,34.5,27.3,2.0
2018-12-03,16.2,7.0,27.5,31.6,22.1,2.0
2018-12-04,16.2,6.0,23.2,30.4,16.7,1.9
2018-12-05,16.2,6.0,21.6,27.9,14.2,1.8
2018-12-06,16.2,6.0,17.6,26.8,10.0,1.8
2018-12-07,16.2,5.0,21.2,26.4,15.6,1.8
2018-12-08,16.3,5.0,24.4,27.9,21.4,1.9
2018-12-09,16.7,8.0,26.6,28.2,24.6,2.2
2018-12-10,16.9,10.0,30.9,36.9,26.4,2.5
2018-12-11,19.0,27.0,31.8,34.2,30.2,4.6
2018-12-12,19.7,30.0,32.7,35.6,30.0,5.3
2018-12-13,20.7,32.0,33.8,35.8,32.2,6.1
2018-12-14,20.9,31.0,33.4,34.5,32.0,6.1
2018-12-15,21.1,27.0,31.5,35.1,28.0,6.2
2018-12-16,21.6,32.0,33.3,34.7,31.3,6.7
2018-12-17,22.3,34.0,34.3,36.1,33.4,7.5
2018-12-18,23.9,41.0,34.2,35.1,34.0,9.0
2018-12-19,24.3,39.0,34.3,36.3,33.4,9.2
2018-12-20,24.9,36.0,34.3,39.7,30.6,9.5
2018-12-21,24.9,34.0,28.2,32.4,18.9,9.5
2018-12-22,25.2,38.0,25.2,30.9,17.6,9.8
2018-12-23,25.8,44.0,29.5,31.8,28.0,10.4
2018-12-24,25.8,40.0,28.6,34.9,24.1,10.4
2018-12-25,25.8,39.0,23.2,31.8,14.7,10.4
2018-12-26,26.0,41.0,26.6,30.2,23.2,10.6
2018-12-27,26.0,39.0,27.1,37.0,18.0,10.6
2018-12-28,26.5,40.0,27.1,33.3,18.1,11.0
