date,PREC_DAILY,WTEQ_DAILY
1981-10-01,0.0,0.0
1981-10-02,0.0,0.0
1981-10-03,0.0,0.0
1981-10-04,0.0,0.0
1981-10-05,0.0,0.0
1981-10-06,0.1,0.1
1981-10-07,0.5,0.5
1981-10-08,0.6,0.5
1981-10-09,0.6,0.5
1981-10-10,1.0,0.5
1981-10-11,1.0,0.5
1981-10-12,1.0,0.5
1981-10-13,1.3,0.7
1981-10-14,1.3,0.7
1981-10-15,1.3,0.7
1981-10-16,1.3,0.7
1981-10-17,1.3,0.7
1981-10-18,1.3,0.7
1981-10-19,1.3,0.7
1981-10-20,1.3,0.7
1981-10-21,1.3,0.7
1981-10-22,1.3,0.5
1981-10-23,1.3,0.5
1981-10-24,1.3,0.5
1981-10-25,1.3,0.3
1981-10-26,1.7,0.0
1981-10-27,2.4,0.0
1981-10-28,4.7,2.8
1981-10-29,4.7,2.8
1981-10-30,4.7,2.8
1981-10-31,4.7,2.8
1981-11-01,4.7,2.9
1981-11-02,4.7,2.9
1981-11-03,4.7,2.9
1981-11-04,4.7,2.9
1981-11-05,4.7,2.9
1981-11-06,4.7,2.9
1981-11-07,4.7,2.9
1981-11-08,4.7,2.9
1981-11-09,4.7,2.8
1981-11-10,4.7,2.7
1981-11-11,4.7,2.7
1981-11-12,5.1,4.0
1981-11-13,8.1,5.2
1981-11-14,8.1,5.2
1981-11-15,8.1,5.2
1981-11-16,8.9,5.6
1981-11-17,9.5,5.8
1981-11-18,9.5,5.8
1981-11-19,9.5,5.8
1981-11-20,9.5,5.8
1981-11-21,10.1,6.2
1981-11-22,10.6,6.4
1981-11-23,10.9,6.5
1981-11-24,11.7,7.3
1981-11-25,11.7,7.3
1981-11-26,12.0,7.6
1981-11-27,12.5,8.0
1981-11-28,12.5,8.0
1981-11-29,12.5,8.0
1981-11-30,12.5,8.0
1981-12-01,12.5,8.1
1981-12-02,12.5,8.1
1981-12-03,12.5,8.1
1981-12-04,12.5,8.2
1981-12-05,12.5,8.2
1981-12-06,12.5,8.2
1981-12-07,12.5,8.2
1981-12-08,12.6,8.3
1981-12-09,12.9,8.7
1981-12-10,13.0,8.7
1981-12-11,13.2,9.1
1981-12-12,13.2,9.3
1981-12-13,13.4,9.4
1981-12-14,13.4,9.4
1981-12-15,13.5,9.4
1981-12-16,13.5,9.5
1981-12-17,13.5,9.5
1981-12-18,14.2,11.3
1981-12-19,16.1,11.3
1981-12-20,16.8,11.2
1981-12-21,17.0,11.4
1981-12-22,17.1,11.4
1981-12-23,17.1,11.4
1981-12-24,17.1,11.4
1981-12-25,17.1,11.5
1981-12-26,17.3,11.6
1981-12-27,17.3,11.5
1981-12-28,17.3,11.5
1981-12-29,19.6,13.2
1981-12-30,19.8,13.3
1981-12-31,21.5,14.6
1982-01-01,22.1,15.3
1982-01-02,22.5,15.4
1982-01-03,23.3,16.3
1982-01-04,27.3,21.3
1982-01-05,28.0,22.0
1982-01-06,28.0,22.0
1982-01-07,28.7,22.1
1982-01-08,28.7,22.1
1982-01-09,28.7,22.1
1982-01-10,28.7,22.3
1982-01-11,28.7,22.3
1982-01-12,28.7,22.3
1982-01-13,28.7,22.5
1982-01-14,28.7,22.6
1982-01-15,28.7,22.8
1982-01-16,28.7,22.8
1982-01-17,28.7,23.0
1982-01-18,29.4,24.0
1982-01-19,29.6,24.5
1982-01-20,30.4,25.9
1982-01-21,30.6,26.2
1982-01-22,30.6,26.2
1982-01-23,30.6,26.2
1982-01-24,30.8,26.5
1982-01-25,30.8,26.6
1982-01-26,31.1,27.0
1982-01-27,31.2,27.1
1982-01-28,31.7,27.7
1982-01-29,31.9,27.9
1982-01-30,31.9,27.9
1982-01-31,31.9,27.9
1982-02-01,31.9,27.9
1982-02-02,31.9,27.9
1982-02-03,31.9,28.0
1982-02-04,32.0,28.0
1982-02-05,33.0,28.6
1982-02-06,33.0,28.6
1982-02-07,33.0,28.6
1982-02-08,33.0,28.6
1982-02-09,33.0,28.6
1982-02-10,33.0,28.6
1982-02-11,33.0,28.6
1982-02-12,33.0,28.6
1982-02-13,34.4,30.3
1982-02-14,34.4,30.3
1982-02-15,37.7,32.4
1982-02-16,38.5,32.2
1982-02-17,38.5,32.2
1982-02-18,38.5,32.2
1982-02-19,38.5,32.2
1982-02-20,38.5,32.2
1982-02-21,38.5,32.2
1982-02-22,38.5,32.3
1982-02-23,38.5,32.3
1982-02-24,38.5,32.4
1982-02-25,38.5,32.5
1982-02-26,38.5,32.5
1982-02-27,38.5,32.7
1982-02-28,38.5,32.8
1982-03-01,39.3,34.4
1982-03-02,40.3,35.3
1982-03-03,40.5,35.4
1982-03-04,40.5,35.4
1982-03-05,40.5,35.4
1982-03-06,40.5,35.6
1982-03-07,40.5,35.7
1982-03-08,40.5,35.7
1982-03-09,40.7,36.1
1982-03-10,40.9,36.7
1982-03-11,41.2,37.0
1982-03-12,41.2,37.1
1982-03-13,41.4,37.3
1982-03-14,41.9,37.9
1982-03-15,42.0,38.2
1982-03-16,42.3,39.1
1982-03-17,42.8,39.4
1982-03-18,42.9,39.7
1982-03-19,43.0,39.9
1982-03-20,43.0,40.1
1982-03-21,43.0,40.2
1982-03-22,43.0,40.3
1982-03-23,43.0,40.3
1982-03-24,43.1,40.3
1982-03-25,43.2,40.5
1982-03-26,43.3,40.7
1982-03-27,43.7,41.1
1982-03-28,44.8,42.3
1982-03-29,44.8,44.2
1982-03-30,48.5,46.3
1982-03-31,50.0,48.0
1982-04-01,50.5,48.7
1982-04-02,50.9,49.0
1982-04-03,51.9,49.7
1982-04-04,51.9,49.7
1982-04-05,51.9,49.8
1982-04-06,51.9,50.0
1982-04-07,51.9,50.0
1982-04-08,51.9,50.0
1982-04-09,53.4,50.0
1982-04-10,55.0,51.9
1982-04-11,56.4,50.1
1982-04-12,56.5,49.7
1982-04-13,56.5,49.7
1982-04-14,56.5,49.7
1982-04-15,56.5,49.7
1982-04-16,56.5,49.6
1982-04-17,56.5,49.1
1982-04-18,56.5,48.2
1982-04-19,56.5,47.5
1982-04-20,56.5,47.0
1982-04-21,56.5,46.8
1982-04-22,56.5,46.2
1982-04-23,56.5,46.2
1982-04-24,56.5,45.8
1982-04-25,56.5,45.5
1982-04-26,56.5,45.4
1982-04-27,56.7,44.8
1982-04-28,56.7,44.6
1982-04-29,56.7,43.5
1982-04-30,56.7,43.0
1982-05-01,56.8,42.8
1982-05-02,56.8,41.8
1982-05-03,56.8,40.5
1982-05-04,56.8,39.3
1982-05-05,56.8,38.6
1982-05-06,56.8,37.7
1982-05-07,56.8,36.6
1982-05-08,57.0,35.4
1982-05-09,57.4,35.4
1982-05-10,57.5,35.2
1982-05-11,57.5,34.7
1982-05-12,57.5,34.5
1982-05-13,57.6,32.9
1982-05-14,57.6,31.8
1982-05-15,57.6,30.8
1982-05-16,57.6,29.4
1982-05-17,57.6,28.2
1982-05-18,57.6,27.0
1982-05-19,57.6,26.0
1982-05-20,57.6,24.6
1982-05-21,57.6,23.1
1982-05-22,57.6,21.5
1982-05-23,57.6,20.0
1982-05-24,57.6,18.5
1982-05-25,57.6,16.6
1982-05-26,57.6,14.9
1982-05-27,57.6,12.3
1982-05-28,57.6,11.1
1982-05-29,57.6,9.2
1982-05-30,57.6,5.9
1982-05-31,57.6,5.0
1982-06-01,57.6,4.5
1982-06-02,57.6,4.2
1982-06-03,57.6,3.8
1982-06-04,57.6,3.6
1982-06-05,57.9,3.0
1982-06-06,57.9,2.9
1982-06-07,57.9,2.6
1982-06-08,57.9,2.2
1982-06-09,58.0,0.4
1982-06-10,58.0,0.0
1982-06-11,58.0,0.0
1982-06-12,58.0,0.0
1982-06-13,58.0,0.0
1982-06-14,58.0,0.0
1982-06-15,58.0,0.0
1982-06-16,58.2,0.0
1982-06-17,58.3,0.0
1982-06-18,58.6,0.0
1982-06-19,58.6,0.0
1982-06-20,58.6,0.0
1982-06-21,58.6,0.0
1982-06-22,58.7,0.0
1982-06-23,58.7,0.0
1982-06-24,58.9,0.0
1982-06-25,58.9,0.0
1982-06-26,59.0,0.0
1982-06-27,59.0,0.0
1982-06-28,60.3,0.0
1982-06-29,60.6,0.0
1982-06-30,60.6,0.0
1982-07-01,60.6,0.0
1982-07-02,60.7,0.0
1982-07-03,60.7,0.0
1982-07-04,60.7,0.0
1982-07-05,60.7,0.0
1982-07-06,60.7,0.0
1982-07-07,60.7,0.0
1982-07-08,60.7,0.0
1982-07-09,60.7,0.0
1982-07-10,60.7,0.0
1982-07-11,60.7,0.0
