date,PREC_DAILY,WTEQ_DAILY
1981-10-01,0.0,0.0
1981-10-02,0.0,0.0
1981-10-03,0.1,0.0
1981-10-04,0.1,0.0
1981-10-05,0.1,0.0
1981-10-06,0.2,0.0
1981-10-07,0.2,0.0
1981-10-08,0.3,0.1
1981-10-09,0.3,0.1
1981-10-10,0.4,0.2
1981-10-11,0.4,0.2
1981-10-12,0.5,0.3
1981-10-13,0.5,0.3
1981-10-14,0.5,0.3
1981-10-15,0.6,0.4
1981-10-16,1.1,0.8
1981-10-17,1.3,1.0
1981-10-18,1.3,1.0
1981-10-19,1.3,1.0
1981-10-20,1.3,1.0
1981-10-21,1.3,0.7
1981-10-22,1.5,0.6
1981-10-23,1.5,0.8
1981-10-24,1.5,0.8
1981-10-25,1.6,1.0
1981-10-26,1.6,1.0
1981-10-27,1.6,1.0
1981-10-28,1.6,1.0
1981-10-29,1.7,1.0
1981-10-30,1.7,1.0
1981-10-31,1.8,1.0
1981-11-01,1.8,1.0
1981-11-02,1.8,1.0
1981-11-03,1.8,1.0
1981-11-04,1.8,1.1
1981-11-05,1.8,1.1
1981-11-06,1.9,1.1
1981-11-07,1.9,1.1
1981-11-08,1.9,1.1
1981-11-09,1.9,1.1
1981-11-10,1.9,1.1
1981-11-11,1.9,1.1
1981-11-12,1.9,1.1
1981-11-13,2.0,1.4
1981-11-14,2.2,1.5
1981-11-15,2.2,1.5
1981-11-16,2.2,1.5
1981-11-17,2.2,1.5
1981-11-18,2.3,1.5
1981-11-19,2.4,1.5
1981-11-20,2.4,1.6
1981-11-21,2.4,1.7
1981-11-22,2.5,1.7
1981-11-23,2.6,1.8
1981-11-24,2.7,1.8
1981-11-25,2.7,1.8
1981-11-26,2.8,1.8
1981-11-27,2.8,1.8
1981-11-28,2.8,1.8
1981-11-29,2.8,1.8
1981-11-30,3.0,1.8
1981-12-01,3.0,2.0
1981-12-02,3.0,2.0
1981-12-03,3.0,2.0
1981-12-04,3.0,2.1
1981-12-05,3.1,2.1
1981-12-06,3.1,2.1
1981-12-07,3.1,2.1
1981-12-08,3.1,2.1
1981-12-09,3.1,2.1
1981-12-10,3.1,2.0
1981-12-11,3.1,2.0
1981-12-12,3.1,1.9
1981-12-13,3.1,1.9
1981-12-14,3.1,1.9
1981-12-15,3.1,2.0
1981-12-16,3.3,2.0
1981-12-17,3.3,2.1
1981-12-18,3.4,2.3
1981-12-19,3.7,2.6
1981-12-20,4.0,2.7
1981-12-21,4.0,2.8
1981-12-22,4.2,2.8
1981-12-23,4.3,2.8
1981-12-24,4.3,2.8
1981-12-25,4.3,2.8
1981-12-26,4.3,2.8
1981-12-27,4.3,2.9
1981-12-28,4.3,2.9
1981-12-29,4.8,3.3
1981-12-30,4.8,3.3
1981-12-31,4.8,3.4
1982-01-01,4.9,3.4
1982-01-02,4.9,3.4
1982-01-03,5.0,3.6
1982-01-04,5.1,3.9
1982-01-05,5.3,3.9
1982-01-06,5.3,3.9
1982-01-07,5.4,4.0
1982-01-08,5.4,4.0
1982-01-09,5.4,4.0
1982-01-10,5.4,4.0
1982-01-11,5.4,4.1
1982-01-12,5.6,4.1
1982-01-13,5.7,4.1
1982-01-14,5.7,4.1
1982-01-15,5.7,4.1
1982-01-16,5.7,4.3
1982-01-17,5.9,4.4
1982-01-18,5.9,4.4
1982-01-19,5.9,4.4
1982-01-20,6.1,4.6
1982-01-21,6.3,4.8
1982-01-22,6.4,4.8
1982-01-23,6.4,4.8
1982-01-24,6.4,4.8
1982-01-25,6.5,4.8
1982-01-26,6.5,4.8
1982-01-27,6.5,4.8
1982-01-28,6.5,4.8
1982-01-29,6.5,4.8
1982-01-30,6.5,4.8
1982-01-31,6.5,4.8
1982-02-01,6.7,4.8
1982-02-02,6.8,4.9
1982-02-03,6.8,4.9
1982-02-04,6.8,4.9
1982-02-05,6.8,4.9
1982-02-06,6.8,4.9
1982-02-07,6.8,4.9
1982-02-08,6.8,4.9
1982-02-09,6.8,5.1
1982-02-10,6.8,5.2
1982-02-11,6.8,5.2
1982-02-12,6.9,5.2
1982-02-13,6.9,5.2
1982-02-14,6.9,5.2
1982-02-15,6.9,5.2
1982-02-16,6.9,5.2
1982-02-17,6.9,5.2
1982-02-18,6.9,5.2
1982-02-19,6.9,5.2
1982-02-20,6.9,5.2
1982-02-21,6.9,5.2
1982-02-22,6.9,5.3
1982-02-23,7.0,5.3
1982-02-24,7.1,5.3
1982-02-25,7.1,5.3
1982-02-26,7.1,5.3
1982-02-27,7.1,5.3
1982-02-28,7.1,5.4
1982-03-01,7.1,5.4
1982-03-02,7.1,5.4
1982-03-03,7.1,5.4
1982-03-04,7.3,5.4
1982-03-05,7.3,5.4
1982-03-06,7.4,5.5
1982-03-07,7.5,5.5
1982-03-08,7.6,5.5
1982-03-09,7.6,5.5
1982-03-10,7.6,5.5
1982-03-11,7.9,5.8
1982-03-12,7.9,5.9
1982-03-13,7.9,5.9
1982-03-14,7.9,5.9
1982-03-15,7.9,5.9
1982-03-16,8.2,6.2
1982-03-17,8.2,6.2
1982-03-18,8.3,6.2
1982-03-19,8.3,6.2
1982-03-20,8.3,6.2
1982-03-21,8.3,6.2
1982-03-22,8.3,6.2
1982-03-23,8.4,6.2
1982-03-24,8.5,6.2
1982-03-25,8.6,6.2
1982-03-26,8.6,6.2
1982-03-27,8.6,6.2
1982-03-28,8.8,6.3
1982-03-29,8.9,6.3
1982-03-30,9.1,6.3
1982-03-31,9.2,6.4
1982-04-01,9.2,6.5
1982-04-02,9.5,6.7
1982-04-03,9.5,6.7
1982-04-04,9.5,6.7
1982-04-05,9.5,6.7
1982-04-06,9.9,6.9
1982-04-07,10.2,7.0
1982-04-08,10.4,7.1
1982-04-09,10.5,7.2
1982-04-10,10.6,7.3
1982-04-11,11.2,7.3
1982-04-12,11.4,7.3
1982-04-13,11.4,7.0
1982-04-14,11.4,6.7
1982-04-15,11.4,6.8
1982-04-16,11.5,7.0
1982-04-17,11.5,7.0
1982-04-18,11.5,7.2
1982-04-19,11.5,7.0
1982-04-20,11.5,6.8
1982-04-21,11.6,6.8
1982-04-22,11.6,6.2
1982-04-23,11.6,5.8
1982-04-24,11.6,5.8
1982-04-25,11.6,5.5
1982-04-26,11.6,5.3
1982-04-27,11.6,4.7
1982-04-28,11.6,4.1
1982-04-29,11.6,3.8
1982-04-30,11.6,2.5
1982-05-01,11.6,1.6
1982-05-02,11.7,1.0
1982-05-03,11.7,0.0
1982-05-04,11.7,0.0
1982-05-05,11.7,0.0
1982-05-06,11.8,0.0
1982-05-07,11.8,0.0
1982-05-08,11.8,0.0
1982-05-09,11.8,0.0
1982-05-10,12.2,0.4
1982-05-11,12.9,0.6
1982-05-12,12.9,0.5
1982-05-13,13.1,0.4
1982-05-14,13.1,0.1
1982-05-15,13.3,0.0
1982-05-16,13.3,0.0
1982-05-17,13.3,0.0
1982-05-18,13.3,0.0
1982-05-19,13.7,0.3
1982-05-20,14.0,0.0
1982-05-21,14.1,0.0
1982-05-22,14.1,0.0
1982-05-23,14.1,0.0
1982-05-24,14.1,0.0
1982-05-25,14.1,0.0
1982-05-26,14.1,0.0
1982-05-27,14.1,0.0
1982-05-28,14.1,0.0
1982-05-29,14.1,0.0
1982-05-30,14.1,0.0
1982-05-31,14.1,0.0
1982-06-01,14.6,0.0
1982-06-02,15.1,0.0
1982-06-03,15.2,0.0
1982-06-04,15.2,0.0
1982-06-05,15.3,0.0
1982-06-06,15.3,0.0
1982-06-07,15.3,0.0
1982-06-08,15.5,0.0
1982-06-09,15.5,0.0
1982-06-10,15.5,0.0
1982-06-11,15.5,0.0
1982-06-12,15.5,0.0
1982-06-13,15.6,0.0
1982-06-14,16.1,0.0
1982-06-15,16.1,0.0
1982-06-16,16.5,0.0
1982-06-17,16.6,0.0
1982-06-18,16.6,0.0
1982-06-19,16.6,0.0
1982-06-20,16.8,0.0
1982-06-21,16.8,0.0
1982-06-22,16.8,0.0
1982-06-23,16.8,0.0
1982-06-24,17.3,0.0
1982-06-25,17.3,0.0
1982-06-26,17.3,0.0
1982-06-27,17.3,0.0
1982-06-28,17.5,0.0
1982-06-29,17.5,0.0
1982-06-30,17.5,0.0
1982-07-01,17.5,0.0
1982-07-02,17.5,0.0
1982-07-03,17.5,0.0
1982-07-04,17.5,0.0
1982-07-05,17.5,0.0
1982-07-06,17.5,0.0
1982-07-07,17.5,0.0
1982-07-08,17.5,0.0
1982-07-09,17.5,0.0
1982-07-10,17.5,0.0
1982-07-11,17.5,0.0
