date,PREC_DAILY,WTEQ_DAILY
1981-10-01,0.0,0.0
1981-10-02,0.0,0.0
1981-10-03,0.0,0.0
1981-10-04,0.0,0.0
1981-10-05,0.0,0.0
1981-10-06,0.0,0.0
1981-10-07,0.0,0.0
1981-10-08,0.0,0.0
1981-10-09,0.0,0.0
1981-10-10,0.0,0.0
1981-10-11,0.0,0.0
1981-10-12,0.0,0.0
1981-10-13,0.0,0.0
1981-10-14,0.0,0.0
1981-10-15,0.2,0.0
1981-10-16,0.5,0.0
1981-10-17,0.7,0.1
1981-10-18,0.9,0.1
1981-10-19,1.0,0.2
1981-10-20,1.6,0.2
1981-10-21,1.8,0.3
1981-10-22,2.2,0.6
1981-10-23,2.2,0.6
1981-10-24,2.2,0.6
1981-10-25,2.3,0.7
1981-10-26,2.5,0.7
1981-10-27,2.7,0.7
1981-10-28,3.2,1.0
1981-10-29,3.6,1.5
1981-10-30,3.6,1.6
1981-10-31,3.6,1.6
1981-11-01,3.6,1.6
1981-11-02,3.6,1.6
1981-11-03,3.7,1.6
1981-11-04,3.7,1.6
1981-11-05,3.7,1.5
1981-11-06,3.7,1.3
1981-11-07,3.8,0.9
1981-11-08,3.8,0.8
1981-11-09,3.8,0.8
1981-11-10,3.8,0.7
1981-11-11,3.8,0.7
1981-11-12,4.9,1.8
1981-11-13,6.1,2.6
1981-11-14,6.3,2.6
1981-11-15,7.4,3.8
1981-11-16,8.1,3.8
1981-11-17,8.9,4.3
1981-11-18,9.0,4.5
1981-11-19,9.0,4.6
1981-11-20,9.1,4.7
1981-11-21,10.7,6.2
1981-11-22,11.2,6.5
1981-11-23,12.0,7.4
1981-11-24,12.9,7.5
1981-11-25,12.9,7.8
1981-11-26,12.9,7.9
1981-11-27,13.0,7.9
1981-11-28,13.0,7.9
1981-11-29,13.0,7.9
1981-11-30,13.1,7.9
1981-12-01,13.5,8.3
1981-12-02,14.2,9.1
1981-12-03,14.3,9.1
1981-12-04,14.3,9.1
1981-12-05,14.8,9.4
1981-12-06,15.3,9.9
1981-12-07,15.4,9.9
1981-12-08,15.4,9.9
1981-12-09,15.5,9.9
1981-12-10,15.7,10.0
1981-12-11,15.7,10.0
1981-12-12,16.5,10.4
1981-12-13,16.8,10.8
1981-12-14,17.8,11.7
1981-12-15,18.6,12.6
1981-12-16,18.8,12.6
1981-12-17,18.8,12.6
1981-12-18,19.3,13.2
1981-12-19,20.8,14.7
1981-12-20,21.1,15.3
1981-12-21,21.3,15.5
1981-12-22,21.3,15.5
1981-12-23,21.3,15.6
1981-12-24,21.6,15.9
1981-12-25,21.6,16.0
1981-12-26,21.8,16.3
1981-12-27,22.0,16.6
1981-12-28,22.6,16.8
1981-12-29,22.6,17.1
1981-12-30,22.6,17.1
1981-12-31,22.8,17.6
1982-01-01,23.1,18.0
1982-01-02,23.3,18.5
1982-01-03,23.8,19.8
1982-01-04,24.3,20.5
1982-01-05,24.3,20.6
1982-01-06,24.3,20.6
1982-01-07,24.3,20.6
1982-01-08,24.3,20.6
1982-01-09,24.3,20.8
1982-01-10,24.3,20.8
1982-01-11,24.3,20.8
1982-01-12,24.3,21.0
1982-01-13,24.3,21.1
1982-01-14,24.5,21.3
1982-01-15,25.0,21.8
1982-01-16,25.9,22.8
1982-01-17,26.4,23.6
1982-01-18,26.8,24.3
1982-01-19,26.9,24.6
1982-01-20,26.9,24.8
1982-01-21,26.9,25.0
1982-01-22,27.4,26.0
1982-01-23,28.1,27.0
1982-01-24,28.7,27.7
1982-01-25,28.7,27.7
1982-01-26,29.3,28.3
1982-01-27,29.5,28.5
1982-01-28,29.6,28.6
1982-01-29,29.7,28.7
1982-01-30,29.9,28.9
1982-01-31,29.9,28.9
1982-02-01,30.0,29.0
1982-02-02,30.4,29.4
1982-02-03,30.4,29.4
1982-02-04,30.4,29.4
1982-02-05,30.6,29.6
1982-02-06,30.6,29.6
1982-02-07,30.6,29.6
1982-02-08,30.9,29.9
1982-02-09,30.9,29.9
1982-02-10,30.9,29.9
1982-02-11,30.9,29.9
1982-02-12,30.9,29.9
1982-02-13,32.9,32.0
1982-02-14,35.1,34.3
1982-02-15,36.4,35.7
1982-02-16,37.7,37.1
1982-02-17,38.3,37.7
1982-02-18,39.1,38.5
1982-02-19,39.2,38.6
1982-02-20,40.1,39.5
1982-02-21,40.6,40.1
1982-02-22,40.6,40.2
1982-02-23,40.9,40.6
1982-02-24,40.9,40.6
1982-02-25,40.9,40.6
1982-02-26,41.0,40.7
1982-02-27,41.1,40.7
1982-02-28,41.1,40.7
1982-03-01,42.2,41.2
1982-03-02,42.4,41.7
1982-03-03,42.6,42.1
1982-03-04,42.8,42.1
1982-03-05,42.9,42.1
1982-03-06,42.9,42.1
1982-03-07,42.9,42.1
1982-03-08,43.0,42.3
1982-03-09,43.1,42.3
1982-03-10,43.1,42.4
1982-03-11,43.8,43.0
1982-03-12,43.8,43.0
1982-03-13,44.2,43.3
1982-03-14,44.5,43.6
1982-03-15,44.7,43.8
1982-03-16,44.8,43.9
1982-03-17,44.8,43.9
1982-03-18,45.4,44.4
1982-03-19,45.6,44.6
1982-03-20,45.7,44.7
1982-03-21,45.7,44.7
1982-03-22,45.7,44.7
1982-03-23,45.7,44.7
1982-03-24,45.7,44.7
1982-03-25,45.9,44.9
1982-03-26,46.3,45.2
1982-03-27,46.9,45.7
1982-03-28,47.4,46.1
1982-03-29,48.0,46.5
1982-03-30,48.8,47.3
1982-03-31,49.4,47.8
1982-04-01,49.7,48.1
1982-04-02,50.9,49.1
1982-04-03,51.8,49.9
1982-04-04,52.1,50.2
1982-04-05,52.4,50.5
1982-04-06,52.7,50.7
1982-04-07,53.0,51.0
1982-04-08,53.0,51.0
1982-04-09,53.0,51.0
1982-04-10,53.9,51.8
1982-04-11,54.2,53.1
1982-04-12,54.3,53.2
1982-04-13,54.8,53.6
1982-04-14,55.7,54.4
1982-04-15,56.0,54.7
1982-04-16,56.0,54.7
1982-04-17,56.2,54.9
1982-04-18,56.4,55.1
1982-04-19,56.4,55.1
1982-04-20,56.4,55.1
1982-04-21,56.8,54.8
1982-04-22,57.0,54.8
1982-04-23,57.0,54.8
1982-04-24,57.1,54.6
1982-04-25,57.1,54.1
1982-04-26,57.2,54.1
1982-04-27,57.3,53.5
1982-04-28,57.6,53.5
1982-04-29,57.6,53.4
1982-04-30,57.6,52.8
1982-05-01,57.6,52.2
1982-05-02,57.6,50.9
1982-05-03,57.7,50.4
1982-05-04,57.7,50.3
1982-05-05,57.7,50.1
1982-05-06,57.7,49.6
1982-05-07,57.7,49.6
1982-05-08,57.9,49.6
1982-05-09,58.7,49.6
1982-05-10,58.9,49.6
1982-05-11,59.0,49.4
1982-05-12,59.0,49.1
1982-05-13,59.0,48.6
1982-05-14,59.0,47.7
1982-05-15,59.0,47.0
1982-05-16,59.0,46.0
1982-05-17,59.1,45.2
1982-05-18,59.1,44.8
1982-05-19,59.2,44.7
1982-05-20,59.2,43.9
1982-05-21,59.2,42.7
1982-05-22,59.3,42.0
1982-05-23,59.3,41.0
1982-05-24,59.3,40.0
1982-05-25,59.3,38.9
1982-05-26,59.9,38.0
1982-05-27,59.9,37.4
1982-05-28,60.3,37.2
1982-05-29,60.3,37.1
1982-05-30,60.3,36.8
1982-05-31,60.4,36.7
1982-06-01,60.4,36.1
1982-06-02,60.5,35.8
1982-06-03,60.5,34.7
1982-06-04,60.7,34.0
1982-06-05,60.8,33.5
1982-06-06,60.8,33.2
1982-06-07,61.0,33.1
1982-06-08,61.0,32.6
1982-06-09,61.0,32.0
1982-06-10,61.0,31.2
1982-06-11,61.0,30.8
1982-06-12,61.0,29.8
1982-06-13,61.1,28.6
1982-06-14,61.1,27.7
1982-06-15,61.1,26.8
1982-06-16,61.2,25.3
1982-06-17,61.2,24.3
1982-06-18,61.2,22.5
1982-06-19,61.2,21.1
1982-06-20,61.3,19.5
1982-06-21,61.4,17.8
1982-06-22,61.4,16.3
1982-06-23,61.4,15.2
1982-06-24,61.5,13.6
1982-06-25,61.5,12.0
1982-06-26,61.5,10.9
1982-06-27,61.5,9.8
1982-06-28,62.0,9.3
1982-06-29,62.0,6.7
1982-06-30,62.0,5.8
1982-07-01,62.2,4.9
1982-07-02,62.4,3.9
1982-07-03,62.4,3.0
1982-07-04,62.6,2.2
1982-07-05,62.7,1.1
1982-07-06,62.8,0.0
1982-07-07,63.2,0.0
1982-07-08,63.2,0.0
1982-07-09,63.2,0.0
1982-07-10,63.2,0.0
1982-07-11,63.2,0.0
