date,WTEQ_DAILY
1981-10-01,0.0
1981-10-02,0.0
1981-10-03,0.0
1981-10-04,0.0
1981-10-05,0.0
1981-10-06,0.0
1981-10-07,0.0
1981-10-08,0.0
1981-10-09,0.0
1981-10-10,0.0
1981-10-11,0.0
1981-10-12,0.0
1981-10-13,0.0
1981-10-14,0.0
1981-10-15,0.0
1981-10-16,0.0
1981-10-17,0.2
1981-10-18,0.5
1981-10-19,0.5
1981-10-20,0.6
1981-10-21,0.6
1981-10-22,0.8
1981-10-23,0.8
1981-10-24,0.9
1981-10-25,1.1
1981-10-26,1.1
1981-10-27,1.1
1981-10-28,1.1
1981-10-29,1.1
1981-10-30,1.3
1981-10-31,1.5
1981-11-01,1.5
1981-11-02,1.5
1981-11-03,1.5
1981-11-04,1.5
1981-11-05,1.5
1981-11-06,1.5
1981-11-07,1.5
1981-11-08,1.5
1981-11-09,1.5
1981-11-10,1.5
1981-11-11,1.6
1981-11-12,1.9
1981-11-13,2.5
1981-11-14,2.6
1981-11-15,4.0
1981-11-16,4.6
1981-11-17,4.6
1981-11-18,4.6
1981-11-19,4.9
1981-11-20,5.2
1981-11-21,5.7
1981-11-22,5.7
1981-11-23,6.2
1981-11-24,6.4
1981-11-25,6.7
1981-11-26,6.8
1981-11-27,6.8
1981-11-28,6.8
1981-11-29,6.8
1981-11-30,6.8
1981-12-01,7.1
1981-12-02,7.1
1981-12-03,7.1
1981-12-04,7.4
1981-12-05,7.9
1981-12-06,8.1
1981-12-07,8.1
1981-12-08,8.1
1981-12-09,8.3
1981-12-10,8.3
1981-12-11,8.3
1981-12-12,8.3
1981-12-13,8.5
1981-12-14,9.0
1981-12-15,9.5
1981-12-16,9.5
1981-12-17,9.5
1981-12-18,9.8
1981-12-19,11.0
1981-12-20,11.1
1981-12-21,11.1
1981-12-22,11.1
1981-12-23,11.1
1981-12-24,11.2
1981-12-25,11.2
1981-12-26,11.7
1981-12-27,11.8
1981-12-28,11.8
1981-12-29,12.6
1981-12-30,12.7
1981-12-31,13.0
1982-01-01,13.3
1982-01-02,13.4
1982-01-03,13.7
1982-01-04,14.4
1982-01-05,14.5
1982-01-06,14.5
1982-01-07,14.5
1982-01-08,14.5
1982-01-09,14.6
1982-01-10,14.6
1982-01-11,14.6
1982-01-12,14.7
1982-01-13,14.8
1982-01-14,14.9
1982-01-15,14.9
1982-01-16,15.4
1982-01-17,15.5
