date,PREC_DAILY,WTEQ_DAILY
1981-10-01,0.0,0.0
1981-10-02,0.0,0.0
1981-10-03,0.1,0.0
1981-10-04,0.2,0.0
1981-10-05,0.2,0.0
1981-10-06,0.2,0.0
1981-10-07,0.2,0.0
1981-10-08,0.2,0.0
1981-10-09,0.2,0.0
1981-10-10,0.6,0.0
1981-10-11,0.7,0.0
1981-10-12,0.8,0.1
1981-10-13,0.8,0.1
1981-10-14,0.8,0.1
1981-10-15,0.8,0.0
1981-10-16,0.8,0.0
1981-10-17,0.8,0.0
1981-10-18,0.8,0.0
1981-10-19,0.8,0.0
1981-10-20,0.8,0.0
1981-10-21,0.8,0.0
1981-10-22,0.8,0.0
1981-10-23,0.8,0.0
1981-10-24,0.8,0.0
1981-10-25,0.8,0.0
1981-10-26,0.8,0.0
1981-10-27,0.8,0.0
1981-10-28,0.9,0.1
1981-10-29,1.0,0.2
1981-10-30,1.0,0.2
1981-10-31,1.0,0.2
1981-11-01,1.0,0.2
1981-11-02,1.0,0.2
1981-11-03,1.0,0.0
1981-11-04,1.0,0.0
1981-11-05,1.0,0.0
1981-11-06,1.0,0.0
1981-11-07,1.1,0.0
1981-11-08,1.1,0.0
1981-11-09,1.1,0.0
1981-11-10,1.1,0.0
1981-11-11,1.1,0.0
1981-11-12,1.1,0.0
1981-11-13,1.3,0.2
1981-11-14,1.3,0.3
1981-11-15,1.7,0.6
1981-11-16,1.7,0.6
1981-11-17,1.7,0.6
1981-11-18,1.8,0.7
1981-11-19,1.8,0.7
1981-11-20,1.8,0.7
1981-11-21,2.0,0.9
1981-11-22,2.2,1.0
1981-11-23,2.6,1.3
1981-11-24,3.2,1.7
1981-11-25,3.2,1.7
1981-11-26,3.3,1.8
1981-11-27,3.3,1.9
1981-11-28,3.4,1.9
1981-11-29,3.4,2.1
1981-11-30,3.5,2.1
1981-12-01,3.6,2.2
1981-12-02,4.2,2.3
1981-12-03,4.2,2.5
1981-12-04,4.2,2.8
1981-12-05,4.2,3.0
1981-12-06,4.2,3.2
1981-12-07,4.2,3.2
1981-12-08,4.2,3.3
1981-12-09,4.2,3.3
1981-12-10,4.2,3.3
1981-12-11,4.4,3.3
1981-12-12,4.4,3.3
1981-12-13,4.7,3.3
1981-12-14,4.9,3.3
1981-12-15,5.3,3.3
1981-12-16,5.5,3.3
1981-12-17,5.5,3.3
1981-12-18,5.5,3.3
1981-12-19,5.7,3.4
1981-12-20,5.8,3.4
1981-12-21,5.9,3.5
1981-12-22,5.9,3.6
1981-12-23,6.0,3.6
1981-12-24,6.1,3.7
1981-12-25,6.2,3.8
1981-12-26,6.3,3.9
1981-12-27,6.5,4.1
1981-12-28,6.8,4.8
1981-12-29,6.8,4.8
1981-12-30,6.8,4.8
1981-12-31,7.2,5.3
1982-01-01,7.2,5.3
1982-01-02,7.2,5.3
1982-01-03,7.4,5.4
1982-01-04,7.7,5.4
1982-01-05,7.7,5.4
1982-01-06,7.7,5.4
1982-01-07,7.7,5.4
1982-01-08,7.7,5.5
1982-01-09,7.8,5.6
1982-01-10,7.8,5.6
1982-01-11,7.8,5.6
1982-01-12,7.8,5.6
1982-01-13,7.8,5.8
1982-01-14,8.1,6.1
1982-01-15,8.5,6.3
1982-01-16,9.1,7.1
1982-01-17,9.3,7.2
1982-01-18,9.3,7.6
1982-01-19,9.5,7.9
1982-01-20,9.6,8.1
1982-01-21,9.7,8.3
1982-01-22,9.9,8.5
1982-01-23,10.2,8.8
1982-01-24,10.6,9.2
1982-01-25,11.0,9.5
1982-01-26,11.1,9.5
1982-01-27,11.2,9.6
1982-01-28,11.2,9.6
1982-01-29,11.2,9.6
1982-01-30,11.2,9.7
1982-01-31,11.3,9.8
1982-02-01,11.3,9.8
1982-02-02,11.8,9.9
1982-02-03,12.1,9.9
1982-02-04,12.1,9.9
1982-02-05,12.1,10.0
1982-02-06,12.1,10.2
1982-02-07,12.1,10.2
1982-02-08,12.1,10.3
1982-02-09,12.1,10.3
1982-02-10,12.2,10.3
1982-02-11,12.2,10.3
1982-02-12,12.2,10.3
1982-02-13,12.2,10.4
1982-02-14,12.2,10.4
1982-02-15,12.2,10.8
1982-02-16,12.2,11.0
1982-02-17,12.3,11.0
1982-02-18,12.3,11.1
1982-02-19,12.3,10.8
1982-02-20,12.4,10.5
1982-02-21,13.0,10.4
1982-02-22,13.3,10.4
1982-02-23,13.8,10.5
1982-02-24,13.9,10.7
1982-02-25,14.0,10.7
1982-02-26,14.0,10.7
1982-02-27,14.2,10.8
1982-02-28,14.7,11.2
1982-03-01,15.5,11.4
1982-03-02,16.1,11.8
1982-03-03,16.1,11.8
1982-03-04,16.1,11.8
1982-03-05,16.1,11.8
1982-03-06,16.1,11.8
1982-03-07,16.1,11.8
1982-03-08,16.3,11.8
1982-03-09,16.3,11.8
1982-03-10,16.3,11.8
1982-03-11,16.3,11.8
1982-03-12,16.3,11.8
1982-03-13,16.3,11.8
1982-03-14,16.3,11.8
1982-03-15,16.3,11.8
1982-03-16,16.3,11.8
1982-03-17,16.3,11.8
1982-03-18,16.3,11.8
1982-03-19,16.3,11.8
1982-03-20,16.3,11.8
1982-03-21,16.3,11.8
1982-03-22,16.3,11.8
1982-03-23,16.3,12.0
1982-03-24,17.0,12.2
1982-03-25,17.5,12.4
1982-03-26,17.5,12.4
1982-03-27,17.6,12.4
1982-03-28,17.6,12.4
1982-03-29,17.6,12.4
1982-03-30,17.6,12.4
1982-03-31,17.6,12.4
1982-04-01,17.6,12.4
1982-04-02,17.6,12.5
1982-04-03,17.8,12.5
1982-04-04,18.0,12.5
1982-04-05,18.5,12.5
1982-04-06,18.5,12.4
1982-04-07,18.5,12.3
1982-04-08,18.8,12.3
1982-04-09,18.8,12.3
1982-04-10,18.8,12.3
1982-04-11,18.8,12.3
1982-04-12,18.8,12.3
1982-04-13,18.8,12.0
1982-04-14,18.8,12.0
1982-04-15,18.8,12.0
1982-04-16,18.8,12.0
1982-04-17,18.8,12.0
1982-04-18,18.8,12.1
1982-04-19,18.8,12.1
1982-04-20,18.8,12.2
1982-04-21,18.8,12.2
1982-04-22,18.8,11.6
1982-04-23,18.8,11.4
1982-04-24,18.8,11.2
1982-04-25,18.8,10.8
1982-04-26,18.8,10.4
1982-04-27,18.8,10.2
1982-04-28,18.8,9.8
1982-04-29,19.0,9.2
1982-04-30,19.0,8.8
1982-05-01,19.0,7.9
1982-05-02,19.0,7.2
1982-05-03,19.0,7.0
1982-05-04,19.0,6.8
1982-05-05,19.0,6.3
1982-05-06,19.0,5.8
1982-05-07,19.0,5.3
1982-05-08,19.0,5.3
1982-05-09,19.0,5.2
1982-05-10,19.0,4.5
1982-05-11,19.0,4.0
1982-05-12,19.0,3.0
1982-05-13,19.0,2.0
1982-05-14,19.0,0.7
1982-05-15,19.0,0.0
1982-05-16,19.0,0.0
1982-05-17,19.0,0.0
1982-05-18,19.0,0.0
1982-05-19,19.1,0.0
1982-05-20,19.1,0.0
1982-05-21,19.1,0.0
1982-05-22,19.1,0.0
1982-05-23,19.1,0.0
1982-05-24,19.1,0.0
1982-05-25,19.1,0.0
1982-05-26,20.1,0.0
1982-05-27,20.8,0.0
1982-05-28,21.0,0.0
1982-05-29,21.0,0.0
1982-05-30,21.0,0.0
1982-05-31,21.0,0.0
1982-06-01,21.0,0.0
1982-06-02,21.0,0.0
1982-06-03,21.0,0.0
1982-06-04,21.1,0.0
1982-06-05,21.1,0.0
1982-06-06,21.1,0.0
1982-06-07,21.3,0.0
1982-06-08,21.3,0.0
1982-06-09,21.3,0.0
1982-06-10,21.3,0.0
1982-06-11,21.3,0.0
1982-06-12,21.3,0.0
1982-06-13,21.5,0.0
1982-06-14,21.8,0.0
1982-06-15,21.8,0.0
1982-06-16,21.8,0.0
1982-06-17,22.1,0.0
1982-06-18,22.1,0.0
1982-06-19,22.1,0.0
1982-06-20,22.1,0.0
1982-06-21,22.1,0.0
1982-06-22,22.6,0.0
1982-06-23,22.8,0.0
1982-06-24,22.8,0.0
1982-06-25,22.8,0.0
1982-06-26,22.8,0.0
1982-06-27,22.8,0.0
1982-06-28,22.8,0.0
1982-06-29,22.8,0.0
1982-06-30,22.8,0.0
1982-07-01,23.1,0.0
1982-07-02,23.1,0.0
1982-07-03,23.1,0.0
1982-07-04,23.3,0.0
1982-07-05,23.5,0.0
1982-07-06,23.5,0.0
1982-07-07,23.6,0.0
1982-07-08,23.6,0.0
1982-07-09,23.6,0.0
1982-07-10,23.6,0.0
1982-07-11,23.6,0.0
