date,PREC_DAILY,WTEQ_DAILY
1981-10-01,0.4,0.0
1981-10-02,0.8,0.0
1981-10-03,0.9,0.0
1981-10-04,1.0,0.0
1981-10-05,1.0,0.0
1981-10-06,1.0,0.0
1981-10-07,1.0,0.4
1981-10-08,1.0,0.0
1981-10-09,1.5,0.0
1981-10-10,1.5,0.0
1981-10-11,2.1,0.6
1981-10-12,2.2,0.7
1981-10-13,2.3,0.8
1981-10-14,2.3,0.8
1981-10-15,2.6,0.8
1981-10-16,3.0,0.9
1981-10-17,3.3,0.9
1981-10-18,3.3,0.9
1981-10-19,3.3,0.8
1981-10-20,3.3,0.7
1981-10-21,3.3,0.5
1981-10-22,3.3,0.4
1981-10-23,3.3,0.4
1981-10-24,3.3,0.4
1981-10-25,3.4,0.4
1981-10-26,3.4,0.4
1981-10-27,3.5,0.4
1981-10-28,3.7,0.4
1981-10-29,4.0,0.7
1981-10-30,4.0,0.7
1981-10-31,4.0,0.7
1981-11-01,4.0,0.6
1981-11-02,4.0,0.4
1981-11-03,4.0,0.4
1981-11-04,4.0,0.3
1981-11-05,4.0,0.3
1981-11-06,4.1,0.1
1981-11-07,4.6,0.0
1981-11-08,4.6,0.0
1981-11-09,5.0,0.0
1981-11-10,5.0,0.0
1981-11-11,5.0,0.0
1981-11-12,5.0,0.0
1981-11-13,5.0,0.0
1981-11-14,5.0,0.0
1981-11-15,5.0,0.0
1981-11-16,5.0,0.0
1981-11-17,5.0,0.0
1981-11-18,5.0,0.0
1981-11-19,5.0,0.0
1981-11-20,5.0,0.0
1981-11-21,5.0,0.0
1981-11-22,5.0,0.0
1981-11-23,5.0,0.0
1981-11-24,5.1,0.0
1981-11-25,5.6,0.5
1981-11-26,5.6,0.5
1981-11-27,5.6,0.5
1981-11-28,6.0,0.9
1981-11-29,6.0,0.9
1981-11-30,6.3,3.3
1981-12-01,6.3,3.3
1981-12-02,6.3,3.3
1981-12-03,6.3,3.3
1981-12-04,6.3,3.3
1981-12-05,6.3,3.3
1981-12-06,6.3,3.3
1981-12-07,6.3,3.3
1981-12-08,6.3,3.3
1981-12-09,6.3,3.3
1981-12-10,6.3,3.3
1981-12-11,6.4,3.4
1981-12-12,6.4,3.4
1981-12-13,6.4,3.4
1981-12-14,6.4,3.4
1981-12-15,6.4,3.4
1981-12-16,6.4,3.4
1981-12-17,6.5,3.5
1981-12-18,6.5,3.5
1981-12-19,6.5,3.5
1981-12-20,6.5,3.5
1981-12-21,7.1,4.1
1981-12-22,7.1,4.1
1981-12-23,7.1,4.1
1981-12-24,7.1,4.1
1981-12-25,7.1,4.1
1981-12-26,7.1,4.1
1981-12-27,7.1,4.1
1981-12-28,7.1,4.1
1981-12-29,7.2,4.2
1981-12-30,7.5,4.5
1981-12-31,7.5,4.5
1982-01-01,8.5,5.5
1982-01-02,8.7,5.7
1982-01-03,8.7,5.7
1982-01-04,8.7,5.7
1982-01-05,9.5,6.5
1982-01-06,9.9,7.0
1982-01-07,9.9,7.0
1982-01-08,9.9,7.0
1982-01-09,9.9,7.0
1982-01-10,9.9,7.0
1982-01-11,9.9,7.0
1982-01-12,9.9,7.0
1982-01-13,9.9,7.0
1982-01-14,9.9,7.0
1982-01-15,9.9,7.0
1982-01-16,9.9,7.0
1982-01-17,9.9,7.0
1982-01-18,9.9,7.0
1982-01-19,10.0,7.0
1982-01-20,11.5,8.5
1982-01-21,12.3,9.3
1982-01-22,12.3,9.3
1982-01-23,12.3,9.3
1982-01-24,12.4,9.4
1982-01-25,12.4,9.4
1982-01-26,12.4,9.4
1982-01-27,12.7,9.7
1982-01-28,13.2,10.2
1982-01-29,13.3,10.3
1982-01-30,13.3,10.3
