stationId,durCode,SENSOR_NUM,sensorType,date,obsDate,value,dataFlag,units
REL,D,3,SNOW WC,2017-10-1 00:00,2017-10-1 00:00,2.25, ,INCHES
REL,D,3,SNOW WC,2017-10-2 00:00,2017-10-2 00:00,2.27, ,INCHES
REL,D,3,SNOW WC,2017-10-3 00:00,2017-10-3 00:00,2.24, ,INCHES
REL,D,3,SNOW WC,2017-10-4 00:00,2017-10-4 00:00,3.0, ,INCHES
REL,D,3,SNOW WC,2017-10-5 00:00,2017-10-5 00:00,2.7, ,INCHES
REL,D,3,SNOW WC,2017-10-6 00:00,2017-10-6 00:00,2.69, ,INCHES
REL,D,3,SNOW WC,2017-10-7 00:00,2017-10-7 00:00,2.86, ,INCHES
REL,D,3,SNOW WC,2017-10-8 00:00,2017-10-8 00:00,2.94, ,INCHES
REL,D,3,SNOW WC,2017-10-9 00:00,2017-10-9 00:00,2.71, ,INCHES
REL,D,3,SNOW WC,2017-10-10 00:00,2017-10-10 00:00,2.75, ,INCHES
REL,D,3,SNOW WC,2017-10-11 00:00,2017-10-11 00:00,2.72, ,INCHES
REL,D,3,SNOW WC,2017-10-12 00:00,2017-10-12 00:00,2.58, ,INCHES
REL,D,3,SNOW WC,2017-10-13 00:00,2017-10-13 00:00,2.65, ,INCHES
REL,D,3,SNOW WC,2017-10-14 00:00,2017-10-14 00:00,2.67, ,INCHES
REL,D,3,SNOW WC,2017-10-15 00:00,2017-10-15 00:00,2.77, ,INCHES
REL,D,3,SNOW WC,2017-10-16 00:00,2017-10-16 00:00,2.77, ,INCHES
REL,D,3,SNOW WC,2017-10-17 00:00,2017-10-17 00:00,2.84, ,INCHES
REL,D,3,SNOW WC,2017-10-18 00:00,2017-10-18 00:00,2.83, ,INCHES
REL,D,3,SNOW WC,2017-10-19 00:00,2017-10-19 00:00,2.86, ,INCHES
REL,D,3,SNOW WC,2017-10-20 00:00,2017-10-20 00:00,3.24, ,INCHES
REL,D,3,SNOW WC,2017-10-21 00:00,2017-10-21 00:00,3.04, ,INCHES
REL,D,3,SNOW WC,2017-10-22 00:00,2017-10-22 00:00,2.91, ,INCHES
REL,D,3,SNOW WC,2017-10-23 00:00,2017-10-23 00:00,3.11, ,INCHES
REL,D,3,SNOW WC,2017-10-24 00:00,2017-10-24 00:00,3.16, ,INCHES
REL,D,3,SNOW WC,2017-10-25 00:00,2017-10-25 00:00,3.25, ,INCHES
REL,D,3,SNOW WC,2017-10-26 00:00,2017-10-26 00:00,3.26, ,INCHES
REL,D,3,SNOW WC,2017-10-27 00:00,2017-10-27 00:00,3.11, ,INCHES
REL,D,3,SNOW WC,2017-10-28 00:00,2017-10-28 00:00,3.06, ,INCHES
REL,D,3,SNOW WC,2017-10-29 00:00,2017-10-29 00:00,3.04, ,INCHES
REL,D,3,SNOW WC,2017-10-30 00:00,2017-10-30 00:00,2.95, ,INCHES
REL,D,3,SNOW WC,2017-10-31 00:00,2017-10-31 00:00,2.71, ,INCHES
REL,D,3,SNOW WC,2017-11-1 00:00,2017-11-1 00:00,2.78, ,INCHES
REL,D,3,SNOW WC,2017-11-2 00:00,2017-11-2 00:00,2.8, ,INCHES
REL,D,3,SNOW WC,2017-11-3 00:00,2017-11-3 00:00,2.85, ,INCHES
REL,D,3,SNOW WC,2017-11-4 00:00,2017-11-4 00:00,2.82, ,INCHES
REL,D,3,SNOW WC,2017-11-5 00:00,2017-11-5 00:00,3.31, ,INCHES
REL,D,3,SNOW WC,2017-11-6 00:00,2017-11-6 00:00,3.26, ,INCHES
REL,D,3,SNOW WC,2017-11-7 00:00,2017-11-7 00:00,2.87, ,INCHES
REL,D,3,SNOW WC,2017-11-8 00:00,2017-11-8 00:00,2.8, ,INCHES
REL,D,3,SNOW WC,2017-11-9 00:00,2017-11-9 00:00,3.46, ,INCHES
