datetime,00060_Mean,00060_Mean_cd,site_no,00060_adjusted for agency canal_Mean,00060_adjusted for agency canal_Mean_cd
1994-10-01 00:00:00+00:00,101.0,A,06294000,101.0,A
1994-10-02 00:00:00+00:00,112.0,A,06294000,112.0,A
1994-10-03 00:00:00+00:00,116.0,A,06294000,116.0,A
1994-10-04 00:00:00+00:00,129.0,A,06294000,129.0,A
1994-10-05 00:00:00+00:00,153.0,A,06294000,153.0,A
1994-10-06 00:00:00+00:00,157.0,A,06294000,157.0,A
1994-10-07 00:00:00+00:00,171.0,A,06294000,171.0,A
1994-10-08 00:00:00+00:00,213.0,A,06294000,213.0,A
1994-10-09 00:00:00+00:00,202.0,A,06294000,202.0,A
1994-10-10 00:00:00+00:00,179.0,A,06294000,179.0,A
1994-10-11 00:00:00+00:00,167.0,A,06294000,167.0,A
1994-10-12 00:00:00+00:00,178.0,A,06294000,178.0,A
1994-10-13 00:00:00+00:00,155.0,A,06294000,155.0,A
1994-10-14 00:00:00+00:00,148.0,A,06294000,148.0,A
1994-10-15 00:00:00+00:00,150.0,A,06294000,150.0,A
1994-10-16 00:00:00+00:00,203.0,A,06294000,203.0,A
1994-10-17 00:00:00+00:00,263.0,A,06294000,263.0,A
1994-10-18 00:00:00+00:00,295.0,A,06294000,295.0,A
1994-10-19 00:00:00+00:00,310.0,A,06294000,310.0,A
1994-10-20 00:00:00+00:00,278.0,A,06294000,278.0,A
1994-10-21 00:00:00+00:00,227.0,A,06294000,227.0,A
1994-10-22 00:00:00+00:00,197.0,A,06294000,197.0,A
1994-10-23 00:00:00+00:00,183.0,A,06294000,183.0,A
1994-10-24 00:00:00+00:00,173.0,A,06294000,173.0,A
1994-10-25 00:00:00+00:00,164.0,A,06294000,164.0,A
1994-10-26 00:00:00+00:00,160.0,A,06294000,160.0,A
1994-10-27 00:00:00+00:00,159.0,A,06294000,159.0,A
1994-10-28 00:00:00+00:00,159.0,A,06294000,159.0,A
1994-10-29 00:00:00+00:00,162.0,A,06294000,162.0,A
1994-10-30 00:00:00+00:00,161.0,A,06294000,161.0,A
1994-10-31 00:00:00+00:00,160.0,A,06294000,160.0,A
1994-11-01 00:00:00+00:00,154.0,A,06294000,154.0,A
1994-11-02 00:00:00+00:00,153.0,A,06294000,153.0,A
1994-11-03 00:00:00+00:00,155.0,A,06294000,155.0,A
1994-11-04 00:00:00+00:00,155.0,A,06294000,155.0,A
1994-11-05 00:00:00+00:00,154.0,A,06294000,154.0,A
1994-11-06 00:00:00+00:00,148.0,A,06294000,148.0,A
1994-11-07 00:00:00+00:00,150.0,A,06294000,150.0,A
1994-11-08 00:00:00+00:00,151.0,A,06294000,151.0,A
1994-11-09 00:00:00+00:00,151.0,A,06294000,151.0,A
1994-11-10 00:00:00+00:00,148.0,A,06294000,148.0,A
1994-11-11 00:00:00+00:00,145.0,A,06294000,145.0,A
1994-11-12 00:00:00+00:00,145.0,A,06294000,145.0,A
1994-11-13 00:00:00+00:00,149.0,A,06294000,149.0,A
1994-11-14 00:00:00+00:00,154.0,A,06294000,154.0,A
1994-11-15 00:00:00+00:00,162.0,A,06294000,162.0,A
1994-11-16 00:00:00+00:00,156.0,A,06294000,156.0,A
1994-11-17 00:00:00+00:00,143.0,A,06294000,143.0,A
1994-11-18 00:00:00+00:00,120.0,A,06294000,120.0,A
1994-11-19 00:00:00+00:00,90.0,A,06294000,90.0,A
1994-11-20 00:00:00+00:00,100.0,A,06294000,100.0,A
1994-11-21 00:00:00+00:00,120.0,A,06294000,120.0,A
1994-11-22 00:00:00+00:00,140.0,A,06294000,140.0,A
1994-11-23 00:00:00+00:00,150.0,A,06294000,150.0,A
1994-11-24 00:00:00+00:00,150.0,A,06294000,150.0,A
1994-11-25 00:00:00+00:00,170.0,A,06294000,170.0,A
1994-11-26 00:00:00+00:00,180.0,A,06294000,180.0,A
1994-11-27 00:00:00+00:00,180.0,A,06294000,180.0,A
1994-11-28 00:00:00+00:00,170.0,A,06294000,170.0,A
1994-11-29 00:00:00+00:00,150.0,A,06294000,150.0,A
1994-11-30 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
1994-12-01 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
1994-12-02 00:00:00+00:00,160.0,"A, e",06294000,160.0,"A, e"
1994-12-03 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1994-12-04 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1994-12-05 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1994-12-06 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1994-12-07 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1994-12-08 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1994-12-09 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1994-12-10 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1994-12-11 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1994-12-12 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
1994-12-13 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1994-12-14 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
1994-12-15 00:00:00+00:00,180.0,"A, e",06294000,180.0,"A, e"
1994-12-16 00:00:00+00:00,200.0,"A, e",06294000,200.0,"A, e"
1994-12-17 00:00:00+00:00,210.0,"A, e",06294000,210.0,"A, e"
1994-12-18 00:00:00+00:00,224.0,A,06294000,224.0,A
1994-12-19 00:00:00+00:00,231.0,A,06294000,231.0,A
1994-12-20 00:00:00+00:00,234.0,A,06294000,234.0,A
1994-12-21 00:00:00+00:00,219.0,A,06294000,219.0,A
1994-12-22 00:00:00+00:00,221.0,A,06294000,221.0,A
1994-12-23 00:00:00+00:00,222.0,A,06294000,222.0,A
1994-12-24 00:00:00+00:00,198.0,A,06294000,198.0,A
1994-12-25 00:00:00+00:00,189.0,A,06294000,189.0,A
1994-12-26 00:00:00+00:00,192.0,A,06294000,192.0,A
1994-12-27 00:00:00+00:00,187.0,A,06294000,187.0,A
1994-12-28 00:00:00+00:00,179.0,A,06294000,179.0,A
1994-12-29 00:00:00+00:00,175.0,A,06294000,175.0,A
1994-12-30 00:00:00+00:00,172.0,A,06294000,172.0,A
1994-12-31 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
1995-01-01 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1995-01-02 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1995-01-03 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-01-04 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1995-01-05 00:00:00+00:00,65.0,"A, e",06294000,65.0,"A, e"
1995-01-06 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-01-07 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1995-01-08 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1995-01-09 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1995-01-10 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1995-01-11 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
1995-01-12 00:00:00+00:00,170.0,"A, e",06294000,170.0,"A, e"
1995-01-13 00:00:00+00:00,200.0,"A, e",06294000,200.0,"A, e"
1995-01-14 00:00:00+00:00,220.0,"A, e",06294000,220.0,"A, e"
1995-01-15 00:00:00+00:00,230.0,"A, e",06294000,230.0,"A, e"
1995-01-16 00:00:00+00:00,220.0,"A, e",06294000,220.0,"A, e"
1995-01-17 00:00:00+00:00,200.0,"A, e",06294000,200.0,"A, e"
1995-01-18 00:00:00+00:00,180.0,"A, e",06294000,180.0,"A, e"
1995-01-19 00:00:00+00:00,170.0,"A, e",06294000,170.0,"A, e"
1995-01-20 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
1995-01-21 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1995-01-22 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
1995-01-23 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1995-01-24 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1995-01-25 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-01-26 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-01-27 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1995-01-28 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1995-01-29 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1995-01-30 00:00:00+00:00,170.0,"A, e",06294000,170.0,"A, e"
1995-01-31 00:00:00+00:00,270.0,"A, e",06294000,270.0,"A, e"
1995-02-01 00:00:00+00:00,290.0,"A, e",06294000,290.0,"A, e"
1995-02-02 00:00:00+00:00,450.0,"A, e",06294000,450.0,"A, e"
1995-02-03 00:00:00+00:00,600.0,"A, e",06294000,600.0,"A, e"
1995-02-04 00:00:00+00:00,500.0,"A, e",06294000,500.0,"A, e"
1995-02-05 00:00:00+00:00,450.0,"A, e",06294000,450.0,"A, e"
1995-02-06 00:00:00+00:00,400.0,"A, e",06294000,400.0,"A, e"
1995-02-07 00:00:00+00:00,350.0,"A, e",06294000,350.0,"A, e"
1995-02-08 00:00:00+00:00,250.0,"A, e",06294000,250.0,"A, e"
1995-02-09 00:00:00+00:00,200.0,"A, e",06294000,200.0,"A, e"
1995-02-10 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
1995-02-11 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1995-02-12 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1995-02-13 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-02-14 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1995-02-15 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-02-16 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1995-02-17 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1995-02-18 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1995-02-19 00:00:00+00:00,200.0,"A, e",06294000,200.0,"A, e"
1995-02-20 00:00:00+00:00,250.0,"A, e",06294000,250.0,"A, e"
1995-02-21 00:00:00+00:00,240.0,"A, e",06294000,240.0,"A, e"
1995-02-22 00:00:00+00:00,220.0,"A, e",06294000,220.0,"A, e"
1995-02-23 00:00:00+00:00,210.0,"A, e",06294000,210.0,"A, e"
1995-02-24 00:00:00+00:00,210.0,"A, e",06294000,210.0,"A, e"
1995-02-25 00:00:00+00:00,210.0,"A, e",06294000,210.0,"A, e"
1995-02-26 00:00:00+00:00,180.0,"A, e",06294000,180.0,"A, e"
1995-02-27 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1995-02-28 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1995-03-01 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-03-02 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-03-03 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1995-03-04 00:00:00+00:00,75.0,"A, e",06294000,75.0,"A, e"
1995-03-05 00:00:00+00:00,75.0,"A, e",06294000,75.0,"A, e"
1995-03-06 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1995-03-07 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1995-03-08 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1995-03-09 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1995-03-10 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1995-03-11 00:00:00+00:00,237.0,A,06294000,237.0,A
1995-03-12 00:00:00+00:00,331.0,A,06294000,331.0,A
1995-03-13 00:00:00+00:00,420.0,A,06294000,420.0,A
1995-03-14 00:00:00+00:00,410.0,A,06294000,410.0,A
1995-03-15 00:00:00+00:00,307.0,A,06294000,307.0,A
1995-03-16 00:00:00+00:00,236.0,A,06294000,236.0,A
1995-03-17 00:00:00+00:00,236.0,A,06294000,236.0,A
1995-03-18 00:00:00+00:00,267.0,A,06294000,267.0,A
1995-03-19 00:00:00+00:00,258.0,A,06294000,258.0,A
1995-03-20 00:00:00+00:00,213.0,A,06294000,213.0,A
1995-03-21 00:00:00+00:00,190.0,A,06294000,190.0,A
1995-03-22 00:00:00+00:00,181.0,A,06294000,181.0,A
1995-03-23 00:00:00+00:00,177.0,A,06294000,177.0,A
1995-03-24 00:00:00+00:00,183.0,A,06294000,183.0,A
1995-03-25 00:00:00+00:00,204.0,A,06294000,204.0,A
1995-03-26 00:00:00+00:00,195.0,A,06294000,195.0,A
1995-03-27 00:00:00+00:00,173.0,A,06294000,173.0,A
1995-03-28 00:00:00+00:00,162.0,A,06294000,162.0,A
1995-03-29 00:00:00+00:00,159.0,A,06294000,159.0,A
1995-03-30 00:00:00+00:00,153.0,A,06294000,153.0,A
1995-03-31 00:00:00+00:00,150.0,A,06294000,150.0,A
1995-04-01 00:00:00+00:00,151.0,A,06294000,151.0,A
1995-04-02 00:00:00+00:00,150.0,A,06294000,150.0,A
1995-04-03 00:00:00+00:00,147.0,A,06294000,147.0,A
1995-04-04 00:00:00+00:00,145.0,A,06294000,145.0,A
1995-04-05 00:00:00+00:00,144.0,A,06294000,144.0,A
1995-04-06 00:00:00+00:00,148.0,A,06294000,148.0,A
1995-04-07 00:00:00+00:00,150.0,A,06294000,150.0,A
1995-04-08 00:00:00+00:00,158.0,A,06294000,158.0,A
1995-04-09 00:00:00+00:00,177.0,A,06294000,177.0,A
1995-04-10 00:00:00+00:00,189.0,A,06294000,189.0,A
1995-04-11 00:00:00+00:00,188.0,A,06294000,188.0,A
1995-04-12 00:00:00+00:00,177.0,A,06294000,177.0,A
1995-04-13 00:00:00+00:00,175.0,A,06294000,175.0,A
1995-04-14 00:00:00+00:00,186.0,A,06294000,186.0,A
1995-04-15 00:00:00+00:00,186.0,A,06294000,186.0,A
1995-04-16 00:00:00+00:00,179.0,A,06294000,179.0,A
1995-04-17 00:00:00+00:00,172.0,A,06294000,172.0,A
1995-04-18 00:00:00+00:00,167.0,A,06294000,167.0,A
1995-04-19 00:00:00+00:00,162.0,A,06294000,162.0,A
1995-04-20 00:00:00+00:00,158.0,A,06294000,158.0,A
1995-04-21 00:00:00+00:00,153.0,A,06294000,153.0,A
1995-04-22 00:00:00+00:00,153.0,A,06294000,153.0,A
1995-04-23 00:00:00+00:00,155.0,A,06294000,155.0,A
1995-04-24 00:00:00+00:00,156.0,A,06294000,156.0,A
1995-04-25 00:00:00+00:00,156.0,A,06294000,156.0,A
1995-04-26 00:00:00+00:00,157.0,A,06294000,157.0,A
1995-04-27 00:00:00+00:00,179.0,A,06294000,179.0,A
1995-04-28 00:00:00+00:00,194.0,A,06294000,194.0,A
