date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1992-10-01,0.1,51.3,65.1,38.7,0.0
1992-10-02,0.1,34.7,41.4,29.1,0.0
1992-10-03,0.1,36.7,52.0,28.8,0.0
1992-10-04,0.1,40.1,55.8,28.0,0.0
1992-10-05,0.1,42.1,61.3,28.4,0.0
1992-10-06,0.1,41.9,54.9,30.4,0.0
1992-10-07,0.1,47.1,64.2,29.3,0.0
1992-10-08,0.1,50.2,62.8,39.2,0.0
1992-10-09,0.1,46.8,64.2,34.0,0.0
1992-10-10,0.1,49.1,66.0,36.9,0.0
1992-10-11,0.1,50.7,68.9,37.9,0.0
1992-10-12,0.1,54.7,74.1,40.1,0.0
1992-10-13,0.1,51.8,64.4,40.3,0.0
1992-10-14,0.1,44.4,60.1,33.6,0.0
1992-10-15,0.1,43.2,59.0,27.5,0.0
1992-10-16,0.1,43.5,59.4,32.2,0.0
1992-10-17,0.1,45.3,60.3,32.5,0.0
1992-10-18,0.1,44.8,54.1,33.3,0.0
1992-10-19,0.1,45.9,62.1,34.3,0.0
1992-10-20,0.1,48.0,59.0,39.4,0.0
1992-10-21,0.4,36.0,46.2,25.5,0.0
1992-10-22,0.4,37.2,51.8,23.4,0.0
1992-10-23,0.4,44.6,58.3,33.3,0.0
1992-10-24,0.4,42.8,58.1,32.5,0.0
1992-10-25,0.4,40.5,54.9,31.3,0.0
1992-10-26,0.4,41.5,55.2,33.3,0.0
1992-10-27,0.8,37.9,52.0,32.0,0.0
1992-10-28,1.0,35.6,43.7,29.1,0.0
1992-10-29,1.9,30.2,32.9,28.4,0.5
1992-10-30,2.9,28.6,31.6,25.9,1.2
1992-10-31,2.9,30.7,36.5,26.4,1.2
1992-11-01,2.9,37.6,46.9,32.2,0.9
1992-11-02,2.9,36.9,48.2,25.0,0.7
1992-11-03,2.9,27.9,37.6,21.4,0.5
1992-11-04,2.9,38.3,49.6,28.4,0.5
1992-11-05,2.9,37.0,50.5,24.4,0.2
1992-11-06,2.9,40.3,58.1,29.3,0.1
1992-11-07,2.9,37.9,50.2,26.2,0.0
1992-11-08,2.9,29.7,41.2,12.9,0.0
1992-11-09,2.9,20.7,33.1,11.1,0.0
1992-11-10,2.9,21.2,32.5,9.5,0.0
1992-11-11,2.9,31.6,47.5,20.5,0.0
1992-11-12,2.9,36.1,50.4,27.5,0.0
1992-11-13,2.9,39.4,57.0,29.5,0.0
1992-11-14,2.9,41.2,58.8,29.8,0.0
1992-11-15,2.9,38.5,52.5,30.2,0.0
1992-11-16,3.0,36.7,45.1,30.9,0.0
1992-11-17,3.0,32.0,42.3,27.0,0.0
1992-11-18,3.1,25.3,37.4,19.2,0.0
1992-11-19,3.1,24.3,31.1,16.9,0.0
1992-11-20,3.1,16.5,26.8,6.8,0.0
1992-11-21,3.1,30.9,42.3,16.9,0.0
1992-11-22,3.2,23.9,32.2,10.8,0.0
1992-11-23,3.2,15.8,28.4,9.0,0.0
1992-11-24,3.2,24.6,36.0,12.0,0.0
1992-11-25,3.2,28.4,40.5,22.5,0.0
1992-11-26,3.2,34.7,48.6,23.7,0.0
1992-11-27,3.2,29.8,37.2,16.2,0.0
1992-11-28,3.2,20.7,28.9,13.6,0.0
1992-11-29,3.2,23.7,36.1,17.1,0.0
1992-11-30,3.2,31.3,44.4,20.1,0.0
1992-12-01,3.2,35.8,45.1,28.2,0.0
1992-12-02,3.3,26.2,35.2,17.4,0.0
1992-12-03,3.4,20.5,30.6,14.7,0.0
1992-12-04,3.4,14.9,25.2,9.0,0.0
1992-12-05,3.4,20.1,28.6,4.8,0.0
1992-12-06,4.4,25.3,29.8,20.1,1.3
1992-12-07,5.0,21.2,27.3,10.8,1.8
1992-12-08,6.4,24.1,29.1,15.4,3.9
1992-12-09,8.3,29.8,31.6,27.5,4.8
1992-12-10,9.5,28.4,34.3,23.0,5.8
