date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1992-10-01,0.0,49.6,71.1,33.6,0.0
1992-10-02,0.0,50.5,67.3,33.4,0.0
1992-10-03,0.0,40.3,54.7,32.0,0.0
1992-10-04,0.0,33.3,37.0,29.1,0.0
1992-10-05,0.0,36.9,50.7,24.1,0.0
1992-10-06,0.2,31.1,44.6,21.9,0.0
1992-10-07,0.2,24.4,37.4,12.9,0.0
1992-10-08,0.3,32.7,44.4,17.2,0.0
1992-10-09,0.3,37.4,48.0,26.8,0.0
1992-10-10,0.3,39.9,56.1,27.3,0.0
1992-10-11,0.3,41.7,59.5,27.1,0.0
1992-10-12,0.3,43.9,61.9,29.7,0.0
1992-10-13,0.3,40.8,53.4,32.0,0.0
1992-10-14,0.3,34.2,45.3,24.3,0.0
1992-10-15,0.3,29.5,41.4,19.2,0.0
1992-10-16,0.3,35.2,49.3,24.4,0.0
1992-10-17,0.3,37.6,50.9,26.4,0.0
1992-10-18,0.3,38.1,55.0,21.6,0.0
1992-10-19,0.3,39.9,54.9,27.1,0.0
1992-10-20,0.3,39.2,59.9,25.0,0.0
1992-10-21,0.3,41.0,57.0,30.7,0.0
1992-10-22,0.3,34.2,44.1,24.4,0.0
1992-10-23,0.3,35.4,55.0,20.5,0.0
1992-10-24,0.3,42.1,58.5,30.2,0.0
1992-10-25,0.3,39.6,56.3,29.3,0.0
1992-10-26,0.3,37.9,52.2,27.3,0.0
1992-10-27,0.3,37.9,50.7,27.9,0.0
1992-10-28,0.6,36.5,43.2,33.1,0.1
1992-10-29,1.6,32.5,34.9,31.5,1.0
1992-10-30,2.2,29.8,31.6,26.1,1.3
1992-10-31,2.3,25.5,30.2,21.9,1.3
1992-11-01,3.0,28.4,30.9,24.3,1.9
1992-11-02,3.1,24.3,28.4,17.4,2.1
1992-11-03,3.1,15.6,26.6,1.8,2.1
1992-11-04,3.3,12.4,21.7,-2.6,2.1
1992-11-05,3.4,21.6,26.6,18.5,2.2
1992-11-06,3.4,23.4,29.8,19.0,2.2
1992-11-07,3.6,27.7,38.3,21.2,2.3
1992-11-08,3.8,21.2,25.5,15.6,2.6
1992-11-09,3.8,13.8,21.4,-1.5,2.6
1992-11-10,3.8,6.3,22.5,-5.8,2.6
1992-11-11,3.8,12.7,27.3,2.8,2.6
1992-11-12,4.0,17.8,27.0,2.5,2.6
1992-11-13,4.0,25.0,30.7,20.3,2.6
1992-11-14,4.0,28.2,39.9,20.8,2.6
1992-11-15,4.0,26.6,43.0,17.8,2.6
1992-11-16,4.0,27.5,42.8,19.6,2.6
1992-11-17,4.0,27.0,39.4,18.7,2.6
1992-11-18,4.0,24.1,31.6,16.5,2.6
1992-11-19,4.0,19.4,25.9,10.4,2.6
1992-11-20,4.0,15.6,25.5,6.3,2.6
1992-11-21,4.0,10.8,24.3,0.7,2.6
1992-11-22,4.4,18.0,24.1,10.6,2.9
1992-11-23,4.4,15.6,20.8,9.7,2.9
1992-11-24,4.5,4.1,14.0,-8.7,3.0
1992-11-25,4.5,1.8,16.0,-9.9,3.0
1992-11-26,4.6,8.2,23.4,-3.5,3.0
1992-11-27,4.7,14.5,27.5,1.6,3.2
1992-11-28,4.7,16.3,21.4,12.2,3.2
1992-11-29,4.7,6.1,19.0,-5.8,3.2
1992-11-30,4.9,10.6,21.0,-4.2,3.4
1992-12-01,5.0,16.7,25.0,6.1,3.5
1992-12-02,5.3,,,,3.7
1992-12-03,5.3,10.0,21.7,-12.5,3.7
1992-12-04,5.3,,,,3.7
1992-12-05,5.3,11.5,18.0,3.6,3.7
1992-12-06,5.3,4.1,17.6,-4.9,3.7
1992-12-07,5.6,10.4,24.4,-4.9,4.0
1992-12-08,5.9,20.8,25.3,16.5,4.3
1992-12-09,6.6,19.6,25.0,12.2,5.0
1992-12-10,6.7,25.5,34.3,15.8,5.1
1992-12-11,6.9,23.2,29.8,18.0,5.2
1992-12-12,6.9,16.2,21.2,4.1,5.2
1992-12-13,6.9,2.5,16.5,-7.2,5.2
1992-12-14,6.9,10.9,18.7,0.3,5.2
1992-12-15,7.0,7.9,14.4,-9.0,5.3
1992-12-16,7.0,-3.1,8.4,-11.6,5.3
1992-12-17,7.4,10.9,16.7,0.1,5.7
1992-12-18,7.4,5.4,11.7,-3.1,5.7
1992-12-19,7.5,-2.4,6.8,-12.3,5.8
1992-12-20,7.7,5.7,15.1,-12.1,6.0
1992-12-21,7.8,15.8,20.5,13.5,6.1
1992-12-22,7.8,14.4,17.6,12.4,6.2
1992-12-23,7.8,16.5,21.4,5.7,6.2
1992-12-24,7.8,12.4,23.2,1.2,6.2
1992-12-25,7.8,6.6,19.9,-1.3,6.2
1992-12-26,8.1,15.3,28.4,0.3,6.3
1992-12-27,8.1,15.6,26.1,7.3,6.3
1992-12-28,8.3,21.4,27.9,8.8,6.5
1992-12-29,8.6,22.8,29.5,14.7,6.8
1992-12-30,8.7,12.6,19.6,0.9,6.9
1992-12-31,8.9,7.2,19.9,-10.7,7.0
1993-01-01,9.0,16.7,28.6,4.3,7.1
1993-01-02,9.2,13.5,22.6,0.7,7.3
1993-01-03,9.2,-1.7,5.0,-13.9,7.3
1993-01-04,9.2,1.2,13.5,-14.8,7.3
1993-01-05,9.2,4.6,16.7,-1.5,7.3
1993-01-06,9.4,10.8,21.7,-2.0,7.4
1993-01-07,9.5,16.9,23.2,11.3,7.5
1993-01-08,9.6,18.7,28.9,8.4,7.6
1993-01-09,9.8,7.3,17.1,2.7,7.8
1993-01-10,9.9,13.1,23.4,1.9,7.9
1993-01-11,9.9,11.3,17.8,3.9,7.9
1993-01-12,9.9,0.3,10.6,-12.1,7.9
1993-01-13,10.3,9.7,19.4,-11.6,8.3
1993-01-14,10.5,25.0,31.5,19.0,8.5
1993-01-15,10.5,21.0,24.6,17.1,8.5
1993-01-16,10.8,22.8,29.5,18.5,8.8
1993-01-17,10.8,13.8,26.1,1.4,8.8
1993-01-18,10.8,20.5,31.5,10.6,8.8
1993-01-19,10.8,18.3,26.1,13.8,8.8
1993-01-20,11.2,21.9,28.8,14.4,9.2
1993-01-21,11.2,20.7,24.4,13.8,9.2
1993-01-22,11.5,18.1,23.9,9.7,9.5
1993-01-23,11.5,5.5,13.5,-2.0,9.5
1993-01-24,11.6,11.8,18.3,1.2,9.6
1993-01-25,11.6,19.6,26.8,10.8,9.6
1993-01-26,11.6,16.9,32.2,6.8,9.6
1993-01-27,11.7,16.0,31.8,5.9,9.6
1993-01-28,11.7,16.5,31.1,4.6,9.6
1993-01-29,11.7,10.9,24.6,0.7,9.6
1993-01-30,11.7,16.2,37.0,1.8,9.6
1993-01-31,11.7,24.8,39.9,9.5,9.6
