date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1992-10-01,0.0,51.1,59.4,43.9,0.0
1992-10-02,0.6,44.4,45.3,43.3,0.0
1992-10-03,0.9,44.6,47.7,43.0,0.0
1992-10-04,1.0,45.0,58.3,35.1,0.0
1992-10-05,1.0,47.3,62.8,37.0,0.0
1992-10-06,1.0,52.0,63.3,40.3,0.0
1992-10-07,1.0,54.0,71.4,41.7,0.0
1992-10-08,1.0,49.5,61.0,43.7,0.0
1992-10-09,1.0,47.8,63.9,33.8,0.0
1992-10-10,1.0,57.0,76.3,46.6,0.0
1992-10-11,1.0,57.4,76.5,49.3,0.0
1992-10-12,1.0,53.1,69.1,44.6,0.0
1992-10-13,1.0,44.8,55.0,32.7,0.0
1992-10-14,1.0,35.8,50.7,28.2,0.0
1992-10-15,1.1,41.0,52.2,29.1,0.0
1992-10-16,1.5,44.2,53.1,36.5,0.0
1992-10-17,1.6,49.8,63.1,41.0,0.0
1992-10-18,1.6,50.9,61.0,46.0,0.0
1992-10-19,1.6,51.6,64.2,43.3,0.0
1992-10-20,1.9,48.4,58.5,42.3,0.0
1992-10-21,2.0,44.6,47.3,41.2,0.0
1992-10-22,2.1,48.9,63.5,40.3,0.0
1992-10-23,2.1,54.7,72.1,48.0,0.0
1992-10-24,2.2,51.8,66.7,45.3,0.0
1992-10-25,2.2,50.9,66.4,43.2,0.0
1992-10-26,2.2,44.1,55.0,37.8,0.0
1992-10-27,2.3,47.3,62.2,39.0,0.0
1992-10-28,2.4,42.6,47.5,39.6,0.0
1992-10-29,3.5,,,,0.0
1992-10-30,4.4,36.1,39.2,34.2,0.0
1992-10-31,7.0,40.8,43.5,37.6,0.0
1992-11-01,7.3,44.1,46.0,40.8,0.0
1992-11-02,7.6,38.5,44.1,32.4,0.0
1992-11-03,7.9,39.9,48.0,32.0,0.0
1992-11-04,8.0,41.7,46.0,36.7,0.0
1992-11-05,8.1,38.7,47.3,32.9,0.0
1992-11-06,8.8,46.9,56.7,39.7,0.0
1992-11-07,9.6,39.0,47.3,35.6,0.0
1992-11-08,10.8,32.4,35.8,31.1,0.6
1992-11-09,11.0,31.1,35.1,27.0,1.2
1992-11-10,11.0,27.9,33.1,23.0,1.1
1992-11-11,12.3,33.4,39.0,26.2,1.0
1992-11-12,12.4,41.4,48.9,37.2,0.7
1992-11-13,12.5,43.0,54.0,36.1,0.7
1992-11-14,12.5,45.3,55.6,40.6,0.7
1992-11-15,12.5,43.7,52.5,39.0,0.7
1992-11-16,12.8,41.7,47.7,38.8,0.7
1992-11-17,13.4,39.0,41.0,35.6,0.3
1992-11-18,13.6,36.3,40.8,33.3,0.3
1992-11-19,14.7,31.1,35.8,28.8,0.9
1992-11-20,14.9,31.5,34.9,28.9,1.3
1992-11-21,18.0,35.8,41.4,31.3,1.3
1992-11-22,18.6,32.0,33.3,31.3,1.5
1992-11-23,18.6,28.9,32.4,25.0,1.5
1992-11-24,18.8,29.8,34.5,25.7,1.5
1992-11-25,18.8,31.3,37.0,26.2,1.5
1992-11-26,19.3,37.9,45.0,31.1,1.6
1992-11-27,20.3,37.4,41.7,32.0,1.2
1992-11-28,20.3,30.6,34.2,26.4,1.2
1992-11-29,20.5,31.8,38.8,25.0,1.2
1992-11-30,21.0,34.7,36.7,31.8,1.3
1992-12-01,22.1,36.7,38.5,34.0,1.4
1992-12-02,22.1,28.8,33.6,24.6,1.4
1992-12-03,22.1,27.5,32.0,22.3,1.4
1992-12-04,22.1,28.0,32.9,25.3,1.4
1992-12-05,22.4,29.5,39.0,20.5,1.4
1992-12-06,22.4,31.1,37.8,25.2,1.5
1992-12-07,22.8,29.7,34.2,25.5,1.8
1992-12-08,24.4,30.9,32.4,28.9,3.0
1992-12-09,25.3,30.6,33.8,27.7,3.5
1992-12-10,26.0,32.4,39.9,25.3,3.5
1992-12-11,26.3,30.4,35.8,24.6,3.5
1992-12-12,26.4,29.5,33.4,25.7,3.5
1992-12-13,26.6,32.0,40.1,25.3,3.6
1992-12-14,27.2,33.8,37.8,29.1,3.8
1992-12-15,27.4,27.7,30.7,22.6,4.1
1992-12-16,28.0,26.4,30.9,21.0,4.7
1992-12-17,29.1,25.7,28.6,23.9,5.6
1992-12-18,29.2,25.5,30.9,22.1,6.2
1992-12-19,29.9,29.1,33.3,23.7,6.9
1992-12-20,30.7,31.1,32.9,30.6,7.3
1992-12-21,31.3,31.3,33.6,30.2,7.8
1992-12-22,31.6,31.6,33.4,30.9,7.9
1992-12-23,31.6,31.8,34.2,30.2,8.4
1992-12-24,31.6,30.6,34.9,26.1,8.5
1992-12-25,31.7,30.6,36.0,26.1,8.6
1992-12-26,32.4,31.8,34.3,30.6,9.1
1992-12-27,33.3,31.5,32.4,30.2,10.1
1992-12-28,33.7,30.4,32.5,28.4,10.3
1992-12-29,33.8,27.5,31.6,21.2,10.4
1992-12-30,35.0,26.2,30.6,21.7,11.4
1992-12-31,35.2,28.8,32.9,25.7,11.6
1993-01-01,35.3,23.5,27.3,19.2,11.6
1993-01-02,35.4,22.1,26.6,16.9,11.7
1993-01-03,36.2,27.3,30.9,24.4,12.3
1993-01-04,36.6,26.6,32.7,24.1,12.4
1993-01-05,36.8,21.4,25.5,17.6,12.5
1993-01-06,37.1,19.4,24.3,15.8,12.6
