date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2005-10-01,0.0,0.0,50.4,0.0
2005-10-02,0.0,0.0,58.1,0.0
2005-10-03,0.0,0.0,57.4,0.0
2005-10-04,0.0,0.0,45.0,0.0
2005-10-05,0.0,0.0,38.8,0.0
2005-10-06,0.1,0.0,41.9,0.0
2005-10-07,0.1,0.0,46.4,0.0
2005-10-08,0.1,0.0,49.1,0.0
2005-10-09,0.1,0.0,41.0,0.0
2005-10-10,0.1,0.0,38.7,0.0
2005-10-11,0.1,0.0,37.4,0.0
2005-10-12,0.1,0.0,44.2,0.0
2005-10-13,0.1,0.0,41.7,0.0
2005-10-14,0.1,0.0,42.4,0.0
2005-10-15,0.5,0.0,42.3,0.0
2005-10-16,0.5,0.0,45.0,0.0
2005-10-17,0.5,0.0,46.0,0.0
2005-10-18,1.3,0.0,42.4,0.0
2005-10-19,1.3,0.0,39.7,0.0
2005-10-20,1.3,0.0,42.4,0.0
2005-10-21,1.4,0.0,42.6,0.0
2005-10-22,1.4,0.0,43.7,0.0
2005-10-23,1.4,0.0,42.8,0.0
2005-10-24,1.4,0.0,42.3,0.0
2005-10-25,1.4,0.0,39.7,0.0
2005-10-26,1.4,0.0,38.5,0.0
2005-10-27,2.1,0.0,41.5,0.0
2005-10-28,2.1,0.0,40.8,0.0
2005-10-29,2.1,0.0,37.9,0.0
2005-10-30,2.1,0.0,36.0,0.0
2005-10-31,2.1,0.0,35.2,0.0
2005-11-01,2.1,0.0,37.8,0.0
2005-11-02,2.1,0.0,42.8,0.0
2005-11-03,2.1,0.0,45.0,0.0
2005-11-04,2.1,0.0,40.6,0.0
2005-11-05,2.1,0.0,39.6,0.0
2005-11-06,2.1,0.0,43.2,0.0
2005-11-07,2.1,0.0,41.5,0.0
2005-11-08,2.1,0.0,41.5,0.0
2005-11-09,2.1,0.0,40.1,0.0
2005-11-10,2.1,0.0,41.5,0.0
2005-11-11,2.2,0.0,36.7,0.0
2005-11-12,2.2,0.0,37.4,0.0
2005-11-13,2.2,0.0,37.0,0.0
2005-11-14,2.2,0.0,40.3,0.0
2005-11-15,2.2,0.0,29.1,0.0
2005-11-16,2.2,0.0,32.0,0.0
2005-11-17,2.2,0.0,33.8,0.0
2005-11-18,2.2,0.0,33.8,0.0
2005-11-19,2.2,0.0,34.2,0.0
2005-11-20,2.2,0.0,31.8,0.0
2005-11-21,2.2,0.0,31.8,0.0
2005-11-22,2.2,0.0,31.3,0.0
2005-11-23,2.2,0.0,31.6,0.0
2005-11-24,2.2,0.0,35.2,0.0
2005-11-25,2.2,0.0,37.2,0.0
2005-11-26,2.2,0.0,30.9,0.0
2005-11-27,2.2,0.0,16.5,0.0
2005-11-28,2.3,0.0,20.3,0.0
2005-11-29,2.3,0.0,28.8,0.0
2005-11-30,2.3,0.0,30.9,0.0
2005-12-01,2.3,0.0,37.6,0.0
2005-12-02,2.8,3.0,36.3,0.3
2005-12-03,2.8,3.0,16.3,0.3
2005-12-04,2.8,3.0,12.6,0.3
2005-12-05,2.8,3.0,13.1,0.3
2005-12-06,2.8,1.0,17.2,0.4
2005-12-07,2.8,3.0,12.4,0.4
2005-12-08,2.8,2.0,14.2,0.4
2005-12-09,2.8,2.0,24.3,0.4
2005-12-10,2.8,1.0,27.9,0.4
2005-12-11,2.8,2.0,24.3,0.4
2005-12-12,2.8,,25.7,0.4
2005-12-13,2.8,,27.7,0.3
2005-12-14,2.8,,21.0,0.3
2005-12-15,2.8,,16.3,0.2
2005-12-16,2.8,,14.7,0.2
2005-12-17,2.8,,25.9,0.2
2005-12-18,2.8,,26.4,0.1
2005-12-19,2.8,0.0,31.8,0.0
2005-12-20,2.8,0.0,33.6,0.0
2005-12-21,2.8,0.0,35.6,0.0
2005-12-22,2.8,0.0,42.4,0.0
2005-12-23,2.8,0.0,38.3,0.0
2005-12-24,2.8,0.0,36.1,0.0
2005-12-25,2.9,0.0,36.5,0.0
2005-12-26,2.9,0.0,33.1,0.0
2005-12-27,2.9,0.0,21.7,0.0
2005-12-28,2.9,0.0,35.4,0.0
2005-12-29,2.9,0.0,30.6,0.0
2005-12-30,2.9,0.0,31.3,0.0
2005-12-31,3.6,3.0,33.1,0.5
2006-01-01,3.6,2.0,29.8,0.6
2006-01-02,4.1,4.0,34.2,1.0
2006-01-03,4.2,5.0,29.8,1.1
2006-01-04,4.2,4.0,30.4,1.1
2006-01-05,4.2,3.0,31.1,1.1
2006-01-06,4.2,3.0,28.4,1.1
2006-01-07,4.2,4.0,29.7,1.1
2006-01-08,4.2,4.0,29.3,1.1
2006-01-09,4.2,3.0,20.8,1.1
2006-01-10,4.2,4.0,20.8,1.1
2006-01-11,4.2,2.0,28.0,1.1
2006-01-12,4.2,3.0,29.5,1.1
2006-01-13,4.2,3.0,26.8,1.1
2006-01-14,4.3,3.0,30.9,1.1
2006-01-15,4.3,3.0,25.3,1.1
2006-01-16,4.3,2.0,15.6,1.1
2006-01-17,4.4,3.0,28.8,1.1
2006-01-18,4.4,,32.5,1.1
2006-01-19,4.4,3.0,21.2,1.0
2006-01-20,4.4,2.0,17.2,1.0
2006-01-21,4.4,2.0,16.3,1.0
2006-01-22,4.4,2.0,20.5,1.0
2006-01-23,4.5,2.0,20.8,1.0
2006-01-24,5.1,3.0,24.6,1.0
2006-01-25,5.1,6.0,23.7,1.3
2006-01-26,5.1,4.0,25.5,1.3
2006-01-27,5.1,4.0,18.7,1.3
2006-01-28,5.1,5.0,18.5,1.3
2006-01-29,5.1,3.0,30.6,1.4
2006-01-30,5.1,3.0,32.9,1.4
2006-01-31,5.1,5.0,30.9,1.4
2006-02-01,5.1,,36.0,1.4
2006-02-02,5.1,,38.7,1.3
2006-02-03,5.1,,29.1,1.2
2006-02-04,5.1,,32.5,1.2
2006-02-05,5.1,,27.7,1.0
2006-02-06,5.1,,27.1,0.8
2006-02-07,5.1,,30.0,0.7
2006-02-08,5.1,,28.9,0.7
2006-02-09,5.1,1.0,34.3,0.6
2006-02-10,5.1,1.0,31.1,0.4
2006-02-11,5.1,1.0,26.4,0.4
2006-02-12,5.1,1.0,28.8,0.3
2006-02-13,5.1,1.0,29.8,0.2
2006-02-14,5.2,0.0,36.5,0.2
2006-02-15,5.2,1.0,29.5,0.1
2006-02-16,5.3,1.0,18.5,0.1
2006-02-17,5.3,1.0,27.3,0.1
2006-02-18,5.6,0.0,23.2,0.1
2006-02-19,5.6,2.0,21.9,0.3
2006-02-20,5.6,1.0,16.7,0.3
2006-02-21,5.6,0.0,15.8,0.3
2006-02-22,5.6,1.0,27.0,0.3
2006-02-23,5.6,1.0,28.0,0.3
2006-02-24,5.6,1.0,29.1,0.3
2006-02-25,5.6,1.0,30.7,0.3
2006-02-26,5.6,0.0,35.6,0.2
2006-02-27,5.6,0.0,41.9,0.0
2006-02-28,6.8,0.0,37.6,0.0
2006-03-01,6.8,0.0,33.6,0.0
2006-03-02,6.8,0.0,32.4,0.0
2006-03-03,6.8,0.0,35.8,0.0
2006-03-04,6.8,0.0,32.4,0.0
2006-03-05,6.8,0.0,32.5,0.0
2006-03-06,7.1,0.0,35.1,0.0
2006-03-07,7.1,0.0,34.0,0.0
2006-03-08,7.1,0.0,25.7,0.0
2006-03-09,7.5,1.0,28.9,0.2
2006-03-10,7.8,5.0,19.6,0.5
2006-03-11,8.2,6.0,19.2,1.0
2006-03-12,8.2,4.0,18.0,1.0
2006-03-13,8.2,5.0,15.4,1.0
2006-03-14,8.2,3.0,22.6,1.0
2006-03-15,8.2,4.0,29.5,0.9
2006-03-16,8.3,1.0,28.2,0.8
2006-03-17,8.6,1.0,34.9,0.8
2006-03-18,8.6,2.0,27.7,1.1
2006-03-19,8.8,7.0,25.2,1.4
2006-03-20,9.4,8.0,22.6,1.7
2006-03-21,9.6,13.0,27.5,2.7
2006-03-22,9.6,11.0,31.6,2.7
2006-03-23,9.6,9.0,32.4,2.8
2006-03-24,9.6,7.0,33.3,2.6
2006-03-25,9.6,5.0,38.3,2.5
2006-03-26,9.6,5.0,36.1,2.4
2006-03-27,9.8,4.0,36.7,2.3
2006-03-28,10.5,5.0,36.9,2.6
2006-03-29,11.4,6.0,31.6,3.0
2006-03-30,11.5,6.0,29.5,3.0
2006-03-31,11.6,6.0,34.5,2.8
2006-04-01,11.6,6.0,34.9,2.8
2006-04-02,11.6,5.0,34.7,2.2
2006-04-03,11.6,1.0,41.2,1.4
2006-04-04,11.7,1.0,45.1,0.7
2006-04-05,12.1,2.0,33.3,0.9
2006-04-06,12.1,1.0,35.4,0.4
2006-04-07,12.1,0.0,38.3,0.1
2006-04-08,12.1,0.0,42.6,0.0
2006-04-09,12.1,0.0,43.7,0.0
2006-04-10,12.1,0.0,41.7,0.0
2006-04-11,12.1,0.0,38.7,0.0
2006-04-12,12.1,0.0,42.6,0.0
2006-04-13,12.1,0.0,42.3,0.0
2006-04-14,12.4,0.0,39.9,0.0
2006-04-15,12.4,0.0,38.8,0.0
2006-04-16,12.4,0.0,44.4,0.0
2006-04-17,12.4,0.0,36.3,0.0
2006-04-18,12.4,0.0,32.4,0.0
2006-04-19,12.4,0.0,36.3,0.0
2006-04-20,12.4,0.0,41.2,0.0
2006-04-21,12.4,0.0,45.0,0.0
2006-04-22,12.4,0.0,47.3,0.0
