date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2005-10-01,0.0,0.0,0.0
2005-10-02,0.0,0.0,0.0
2005-10-03,0.1,0.0,0.0
2005-10-04,0.7,0.0,0.0
2005-10-05,0.7,0.0,0.0
2005-10-06,0.8,0.0,0.0
2005-10-07,0.8,0.0,0.0
2005-10-08,1.2,0.0,0.0
2005-10-09,1.2,0.0,0.0
2005-10-10,1.2,0.0,0.0
2005-10-11,1.3,0.0,0.0
2005-10-12,1.3,0.0,0.0
2005-10-13,1.3,0.0,0.0
2005-10-14,1.3,0.0,0.0
2005-10-15,1.3,0.0,0.0
2005-10-16,1.3,0.0,0.0
2005-10-17,1.3,0.0,0.0
2005-10-18,1.3,0.0,0.0
2005-10-19,1.3,0.0,0.0
2005-10-20,1.3,0.0,0.0
2005-10-21,1.3,0.0,0.0
2005-10-22,1.3,0.0,0.0
2005-10-23,1.3,0.0,0.0
2005-10-24,1.3,0.0,0.0
2005-10-25,1.4,0.0,0.0
2005-10-26,1.4,0.0,0.0
2005-10-27,1.8,0.0,0.0
2005-10-28,2.8,0.0,0.0
2005-10-29,3.0,0.0,0.0
2005-10-30,3.0,0.0,0.0
2005-10-31,3.1,0.0,0.0
2005-11-01,3.1,0.0,0.0
2005-11-02,3.1,0.0,0.0
2005-11-03,3.1,0.0,0.0
2005-11-04,3.5,0.0,0.0
2005-11-05,3.7,2.0,0.3
2005-11-06,3.7,1.0,0.2
2005-11-07,3.7,0.0,0.0
2005-11-08,3.7,0.0,0.0
2005-11-09,3.7,0.0,0.0
2005-11-10,3.7,0.0,0.0
2005-11-11,3.8,0.0,0.0
2005-11-12,4.0,0.0,0.0
2005-11-13,4.4,3.0,0.4
2005-11-14,5.1,4.0,1.1
2005-11-15,5.1,4.0,1.1
2005-11-16,5.1,3.0,1.1
2005-11-17,5.1,3.0,1.1
2005-11-18,5.1,4.0,1.1
2005-11-19,5.1,6.0,1.1
2005-11-20,5.1,6.0,1.1
2005-11-21,5.1,3.0,1.1
2005-11-22,5.1,3.0,1.1
2005-11-23,5.1,6.0,1.1
2005-11-24,5.1,3.0,1.1
2005-11-25,5.1,3.0,1.2
2005-11-26,6.7,18.0,3.4
2005-11-27,6.8,18.0,3.5
2005-11-28,6.8,17.0,3.5
2005-11-29,8.1,26.0,5.0
2005-11-30,8.1,24.0,5.0
2005-12-01,8.3,23.0,5.3
2005-12-02,8.9,25.0,6.0
2005-12-03,8.9,27.0,6.1
2005-12-04,8.9,27.0,6.1
2005-12-05,8.9,25.0,6.1
2005-12-06,9.3,34.0,6.8
2005-12-07,9.3,32.0,6.8
2005-12-08,9.3,29.0,6.8
2005-12-09,9.3,30.0,6.8
2005-12-10,9.3,29.0,6.8
2005-12-11,9.3,28.0,6.8
2005-12-12,9.3,26.0,6.8
2005-12-13,9.3,25.0,6.8
2005-12-14,9.3,26.0,6.8
2005-12-15,9.3,25.0,6.8
2005-12-16,9.3,24.0,6.8
2005-12-17,9.6,27.0,7.1
2005-12-18,10.1,32.0,7.7
2005-12-19,10.4,34.0,8.3
2005-12-20,10.4,31.0,8.3
2005-12-21,10.4,31.0,8.3
2005-12-22,11.0,28.0,8.6
2005-12-23,11.3,26.0,8.6
2005-12-24,11.3,26.0,8.6
2005-12-25,11.4,26.0,8.6
2005-12-26,12.1,32.0,9.4
2005-12-27,12.3,32.0,9.5
2005-12-28,12.5,29.0,9.7
2005-12-29,12.7,32.0,10.0
2005-12-30,13.4,35.0,10.5
2005-12-31,14.2,37.0,11.4
2006-01-01,14.7,38.0,12.0
2006-01-02,15.3,39.0,12.6
2006-01-03,16.0,43.0,13.6
2006-01-04,16.0,42.0,13.6
2006-01-05,16.0,41.0,13.6
2006-01-06,16.1,40.0,13.7
2006-01-07,16.2,40.0,13.7
2006-01-08,16.5,46.0,14.3
2006-01-09,16.5,44.0,14.3
