date,WTEQ_DAILY
1979-10-01,0.0
1979-10-02,0.0
1979-10-03,0.0
1979-10-04,0.0
1979-10-05,0.0
1979-10-06,0.0
1979-10-07,0.0
1979-10-08,0.0
1979-10-09,0.0
1979-10-10,0.0
1979-10-11,0.0
1979-10-12,0.0
1979-10-13,0.0
1979-10-14,0.0
1979-10-15,0.0
1979-10-16,0.0
1979-10-17,0.1
1979-10-18,0.9
1979-10-19,1.1
1979-10-20,1.3
1979-10-21,1.3
1979-10-22,1.3
1979-10-23,1.3
1979-10-24,1.3
1979-10-25,1.3
1979-10-26,1.3
1979-10-27,1.3
1979-10-28,1.6
1979-10-29,1.6
1979-10-30,1.6
1979-10-31,1.7
1979-11-01,1.8
1979-11-02,1.9
1979-11-03,2.2
1979-11-04,2.3
1979-11-05,2.3
1979-11-06,2.3
1979-11-07,2.3
1979-11-08,2.4
1979-11-09,2.4
1979-11-10,2.4
1979-11-11,2.5
1979-11-12,2.5
1979-11-13,2.6
1979-11-14,2.6
1979-11-15,2.7
1979-11-16,2.8
1979-11-17,3.0
1979-11-18,3.4
1979-11-19,3.4
1979-11-20,3.4
1979-11-21,3.4
1979-11-22,3.4
1979-11-23,3.5
1979-11-24,3.8
1979-11-25,3.9
1979-11-26,3.9
1979-11-27,3.9
1979-11-28,3.9
1979-11-29,4.0
1979-11-30,4.0
1979-12-01,4.0
1979-12-02,4.4
1979-12-03,4.4
1979-12-04,4.4
1979-12-05,4.4
1979-12-06,4.4
1979-12-07,4.6
1979-12-08,4.6
1979-12-09,4.7
1979-12-10,4.8
1979-12-11,4.8
1979-12-12,4.9
1979-12-13,4.9
1979-12-14,5.0
1979-12-15,5.0
1979-12-16,5.1
1979-12-17,5.1
1979-12-18,5.1
1979-12-19,5.1
1979-12-20,5.1
1979-12-21,5.2
1979-12-22,5.4
1979-12-23,5.5
1979-12-24,6.0
1979-12-25,6.3
1979-12-26,6.4
1979-12-27,6.4
1979-12-28,6.4
1979-12-29,6.4
1979-12-30,6.4
1979-12-31,6.4
1980-01-01,6.4
1980-01-02,6.6
1980-01-03,6.6
1980-01-04,8.3
1980-01-05,8.3
1980-01-06,8.4
1980-01-07,8.7
1980-01-08,9.5
1980-01-09,10.3
1980-01-10,10.4
1980-01-11,11.3
1980-01-12,12.3
1980-01-13,12.8
1980-01-14,13.0
1980-01-15,13.0
1980-01-16,13.2
1980-01-17,13.4
1980-01-18,13.4
1980-01-19,13.4
1980-01-20,13.4
1980-01-21,13.4
1980-01-22,13.4
1980-01-23,13.4
1980-01-24,13.6
1980-01-25,13.6
1980-01-26,13.6
1980-01-27,13.6
1980-01-28,13.6
1980-01-29,13.7
1980-01-30,13.7
1980-01-31,13.8
1980-02-01,13.8
1980-02-02,14.1
1980-02-03,14.2
1980-02-04,14.2
1980-02-05,14.4
1980-02-06,14.4
1980-02-07,14.4
1980-02-08,14.4
1980-02-09,14.4
1980-02-10,14.4
1980-02-11,14.4
1980-02-12,14.6
1980-02-13,14.9
1980-02-14,15.2
1980-02-15,15.3
1980-02-16,15.6
1980-02-17,16.3
1980-02-18,16.8
1980-02-19,17.3
1980-02-20,17.6
1980-02-21,17.8
1980-02-22,18.0
1980-02-23,18.0
1980-02-24,18.0
1980-02-25,18.0
1980-02-26,18.0
1980-02-27,18.1
1980-02-28,18.1
1980-02-29,18.1
1980-03-01,18.3
1980-03-02,18.5
1980-03-03,18.6
