stationId,durCode,SENSOR_NUM,sensorType,date,obsDate,value,dataFlag,units
VVL,D,3,SNOW WC,2013-10-1 00:00,2013-10-1 00:00,-0.4, ,INCHES
VVL,D,3,SNOW WC,2013-10-2 00:00,2013-10-2 00:00,-0.39, ,INCHES
VVL,D,3,SNOW WC,2013-10-3 00:00,2013-10-3 00:00,-0.42, ,INCHES
VVL,D,3,SNOW WC,2013-10-4 00:00,2013-10-4 00:00,-0.4, ,INCHES
VVL,D,3,SNOW WC,2013-10-5 00:00,2013-10-5 00:00,-0.42, ,INCHES
VVL,D,3,SNOW WC,2013-10-6 00:00,2013-10-6 00:00,-0.41, ,INCHES
VVL,D,3,SNOW WC,2013-10-7 00:00,2013-10-7 00:00,-0.41, ,INCHES
VVL,D,3,SNOW WC,2013-10-8 00:00,2013-10-8 00:00,-0.42, ,INCHES
VVL,D,3,SNOW WC,2013-10-9 00:00,2013-10-9 00:00,-0.42, ,INCHES
VVL,D,3,SNOW WC,2013-10-10 00:00,2013-10-10 00:00,-0.41, ,INCHES
VVL,D,3,SNOW WC,2013-10-11 00:00,2013-10-11 00:00,-0.43, ,INCHES
VVL,D,3,SNOW WC,2013-10-12 00:00,2013-10-12 00:00,-0.43, ,INCHES
VVL,D,3,SNOW WC,2013-10-13 00:00,2013-10-13 00:00,-0.42, ,INCHES
VVL,D,3,SNOW WC,2013-10-14 00:00,2013-10-14 00:00,-0.44, ,INCHES
VVL,D,3,SNOW WC,2013-10-15 00:00,2013-10-15 00:00,-0.42, ,INCHES
VVL,D,3,SNOW WC,2013-10-16 00:00,2013-10-16 00:00,-0.42, ,INCHES
VVL,D,3,SNOW WC,2013-10-17 00:00,2013-10-17 00:00,-0.4, ,INCHES
VVL,D,3,SNOW WC,2013-10-18 00:00,2013-10-18 00:00,-0.4, ,INCHES
VVL,D,3,SNOW WC,2013-10-19 00:00,2013-10-19 00:00,-0.4, ,INCHES
VVL,D,3,SNOW WC,2013-10-20 00:00,2013-10-20 00:00,-0.39, ,INCHES
VVL,D,3,SNOW WC,2013-10-21 00:00,2013-10-21 00:00,-0.39, ,INCHES
VVL,D,3,SNOW WC,2013-10-22 00:00,2013-10-22 00:00,-0.41, ,INCHES
VVL,D,3,SNOW WC,2013-10-23 00:00,2013-10-23 00:00,-0.43, ,INCHES
VVL,D,3,SNOW WC,2013-10-24 00:00,2013-10-24 00:00,-0.41, ,INCHES
VVL,D,3,SNOW WC,2013-10-25 00:00,2013-10-25 00:00,-0.41, ,INCHES
VVL,D,3,SNOW WC,2013-10-26 00:00,2013-10-26 00:00,-0.4, ,INCHES
VVL,D,3,SNOW WC,2013-10-27 00:00,2013-10-27 00:00,-0.41, ,INCHES
VVL,D,3,SNOW WC,2013-10-28 00:00,2013-10-28 00:00,0.43, ,INCHES
VVL,D,3,SNOW WC,2013-10-29 00:00,2013-10-29 00:00,1.31, ,INCHES
VVL,D,3,SNOW WC,2013-10-30 00:00,2013-10-30 00:00,1.35, ,INCHES
VVL,D,3,SNOW WC,2013-10-31 00:00,2013-10-31 00:00,1.33, ,INCHES
VVL,D,3,SNOW WC,2013-11-1 00:00,2013-11-1 00:00,1.25, ,INCHES
VVL,D,3,SNOW WC,2013-11-2 00:00,2013-11-2 00:00,1.17, ,INCHES
VVL,D,3,SNOW WC,2013-11-3 00:00,2013-11-3 00:00,1.07, ,INCHES
VVL,D,3,SNOW WC,2013-11-4 00:00,2013-11-4 00:00,1.13, ,INCHES
VVL,D,3,SNOW WC,2013-11-5 00:00,2013-11-5 00:00,1.3, ,INCHES
VVL,D,3,SNOW WC,2013-11-6 00:00,2013-11-6 00:00,1.32, ,INCHES
VVL,D,3,SNOW WC,2013-11-7 00:00,2013-11-7 00:00,1.0, ,INCHES
VVL,D,3,SNOW WC,2013-11-8 00:00,2013-11-8 00:00,1.45, ,INCHES
VVL,D,3,SNOW WC,2013-11-9 00:00,2013-11-9 00:00,1.52, ,INCHES
VVL,D,3,SNOW WC,2013-11-10 00:00,2013-11-10 00:00,1.59, ,INCHES
VVL,D,3,SNOW WC,2013-11-11 00:00,2013-11-11 00:00,1.66, ,INCHES
VVL,D,3,SNOW WC,2013-11-12 00:00,2013-11-12 00:00,0.86, ,INCHES
VVL,D,3,SNOW WC,2013-11-13 00:00,2013-11-13 00:00,0.7, ,INCHES
VVL,D,3,SNOW WC,2013-11-14 00:00,2013-11-14 00:00,0.6, ,INCHES
VVL,D,3,SNOW WC,2013-11-15 00:00,2013-11-15 00:00,0.48, ,INCHES
VVL,D,3,SNOW WC,2013-11-16 00:00,2013-11-16 00:00,0.24, ,INCHES
VVL,D,3,SNOW WC,2013-11-17 00:00,2013-11-17 00:00,0.33, ,INCHES
VVL,D,3,SNOW WC,2013-11-18 00:00,2013-11-18 00:00,0.28, ,INCHES
VVL,D,3,SNOW WC,2013-11-19 00:00,2013-11-19 00:00,0.13, ,INCHES
VVL,D,3,SNOW WC,2013-11-20 00:00,2013-11-20 00:00,0.31, ,INCHES
VVL,D,3,SNOW WC,2013-11-21 00:00,2013-11-21 00:00,0.41, ,INCHES
VVL,D,3,SNOW WC,2013-11-22 00:00,2013-11-22 00:00,0.44, ,INCHES
VVL,D,3,SNOW WC,2013-11-23 00:00,2013-11-23 00:00,0.64, ,INCHES
VVL,D,3,SNOW WC,2013-11-24 00:00,2013-11-24 00:00,0.8, ,INCHES
VVL,D,3,SNOW WC,2013-11-25 00:00,2013-11-25 00:00,0.64, ,INCHES
VVL,D,3,SNOW WC,2013-11-26 00:00,2013-11-26 00:00,0.62, ,INCHES
VVL,D,3,SNOW WC,2013-11-27 00:00,2013-11-27 00:00,0.35, ,INCHES
VVL,D,3,SNOW WC,2013-11-28 00:00,2013-11-28 00:00,0.34, ,INCHES
VVL,D,3,SNOW WC,2013-11-29 00:00,2013-11-29 00:00,0.57, ,INCHES
VVL,D,3,SNOW WC,2013-11-30 00:00,2013-11-30 00:00,0.65, ,INCHES
VVL,D,3,SNOW WC,2013-12-1 00:00,2013-12-1 00:00,0.72, ,INCHES
VVL,D,3,SNOW WC,2013-12-2 00:00,2013-12-2 00:00,0.56, ,INCHES
VVL,D,3,SNOW WC,2013-12-3 00:00,2013-12-3 00:00,0.56, ,INCHES
VVL,D,3,SNOW WC,2013-12-4 00:00,2013-12-4 00:00,0.89, ,INCHES
VVL,D,3,SNOW WC,2013-12-5 00:00,2013-12-5 00:00,1.38, ,INCHES
VVL,D,3,SNOW WC,2013-12-6 00:00,2013-12-6 00:00,1.66, ,INCHES
VVL,D,3,SNOW WC,2013-12-7 00:00,2013-12-7 00:00,2.65, ,INCHES
VVL,D,3,SNOW WC,2013-12-8 00:00,2013-12-8 00:00,2.96, ,INCHES
VVL,D,3,SNOW WC,2013-12-9 00:00,2013-12-9 00:00,3.09, ,INCHES
VVL,D,3,SNOW WC,2013-12-10 00:00,2013-12-10 00:00,3.09, ,INCHES
VVL,D,3,SNOW WC,2013-12-11 00:00,2013-12-11 00:00,3.1, ,INCHES
VVL,D,3,SNOW WC,2013-12-12 00:00,2013-12-12 00:00,3.11, ,INCHES
VVL,D,3,SNOW WC,2013-12-13 00:00,2013-12-13 00:00,3.11, ,INCHES
VVL,D,3,SNOW WC,2013-12-14 00:00,2013-12-14 00:00,3.12, ,INCHES
VVL,D,3,SNOW WC,2013-12-15 00:00,2013-12-15 00:00,-9999.0, ,INCHES
VVL,D,3,SNOW WC,2013-12-16 00:00,2013-12-16 00:00,-9999.0, ,INCHES
VVL,D,3,SNOW WC,2013-12-17 00:00,2013-12-17 00:00,3.16, ,INCHES
VVL,D,3,SNOW WC,2013-12-18 00:00,2013-12-18 00:00,3.17, ,INCHES
VVL,D,3,SNOW WC,2013-12-19 00:00,2013-12-19 00:00,3.19, ,INCHES
VVL,D,3,SNOW WC,2013-12-20 00:00,2013-12-20 00:00,3.3, ,INCHES
VVL,D,3,SNOW WC,2013-12-21 00:00,2013-12-21 00:00,3.32, ,INCHES
VVL,D,3,SNOW WC,2013-12-22 00:00,2013-12-22 00:00,3.34, ,INCHES
VVL,D,3,SNOW WC,2013-12-23 00:00,2013-12-23 00:00,3.36, ,INCHES
VVL,D,3,SNOW WC,2013-12-24 00:00,2013-12-24 00:00,3.42, ,INCHES
VVL,D,3,SNOW WC,2013-12-25 00:00,2013-12-25 00:00,3.41, ,INCHES
VVL,D,3,SNOW WC,2013-12-26 00:00,2013-12-26 00:00,3.48, ,INCHES
VVL,D,3,SNOW WC,2013-12-27 00:00,2013-12-27 00:00,3.5, ,INCHES
VVL,D,3,SNOW WC,2013-12-28 00:00,2013-12-28 00:00,3.49, ,INCHES
VVL,D,3,SNOW WC,2013-12-29 00:00,2013-12-29 00:00,3.44, ,INCHES
