date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1995-10-01,0.0,32.0,43.2,25.3,0.6
1995-10-02,0.0,30.9,40.6,21.7,0.5
1995-10-03,0.0,34.5,44.2,21.9,0.2
1995-10-04,0.7,21.0,29.5,18.0,0.7
1995-10-05,0.7,15.6,24.1,7.7,0.7
1995-10-06,0.8,28.6,46.0,8.2,0.9
1995-10-07,0.8,34.3,46.2,25.5,0.9
1995-10-08,0.8,30.7,43.3,18.7,0.9
1995-10-09,0.8,34.3,44.2,28.9,0.9
1995-10-10,0.8,38.8,51.8,28.2,0.8
1995-10-11,0.8,43.7,57.0,33.4,0.4
1995-10-12,1.0,35.2,45.5,15.3,0.3
1995-10-13,1.0,23.5,35.2,11.1,0.3
1995-10-14,1.0,35.4,47.5,25.3,0.2
1995-10-15,1.1,42.1,54.9,30.7,0.1
1995-10-16,1.1,39.9,50.7,32.9,0.0
1995-10-17,1.1,37.9,48.6,30.7,0.0
1995-10-18,1.1,38.8,47.3,31.8,0.0
1995-10-19,1.1,27.0,36.3,19.4,0.0
1995-10-20,1.1,34.5,46.9,24.3,0.0
1995-10-21,1.1,36.0,44.8,30.4,0.0
1995-10-22,1.4,14.0,34.0,4.3,0.2
1995-10-23,1.4,13.3,27.3,1.2,0.3
1995-10-24,1.4,22.6,31.1,15.6,0.4
1995-10-25,1.4,25.0,36.5,17.4,0.4
1995-10-26,1.4,28.6,34.7,23.0,0.4
1995-10-27,1.4,26.4,34.0,19.6,0.4
1995-10-28,1.4,30.6,38.1,21.7,0.5
1995-10-29,1.5,35.6,43.9,28.8,0.5
1995-10-30,1.5,32.4,39.9,26.8,0.6
1995-10-31,2.2,30.6,35.4,26.2,1.1
1995-11-01,2.8,21.0,28.8,2.1,1.5
1995-11-02,2.8,7.5,19.8,-1.7,1.5
1995-11-03,2.8,14.7,27.5,6.1,1.5
1995-11-04,2.8,17.6,27.5,11.7,1.5
1995-11-05,2.9,23.2,32.0,14.2,1.6
1995-11-06,2.9,22.3,28.2,17.1,1.6
1995-11-07,2.9,21.4,26.2,15.6,1.6
1995-11-08,2.9,28.2,38.3,19.9,1.6
1995-11-09,3.4,24.8,30.4,20.3,2.1
1995-11-10,3.6,8.4,20.7,2.8,2.4
1995-11-11,3.7,21.2,28.0,3.4,2.6
1995-11-12,3.8,25.9,29.1,23.0,2.7
1995-11-13,3.9,28.8,31.1,26.6,2.9
1995-11-14,3.9,28.0,39.0,20.8,2.8
1995-11-15,3.9,31.5,48.9,18.7,2.8
1995-11-16,3.9,30.0,41.2,25.0,2.8
1995-11-17,3.9,28.8,43.9,18.5,2.8
1995-11-18,3.9,31.6,41.7,23.9,2.8
1995-11-19,3.9,30.0,42.3,22.8,2.7
1995-11-20,3.9,28.4,42.8,21.0,2.7
1995-11-21,3.9,28.8,38.1,22.1,2.9
1995-11-22,4.1,23.5,30.9,19.2,2.9
1995-11-23,4.1,23.2,34.3,19.0,2.9
1995-11-24,4.1,28.0,37.4,20.5,3.0
1995-11-25,4.1,31.6,38.8,24.4,3.0
1995-11-26,4.5,20.8,29.7,9.5,3.4
1995-11-27,4.7,6.6,13.3,-2.2,3.6
1995-11-28,5.4,9.5,16.2,0.3,4.3
1995-11-29,5.4,22.1,26.6,15.6,4.5
1995-11-30,5.4,27.3,34.5,21.2,4.5
1995-12-01,5.4,30.4,39.0,26.4,4.6
1995-12-02,5.4,25.2,32.7,16.2,4.6
1995-12-03,5.4,21.0,30.7,14.2,4.6
1995-12-04,5.9,24.1,26.4,21.9,5.1
1995-12-05,6.1,24.1,26.8,20.3,5.3
1995-12-06,6.4,20.1,27.0,12.9,5.6
1995-12-07,6.8,19.4,24.3,14.9,6.0
1995-12-08,6.8,11.8,18.3,5.7,6.0
1995-12-09,6.9,15.8,23.7,10.6,6.1
1995-12-10,6.9,21.9,28.9,18.5,6.2
1995-12-11,6.9,25.0,33.4,20.5,6.2
1995-12-12,7.1,25.2,27.5,21.7,6.4
1995-12-13,8.4,20.8,26.8,14.4,7.5
1995-12-14,8.4,11.7,26.4,4.1,7.5
1995-12-15,8.4,18.1,31.5,5.9,7.5
1995-12-16,8.4,16.5,26.8,8.6,7.5
1995-12-17,8.4,10.6,25.7,4.8,7.5
1995-12-18,8.4,10.8,27.0,3.0,7.5
1995-12-19,8.4,6.4,19.6,-0.9,7.5
1995-12-20,8.4,4.5,16.5,-2.2,7.5
1995-12-21,8.4,2.3,16.0,-4.2,7.5
1995-12-22,8.5,-0.8,12.6,-8.7,7.5
1995-12-23,8.5,3.4,19.4,-9.4,7.5
1995-12-24,8.5,13.8,29.7,5.9,7.6
1995-12-25,8.5,15.1,33.8,6.6,7.6
1995-12-26,8.5,15.6,32.2,7.5,7.6
1995-12-27,8.5,15.3,31.5,7.0,7.6
1995-12-28,8.5,13.8,24.8,7.5,7.6
1995-12-29,8.5,10.6,23.4,6.3,7.6
1995-12-30,9.3,13.5,16.2,9.3,8.3
1995-12-31,9.9,14.0,19.2,1.6,9.2
1996-01-01,9.9,3.4,10.0,-10.5,9.4
1996-01-02,10.1,0.1,12.4,-12.8,9.6
1996-01-03,10.7,14.7,18.1,12.4,10.2
1996-01-04,11.4,12.7,18.9,6.6,10.9
1996-01-05,11.5,5.4,13.8,-10.8,11.1
1996-01-06,11.6,4.3,13.3,-10.8,11.4
1996-01-07,11.6,17.4,30.9,6.8,11.4
1996-01-08,11.6,23.0,31.6,18.5,11.4
1996-01-09,11.7,27.0,36.1,21.2,11.5
1996-01-10,11.9,15.6,25.5,3.0,11.8
1996-01-11,12.0,16.9,24.8,8.8,11.9
1996-01-12,12.1,30.0,46.9,13.3,11.9
1996-01-13,12.1,28.8,49.3,19.0,11.9
1996-01-14,12.1,25.0,37.8,18.0,11.9
1996-01-15,12.1,25.5,32.9,21.2,11.9
1996-01-16,12.7,23.5,30.2,20.1,12.5
1996-01-17,13.2,9.7,21.7,-7.6,13.3
1996-01-18,13.2,-4.2,5.2,-10.8,13.4
1996-01-19,13.8,6.6,10.8,3.6,14.0
1996-01-20,13.9,5.2,12.4,1.9,14.1
1996-01-21,13.9,10.2,19.2,3.4,14.2
1996-01-22,14.6,8.4,16.2,-2.6,14.9
1996-01-23,14.7,-1.3,3.9,-8.1,15.1
1996-01-24,15.1,6.4,9.9,0.3,15.7
1996-01-25,15.6,4.5,11.7,-6.0,16.2
1996-01-26,15.7,-5.4,-0.2,-8.1,16.5
1996-01-27,15.9,4.6,11.5,-9.8,16.9
1996-01-28,16.5,8.1,12.6,0.3,17.6
1996-01-29,16.5,12.6,16.2,7.9,17.7
1996-01-30,17.4,17.6,19.4,16.0,18.7
1996-01-31,18.5,16.7,20.1,10.9,19.8
1996-02-01,18.5,5.7,18.5,-1.7,19.8
1996-02-02,18.5,-2.7,8.1,-12.5,19.8
1996-02-03,18.5,-2.4,7.0,-11.9,19.8
1996-02-04,19.0,13.8,27.5,-1.8,20.2
1996-02-05,19.3,20.8,27.1,15.1,20.4
1996-02-06,19.3,19.9,27.9,12.7,20.4
1996-02-07,19.4,23.0,28.9,17.4,20.5
1996-02-08,19.5,27.5,38.8,21.0,20.5
1996-02-09,19.5,29.1,41.5,21.9,20.5
1996-02-10,19.5,20.7,32.7,11.5,20.5
1996-02-11,19.5,22.1,42.1,12.4,20.5
1996-02-12,19.5,24.8,46.0,13.3,20.5
1996-02-13,19.5,27.5,41.4,18.7,20.5
1996-02-14,19.5,26.4,36.1,19.4,20.5
1996-02-15,19.5,21.4,32.2,13.3,20.5
1996-02-16,19.5,25.5,38.5,17.6,20.5
1996-02-17,19.6,27.9,40.3,19.2,20.5
1996-02-18,19.9,21.7,25.7,17.6,21.1
1996-02-19,19.9,21.0,27.9,16.0,21.2
1996-02-20,21.1,25.5,30.2,20.7,22.6
1996-02-21,22.9,25.9,29.7,22.6,24.6
1996-02-22,24.1,16.5,24.3,0.9,26.0
1996-02-23,24.1,7.9,19.6,-3.5,26.1
1996-02-24,24.1,18.9,33.4,6.3,26.2
1996-02-25,24.2,17.2,30.6,7.2,26.4
1996-02-26,24.2,7.3,14.9,-1.5,26.8
1996-02-27,24.2,-1.7,9.3,-7.4,27.0
1996-02-28,24.3,3.2,19.8,-6.0,27.0
1996-02-29,24.4,4.8,16.2,0.1,27.2
1996-03-01,24.5,5.9,12.9,-1.5,27.5
1996-03-02,24.6,13.1,23.7,5.2,27.6
1996-03-03,24.6,19.0,30.4,6.3,27.6
1996-03-04,24.7,21.9,30.2,19.0,27.9
1996-03-05,24.9,17.1,22.3,10.8,29.0
1996-03-06,25.0,9.5,21.4,2.5,29.0
1996-03-07,25.1,12.6,23.5,3.9,29.0
1996-03-08,25.1,18.0,28.6,9.1,29.0
1996-03-09,25.1,27.0,48.6,8.2,29.0
1996-03-10,25.2,32.0,45.9,23.4,29.1
1996-03-11,25.2,29.7,45.7,19.9,29.1
1996-03-12,25.2,22.8,31.6,16.5,29.3
1996-03-13,25.2,23.4,37.8,16.9,29.5
1996-03-14,25.2,20.7,36.7,11.5,29.5
1996-03-15,25.2,21.6,39.7,6.3,29.6
1996-03-16,25.2,20.1,32.5,13.8,29.6
1996-03-17,25.2,12.6,20.7,3.9,30.1
1996-03-18,25.2,7.5,18.0,-4.4,30.2
1996-03-19,25.3,12.9,29.7,-3.1,30.3
1996-03-20,25.3,27.9,42.1,15.6,30.4
1996-03-21,25.4,31.5,45.5,21.6,30.4
1996-03-22,25.4,33.1,44.2,26.6,30.4
1996-03-23,25.4,22.1,32.0,10.0,30.5
1996-03-24,25.4,5.4,14.9,-6.7,30.6
1996-03-25,25.4,9.7,22.8,-1.7,30.6
1996-03-26,25.4,16.5,33.6,-2.0,30.7
1996-03-27,25.5,21.9,36.0,9.9,30.7
1996-03-28,25.6,27.3,36.9,14.7,30.7
1996-03-29,25.6,24.1,39.0,17.4,30.8
1996-03-30,25.6,22.3,33.6,10.8,30.9
1996-03-31,25.6,27.9,42.4,18.3,31.2
1996-04-01,25.8,34.3,47.5,22.5,31.2
1996-04-02,26.1,31.1,44.2,18.1,31.2
1996-04-03,28.9,22.1,36.5,12.9,31.4
1996-04-04,28.9,20.8,35.2,9.1,31.4
1996-04-05,28.9,22.8,41.4,8.2,31.5
1996-04-06,29.1,29.3,43.2,14.2,31.2
1996-04-07,29.1,33.1,43.7,22.3,31.1
1996-04-08,29.1,37.2,49.8,27.7,29.2
1996-04-09,29.2,40.3,56.3,27.5,28.1
1996-04-10,29.5,36.3,50.5,27.3,29.1
1996-04-11,29.9,25.0,33.8,18.7,29.9
1996-04-12,30.3,24.6,34.9,14.7,30.6
1996-04-13,30.7,14.5,23.0,9.1,31.6
1996-04-14,30.8,15.4,27.5,9.9,31.8
1996-04-15,30.8,27.3,45.5,8.6,32.0
1996-04-16,30.8,33.4,46.0,20.7,32.2
1996-04-17,31.0,23.9,33.8,12.0,32.6
1996-04-18,31.5,20.3,33.8,9.0,33.5
1996-04-19,31.6,12.7,23.5,5.4,33.7
1996-04-20,31.8,16.9,27.0,8.2,34.1
1996-04-21,31.9,15.3,30.6,3.6,34.1
1996-04-22,32.0,21.7,34.3,5.4,34.3
1996-04-23,32.3,35.1,47.1,22.3,34.6
1996-04-24,32.4,40.6,49.3,29.7,35.0
1996-04-25,32.4,28.0,38.5,18.1,35.1
1996-04-26,32.4,33.6,43.2,25.0,35.1
1996-04-27,32.4,25.7,39.2,6.6,35.2
1996-04-28,32.4,11.5,19.8,4.5,35.2
1996-04-29,32.4,22.1,34.9,5.0,35.0
1996-04-30,32.5,31.5,40.8,24.6,35.0
1996-05-01,32.5,32.2,42.3,25.0,35.0
1996-05-02,32.6,36.9,44.8,29.3,35.1
1996-05-03,32.6,37.8,45.0,29.7,35.1
1996-05-04,32.6,38.8,49.6,26.8,35.1
1996-05-05,32.6,41.7,52.5,28.9,35.1
1996-05-06,32.6,42.6,52.7,34.9,34.5
1996-05-07,32.6,41.4,51.6,32.5,33.9
1996-05-08,32.6,43.0,54.3,35.1,33.2
1996-05-09,32.6,36.0,48.4,25.9,32.8
1996-05-10,32.7,37.4,47.5,26.4,32.5
1996-05-11,32.7,43.9,55.4,33.8,31.6
1996-05-12,32.7,46.9,58.6,36.9,30.7
1996-05-13,32.7,50.7,61.9,34.9,29.7
1996-05-14,32.8,49.5,58.3,42.1,29.2
1996-05-15,32.8,49.1,61.3,39.9,28.4
1996-05-16,32.9,47.5,60.4,33.3,27.6
1996-05-17,33.2,40.5,50.0,30.6,27.1
1996-05-18,33.2,44.8,54.7,37.0,26.4
1996-05-19,33.2,38.7,48.9,26.4,25.7
1996-05-20,33.2,33.4,44.1,25.3,25.4
1996-05-21,33.3,39.6,51.1,24.4,24.9
1996-05-22,33.3,43.3,55.8,35.1,24.1
1996-05-23,33.3,34.5,44.4,27.0,23.6
1996-05-24,33.3,36.5,52.5,27.0,23.2
1996-05-25,33.5,33.1,42.3,22.3,23.1
1996-05-26,33.7,28.6,36.0,19.4,23.1
1996-05-27,33.7,32.2,43.9,27.3,23.1
1996-05-28,34.5,31.8,41.5,27.1,23.8
1996-05-29,34.6,42.4,55.8,29.3,23.9
1996-05-30,34.6,41.2,50.9,31.5,23.5
1996-05-31,34.6,36.7,48.4,28.0,23.2
1996-06-01,34.6,36.9,47.1,26.4,23.0
1996-06-02,34.6,40.3,54.3,26.6,22.1
1996-06-03,34.7,45.9,60.4,33.4,20.9
1996-06-04,34.7,49.5,58.8,39.6,20.2
1996-06-05,34.7,48.0,58.3,37.8,19.1
1996-06-06,34.7,41.7,51.3,32.4,18.8
1996-06-07,34.7,47.5,63.0,29.3,17.7
1996-06-08,34.8,49.6,62.8,37.8,16.4
1996-06-09,34.8,49.6,62.1,41.5,15.9
1996-06-10,34.8,47.1,62.4,38.8,15.7
1996-06-11,34.8,46.2,61.9,36.5,14.7
1996-06-12,34.8,48.0,62.2,37.9,13.3
1996-06-13,34.8,47.8,61.2,38.5,12.3
1996-06-14,34.9,44.4,55.0,38.8,11.6
1996-06-15,35.1,40.3,47.7,34.5,11.0
1996-06-16,35.1,45.5,59.7,32.5,9.8
1996-06-17,35.1,51.8,61.2,42.3,8.8
1996-06-18,35.1,51.8,61.2,42.4,7.5
1996-06-19,35.1,52.3,62.6,43.5,5.9
1996-06-20,35.1,48.4,60.3,38.8,4.6
1996-06-21,35.5,45.1,58.1,38.8,2.8
1996-06-22,35.6,46.0,57.9,35.8,1.7
1996-06-23,35.7,47.3,61.3,34.2,0.6
1996-06-24,35.7,50.7,61.7,38.1,0.0
1996-06-25,35.8,50.9,61.9,40.3,0.0
1996-06-26,35.9,49.8,64.0,39.7,0.0
1996-06-27,36.0,44.4,52.2,39.0,0.0
1996-06-28,36.2,41.9,51.8,36.9,0.0
1996-06-29,36.3,48.0,62.1,33.4,0.0
1996-06-30,36.3,52.0,61.3,42.4,0.0
1996-07-01,36.3,54.3,66.0,44.6,0.0
1996-07-02,36.3,55.9,69.1,45.5,0.0
1996-07-03,36.3,57.0,70.3,48.7,0.0
1996-07-04,36.3,58.5,71.1,48.4,0.0
1996-07-05,36.3,53.4,67.1,42.6,0.0
1996-07-06,36.3,53.4,65.8,42.4,0.0
1996-07-07,36.3,56.7,66.4,45.1,0.0
1996-07-08,36.3,53.6,64.8,46.6,0.0
1996-07-09,36.3,49.6,57.0,43.0,0.0
1996-07-10,36.4,52.7,62.4,42.8,0.0
1996-07-11,36.4,55.9,64.9,44.8,0.0
1996-07-12,36.4,55.0,65.3,44.6,0.0
1996-07-13,36.4,55.0,63.3,48.4,0.0
1996-07-14,36.4,54.7,67.3,44.6,0.0
1996-07-15,36.6,50.5,65.3,42.8,0.0
1996-07-16,36.7,51.1,62.2,41.5,0.0
1996-07-17,36.9,49.8,61.0,41.5,0.0
1996-07-18,37.4,51.1,63.0,42.8,0.0
1996-07-19,37.4,56.3,67.6,44.2,0.0
1996-07-20,37.4,57.2,68.5,46.0,0.0
1996-07-21,37.4,55.9,66.7,42.3,0.0
