stationId,durCode,SENSOR_NUM,sensorType,date,obsDate,value,dataFlag,units
LOS,D,3,SNOW WC,2003-10-1 00:00,2003-10-1 00:00,-0.26, ,INCHES
LOS,D,3,SNOW WC,2003-10-2 00:00,2003-10-2 00:00,-0.33, ,INCHES
LOS,D,3,SNOW WC,2003-10-3 00:00,2003-10-3 00:00,-0.27, ,INCHES
LOS,D,3,SNOW WC,2003-10-4 00:00,2003-10-4 00:00,-0.23, ,INCHES
LOS,D,3,SNOW WC,2003-10-5 00:00,2003-10-5 00:00,-0.27, ,INCHES
LOS,D,3,SNOW WC,2003-10-6 00:00,2003-10-6 00:00,-0.3, ,INCHES
LOS,D,3,SNOW WC,2003-10-7 00:00,2003-10-6 00:00,-0.3, ,INCHES
LOS,D,3,SNOW WC,2003-10-8 00:00,2003-10-8 00:00,-0.26, ,INCHES
LOS,D,3,SNOW WC,2003-10-9 00:00,2003-10-9 00:00,-0.24, ,INCHES
LOS,D,3,SNOW WC,2003-10-10 00:00,2003-10-10 00:00,-0.35, ,INCHES
LOS,D,3,SNOW WC,2003-10-11 00:00,2003-10-11 00:00,-0.26, ,INCHES
LOS,D,3,SNOW WC,2003-10-12 00:00,2003-10-12 00:00,-0.24, ,INCHES
LOS,D,3,SNOW WC,2003-10-13 00:00,2003-10-13 00:00,-0.36, ,INCHES
LOS,D,3,SNOW WC,2003-10-14 00:00,2003-10-14 00:00,-0.21, ,INCHES
LOS,D,3,SNOW WC,2003-10-15 00:00,2003-10-15 00:00,-0.2, ,INCHES
LOS,D,3,SNOW WC,2003-10-16 00:00,2003-10-16 00:00,-0.25, ,INCHES
LOS,D,3,SNOW WC,2003-10-17 00:00,2003-10-17 00:00,-0.21, ,INCHES
LOS,D,3,SNOW WC,2003-10-18 00:00,2003-10-18 00:00,-0.19, ,INCHES
LOS,D,3,SNOW WC,2003-10-19 00:00,2003-10-19 00:00,-0.21, ,INCHES
LOS,D,3,SNOW WC,2003-10-20 00:00,2003-10-20 00:00,-0.2, ,INCHES
LOS,D,3,SNOW WC,2003-10-21 00:00,2003-10-21 00:00,-0.26, ,INCHES
LOS,D,3,SNOW WC,2003-10-22 00:00,2003-10-22 00:00,1.52, ,INCHES
LOS,D,3,SNOW WC,2003-10-23 00:00,2003-10-23 00:00,0.04, ,INCHES
LOS,D,3,SNOW WC,2003-10-24 00:00,2003-10-24 00:00,-0.1, ,INCHES
LOS,D,3,SNOW WC,2003-10-25 00:00,2003-10-25 00:00,-0.04, ,INCHES
LOS,D,3,SNOW WC,2003-10-26 00:00,2003-10-26 00:00,-0.03, ,INCHES
LOS,D,3,SNOW WC,2003-10-27 00:00,2003-10-27 00:00,-0.07, ,INCHES
LOS,D,3,SNOW WC,2003-10-28 00:00,2003-10-28 00:00,0.04, ,INCHES
LOS,D,3,SNOW WC,2003-10-29 00:00,2003-10-29 00:00,0.08, ,INCHES
LOS,D,3,SNOW WC,2003-10-30 00:00,2003-10-30 00:00,-0.11, ,INCHES
LOS,D,3,SNOW WC,2003-10-31 00:00,2003-10-31 00:00,-0.16, ,INCHES
LOS,D,3,SNOW WC,2003-11-1 00:00,2003-11-1 00:00,0.96, ,INCHES
LOS,D,3,SNOW WC,2003-11-2 00:00,2003-11-2 00:00,0.88, ,INCHES
LOS,D,3,SNOW WC,2003-11-3 00:00,2003-11-3 00:00,2.71, ,INCHES
LOS,D,3,SNOW WC,2003-11-4 00:00,2003-11-4 00:00,2.96, ,INCHES
LOS,D,3,SNOW WC,2003-11-5 00:00,2003-11-5 00:00,3.05, ,INCHES
LOS,D,3,SNOW WC,2003-11-6 00:00,2003-11-6 00:00,2.94, ,INCHES
LOS,D,3,SNOW WC,2003-11-7 00:00,2003-11-7 00:00,2.91, ,INCHES
LOS,D,3,SNOW WC,2003-11-8 00:00,2003-11-8 00:00,3.36, ,INCHES
LOS,D,3,SNOW WC,2003-11-9 00:00,2003-11-9 00:00,3.69, ,INCHES
LOS,D,3,SNOW WC,2003-11-10 00:00,2003-11-10 00:00,5.24, ,INCHES
LOS,D,3,SNOW WC,2003-11-11 00:00,2003-11-11 00:00,5.19, ,INCHES
LOS,D,3,SNOW WC,2003-11-12 00:00,2003-11-12 00:00,5.09, ,INCHES
LOS,D,3,SNOW WC,2003-11-13 00:00,2003-11-13 00:00,5.09, ,INCHES
LOS,D,3,SNOW WC,2003-11-14 00:00,2003-11-14 00:00,5.02, ,INCHES
LOS,D,3,SNOW WC,2003-11-15 00:00,2003-11-15 00:00,6.22, ,INCHES
LOS,D,3,SNOW WC,2003-11-16 00:00,2003-11-16 00:00,7.0, ,INCHES
LOS,D,3,SNOW WC,2003-11-17 00:00,2003-11-17 00:00,7.13, ,INCHES
LOS,D,3,SNOW WC,2003-11-18 00:00,2003-11-18 00:00,7.02, ,INCHES
LOS,D,3,SNOW WC,2003-11-19 00:00,2003-11-19 00:00,7.07, ,INCHES
LOS,D,3,SNOW WC,2003-11-20 00:00,2003-11-20 00:00,6.96, ,INCHES
LOS,D,3,SNOW WC,2003-11-21 00:00,2003-11-21 00:00,6.86, ,INCHES
LOS,D,3,SNOW WC,2003-11-22 00:00,2003-11-22 00:00,6.63, ,INCHES
LOS,D,3,SNOW WC,2003-11-23 00:00,2003-11-23 00:00,6.38, ,INCHES
LOS,D,3,SNOW WC,2003-11-24 00:00,2003-11-24 00:00,6.39, ,INCHES
LOS,D,3,SNOW WC,2003-11-25 00:00,2003-11-25 00:00,6.32, ,INCHES
LOS,D,3,SNOW WC,2003-11-26 00:00,2003-11-26 00:00,6.29, ,INCHES
LOS,D,3,SNOW WC,2003-11-27 00:00,2003-11-27 00:00,6.13, ,INCHES
LOS,D,3,SNOW WC,2003-11-28 00:00,2003-11-28 00:00,6.21, ,INCHES
LOS,D,3,SNOW WC,2003-11-29 00:00,2003-11-29 00:00,6.51, ,INCHES
LOS,D,3,SNOW WC,2003-11-30 00:00,2003-11-30 00:00,6.24, ,INCHES
LOS,D,3,SNOW WC,2003-12-1 00:00,2003-12-1 00:00,5.83, ,INCHES
LOS,D,3,SNOW WC,2003-12-2 00:00,2003-12-2 00:00,6.18, ,INCHES
LOS,D,3,SNOW WC,2003-12-3 00:00,2003-12-3 00:00,6.06, ,INCHES
LOS,D,3,SNOW WC,2003-12-4 00:00,2003-12-4 00:00,5.94, ,INCHES
LOS,D,3,SNOW WC,2003-12-5 00:00,2003-12-5 00:00,5.52, ,INCHES
LOS,D,3,SNOW WC,2003-12-6 00:00,2003-12-6 00:00,5.99, ,INCHES
LOS,D,3,SNOW WC,2003-12-7 00:00,2003-12-7 00:00,12.56, ,INCHES
LOS,D,3,SNOW WC,2003-12-8 00:00,2003-12-8 00:00,-9999.0, ,INCHES
LOS,D,3,SNOW WC,2003-12-9 00:00,2003-12-9 00:00,13.5, ,INCHES
LOS,D,3,SNOW WC,2003-12-10 00:00,2003-12-10 00:00,12.57, ,INCHES
LOS,D,3,SNOW WC,2003-12-11 00:00,2003-12-11 00:00,15.47, ,INCHES
LOS,D,3,SNOW WC,2003-12-12 00:00,2003-12-12 00:00,15.67, ,INCHES
LOS,D,3,SNOW WC,2003-12-13 00:00,2003-12-13 00:00,17.37, ,INCHES
LOS,D,3,SNOW WC,2003-12-14 00:00,2003-12-14 00:00,18.21, ,INCHES
LOS,D,3,SNOW WC,2003-12-15 00:00,2003-12-15 00:00,19.26, ,INCHES
LOS,D,3,SNOW WC,2003-12-16 00:00,2003-12-16 00:00,18.98, ,INCHES
LOS,D,3,SNOW WC,2003-12-17 00:00,2003-12-17 00:00,18.79, ,INCHES
LOS,D,3,SNOW WC,2003-12-18 00:00,2003-12-18 00:00,18.54, ,INCHES
LOS,D,3,SNOW WC,2003-12-19 00:00,2003-12-19 00:00,18.51, ,INCHES
LOS,D,3,SNOW WC,2003-12-20 00:00,2003-12-20 00:00,18.65, ,INCHES
LOS,D,3,SNOW WC,2003-12-21 00:00,2003-12-21 00:00,19.5, ,INCHES
