datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2023-10-01 00:00:00+00:00,21000.0,P,12396500,87.62,P,85.73,P
2023-10-02 00:00:00+00:00,21100.0,P,12396500,87.63,P,85.76,P
2023-10-03 00:00:00+00:00,21300.0,P,12396500,87.98,P,86.48,P
2023-10-04 00:00:00+00:00,24100.0,P,12396500,89.28,P,88.18,P
2023-10-05 00:00:00+00:00,25900.0,P,12396500,89.18,P,87.77,P
2023-10-06 00:00:00+00:00,26500.0,P,12396500,89.28,P,87.84,P
2023-10-07 00:00:00+00:00,26600.0,P,12396500,89.34,P,87.92,P
2023-10-08 00:00:00+00:00,26500.0,P,12396500,89.38,P,88.01,P
2023-10-09 00:00:00+00:00,26100.0,P,12396500,89.07,P,87.54,P
2023-10-10 00:00:00+00:00,26100.0,P,12396500,88.91,P,87.25,P
2023-10-11 00:00:00+00:00,25800.0,P,12396500,88.76,P,87.03,P
2023-10-12 00:00:00+00:00,25700.0,P,12396500,88.85,P,87.22,P
2023-10-13 00:00:00+00:00,26200.0,P,12396500,89.21,P,87.77,P
2023-10-14 00:00:00+00:00,27100.0,P,12396500,89.62,P,88.3,P
2023-10-15 00:00:00+00:00,27300.0,P,12396500,90.03,P,88.87,P
2023-10-16 00:00:00+00:00,26400.0,P,12396500,89.24,P,87.79,P
2023-10-17 00:00:00+00:00,27700.0,P,12396500,89.82,P,88.51,P
2023-10-18 00:00:00+00:00,27200.0,P,12396500,89.91,P,88.71,P
2023-10-19 00:00:00+00:00,25400.0,P,12396500,89.76,P,88.72,P
2023-10-20 00:00:00+00:00,23700.0,P,12396500,89.39,P,88.28,P
2023-10-21 00:00:00+00:00,22700.0,P,12396500,88.67,P,87.41,P
2023-10-22 00:00:00+00:00,23500.0,P,12396500,89.86,P,88.99,P
2023-10-23 00:00:00+00:00,23300.0,P,12396500,89.53,P,88.55,P
2023-10-24 00:00:00+00:00,22700.0,P,12396500,89.26,P,88.23,P
2023-10-25 00:00:00+00:00,21300.0,P,12396500,88.88,P,87.87,P
2023-10-26 00:00:00+00:00,20200.0,P,12396500,88.6,P,87.55,P
2023-10-27 00:00:00+00:00,18800.0,P,12396500,87.86,P,86.67,P
2023-10-28 00:00:00+00:00,18400.0,P,12396500,88.08,P,87.12,P
2023-10-29 00:00:00+00:00,19000.0,P,12396500,89.33,P,88.72,P
2023-10-30 00:00:00+00:00,18200.0,P,12396500,88.28,P,87.25,P
2023-10-31 00:00:00+00:00,16000.0,P,12396500,86.4,P,84.52,P
2023-11-01 00:00:00+00:00,17500.0,P,12396500,86.54,P,84.34,P
2023-11-02 00:00:00+00:00,,,12396500,87.36,P,,
2023-11-03 00:00:00+00:00,20300.0,P,12396500,87.59,P,86.0,P
2023-11-04 00:00:00+00:00,20800.0,P,12396500,88.88,P,87.93,P
2023-11-05 00:00:00+00:00,21200.0,P,12396500,89.2,P,88.32,P
2023-11-06 00:00:00+00:00,20800.0,P,12396500,88.37,P,87.23,P
2023-11-07 00:00:00+00:00,16900.0,P,12396500,87.32,P,86.21,P
2023-11-08 00:00:00+00:00,15500.0,P,12396500,86.64,P,85.26,P
2023-11-09 00:00:00+00:00,17000.0,P,12396500,86.56,P,84.77,P
2023-11-10 00:00:00+00:00,17100.0,P,12396500,86.42,P,84.25,P
2023-11-11 00:00:00+00:00,18300.0,P,12396500,87.38,P,85.99,P
2023-11-12 00:00:00+00:00,18600.0,P,12396500,87.99,P,86.91,P
2023-11-13 00:00:00+00:00,18100.0,P,12396500,87.28,P,85.91,P
2023-11-14 00:00:00+00:00,15900.0,P,12396500,86.7,P,85.4,P
2023-11-15 00:00:00+00:00,13300.0,P,12396500,85.95,P,84.72,P
2023-11-16 00:00:00+00:00,12300.0,P,12396500,85.22,P,83.62,P
2023-11-17 00:00:00+00:00,12200.0,P,12396500,84.87,P,82.76,P
2023-11-18 00:00:00+00:00,11800.0,P,12396500,84.66,P,82.51,P
2023-11-19 00:00:00+00:00,9780.0,P,12396500,86.4,P,85.82,P
2023-11-20 00:00:00+00:00,8470.0,P,12396500,86.04,P,85.55,P
2023-11-21 00:00:00+00:00,7230.0,P,12396500,83.2,P,81.71,P
2023-11-22 00:00:00+00:00,8510.0,P,12396500,85.5,P,84.88,P
2023-11-23 00:00:00+00:00,7860.0,P,12396500,86.4,P,86.11,P
2023-11-24 00:00:00+00:00,7160.0,P,12396500,85.53,P,85.19,P
2023-11-25 00:00:00+00:00,7160.0,P,12396500,85.46,P,85.1,P
2023-11-26 00:00:00+00:00,8450.0,P,12396500,87.3,P,87.09,P
2023-11-27 00:00:00+00:00,8070.0,P,12396500,86.04,P,85.63,P
2023-11-28 00:00:00+00:00,7860.0,P,12396500,84.01,P,82.68,P
2023-11-29 00:00:00+00:00,10300.0,P,12396500,84.11,P,81.46,P
2023-11-30 00:00:00+00:00,12800.0,P,12396500,85.09,P,82.82,P
2023-12-01 00:00:00+00:00,12900.0,P,12396500,85.08,P,82.58,P
2023-12-02 00:00:00+00:00,11900.0,P,12396500,86.06,P,85.01,P
2023-12-03 00:00:00+00:00,10100.0,P,12396500,87.6,P,87.32,P
2023-12-04 00:00:00+00:00,8880.0,P,12396500,86.38,P,85.88,P
2023-12-05 00:00:00+00:00,9070.0,P,12396500,85.23,P,84.43,P
2023-12-06 00:00:00+00:00,14500.0,P,12396500,87.06,P,86.18,P
2023-12-07 00:00:00+00:00,22100.0,P,12396500,89.68,P,88.9,P
