datetime,00060_Mean,00060_Mean_cd,site_no,00060_adjusted for agency canal_Mean,00060_adjusted for agency canal_Mean_cd
1998-10-01 00:00:00+00:00,139.0,A,06294000,139.0,A
1998-10-02 00:00:00+00:00,142.0,A,06294000,142.0,A
1998-10-03 00:00:00+00:00,152.0,A,06294000,152.0,A
1998-10-04 00:00:00+00:00,167.0,A,06294000,167.0,A
1998-10-05 00:00:00+00:00,172.0,A,06294000,172.0,A
1998-10-06 00:00:00+00:00,174.0,A,06294000,174.0,A
1998-10-07 00:00:00+00:00,165.0,A,06294000,165.0,A
1998-10-08 00:00:00+00:00,168.0,A,06294000,168.0,A
1998-10-09 00:00:00+00:00,170.0,A,06294000,170.0,A
1998-10-10 00:00:00+00:00,169.0,A,06294000,169.0,A
1998-10-11 00:00:00+00:00,172.0,A,06294000,172.0,A
1998-10-12 00:00:00+00:00,169.0,A,06294000,169.0,A
1998-10-13 00:00:00+00:00,171.0,A,06294000,171.0,A
1998-10-14 00:00:00+00:00,178.0,A,06294000,178.0,A
1998-10-15 00:00:00+00:00,178.0,A,06294000,178.0,A
1998-10-16 00:00:00+00:00,174.0,A,06294000,174.0,A
1998-10-17 00:00:00+00:00,193.0,A,06294000,193.0,A
1998-10-18 00:00:00+00:00,211.0,A,06294000,211.0,A
1998-10-19 00:00:00+00:00,202.0,A,06294000,202.0,A
1998-10-20 00:00:00+00:00,177.0,A,06294000,177.0,A
1998-10-21 00:00:00+00:00,164.0,A,06294000,164.0,A
1998-10-22 00:00:00+00:00,159.0,A,06294000,159.0,A
1998-10-23 00:00:00+00:00,154.0,A,06294000,154.0,A
1998-10-24 00:00:00+00:00,155.0,A,06294000,155.0,A
1998-10-25 00:00:00+00:00,158.0,A,06294000,158.0,A
1998-10-26 00:00:00+00:00,155.0,A,06294000,155.0,A
1998-10-27 00:00:00+00:00,155.0,A,06294000,155.0,A
1998-10-28 00:00:00+00:00,162.0,A,06294000,162.0,A
1998-10-29 00:00:00+00:00,179.0,A,06294000,179.0,A
1998-10-30 00:00:00+00:00,205.0,A,06294000,205.0,A
1998-10-31 00:00:00+00:00,220.0,A,06294000,220.0,A
1998-11-01 00:00:00+00:00,198.0,A,06294000,198.0,A
1998-11-02 00:00:00+00:00,184.0,A,06294000,184.0,A
1998-11-03 00:00:00+00:00,183.0,A,06294000,183.0,A
1998-11-04 00:00:00+00:00,188.0,A,06294000,188.0,A
1998-11-05 00:00:00+00:00,188.0,A,06294000,188.0,A
1998-11-06 00:00:00+00:00,181.0,A,06294000,181.0,A
1998-11-07 00:00:00+00:00,174.0,A,06294000,174.0,A
1998-11-08 00:00:00+00:00,179.0,A,06294000,179.0,A
1998-11-09 00:00:00+00:00,178.0,A,06294000,178.0,A
1998-11-10 00:00:00+00:00,173.0,A,06294000,173.0,A
1998-11-11 00:00:00+00:00,166.0,A,06294000,166.0,A
1998-11-12 00:00:00+00:00,159.0,A,06294000,159.0,A
1998-11-13 00:00:00+00:00,160.0,A,06294000,160.0,A
1998-11-14 00:00:00+00:00,177.0,A,06294000,177.0,A
1998-11-15 00:00:00+00:00,161.0,A,06294000,161.0,A
1998-11-16 00:00:00+00:00,159.0,A,06294000,159.0,A
1998-11-17 00:00:00+00:00,163.0,A,06294000,163.0,A
1998-11-18 00:00:00+00:00,163.0,A,06294000,163.0,A
1998-11-19 00:00:00+00:00,166.0,A,06294000,166.0,A
1998-11-20 00:00:00+00:00,173.0,A,06294000,173.0,A
1998-11-21 00:00:00+00:00,173.0,A,06294000,173.0,A
1998-11-22 00:00:00+00:00,171.0,A,06294000,171.0,A
1998-11-23 00:00:00+00:00,172.0,A,06294000,172.0,A
1998-11-24 00:00:00+00:00,170.0,A,06294000,170.0,A
1998-11-25 00:00:00+00:00,170.0,A,06294000,170.0,A
1998-11-26 00:00:00+00:00,176.0,A,06294000,176.0,A
1998-11-27 00:00:00+00:00,171.0,A,06294000,171.0,A
1998-11-28 00:00:00+00:00,170.0,A,06294000,170.0,A
1998-11-29 00:00:00+00:00,167.0,A,06294000,167.0,A
1998-11-30 00:00:00+00:00,164.0,A,06294000,164.0,A
1998-12-01 00:00:00+00:00,163.0,A,06294000,163.0,A
1998-12-02 00:00:00+00:00,163.0,A,06294000,163.0,A
1998-12-03 00:00:00+00:00,163.0,A,06294000,163.0,A
1998-12-04 00:00:00+00:00,159.0,A,06294000,159.0,A
1998-12-05 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
1998-12-06 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1998-12-07 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1998-12-08 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
1998-12-09 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
1998-12-10 00:00:00+00:00,162.0,A,06294000,162.0,A
1998-12-11 00:00:00+00:00,187.0,A,06294000,187.0,A
1998-12-12 00:00:00+00:00,197.0,A,06294000,197.0,A
1998-12-13 00:00:00+00:00,198.0,A,06294000,198.0,A
1998-12-14 00:00:00+00:00,200.0,A,06294000,200.0,A
1998-12-15 00:00:00+00:00,191.0,A,06294000,191.0,A
1998-12-16 00:00:00+00:00,184.0,A,06294000,184.0,A
1998-12-17 00:00:00+00:00,186.0,A,06294000,186.0,A
1998-12-18 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1998-12-19 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1998-12-20 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1998-12-21 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1998-12-22 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1998-12-23 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1998-12-24 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
