date,WTEQ_DAILY
1971-10-01,0.0
1971-10-02,0.0
1971-10-03,0.0
1971-10-04,0.0
1971-10-05,0.0
1971-10-06,0.0
1971-10-07,0.0
1971-10-08,0.0
1971-10-09,0.0
1971-10-10,0.0
1971-10-11,0.0
1971-10-12,0.0
1971-10-13,0.0
1971-10-14,0.3
1971-10-15,0.4
1971-10-16,0.4
1971-10-17,0.3
1971-10-18,0.3
1971-10-19,0.6
1971-10-20,0.6
1971-10-21,0.5
1971-10-22,0.5
1971-10-23,0.6
1971-10-24,0.6
1971-10-25,0.6
1971-10-26,0.6
1971-10-27,0.6
1971-10-28,0.7
1971-10-29,0.7
1971-10-30,0.8
1971-10-31,1.0
1971-11-01,1.1
1971-11-02,1.1
1971-11-03,1.1
1971-11-04,1.1
1971-11-05,1.1
1971-11-06,1.1
1971-11-07,1.1
1971-11-08,1.1
1971-11-09,1.1
1971-11-10,1.1
1971-11-11,1.3
1971-11-12,1.3
1971-11-13,1.6
1971-11-14,1.6
1971-11-15,1.7
1971-11-16,1.8
1971-11-17,1.9
1971-11-18,1.9
1971-11-19,2.0
1971-11-20,2.0
1971-11-21,2.0
1971-11-22,1.9
1971-11-23,2.1
1971-11-24,2.4
1971-11-25,2.6
1971-11-26,3.1
1971-11-27,3.2
1971-11-28,3.4
1971-11-29,3.6
1971-11-30,3.6
1971-12-01,3.6
1971-12-02,3.7
1971-12-03,3.7
1971-12-04,3.7
1971-12-05,4.1
1971-12-06,4.1
1971-12-07,4.2
1971-12-08,4.3
1971-12-09,4.3
1971-12-10,4.4
1971-12-11,4.5
1971-12-12,4.5
1971-12-13,4.6
1971-12-14,4.7
1971-12-15,4.7
1971-12-16,4.7
1971-12-17,4.7
1971-12-18,4.7
1971-12-19,4.7
1971-12-20,4.8
1971-12-21,4.9
1971-12-22,5.1
1971-12-23,5.1
1971-12-24,5.3
1971-12-25,5.6
1971-12-26,5.6
1971-12-27,5.8
1971-12-28,5.9
1971-12-29,6.5
1971-12-30,8.0
1971-12-31,8.2
1972-01-01,8.5
1972-01-02,8.5
1972-01-03,8.6
1972-01-04,8.8
1972-01-05,8.8
1972-01-06,9.0
1972-01-07,9.2
1972-01-08,9.4
1972-01-09,9.7
1972-01-10,9.9
1972-01-11,10.2
1972-01-12,10.4
1972-01-13,10.5
1972-01-14,10.7
1972-01-15,10.9
1972-01-16,11.0
1972-01-17,11.3
1972-01-18,11.5
1972-01-19,11.8
1972-01-20,12.3
1972-01-21,12.4
1972-01-22,12.4
1972-01-23,12.4
1972-01-24,12.4
1972-01-25,12.5
1972-01-26,12.6
1972-01-27,12.8
1972-01-28,12.8
1972-01-29,12.8
1972-01-30,12.9
1972-01-31,12.9
1972-02-01,12.9
1972-02-02,12.9
1972-02-03,12.9
1972-02-04,13.0
1972-02-05,13.0
1972-02-06,13.0
1972-02-07,13.1
1972-02-08,13.1
1972-02-09,13.1
1972-02-10,13.1
1972-02-11,13.1
1972-02-12,13.3
1972-02-13,13.3
1972-02-14,13.4
1972-02-15,13.5
1972-02-16,13.5
1972-02-17,13.5
1972-02-18,13.5
1972-02-19,13.5
1972-02-20,13.6
1972-02-21,13.7
1972-02-22,13.7
1972-02-23,13.7
1972-02-24,13.7
1972-02-25,13.8
1972-02-26,13.9
1972-02-27,14.0
1972-02-28,14.0
1972-02-29,14.0
1972-03-01,14.6
1972-03-02,14.9
1972-03-03,15.0
1972-03-04,15.2
1972-03-05,15.6
1972-03-06,15.6
1972-03-07,15.6
1972-03-08,15.6
1972-03-09,15.6
1972-03-10,15.8
1972-03-11,15.8
1972-03-12,15.9
1972-03-13,15.9
1972-03-14,15.9
1972-03-15,16.0
1972-03-16,16.1
1972-03-17,16.5
1972-03-18,16.6
1972-03-19,16.6
1972-03-20,16.6
1972-03-21,16.6
1972-03-22,17.0
1972-03-23,17.0
1972-03-24,17.1
1972-03-25,17.3
1972-03-26,17.5
1972-03-27,17.6
1972-03-28,17.8
1972-03-29,17.8
1972-03-30,18.0
1972-03-31,18.0
1972-04-01,18.1
1972-04-02,18.1
1972-04-03,18.1
1972-04-04,18.3
1972-04-05,18.6
1972-04-06,19.1
1972-04-07,19.3
1972-04-08,19.5
1972-04-09,19.5
1972-04-10,19.5
1972-04-11,19.6
1972-04-12,19.6
1972-04-13,19.6
1972-04-14,19.6
1972-04-15,20.0
1972-04-16,20.0
1972-04-17,20.0
1972-04-18,20.1
1972-04-19,20.1
1972-04-20,20.1
1972-04-21,20.1
1972-04-22,20.0
1972-04-23,20.0
1972-04-24,20.0
1972-04-25,20.0
1972-04-26,19.8
1972-04-27,19.6
1972-04-28,19.5
1972-04-29,19.5
1972-04-30,19.5
1972-05-01,19.5
1972-05-02,19.3
1972-05-03,19.3
1972-05-04,19.1
1972-05-05,19.1
1972-05-06,19.1
1972-05-07,19.3
1972-05-08,19.3
1972-05-09,19.3
1972-05-10,19.3
1972-05-11,19.1
1972-05-12,18.0
1972-05-13,16.8
1972-05-14,16.0
1972-05-15,15.0
1972-05-16,14.2
1972-05-17,13.5
1972-05-18,13.0
1972-05-19,12.0
1972-05-20,11.5
1972-05-21,10.8
1972-05-22,10.0
1972-05-23,9.5
1972-05-24,9.2
1972-05-25,8.7
1972-05-26,7.7
1972-05-27,6.5
1972-05-28,5.8
1972-05-29,3.9
1972-05-30,1.9
1972-05-31,0.0
1972-06-01,0.0
1972-06-02,0.0
1972-06-03,0.0
1972-06-04,0.0
1972-06-05,0.0
1972-06-06,0.0
1972-06-07,0.0
1972-06-08,0.0
1972-06-09,0.0
1972-06-10,0.0
1972-06-11,0.0
1972-06-12,0.0
1972-06-13,0.0
1972-06-14,0.0
1972-06-15,0.0
1972-06-16,0.0
1972-06-17,0.0
1972-06-18,0.0
1972-06-19,0.0
1972-06-20,0.0
1972-06-21,0.0
1972-06-22,0.0
1972-06-23,0.0
1972-06-24,0.0
1972-06-25,0.0
