date,WTEQ_DAILY
1971-10-01,0.5
1971-10-02,0.0
1971-10-03,0.0
1971-10-04,0.0
1971-10-05,0.0
1971-10-06,0.0
1971-10-07,0.0
1971-10-08,0.0
1971-10-09,0.0
1971-10-10,0.0
1971-10-11,0.0
1971-10-12,0.0
1971-10-13,0.2
1971-10-14,0.2
1971-10-15,0.3
1971-10-16,0.0
1971-10-17,0.0
1971-10-18,0.0
1971-10-19,0.0
1971-10-20,0.0
1971-10-21,0.0
1971-10-22,0.0
1971-10-23,0.0
1971-10-24,0.0
1971-10-25,0.2
1971-10-26,0.3
1971-10-27,0.6
1971-10-28,0.6
1971-10-29,0.6
1971-10-30,0.6
1971-10-31,0.8
1971-11-01,0.8
1971-11-02,0.8
1971-11-03,1.2
1971-11-04,1.2
1971-11-05,1.2
1971-11-06,1.2
1971-11-07,1.1
1971-11-08,1.2
1971-11-09,1.2
1971-11-10,1.2
1971-11-11,0.9
1971-11-12,0.9
1971-11-13,0.8
1971-11-14,0.8
1971-11-15,0.9
1971-11-16,1.2
1971-11-17,1.6
1971-11-18,1.7
1971-11-19,1.7
1971-11-20,1.7
1971-11-21,1.7
1971-11-22,1.6
1971-11-23,1.7
1971-11-24,2.0
1971-11-25,2.0
1971-11-26,3.1
1971-11-27,3.3
1971-11-28,3.4
1971-11-29,3.6
1971-11-30,3.6
1971-12-01,3.7
1971-12-02,3.7
1971-12-03,3.9
1971-12-04,3.9
1971-12-05,4.5
1971-12-06,4.5
1971-12-07,4.8
1971-12-08,4.7
1971-12-09,4.7
1971-12-10,4.7
1971-12-11,4.7
1971-12-12,4.7
1971-12-13,4.7
1971-12-14,4.8
1971-12-15,4.8
1971-12-16,4.8
1971-12-17,5.0
1971-12-18,5.0
1971-12-19,5.0
1971-12-20,4.8
1971-12-21,4.8
1971-12-22,4.7
1971-12-23,4.8
1971-12-24,5.1
1971-12-25,5.5
1971-12-26,5.6
1971-12-27,5.5
1971-12-28,5.3
1971-12-29,5.5
1971-12-30,5.6
1971-12-31,5.8
1972-01-01,6.9
1972-01-02,6.9
1972-01-03,6.9
1972-01-04,7.0
1972-01-05,7.0
1972-01-06,7.0
1972-01-07,7.0
1972-01-08,7.0
1972-01-09,7.0
1972-01-10,8.0
1972-01-11,8.1
1972-01-12,8.1
1972-01-13,8.1
1972-01-14,8.1
1972-01-15,8.1
1972-01-16,8.1
1972-01-17,8.1
1972-01-18,8.0
1972-01-19,7.8
1972-01-20,7.8
1972-01-21,7.8
1972-01-22,8.1
1972-01-23,8.3
1972-01-24,8.3
1972-01-25,8.4
1972-01-26,8.6
1972-01-27,8.4
1972-01-28,8.4
1972-01-29,8.3
1972-01-30,8.3
1972-01-31,8.4
1972-02-01,8.4
1972-02-02,8.6
1972-02-03,8.7
1972-02-04,8.7
1972-02-05,8.9
1972-02-06,8.9
1972-02-07,9.4
1972-02-08,9.5
1972-02-09,9.7
1972-02-10,9.7
1972-02-11,9.7
1972-02-12,10.1
1972-02-13,10.3
1972-02-14,10.6
1972-02-15,10.6
1972-02-16,10.6
1972-02-17,10.6
1972-02-18,10.6
1972-02-19,10.9
1972-02-20,10.9
1972-02-21,10.6
1972-02-22,10.5
1972-02-23,10.5
1972-02-24,10.6
1972-02-25,10.8
1972-02-26,10.6
1972-02-27,10.5
1972-02-28,10.3
1972-02-29,10.3
1972-03-01,10.3
1972-03-02,10.6
1972-03-03,10.8
1972-03-04,10.9
1972-03-05,11.4
1972-03-06,11.1
1972-03-07,11.4
1972-03-08,11.2
1972-03-09,10.9
1972-03-10,11.5
1972-03-11,11.5
1972-03-12,11.5
1972-03-13,11.2
1972-03-14,10.3
1972-03-15,9.5
1972-03-16,8.9
1972-03-17,9.2
1972-03-18,9.4
1972-03-19,9.2
1972-03-20,8.7
1972-03-21,8.1
1972-03-22,8.7
1972-03-23,8.9
1972-03-24,9.7
1972-03-25,10.0
1972-03-26,10.3
1972-03-27,10.6
1972-03-28,10.6
1972-03-29,10.8
1972-03-30,10.9
1972-03-31,10.9
1972-04-01,10.8
1972-04-02,10.9
1972-04-03,10.8
1972-04-04,10.6
1972-04-05,10.0
1972-04-06,9.8
1972-04-07,10.1
1972-04-08,10.1
1972-04-09,10.0
1972-04-10,10.1
1972-04-11,10.3
1972-04-12,10.6
1972-04-13,10.6
1972-04-14,10.6
1972-04-15,11.2
1972-04-16,11.4
1972-04-17,12.0
1972-04-18,12.0
1972-04-19,12.2
1972-04-20,12.6
1972-04-21,12.8
1972-04-22,11.9
1972-04-23,11.5
1972-04-24,11.5
1972-04-25,11.2
1972-04-26,10.8
1972-04-27,9.4
1972-04-28,8.9
1972-04-29,9.7
1972-04-30,9.8
1972-05-01,9.7
1972-05-02,8.9
1972-05-03,8.1
1972-05-04,7.6
1972-05-05,7.2
1972-05-06,6.6
1972-05-07,5.6
1972-05-08,5.3
1972-05-09,4.5
1972-05-10,3.9
1972-05-11,3.1
1972-05-12,3.3
1972-05-13,2.0
1972-05-14,0.3
1972-05-15,0.0
1972-05-16,0.0
1972-05-17,0.0
1972-05-18,0.0
1972-05-19,0.0
1972-05-20,0.0
1972-05-21,0.0
1972-05-22,0.0
1972-05-23,0.0
1972-05-24,0.0
1972-05-25,0.0
1972-05-26,0.0
1972-05-27,0.0
1972-05-28,0.0
1972-05-29,0.0
1972-05-30,0.0
1972-05-31,0.0
1972-06-01,0.0
1972-06-02,0.0
1972-06-03,0.0
1972-06-04,0.0
1972-06-05,0.0
1972-06-06,0.0
1972-06-07,0.0
1972-06-08,0.0
1972-06-09,0.0
1972-06-10,0.0
1972-06-11,0.0
1972-06-12,0.0
1972-06-13,0.0
1972-06-14,0.0
1972-06-15,0.0
1972-06-16,0.0
1972-06-17,0.0
1972-06-18,0.0
1972-06-19,0.0
1972-06-20,0.0
1972-06-21,0.0
1972-06-22,0.0
1972-06-23,0.0
1972-06-24,0.0
1972-06-25,0.0
1972-06-26,0.0
1972-06-27,0.0
1972-06-28,0.0
1972-06-29,0.0
1972-06-30,0.0
1972-07-01,0.0
1972-07-02,0.0
1972-07-03,0.0
1972-07-04,0.0
1972-07-05,0.0
1972-07-06,0.0
1972-07-07,0.0
1972-07-08,0.0
1972-07-09,0.0
1972-07-10,0.0
1972-07-11,0.0
1972-07-12,0.0
1972-07-13,0.0
1972-07-14,0.0
1972-07-15,0.0
1972-07-16,0.0
1972-07-17,0.0
1972-07-18,0.0
1972-07-19,0.0
1972-07-20,0.0
1972-07-21,0.0
