datetime,00060_Mean,00060_Mean_cd,site_no,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
2003-10-01 00:00:00+00:00,3940.0,A,06329500,23.0,A,245.0,A
2003-10-02 00:00:00+00:00,3940.0,A,06329500,20.0,A,213.0,A
2003-10-03 00:00:00+00:00,3930.0,A,06329500,19.0,A,202.0,A
2003-10-04 00:00:00+00:00,4000.0,A,06329500,18.0,A,194.0,A
2003-10-05 00:00:00+00:00,4110.0,A,06329500,19.0,A,211.0,A
2003-10-06 00:00:00+00:00,4110.0,A,06329500,18.0,A,200.0,A
2003-10-07 00:00:00+00:00,4090.0,A,06329500,18.0,A,199.0,A
2003-10-08 00:00:00+00:00,4050.0,A,06329500,20.0,A,219.0,A
2003-10-09 00:00:00+00:00,4030.0,A,06329500,21.0,A,229.0,A
2003-10-10 00:00:00+00:00,3950.0,A,06329500,18.0,A,192.0,A
2003-10-11 00:00:00+00:00,3910.0,A,06329500,16.0,A,169.0,A
2003-10-12 00:00:00+00:00,3870.0,A,06329500,14.0,A,146.0,A
2003-10-13 00:00:00+00:00,3850.0,A,06329500,13.0,A,135.0,A
2003-10-14 00:00:00+00:00,3990.0,A,06329500,12.0,A,129.0,A
2003-10-15 00:00:00+00:00,4100.0,A,06329500,12.0,A,133.0,A
2003-10-16 00:00:00+00:00,4260.0,A,06329500,12.0,A,138.0,A
2003-10-17 00:00:00+00:00,4310.0,A,06329500,13.0,A,151.0,A
2003-10-18 00:00:00+00:00,4450.0,A,06329500,15.0,A,180.0,A
2003-10-19 00:00:00+00:00,4490.0,A,06329500,18.0,A,218.0,A
2003-10-20 00:00:00+00:00,4480.0,A,06329500,22.0,A,266.0,A
2003-10-21 00:00:00+00:00,4420.0,A,06329500,21.0,A,251.0,A
2003-10-22 00:00:00+00:00,4390.0,A,06329500,17.0,A,202.0,A
2003-10-23 00:00:00+00:00,4540.0,A,06329500,21.0,A,257.0,A
2003-10-24 00:00:00+00:00,4740.0,A,06329500,25.0,A,320.0,A
2003-10-25 00:00:00+00:00,4550.0,A,06329500,24.0,A,295.0,A
2003-10-26 00:00:00+00:00,4400.0,A,06329500,23.0,A,273.0,A
2003-10-27 00:00:00+00:00,4310.0,A,06329500,30.0,A,349.0,A
2003-10-28 00:00:00+00:00,4400.0,A,06329500,40.0,A,475.0,A
