date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2009-10-01,0.0,0.0,25.0,30.4,18.0,0.0
2009-10-02,0.0,0.0,32.5,42.3,22.8,0.0
2009-10-03,0.1,1.0,34.7,47.5,22.6,0.1
2009-10-04,0.5,4.0,33.6,40.3,28.4,0.5
2009-10-05,0.5,3.0,31.1,37.4,21.7,0.5
2009-10-06,0.7,4.0,31.5,40.8,18.1,0.6
2009-10-07,0.7,3.0,41.0,51.1,33.4,0.6
2009-10-08,0.7,3.0,27.3,35.4,22.3,0.6
2009-10-09,0.7,3.0,30.6,41.9,20.8,0.6
2009-10-10,0.7,3.0,37.8,46.8,24.4,0.6
2009-10-11,0.7,3.0,37.9,45.1,32.5,0.6
2009-10-12,0.7,3.0,39.2,49.5,31.5,0.5
2009-10-13,0.8,3.0,38.1,47.3,31.3,0.5
2009-10-14,0.8,2.0,41.2,47.1,36.5,0.3
2009-10-15,0.8,2.0,36.7,43.2,31.3,0.3
2009-10-16,0.8,2.0,36.1,47.1,26.1,0.2
2009-10-17,0.8,2.0,39.6,52.9,27.1,0.2
2009-10-18,0.8,1.0,48.0,54.3,39.9,0.2
2009-10-19,0.8,1.0,42.6,53.8,33.3,0.2
2009-10-20,0.9,2.0,35.2,49.1,26.2,0.3
2009-10-21,1.2,3.0,25.5,27.9,22.1,0.5
2009-10-22,1.2,4.0,27.0,34.7,17.1,0.6
2009-10-23,1.3,2.0,32.7,39.6,26.6,0.6
2009-10-24,1.3,2.0,34.2,40.5,28.2,0.6
2009-10-25,1.3,3.0,19.6,29.7,6.4,0.6
2009-10-26,1.4,4.0,26.1,37.8,6.1,0.7
2009-10-27,1.9,7.0,32.2,42.1,20.5,1.1
2009-10-28,2.7,14.0,14.4,20.7,10.0,1.8
2009-10-29,2.9,19.0,11.1,16.5,8.4,2.1
2009-10-30,3.1,14.0,23.7,32.2,9.1,2.1
2009-10-31,3.2,14.0,37.6,47.5,28.0,2.1
2009-11-01,3.2,13.0,37.2,45.7,28.0,2.1
2009-11-02,3.2,8.0,36.3,43.0,27.5,2.1
2009-11-03,3.2,11.0,40.6,45.9,35.6,2.1
2009-11-04,3.2,11.0,42.3,54.1,28.4,2.0
2009-11-05,3.2,10.0,44.4,53.2,37.4,2.0
2009-11-06,3.2,10.0,43.3,51.1,38.3,2.0
2009-11-07,3.2,9.0,38.7,50.7,29.5,2.0
2009-11-08,3.2,10.0,35.2,44.6,27.3,2.0
2009-11-09,3.2,10.0,30.6,42.8,24.4,2.0
2009-11-10,3.2,9.0,35.2,46.8,25.3,2.0
2009-11-11,3.2,9.0,39.0,49.6,28.0,2.0
2009-11-12,3.2,8.0,39.7,47.7,32.9,2.0
2009-11-13,3.2,8.0,30.0,38.3,24.4,2.0
2009-11-14,4.0,14.0,21.7,28.9,16.0,2.7
2009-11-15,4.1,16.0,13.1,21.2,2.8,2.8
2009-11-16,4.2,18.0,18.1,32.9,5.0,2.9
2009-11-17,4.2,15.0,24.4,38.5,18.1,2.9
2009-11-18,4.2,14.0,26.2,41.7,19.2,2.9
2009-11-19,4.2,10.0,22.5,33.4,13.5,2.9
2009-11-20,4.2,15.0,25.3,39.7,13.1,2.9
2009-11-21,4.2,15.0,32.7,41.5,18.1,2.9
2009-11-22,4.2,15.0,25.2,35.1,10.8,2.9
2009-11-23,4.2,15.0,14.7,25.9,8.6,2.9
2009-11-24,4.3,15.0,28.0,36.7,12.0,2.9
2009-11-25,4.3,15.0,32.5,38.5,22.6,2.9
2009-11-26,4.3,14.0,36.3,43.7,32.0,2.9
2009-11-27,4.3,15.0,32.9,46.2,23.4,2.9
2009-11-28,4.3,15.0,23.9,35.6,14.4,2.9
2009-11-29,4.3,14.0,18.1,27.0,11.8,2.9
2009-11-30,4.3,14.0,29.7,41.9,15.6,2.9
2009-12-01,4.3,14.0,25.5,34.3,11.1,2.9
2009-12-02,4.3,16.0,-0.6,11.7,-13.2,2.9
2009-12-03,4.3,16.0,-4.7,3.7,-17.0,2.9
2009-12-04,4.3,15.0,13.6,22.8,-2.4,2.9
2009-12-05,4.3,15.0,17.1,30.4,3.0,2.9
2009-12-06,4.4,16.0,-2.2,3.2,-8.0,3.0
2009-12-07,4.5,16.0,12.4,20.8,-3.6,3.1
2009-12-08,4.5,17.0,5.0,21.4,-8.3,3.1
2009-12-09,4.5,16.0,-1.1,4.3,-4.9,3.1
2009-12-10,4.7,16.0,10.9,18.7,-2.2,3.2
2009-12-11,4.7,16.0,21.4,30.2,15.6,3.2
2009-12-12,4.7,11.0,23.7,27.3,20.8,3.2
2009-12-13,4.9,19.0,23.4,26.8,17.2,3.3
2009-12-14,4.9,18.0,16.9,25.3,7.0,3.3
2009-12-15,5.0,17.0,27.9,37.0,10.9,3.4
2009-12-16,5.0,17.0,31.8,36.9,28.4,3.4
2009-12-17,5.0,17.0,25.9,30.9,20.7,3.4
2009-12-18,5.0,17.0,15.3,25.0,4.6,3.4
2009-12-19,5.0,17.0,27.5,34.2,8.8,3.4
2009-12-20,5.0,16.0,32.0,37.0,28.0,3.4
2009-12-21,5.0,17.0,28.2,35.1,19.2,3.4
2009-12-22,5.0,17.0,23.5,31.3,18.0,3.4
2009-12-23,5.1,23.0,14.5,21.9,-0.6,3.5
2009-12-24,5.1,20.0,5.0,8.1,-1.1,3.5
2009-12-25,5.2,16.0,2.8,6.3,0.3,3.5
2009-12-26,5.2,18.0,13.1,21.9,2.5,3.5
2009-12-27,5.2,15.0,11.3,22.6,4.5,3.5
2009-12-28,5.2,18.0,10.9,24.1,3.4,3.5
2009-12-29,5.3,19.0,19.8,28.9,13.5,3.6
2009-12-30,5.3,18.0,14.9,21.6,6.3,3.6
2009-12-31,5.3,18.0,14.2,25.7,6.1,3.6
2010-01-01,5.3,15.0,28.0,35.6,25.0,3.6
2010-01-02,5.3,17.0,21.9,28.0,12.9,3.6
2010-01-03,5.3,17.0,15.4,21.7,10.0,3.6
2010-01-04,5.4,13.0,21.9,30.0,12.6,3.6
2010-01-05,5.4,17.0,27.9,34.2,23.4,3.6
2010-01-06,5.4,19.0,21.9,29.7,3.0,3.6
2010-01-07,5.4,17.0,11.7,18.0,5.9,3.6
2010-01-08,5.4,18.0,20.1,29.1,7.7,3.6
2010-01-09,5.4,18.0,25.9,37.9,16.2,3.6
2010-01-10,5.4,18.0,20.8,35.4,14.0,3.6
2010-01-11,5.5,18.0,21.6,36.0,12.9,3.6
2010-01-12,5.5,18.0,28.9,45.9,20.7,3.6
2010-01-13,5.5,18.0,28.8,37.6,15.4,3.6
2010-01-14,5.5,18.0,22.3,31.5,14.9,3.6
2010-01-15,5.5,18.0,25.7,34.2,15.1,3.6
2010-01-16,5.5,17.0,32.0,42.1,24.4,3.6
2010-01-17,5.5,17.0,29.1,37.0,20.1,3.6
2010-01-18,5.5,18.0,23.9,36.0,16.7,3.6
2010-01-19,5.5,18.0,22.5,32.5,9.9,3.6
2010-01-20,5.5,17.0,18.7,25.7,9.7,3.6
2010-01-21,5.5,17.0,24.1,32.9,10.2,3.6
2010-01-22,5.5,18.0,26.4,33.8,16.7,3.6
2010-01-23,5.5,18.0,15.1,22.1,10.0,3.6
2010-01-24,5.5,18.0,11.5,15.8,10.0,3.6
2010-01-25,5.5,18.0,19.4,25.7,10.8,3.6
2010-01-26,5.6,17.0,24.3,36.0,12.9,3.6
2010-01-27,5.7,18.0,21.2,31.3,15.4,3.7
2010-01-28,5.7,18.0,20.7,30.7,13.3,3.7
2010-01-29,5.7,18.0,18.9,28.6,12.2,3.7
2010-01-30,5.7,18.0,23.9,34.7,16.0,3.7
2010-01-31,5.7,19.0,22.3,35.1,15.3,3.7
2010-02-01,5.7,18.0,16.7,25.7,11.8,3.7
2010-02-02,5.7,18.0,21.9,38.1,9.0,3.7
2010-02-03,5.8,19.0,22.1,31.8,12.7,3.8
2010-02-04,5.8,20.0,19.2,26.8,14.4,3.8
2010-02-05,5.8,19.0,23.5,29.8,16.2,3.8
2010-02-06,5.8,20.0,21.9,30.9,11.1,3.8
2010-02-07,5.8,20.0,13.8,19.2,6.8,3.8
2010-02-08,5.8,20.0,7.5,15.8,-0.8,3.8
2010-02-09,5.8,20.0,13.5,26.2,2.5,3.8
2010-02-10,5.9,18.0,17.1,27.3,4.1,3.9
2010-02-11,5.9,19.0,17.1,23.2,12.7,3.9
2010-02-12,5.9,20.0,20.1,27.7,13.8,3.9
2010-02-13,5.9,20.0,18.9,26.6,13.3,3.9
2010-02-14,5.9,21.0,9.7,16.3,3.0,3.9
2010-02-15,5.9,20.0,13.6,26.6,1.8,3.9
2010-02-16,6.0,20.0,18.9,25.9,10.2,3.9
2010-02-17,6.0,21.0,23.0,31.1,11.5,4.0
2010-02-18,6.0,21.0,16.5,30.2,6.4,4.0
2010-02-19,6.2,22.0,16.2,26.2,5.5,4.1
2010-02-20,6.2,23.0,14.4,25.5,4.5,4.2
2010-02-21,6.4,23.0,8.6,15.1,2.3,4.3
2010-02-22,6.4,23.0,7.5,16.9,0.9,4.3
2010-02-23,6.5,24.0,17.2,26.4,6.3,4.4
2010-02-24,6.5,23.0,24.1,34.3,16.7,4.4
2010-02-25,6.5,23.0,20.1,27.0,12.2,4.4
2010-02-26,6.5,23.0,18.5,27.9,10.9,4.4
2010-02-27,6.5,22.0,27.0,41.0,15.3,4.4
2010-02-28,6.7,23.0,23.2,28.2,17.6,4.5
2010-03-01,6.7,22.0,20.8,27.9,16.5,4.6
2010-03-02,6.7,24.0,24.4,39.4,11.1,4.6
2010-03-03,6.7,23.0,27.1,41.0,15.4,4.6
2010-03-04,6.7,23.0,25.3,37.0,12.4,4.6
2010-03-05,6.8,24.0,22.8,26.6,16.7,4.6
2010-03-06,6.8,24.0,27.3,39.7,16.9,4.6
2010-03-07,7.0,23.0,30.2,43.3,17.2,4.8
2010-03-08,7.0,27.0,25.5,30.2,20.3,4.8
2010-03-09,7.5,32.0,23.4,33.3,11.5,5.2
2010-03-10,7.7,34.0,18.7,28.0,9.3,5.4
2010-03-11,7.7,32.0,16.9,24.6,12.7,5.4
2010-03-12,7.7,30.0,24.4,36.5,12.9,5.4
2010-03-13,7.7,30.0,26.1,40.3,11.8,5.4
2010-03-14,8.2,36.0,21.4,25.0,12.6,5.9
2010-03-15,8.2,35.0,21.2,35.1,9.1,5.9
2010-03-16,8.3,33.0,29.7,41.5,14.9,5.9
2010-03-17,8.3,31.0,35.2,49.3,23.2,5.9
2010-03-18,8.3,31.0,33.1,47.3,20.3,5.9
2010-03-19,8.6,35.0,11.3,20.5,-3.1,6.3
2010-03-20,8.8,36.0,10.9,21.6,-8.0,6.4
2010-03-21,8.9,35.0,30.6,43.3,15.8,6.5
2010-03-22,8.9,33.0,33.3,43.7,21.6,6.4
2010-03-23,9.5,40.0,23.0,33.6,14.0,7.0
2010-03-24,9.6,40.0,17.6,26.6,10.6,7.1
2010-03-25,9.8,40.0,25.5,39.0,7.7,7.2
2010-03-26,9.8,39.0,23.5,29.7,17.1,7.2
2010-03-27,9.9,39.0,20.5,27.0,16.2,7.3
2010-03-28,10.0,37.0,31.3,42.1,17.1,7.4
2010-03-29,10.0,33.0,39.2,50.2,28.6,7.3
2010-03-30,10.0,31.0,45.7,56.3,38.1,7.2
2010-03-31,10.0,31.0,39.9,49.5,32.0,7.2
2010-04-01,10.0,31.0,26.6,39.4,10.6,7.2
2010-04-02,10.0,32.0,16.3,25.0,9.1,7.2
2010-04-03,10.0,32.0,25.0,32.4,18.1,7.2
2010-04-04,10.1,31.0,31.5,39.7,21.2,7.2
2010-04-05,10.1,30.0,35.6,44.6,29.8,7.2
2010-04-06,10.1,31.0,19.0,30.4,13.5,7.2
2010-04-07,10.2,32.0,20.8,29.8,13.6,7.3
2010-04-08,10.3,31.0,34.0,45.0,19.9,7.3
2010-04-09,10.3,28.0,36.9,47.7,26.4,7.3
2010-04-10,10.3,28.0,34.2,46.8,23.0,7.3
2010-04-11,10.4,26.0,41.9,52.7,32.5,7.3
2010-04-12,10.4,25.0,41.9,52.3,32.0,7.3
2010-04-13,10.4,27.0,31.8,39.9,23.5,7.5
2010-04-14,10.5,25.0,34.0,50.0,17.4,7.5
2010-04-15,10.5,24.0,36.3,46.0,26.2,7.3
2010-04-16,10.5,25.0,32.9,38.7,29.5,7.3
2010-04-17,10.6,24.0,34.2,44.4,29.3,7.4
2010-04-18,10.6,24.0,38.1,51.1,28.0,7.3
2010-04-19,10.6,22.0,38.3,52.0,27.9,7.1
2010-04-20,10.6,21.0,40.5,52.2,31.5,6.8
2010-04-21,11.5,28.0,36.9,48.9,29.7,7.4
2010-04-22,12.0,30.0,32.7,40.3,26.4,7.8
2010-04-23,12.2,27.0,26.2,29.1,25.0,7.9
2010-04-24,12.2,25.0,28.0,34.0,22.8,7.9
2010-04-25,12.4,27.0,30.4,40.3,17.8,8.1
2010-04-26,12.5,28.0,26.6,34.7,16.9,8.2
2010-04-27,12.6,24.0,39.7,50.4,22.6,8.1
2010-04-28,12.6,23.0,43.0,51.4,26.4,7.9
2010-04-29,12.7,23.0,24.3,32.7,15.6,8.0
2010-04-30,12.9,22.0,22.1,32.9,15.4,8.1
2010-05-01,13.2,24.0,25.0,35.8,18.0,8.3
2010-05-02,13.2,23.0,22.5,29.1,13.6,8.2
2010-05-03,13.2,24.0,32.5,43.5,19.4,8.2
2010-05-04,13.2,23.0,40.3,48.9,34.0,8.1
2010-05-05,13.2,20.0,43.0,53.8,33.8,8.0
2010-05-06,13.2,17.0,36.1,49.5,20.3,7.6
2010-05-07,13.2,20.0,26.4,38.8,16.0,7.4
2010-05-08,13.2,20.0,31.1,37.6,18.1,7.4
2010-05-09,13.2,18.0,43.9,54.9,30.4,6.9
2010-05-10,13.2,17.0,36.9,43.2,28.0,6.9
2010-05-11,13.8,21.0,27.5,29.7,23.2,7.3
2010-05-12,14.3,25.0,24.4,29.5,20.5,7.7
2010-05-13,14.8,27.0,25.3,30.6,16.9,8.1
2010-05-14,15.4,30.0,31.8,41.0,24.6,8.7
2010-05-15,15.4,28.0,32.9,41.4,25.0,8.7
2010-05-16,15.4,24.0,37.0,47.5,29.1,8.6
2010-05-17,15.4,24.0,41.7,55.0,28.4,8.5
2010-05-18,15.4,18.0,41.5,53.4,32.5,8.3
2010-05-19,15.5,21.0,38.1,46.2,32.4,8.0
2010-05-20,15.5,19.0,43.0,53.6,35.2,7.7
2010-05-21,15.5,16.0,47.5,60.1,31.5,7.0
2010-05-22,15.5,13.0,50.4,59.5,40.5,5.9
2010-05-23,15.5,11.0,41.5,48.6,28.9,5.0
2010-05-24,15.5,10.0,38.1,46.6,29.3,4.7
2010-05-25,15.5,7.0,38.8,48.9,27.7,4.0
2010-05-26,15.5,5.0,43.3,56.3,30.9,3.2
2010-05-27,15.5,1.0,49.8,66.0,36.5,2.3
2010-05-28,15.5,0.0,55.0,67.5,40.8,1.0
2010-05-29,15.5,0.0,48.2,62.6,32.2,0.4
2010-05-30,15.5,0.0,39.6,48.9,31.1,0.0
2010-05-31,15.5,0.0,47.1,59.9,36.5,0.0
2010-06-01,15.5,0.0,48.7,60.3,34.5,0.0
2010-06-02,15.6,0.0,45.9,55.0,34.0,0.0
2010-06-03,15.6,0.0,51.8,56.3,48.7,0.0
2010-06-04,15.6,0.0,56.1,65.7,41.9,0.0
2010-06-05,15.6,0.0,55.6,64.4,44.6,0.0
2010-06-06,15.6,0.0,57.4,71.2,41.5,0.0
2010-06-07,15.6,0.0,59.5,71.1,46.0,0.0
2010-06-08,15.6,0.0,49.1,64.2,42.4,0.0
2010-06-09,15.6,0.0,56.7,71.1,43.9,0.0
2010-06-10,15.6,0.0,52.2,61.0,40.3,0.0
2010-06-11,17.1,0.0,42.4,46.6,38.5,0.0
2010-06-12,17.5,0.0,35.1,39.7,34.0,0.0
2010-06-13,19.4,0.0,35.4,41.2,33.8,0.9
2010-06-14,19.7,0.0,37.4,46.2,31.5,0.6
2010-06-15,19.8,0.0,45.3,56.8,30.4,0.0
2010-06-16,19.8,0.0,53.6,64.6,38.3,0.0
2010-06-17,19.8,0.0,51.4,62.2,41.2,0.0
2010-06-18,19.8,0.0,54.1,69.3,41.4,0.0
2010-06-19,19.8,0.0,53.1,70.3,37.2,0.0
2010-06-20,19.8,0.0,51.8,68.7,39.0,0.0
2010-06-21,19.8,0.0,53.2,69.1,38.8,0.0
2010-06-22,19.8,0.0,54.9,69.3,39.6,0.0
2010-06-23,19.8,0.0,49.5,60.3,36.7,0.0
2010-06-24,19.8,0.0,56.1,70.0,40.1,0.0
2010-06-25,19.9,0.0,57.2,70.5,45.7,0.0
2010-06-26,19.9,0.0,53.1,66.9,41.9,0.0
2010-06-27,20.0,0.0,48.0,61.7,39.0,0.0
2010-06-28,20.0,0.0,52.3,66.0,38.8,0.0
2010-06-29,20.0,0.0,53.8,66.2,41.2,0.0
2010-06-30,20.0,0.0,56.1,66.9,47.8,0.0
2010-07-01,20.0,0.0,55.0,65.7,45.9,0.0
2010-07-02,20.2,0.0,50.9,64.6,42.1,0.0
2010-07-03,20.2,0.0,56.3,70.2,41.9,0.0
2010-07-04,20.2,0.0,46.4,54.0,36.3,0.0
2010-07-05,20.2,0.0,48.6,62.4,35.6,0.0
2010-07-06,20.3,0.0,52.0,65.1,38.3,0.0
2010-07-07,20.5,0.0,43.2,47.7,40.5,0.0
2010-07-08,20.7,0.0,43.5,54.9,36.7,0.0
2010-07-09,20.7,0.0,47.8,59.7,34.3,0.0
2010-07-10,20.8,0.0,53.2,64.2,41.7,0.0
2010-07-11,20.9,0.0,52.0,64.6,42.4,0.0
2010-07-12,20.9,0.0,56.8,65.3,46.8,0.0
2010-07-13,20.9,0.0,62.1,73.2,53.2,0.0
2010-07-14,20.9,0.0,58.5,73.8,47.5,0.0
2010-07-15,20.9,0.0,58.6,70.9,45.9,0.0
2010-07-16,20.9,0.0,60.1,72.3,44.8,0.0
2010-07-17,20.9,0.0,61.2,71.6,47.8,0.0
2010-07-18,21.0,0.0,56.1,67.6,45.1,0.0
2010-07-19,21.0,0.0,62.1,74.5,52.0,0.0
2010-07-20,21.4,0.0,55.2,66.6,48.2,0.0
2010-07-21,21.4,0.0,55.0,63.0,47.5,0.0
