date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2009-10-01,0.0,2.0,23.9,0.3
2009-10-02,0.2,1.0,31.3,0.1
2009-10-03,0.3,0.0,37.9,0.0
2009-10-04,0.7,3.0,34.7,0.3
2009-10-05,0.9,2.0,24.1,0.4
2009-10-06,1.0,1.0,27.0,0.1
2009-10-07,1.0,0.0,35.8,0.0
2009-10-08,1.0,0.0,30.0,0.0
2009-10-09,1.0,0.0,33.4,0.0
2009-10-10,1.0,0.0,32.4,0.0
2009-10-11,1.3,0.0,37.6,0.0
2009-10-12,1.3,0.0,42.3,0.0
2009-10-13,1.6,0.0,38.7,0.0
2009-10-14,1.8,0.0,38.8,0.0
2009-10-15,1.8,0.0,36.7,0.0
2009-10-16,1.8,0.0,38.1,0.0
2009-10-17,1.8,0.0,47.1,0.0
2009-10-18,1.8,0.0,51.3,0.0
2009-10-19,1.9,0.0,45.0,0.0
2009-10-20,1.9,0.0,33.6,0.0
2009-10-21,2.0,0.0,33.4,0.0
2009-10-22,2.0,0.0,34.9,0.0
2009-10-23,2.1,0.0,34.2,0.0
2009-10-24,2.1,0.0,33.4,0.0
2009-10-25,2.1,0.0,24.3,0.0
2009-10-26,2.2,0.0,33.4,0.0
2009-10-27,2.5,5.0,23.7,0.4
2009-10-28,2.6,5.0,18.0,0.5
2009-10-29,2.8,4.0,16.3,0.6
2009-10-30,2.8,4.0,27.9,0.6
2009-10-31,2.8,2.0,32.9,0.5
2009-11-01,2.9,1.0,35.6,0.3
2009-11-02,2.9,1.0,36.5,0.1
2009-11-03,2.9,0.0,39.9,0.0
2009-11-04,2.9,0.0,44.6,0.0
2009-11-05,2.9,0.0,46.6,0.0
2009-11-06,2.9,0.0,41.7,0.0
2009-11-07,2.9,0.0,37.9,0.0
2009-11-08,2.9,0.0,30.7,0.0
2009-11-09,2.9,0.0,35.2,0.0
2009-11-10,2.9,0.0,40.6,0.0
2009-11-11,2.9,0.0,42.6,0.0
2009-11-12,3.6,5.0,33.1,0.8
2009-11-13,3.6,4.0,19.6,0.8
2009-11-14,3.8,7.0,16.9,1.1
2009-11-15,3.8,7.0,13.1,1.1
2009-11-16,3.9,6.0,24.6,1.1
2009-11-17,3.9,5.0,33.6,1.1
2009-11-18,3.9,5.0,32.9,1.1
2009-11-19,3.9,5.0,25.2,1.1
2009-11-20,4.0,4.0,33.8,1.2
2009-11-21,4.0,5.0,23.5,1.3
2009-11-22,4.3,8.0,22.5,1.6
2009-11-23,4.4,10.0,13.3,1.6
2009-11-24,4.4,9.0,18.0,1.6
2009-11-25,4.4,8.0,26.1,1.6
2009-11-26,4.4,7.0,36.3,1.6
2009-11-27,4.4,7.0,37.4,1.6
2009-11-28,4.4,8.0,27.3,1.6
2009-11-29,4.4,8.0,19.6,1.6
2009-11-30,4.4,7.0,27.3,1.6
2009-12-01,4.4,7.0,24.4,1.6
2009-12-02,4.4,8.0,11.1,1.6
2009-12-03,4.4,8.0,-1.8,1.6
2009-12-04,4.5,7.0,16.2,1.7
2009-12-05,4.6,7.0,14.0,1.8
2009-12-06,4.7,8.0,5.0,1.9
2009-12-07,4.8,9.0,15.1,2.1
2009-12-08,4.9,10.0,3.6,2.2
2009-12-09,4.9,10.0,-0.2,2.2
2009-12-10,5.1,10.0,9.3,2.2
2009-12-11,5.2,9.0,19.4,2.3
2009-12-12,5.5,13.0,24.8,2.6
2009-12-13,7.4,32.0,23.0,4.5
2009-12-14,7.4,32.0,17.4,4.5
2009-12-15,7.4,28.0,24.4,4.5
2009-12-16,7.4,25.0,33.3,4.5
2009-12-17,7.4,24.0,25.2,4.5
2009-12-18,7.4,24.0,17.6,4.5
2009-12-19,7.4,22.0,22.1,4.5
2009-12-20,7.4,21.0,34.2,4.5
2009-12-21,7.4,21.0,27.9,4.5
2009-12-22,7.5,22.0,25.0,4.6
2009-12-23,7.5,24.0,15.1,4.6
2009-12-24,7.7,23.0,4.6,4.7
2009-12-25,7.7,24.0,10.4,4.7
2009-12-26,7.7,23.0,10.0,4.7
2009-12-27,7.7,22.0,15.4,4.7
2009-12-28,7.7,22.0,18.9,4.8
2009-12-29,7.8,22.0,20.1,4.8
2009-12-30,8.0,26.0,16.3,5.0
2009-12-31,8.0,24.0,17.8,5.0
2010-01-01,8.1,24.0,29.7,5.1
2010-01-02,8.3,26.0,21.9,5.3
2010-01-03,8.3,25.0,14.5,5.3
2010-01-04,8.3,24.0,23.9,5.3
2010-01-05,8.3,24.0,29.7,5.3
2010-01-06,8.3,24.0,27.0,5.3
2010-01-07,8.3,24.0,8.8,5.3
2010-01-08,8.3,24.0,17.4,5.3
2010-01-09,8.3,23.0,27.9,5.3
2010-01-10,8.3,24.0,24.6,5.3
2010-01-11,8.3,23.0,30.9,5.3
2010-01-12,8.3,23.0,35.2,5.3
2010-01-13,8.3,23.0,29.5,5.3
2010-01-14,8.3,23.0,21.6,5.3
2010-01-15,8.3,23.0,24.8,5.3
2010-01-16,8.3,22.0,34.7,5.3
2010-01-17,8.3,22.0,32.5,5.3
2010-01-18,8.6,26.0,26.4,5.5
2010-01-19,8.7,28.0,23.5,5.7
2010-01-20,8.8,28.0,22.8,5.8
2010-01-21,8.9,28.0,24.6,5.9
2010-01-22,9.4,34.0,22.5,6.5
2010-01-23,9.9,40.0,17.1,6.9
2010-01-24,9.9,38.0,11.8,6.9
2010-01-25,9.9,35.0,17.1,7.0
2010-01-26,10.1,34.0,26.2,7.1
2010-01-27,10.1,34.0,23.4,7.1
2010-01-28,10.1,33.0,20.7,7.1
2010-01-29,10.1,33.0,21.9,7.1
2010-01-30,10.1,31.0,26.8,7.1
2010-01-31,10.4,35.0,22.1,7.3
2010-02-01,10.4,35.0,18.0,7.3
2010-02-02,10.4,33.0,24.4,7.3
2010-02-03,10.4,32.0,26.1,7.4
2010-02-04,10.4,34.0,21.0,7.4
2010-02-05,10.6,33.0,27.9,7.4
2010-02-06,10.6,34.0,26.6,7.5
2010-02-07,10.6,34.0,21.6,7.5
2010-02-08,10.6,32.0,12.6,7.5
2010-02-09,10.6,32.0,12.6,7.5
2010-02-10,10.6,31.0,18.0,7.5
2010-02-11,10.8,35.0,19.8,7.6
2010-02-12,11.0,35.0,24.4,7.8
2010-02-13,11.2,39.0,22.6,8.1
2010-02-14,11.2,38.0,15.4,8.1
2010-02-15,11.4,39.0,24.8,8.3
2010-02-16,11.4,37.0,21.9,8.3
2010-02-17,11.5,36.0,24.6,8.4
2010-02-18,11.5,35.0,21.7,8.4
2010-02-19,11.5,34.0,16.9,8.4
2010-02-20,11.5,36.0,13.6,8.4
2010-02-21,11.6,38.0,10.0,8.5
2010-02-22,11.6,37.0,4.8,8.5
2010-02-23,11.7,36.0,17.1,8.5
2010-02-24,11.9,37.0,26.8,8.5
2010-02-25,12.0,35.0,21.7,8.6
2010-02-26,12.0,37.0,22.3,8.6
2010-02-27,12.0,36.0,29.8,8.6
2010-02-28,12.0,36.0,26.8,8.6
2010-03-01,12.0,35.0,26.1,8.7
2010-03-02,12.0,35.0,30.9,8.7
2010-03-03,12.1,35.0,29.5,8.7
2010-03-04,12.4,38.0,29.1,8.9
2010-03-05,12.8,44.0,24.1,9.4
2010-03-06,12.8,41.0,27.3,9.4
2010-03-07,12.8,40.0,28.9,9.5
2010-03-08,12.8,39.0,24.8,9.6
2010-03-09,13.1,39.0,25.5,9.9
2010-03-10,13.1,41.0,18.5,9.9
2010-03-11,13.1,40.0,12.4,9.9
2010-03-12,13.3,38.0,28.2,9.9
2010-03-13,13.3,38.0,29.5,10.0
2010-03-14,13.3,38.0,26.2,10.2
2010-03-15,13.4,37.0,27.5,10.3
2010-03-16,13.4,36.0,32.9,10.3
2010-03-17,13.4,34.0,38.7,10.3
2010-03-18,13.6,36.0,32.9,10.3
2010-03-19,13.6,36.0,16.5,10.4
2010-03-20,13.6,35.0,18.9,10.4
2010-03-21,13.7,33.0,32.5,10.4
2010-03-22,13.9,37.0,31.1,10.6
2010-03-23,14.1,38.0,21.7,10.8
2010-03-24,14.1,33.0,24.8,10.8
2010-03-25,14.1,35.0,28.6,10.8
2010-03-26,14.4,38.0,21.4,11.2
2010-03-27,14.4,36.0,21.0,11.2
2010-03-28,14.4,34.0,31.3,11.2
2010-03-29,14.4,33.0,41.0,10.5
2010-03-30,14.5,34.0,37.6,10.1
2010-03-31,14.9,36.0,27.9,10.5
2010-04-01,15.5,43.0,19.8,11.1
2010-04-02,15.7,42.0,21.9,11.5
2010-04-03,16.2,45.0,21.9,12.1
2010-04-04,16.6,47.0,26.1,12.6
2010-04-05,17.6,58.0,26.8,13.6
2010-04-06,17.8,54.0,18.5,14.0
2010-04-07,17.8,50.0,18.9,14.2
2010-04-08,17.8,46.0,33.4,14.0
2010-04-09,17.8,44.0,32.7,14.0
2010-04-10,17.9,42.0,36.7,13.8
2010-04-11,18.0,40.0,42.6,13.7
2010-04-12,18.0,40.0,39.2,13.4
2010-04-13,18.1,40.0,27.1,14.0
2010-04-14,18.1,38.0,31.1,13.9
2010-04-15,18.2,36.0,39.0,13.2
2010-04-16,18.2,35.0,43.3,12.3
2010-04-17,18.2,32.0,40.6,11.5
2010-04-18,18.2,31.0,41.0,10.3
2010-04-19,18.2,28.0,44.4,9.2
2010-04-20,18.3,24.0,45.7,7.7
2010-04-21,18.5,22.0,40.3,7.2
2010-04-22,18.5,21.0,32.0,7.1
2010-04-23,19.4,28.0,29.8,7.9
2010-04-24,19.4,23.0,34.9,7.8
2010-04-25,19.4,22.0,33.6,7.8
2010-04-26,19.5,20.0,33.8,6.9
2010-04-27,19.6,18.0,44.1,5.8
2010-04-28,20.2,25.0,27.7,6.6
2010-04-29,20.5,27.0,21.6,6.9
2010-04-30,21.1,32.0,24.4,7.6
2010-05-01,21.4,31.0,27.1,8.0
2010-05-02,21.6,29.0,26.4,8.2
2010-05-03,21.8,25.0,35.8,7.9
2010-05-04,22.0,26.0,30.6,8.3
2010-05-05,22.2,23.0,38.1,7.7
2010-05-06,22.2,23.0,24.1,7.7
2010-05-07,22.2,21.0,27.5,7.5
2010-05-08,22.2,20.0,39.0,7.0
2010-05-09,22.3,18.0,38.8,6.4
2010-05-10,22.5,19.0,35.8,6.1
2010-05-11,23.4,29.0,32.0,6.9
2010-05-12,23.4,25.0,29.7,7.0
2010-05-13,23.7,25.0,30.6,7.2
2010-05-14,23.8,25.0,33.1,7.4
2010-05-15,23.8,21.0,38.5,6.9
