date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2009-10-01,0.0,0.0,35.8,0.0
2009-10-02,0.0,0.0,41.7,0.0
2009-10-03,0.0,0.0,42.3,0.0
2009-10-04,0.0,0.0,37.2,0.0
2009-10-05,0.0,0.0,30.4,0.0
2009-10-06,0.1,0.0,34.9,0.0
2009-10-07,0.2,0.0,35.1,0.0
2009-10-08,0.2,0.0,37.8,0.0
2009-10-09,0.2,0.0,42.6,0.0
2009-10-10,0.2,0.0,42.3,0.0
2009-10-11,0.2,0.0,40.1,0.0
2009-10-12,0.2,0.0,39.2,0.0
2009-10-13,0.2,0.0,37.8,0.0
2009-10-14,0.2,0.0,40.3,0.0
2009-10-15,0.2,0.0,46.9,0.0
2009-10-16,0.2,0.0,48.7,0.0
2009-10-17,0.2,0.0,49.8,0.0
2009-10-18,0.2,0.0,50.7,0.0
2009-10-19,0.2,0.0,46.0,0.0
2009-10-20,0.3,0.0,33.6,0.0
2009-10-21,0.3,0.0,35.1,0.0
2009-10-22,0.3,0.0,38.1,0.0
2009-10-23,0.3,0.0,42.6,0.0
2009-10-24,0.3,0.0,43.0,0.0
2009-10-25,0.3,0.0,34.0,0.0
2009-10-26,0.3,0.0,37.9,0.0
2009-10-27,0.3,0.0,24.4,0.0
2009-10-28,1.0,13.0,15.1,1.1
2009-10-29,1.0,9.0,16.7,1.1
2009-10-30,1.0,7.0,32.0,1.1
2009-10-31,1.0,5.0,41.5,1.1
2009-11-01,1.0,4.0,43.9,1.1
2009-11-02,1.0,4.0,44.1,1.0
2009-11-03,1.0,3.0,47.7,0.9
2009-11-04,1.0,2.0,45.5,0.8
2009-11-05,1.0,2.0,44.6,0.7
2009-11-06,1.0,2.0,41.5,0.6
2009-11-07,1.0,2.0,39.4,0.6
2009-11-08,1.0,2.0,36.3,0.6
2009-11-09,1.0,2.0,36.3,0.6
2009-11-10,1.0,1.0,40.8,0.6
2009-11-11,1.1,1.0,42.3,0.5
2009-11-12,1.4,4.0,36.5,0.9
2009-11-13,2.3,11.0,28.6,1.9
2009-11-14,2.3,12.0,21.0,1.9
2009-11-15,2.5,11.0,22.5,2.0
2009-11-16,2.5,10.0,33.4,2.0
2009-11-17,2.5,10.0,34.3,2.0
2009-11-18,2.5,10.0,32.9,2.0
2009-11-19,2.5,10.0,32.5,2.0
