date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2022-10-01,0.0,55.6,64.4,50.2,0.0
2022-10-02,0.0,59.4,69.8,53.2,0.0
2022-10-03,0.0,61.7,70.3,56.3,0.0
2022-10-04,0.0,60.3,69.4,55.0,0.0
2022-10-05,0.0,60.8,70.5,54.7,0.0
2022-10-06,0.0,62.4,71.8,56.7,0.0
2022-10-07,0.0,62.8,70.9,59.0,0.0
2022-10-08,0.0,61.9,70.7,56.7,0.0
2022-10-09,0.0,60.8,70.5,53.8,0.0
2022-10-10,0.0,52.0,59.5,42.3,0.0
2022-10-11,0.0,49.6,63.3,39.7,0.0
2022-10-12,0.0,60.3,71.2,51.3,0.0
2022-10-13,0.0,60.8,71.4,55.6,0.0
2022-10-14,0.0,58.6,69.3,53.2,0.0
2022-10-15,0.0,56.8,66.0,52.3,0.0
2022-10-16,0.0,58.1,67.6,51.1,0.0
2022-10-17,0.0,59.2,69.1,54.0,0.0
2022-10-18,0.0,60.1,70.0,53.6,0.0
2022-10-19,0.0,61.0,70.2,54.5,0.0
2022-10-20,0.0,49.1,55.9,34.0,0.0
2022-10-21,1.0,31.8,37.2,29.8,0.2
2022-10-22,1.0,31.1,34.2,29.5,0.4
2022-10-23,1.0,31.3,33.8,29.3,0.4
2022-10-24,4.0,32.2,35.8,29.3,1.1
2022-10-25,9.0,31.6,33.6,29.8,2.1
2022-10-26,10.0,30.2,32.0,28.9,2.3
2022-10-27,10.0,34.0,37.8,31.1,2.5
2022-10-28,7.0,36.3,38.8,34.0,2.6
2022-10-29,5.0,37.4,42.3,33.1,2.4
2022-10-30,2.0,36.5,39.9,33.4,2.2
2022-10-31,3.0,35.8,39.9,30.7,1.9
2022-11-01,8.0,28.9,30.7,26.8,2.2
2022-11-02,11.0,26.2,31.8,23.9,2.4
2022-11-03,15.0,25.7,28.2,23.4,3.5
2022-11-04,12.0,36.1,41.4,28.2,4.5
2022-11-05,14.0,27.0,33.8,24.8,4.4
2022-11-06,23.0,26.4,28.9,25.2,5.4
2022-11-07,24.0,25.3,30.6,23.4,5.9
2022-11-08,24.0,25.3,32.0,23.9,5.8
2022-11-09,22.0,27.5,34.2,23.4,5.8
2022-11-10,21.0,25.2,30.2,21.9,5.7
2022-11-11,21.0,27.3,30.6,24.6,5.7
2022-11-12,20.0,28.2,35.6,25.0,5.7
2022-11-13,20.0,31.8,40.1,24.6,5.7
2022-11-14,20.0,35.6,41.0,29.3,5.7
2022-11-15,19.0,44.4,51.8,35.6,5.7
2022-11-16,18.0,47.5,56.3,36.9,5.6
2022-11-17,18.0,23.5,36.9,18.1,5.4
2022-11-18,18.0,29.8,37.9,19.0,5.4
2022-11-19,18.0,38.3,45.1,33.4,5.4
2022-11-20,17.0,39.0,44.8,36.0,5.5
2022-11-21,17.0,39.2,46.2,36.9,5.4
2022-11-22,20.0,34.3,39.7,30.4,6.2
2022-11-23,20.0,34.0,43.7,29.5,6.4
2022-11-24,18.0,48.2,55.2,36.5,6.4
2022-11-25,17.0,34.0,49.3,23.7,6.1
2022-11-26,19.0,25.7,28.9,23.5,6.5
2022-11-27,22.0,25.5,30.6,23.2,6.8
2022-11-28,28.0,21.0,24.6,15.8,7.1
2022-11-29,38.0,20.7,25.3,15.8,9.0
2022-11-30,45.0,25.0,27.3,21.2,10.6
2022-12-01,47.0,20.7,26.6,16.7,11.2
2022-12-02,48.0,19.9,22.1,17.8,11.5
2022-12-03,47.0,22.5,34.0,17.2,11.5
2022-12-04,46.0,21.4,25.3,17.6,11.6
2022-12-05,43.0,27.5,31.3,24.8,11.7
2022-12-06,44.0,26.1,28.8,25.2,11.8
2022-12-07,45.0,26.4,33.8,22.1,11.9
2022-12-08,48.0,27.3,28.9,24.3,12.8
2022-12-09,54.0,23.9,25.9,21.9,14.4
2022-12-10,59.0,29.8,31.5,25.9,15.6
2022-12-11,58.0,28.9,30.7,27.7,15.5
2022-12-12,58.0,25.7,28.0,21.2,15.4
2022-12-13,57.0,24.1,28.0,20.8,15.4
2022-12-14,57.0,27.0,36.0,24.4,15.4
2022-12-15,56.0,29.3,41.5,25.2,15.4
2022-12-16,55.0,35.8,43.5,29.1,15.4
2022-12-17,53.0,27.1,33.4,23.4,15.4
2022-12-18,53.0,22.5,24.8,18.7,15.7
2022-12-19,59.0,19.6,23.4,16.3,16.1
2022-12-20,68.0,25.0,28.8,16.2,17.7
2022-12-21,66.0,11.7,16.7,-2.7,17.4
2022-12-22,64.0,0.9,14.7,-6.2,17.5
2022-12-23,67.0,30.2,34.0,12.9,19.3
2022-12-24,64.0,37.6,39.4,34.0,19.0
2022-12-25,51.0,39.7,44.4,36.0,18.1
2022-12-26,52.0,38.3,42.1,32.7,18.7
2022-12-27,54.0,32.5,40.5,26.6,19.3
2022-12-28,56.0,27.0,30.2,25.7,19.9
2022-12-29,60.0,29.1,32.9,27.0,20.9
2022-12-30,67.0,30.6,31.6,29.5,22.2
2022-12-31,68.0,,,,22.7
2023-01-01,64.0,28.2,34.0,25.0,22.7
2023-01-02,65.0,24.6,28.2,18.0,22.6
2023-01-03,62.0,26.2,32.9,23.5,22.8
2023-01-04,64.0,26.2,28.8,22.6,22.9
2023-01-05,64.0,31.5,34.3,27.0,23.1
2023-01-06,63.0,30.9,32.5,28.2,23.2
2023-01-07,67.0,31.6,32.4,30.9,23.8
2023-01-08,72.0,30.9,32.5,28.9,24.6
2023-01-09,76.0,29.8,31.3,28.8,25.5
2023-01-10,73.0,30.9,36.1,28.6,25.6
2023-01-11,76.0,31.1,34.7,28.6,26.1
2023-01-12,75.0,35.6,39.9,31.3,27.2
2023-01-13,70.0,36.9,41.4,33.8,26.6
2023-01-14,70.0,33.1,34.3,31.3,26.6
2023-01-15,76.0,30.2,32.2,28.2,27.3
2023-01-16,76.0,28.9,36.5,26.8,27.5
2023-01-17,77.0,28.2,30.2,27.1,27.7
2023-01-18,83.0,28.2,31.6,24.3,28.6
2023-01-19,82.0,23.9,31.1,20.1,28.5
2023-01-20,80.0,26.8,34.0,20.7,28.6
2023-01-21,86.0,28.0,34.3,23.9,29.4
2023-01-22,83.0,24.4,28.2,22.1,29.4
2023-01-23,83.0,25.7,31.5,22.1,29.5
2023-01-24,82.0,28.0,33.3,23.0,29.6
2023-01-25,81.0,32.0,35.6,29.5,29.6
2023-01-26,79.0,32.7,40.5,27.0,29.6
2023-01-27,81.0,29.8,33.4,26.8,29.9
2023-01-28,81.0,23.7,29.3,13.5,29.8
2023-01-29,80.0,13.5,19.0,10.2,29.7
2023-01-30,80.0,20.8,28.8,12.2,29.8
2023-01-31,79.0,24.8,30.0,19.4,29.8
2023-02-01,79.0,33.1,38.8,27.5,29.8
2023-02-02,77.0,39.2,44.4,33.8,29.9
2023-02-03,78.0,33.8,40.3,29.3,30.1
2023-02-04,85.0,31.3,32.9,29.8,31.2
2023-02-05,86.0,30.7,33.3,27.9,31.5
2023-02-06,89.0,28.2,31.5,25.9,32.2
2023-02-07,99.0,28.9,32.4,25.0,33.8
2023-02-08,100.0,26.6,33.4,23.2,34.1
2023-02-09,96.0,32.7,38.5,26.2,34.2
2023-02-10,98.0,30.7,33.8,27.5,34.5
2023-02-11,98.0,30.0,40.6,23.2,34.5
2023-02-12,95.0,34.5,40.3,30.2,34.6
2023-02-13,98.0,25.3,33.3,19.4,34.9
2023-02-14,96.0,20.3,25.9,16.2,34.9
2023-02-15,94.0,24.1,32.0,16.5,34.9
2023-02-16,94.0,28.4,35.1,24.6,34.9
2023-02-17,95.0,26.6,32.4,23.9,35.3
2023-02-18,96.0,27.7,33.6,24.4,35.7
2023-02-19,97.0,29.5,33.6,26.2,36.0
2023-02-20,99.0,31.3,34.0,27.3,36.9
2023-02-21,100.0,23.7,27.7,21.0,37.2
2023-02-22,100.0,14.9,21.0,4.1,37.0
2023-02-23,100.0,3.7,18.5,-1.8,37.0
2023-02-24,98.0,17.2,36.5,0.1,37.2
2023-02-25,98.0,25.9,36.1,19.0,37.3
2023-02-26,102.0,21.0,23.7,19.2,38.0
2023-02-27,106.0,20.7,23.4,18.0,38.4
2023-02-28,110.0,22.3,31.6,17.1,39.0
2023-03-01,109.0,21.2,32.9,13.5,39.2
2023-03-02,112.0,23.7,31.1,20.5,40.4
2023-03-03,118.0,22.8,32.7,19.8,41.4
2023-03-04,121.0,23.2,25.2,20.7,41.9
2023-03-05,121.0,23.9,34.3,18.0,42.2
2023-03-06,118.0,23.9,31.1,20.5,42.4
2023-03-07,117.0,24.6,29.8,21.7,42.4
2023-03-08,123.0,23.5,27.9,19.9,42.9
2023-03-09,121.0,23.0,25.3,19.9,43.1
2023-03-10,129.0,25.2,30.6,22.8,44.2
2023-03-11,124.0,26.6,34.3,22.5,44.3
2023-03-12,129.0,28.9,32.9,24.6,45.3
2023-03-13,133.0,29.3,33.1,21.9,46.5
2023-03-14,131.0,26.8,34.3,21.6,46.7
2023-03-15,131.0,24.8,30.4,21.6,46.9
2023-03-16,128.0,27.9,37.2,21.6,47.1
2023-03-17,125.0,32.4,40.6,25.3,47.0
2023-03-18,122.0,36.9,45.0,31.1,46.9
2023-03-19,121.0,35.8,40.5,30.9,47.0
2023-03-20,124.0,32.0,35.1,30.2,47.7
2023-03-21,122.0,32.2,41.0,28.2,47.9
2023-03-22,120.0,35.8,47.1,29.5,48.2
2023-03-23,123.0,27.0,31.6,21.7,48.9
2023-03-24,128.0,24.4,35.2,21.4,50.1
2023-03-25,129.0,23.9,35.1,18.1,50.7
2023-03-26,126.0,24.8,35.2,19.4,51.1
2023-03-27,125.0,26.4,33.3,19.9,51.5
2023-03-28,126.0,28.8,32.7,26.1,52.0
2023-03-29,124.0,31.3,37.2,28.0,52.4
2023-03-30,122.0,29.8,36.7,25.0,52.6
2023-03-31,129.0,27.1,29.1,24.8,53.9
2023-04-01,134.0,25.3,34.2,21.6,55.1
2023-04-02,141.0,24.4,34.0,20.8,56.4
2023-04-03,139.0,23.7,30.2,19.0,56.7
2023-04-04,135.0,24.6,35.1,20.3,56.9
2023-04-05,134.0,27.5,35.6,21.6,56.9
2023-04-06,136.0,32.9,34.9,29.1,58.0
2023-04-07,132.0,33.4,37.8,28.9,58.0
2023-04-08,133.0,30.2,33.8,27.3,58.3
2023-04-09,129.0,35.6,37.4,33.8,58.4
2023-04-10,133.0,33.1,36.5,27.9,59.2
2023-04-11,135.0,27.0,33.3,21.4,59.7
2023-04-12,133.0,25.9,35.1,21.2,59.7
2023-04-13,133.0,26.6,34.3,22.8,59.8
2023-04-14,131.0,31.1,40.8,23.0,59.5
2023-04-15,128.0,34.9,41.2,30.2,59.3
2023-04-16,133.0,30.4,33.8,23.2,59.8
2023-04-17,135.0,26.4,34.2,22.1,60.1
2023-04-18,140.0,25.5,35.2,20.7,60.6
2023-04-19,140.0,27.0,38.3,24.1,61.1
2023-04-20,145.0,26.2,29.3,21.7,62.2
2023-04-21,144.0,30.6,34.2,26.8,62.5
2023-04-22,140.0,36.9,42.4,30.2,62.2
2023-04-23,134.0,36.0,39.6,30.7,61.9
2023-04-24,136.0,32.4,36.5,29.3,62.0
2023-04-25,134.0,38.3,49.8,30.6,61.5
2023-04-26,129.0,47.1,56.5,39.6,60.3
2023-04-27,126.0,48.9,61.5,37.8,59.2
2023-04-28,123.0,55.8,64.2,47.5,58.0
2023-04-29,118.0,56.7,64.2,49.5,56.4
2023-04-30,115.0,42.8,50.9,36.1,55.3
2023-05-01,114.0,36.0,44.6,33.4,55.0
2023-05-02,109.0,51.1,65.3,36.1,53.1
2023-05-03,105.0,53.1,68.7,41.7,51.4
2023-05-04,102.0,41.0,48.2,35.2,50.2
2023-05-05,103.0,34.5,35.2,32.5,50.4
2023-05-06,102.0,36.0,39.9,33.8,50.1
2023-05-07,99.0,36.0,42.1,33.3,49.8
2023-05-08,98.0,36.3,47.1,32.5,49.7
2023-05-09,100.0,37.8,44.8,33.3,49.0
2023-05-10,96.0,43.5,56.1,36.9,48.1
2023-05-11,94.0,47.7,58.1,39.9,46.8
2023-05-12,90.0,54.9,63.9,46.9,45.4
2023-05-13,86.0,57.9,66.4,50.0,43.7
2023-05-14,82.0,56.5,62.2,48.9,41.8
2023-05-15,78.0,57.6,67.3,47.1,39.7
2023-05-16,74.0,53.4,62.4,46.9,37.8
2023-05-17,70.0,58.8,68.9,48.9,35.9
2023-05-18,64.0,58.8,68.5,51.8,33.5
2023-05-19,61.0,60.4,72.0,50.4,31.0
2023-05-20,56.0,57.4,70.0,46.9,28.2
2023-05-21,54.0,42.3,47.5,34.3,26.9
2023-05-22,52.0,35.4,37.8,33.4,26.5
2023-05-23,49.0,37.4,46.9,32.9,25.6
2023-05-24,48.0,43.0,55.6,34.7,24.1
2023-05-25,45.0,47.7,57.9,39.6,22.6
2023-05-26,42.0,51.1,59.9,45.3,21.1
2023-05-27,38.0,49.1,57.9,43.2,19.1
2023-05-28,31.0,47.8,59.2,40.3,17.1
2023-05-29,33.0,48.2,59.4,39.9,15.5
2023-05-30,29.0,42.4,52.2,35.8,13.6
2023-05-31,26.0,36.3,39.9,32.9,13.1
2023-06-01,24.0,41.9,55.2,31.6,11.8
2023-06-02,21.0,46.4,59.5,37.6,10.0
2023-06-03,17.0,49.6,63.7,40.6,7.9
2023-06-04,11.0,45.1,56.8,38.1,5.7
2023-06-05,12.0,50.5,64.0,39.2,4.1
2023-06-06,8.0,61.5,71.4,52.9,2.0
2023-06-07,1.0,62.6,72.7,54.1,0.6
2023-06-08,0.0,54.7,64.9,46.9,0.0
2023-06-09,0.0,44.6,47.8,40.8,0.0
2023-06-10,0.0,41.7,44.2,39.0,0.0
2023-06-11,0.0,51.1,61.5,41.5,0.0
2023-06-12,0.0,58.3,68.7,50.2,0.0
2023-06-13,0.0,47.5,53.4,35.2,0.0
2023-06-14,0.0,37.8,46.8,32.0,0.0
2023-06-15,0.0,45.3,58.3,35.8,0.0
2023-06-16,0.0,49.5,58.6,41.5,0.0
2023-06-17,0.0,40.6,45.5,33.8,0.0
2023-06-18,0.0,33.3,36.0,31.5,0.0
2023-06-19,0.0,34.5,39.9,31.6,0.0
2023-06-20,0.0,36.9,39.4,34.2,0.0
2023-06-21,0.0,44.2,54.7,37.8,0.0
2023-06-22,0.0,49.5,62.1,43.5,0.0
2023-06-23,0.0,51.4,60.3,45.1,0.0
2023-06-24,0.0,50.9,62.2,43.7,0.0
2023-06-25,0.0,53.2,63.3,46.4,0.0
2023-06-26,0.0,50.7,60.8,45.3,0.0
2023-06-27,0.0,51.4,61.5,45.1,0.0
2023-06-28,0.0,55.2,68.2,48.0,0.0
2023-06-29,0.0,57.4,69.3,49.6,0.0
2023-06-30,0.0,56.1,70.2,48.4,0.0
2023-07-01,0.0,52.5,64.6,43.7,0.0
2023-07-02,0.0,53.1,67.1,42.6,0.0
2023-07-03,0.0,57.0,69.3,47.1,0.0
2023-07-04,0.0,61.0,70.9,54.5,0.0
2023-07-05,0.0,63.7,72.3,56.8,0.0
2023-07-06,0.0,63.3,75.2,55.0,0.0
2023-07-07,0.0,60.4,71.1,51.8,0.0
2023-07-08,0.0,58.8,69.3,52.2,0.0
2023-07-09,0.0,57.9,72.3,49.1,0.0
2023-07-10,0.0,48.2,54.9,44.1,0.0
2023-07-11,0.0,51.8,63.9,43.9,0.0
2023-07-12,0.0,52.5,63.7,47.5,0.0
2023-07-13,0.0,53.8,64.9,46.0,0.0
2023-07-14,0.0,58.5,72.9,48.0,0.0
2023-07-15,0.0,63.1,77.5,52.5,0.0
2023-07-16,0.0,60.4,73.6,49.3,0.0
2023-07-17,0.0,47.1,54.1,43.3,0.0
2023-07-18,0.0,54.3,70.0,42.1,0.0
2023-07-19,0.0,66.0,78.1,58.6,0.0
2023-07-20,0.0,64.9,76.6,53.1,0.0
2023-07-21,0.0,58.3,70.2,51.1,0.0
