date,PREC_DAILY,WTEQ_DAILY
1982-10-01,0.2,1.1
1982-10-02,0.2,0.9
1982-10-03,0.2,0.8
1982-10-04,0.6,1.4
1982-10-05,0.8,1.4
1982-10-06,0.8,1.1
1982-10-07,0.8,1.1
1982-10-08,0.8,1.1
1982-10-09,0.8,1.1
1982-10-10,0.8,1.1
1982-10-11,0.8,1.1
1982-10-12,0.8,1.1
1982-10-13,0.8,1.2
1982-10-14,0.8,1.2
1982-10-15,0.8,1.2
1982-10-16,0.8,1.2
1982-10-17,1.0,1.4
1982-10-18,1.1,1.4
1982-10-19,1.1,1.4
1982-10-20,1.1,1.4
1982-10-21,1.1,1.2
1982-10-22,1.1,1.2
1982-10-23,1.1,1.2
1982-10-24,1.1,1.2
1982-10-25,1.1,1.1
1982-10-26,1.1,1.1
1982-10-27,1.3,1.4
1982-10-28,1.3,1.5
1982-10-29,1.3,1.8
1982-10-30,1.3,1.8
1982-10-31,1.3,1.8
1982-11-01,1.6,2.0
1982-11-02,1.7,2.3
1982-11-03,1.7,2.3
1982-11-04,1.7,2.3
1982-11-05,1.7,2.4
1982-11-06,2.1,2.4
1982-11-07,2.1,2.4
1982-11-08,2.1,2.4
1982-11-09,2.3,2.4
1982-11-10,2.4,2.6
1982-11-11,2.5,2.6
1982-11-12,2.7,2.6
1982-11-13,2.9,2.4
1982-11-14,2.9,2.3
1982-11-15,2.9,2.0
1982-11-16,2.9,1.8
1982-11-17,2.9,1.8
1982-11-18,3.2,2.0
1982-11-19,3.3,2.2
1982-11-20,3.5,2.2
1982-11-21,3.6,2.4
1982-11-22,3.6,2.4
1982-11-23,3.6,2.4
1982-11-24,3.6,2.4
1982-11-25,3.6,2.4
1982-11-26,3.7,2.6
1982-11-27,3.7,2.6
1982-11-28,3.7,2.6
1982-11-29,4.0,3.0
1982-11-30,4.0,3.4
1982-12-01,4.5,3.8
1982-12-02,4.8,3.8
1982-12-03,4.9,3.8
1982-12-04,4.9,3.8
1982-12-05,4.9,3.9
1982-12-06,5.4,4.3
1982-12-07,5.4,4.5
1982-12-08,5.4,4.9
1982-12-09,5.4,4.9
1982-12-10,5.4,4.9
1982-12-11,5.4,4.9
1982-12-12,5.4,4.9
1982-12-13,5.5,4.9
1982-12-14,5.5,4.9
1982-12-15,5.7,4.9
1982-12-16,5.7,4.9
1982-12-17,6.1,5.1
1982-12-18,6.2,5.4
1982-12-19,6.5,5.5
1982-12-20,6.7,5.9
1982-12-21,7.2,6.5
1982-12-22,7.4,6.6
1982-12-23,7.9,7.3
1982-12-24,7.9,7.3
1982-12-25,7.9,7.4
1982-12-26,8.0,7.4
1982-12-27,8.0,7.4
1982-12-28,8.1,7.4
1982-12-29,8.1,7.6
1982-12-30,8.1,7.6
1982-12-31,8.3,7.6
1983-01-01,8.3,7.6
1983-01-02,8.3,7.6
1983-01-03,8.4,7.7
1983-01-04,8.4,7.7
1983-01-05,8.4,7.7
1983-01-06,8.4,7.8
1983-01-07,8.5,7.8
1983-01-08,8.8,8.4
1983-01-09,9.0,8.4
1983-01-10,9.0,8.4
1983-01-11,9.0,8.4
1983-01-12,9.0,8.4
1983-01-13,9.0,8.4
1983-01-14,9.0,8.5
1983-01-15,9.0,8.5
1983-01-16,9.0,8.5
1983-01-17,9.0,8.5
1983-01-18,9.0,8.4
1983-01-19,9.0,8.4
1983-01-20,9.0,8.4
1983-01-21,9.0,9.0
1983-01-22,9.1,9.6
1983-01-23,9.2,9.6
1983-01-24,9.4,9.9
1983-01-25,9.4,9.9
1983-01-26,9.4,9.9
1983-01-27,9.4,9.9
1983-01-28,9.4,9.9
1983-01-29,9.4,9.9
1983-01-30,9.4,9.9
1983-01-31,9.4,9.9
1983-02-01,9.5,10.0
1983-02-02,9.5,10.0
1983-02-03,9.5,10.0
1983-02-04,9.7,10.3
1983-02-05,9.7,10.3
1983-02-06,9.8,10.4
1983-02-07,9.8,10.4
1983-02-08,9.9,10.5
1983-02-09,10.2,10.9
1983-02-10,10.2,10.7
1983-02-11,10.3,10.1
1983-02-12,10.4,9.7
1983-02-13,10.4,9.5
1983-02-14,10.4,9.0
1983-02-15,10.4,8.9
