date,PREC_DAILY,WTEQ_DAILY
1982-10-01,0.0,0.0
1982-10-02,0.1,0.0
1982-10-03,0.5,0.2
1982-10-04,0.8,0.5
1982-10-05,0.8,0.7
1982-10-06,1.1,0.9
1982-10-07,1.3,0.9
1982-10-08,1.3,0.9
1982-10-09,1.3,0.9
1982-10-10,1.5,0.9
1982-10-11,1.5,0.8
1982-10-12,1.5,0.4
1982-10-13,1.5,0.1
1982-10-14,1.5,0.0
1982-10-15,1.5,0.0
1982-10-16,1.5,0.0
1982-10-17,1.5,0.0
1982-10-18,1.5,0.0
1982-10-19,1.5,0.0
1982-10-20,1.6,0.0
1982-10-21,1.8,0.0
1982-10-22,2.5,0.0
1982-10-23,3.1,0.0
1982-10-24,3.1,0.0
1982-10-25,3.5,0.2
1982-10-26,4.0,0.4
1982-10-27,4.0,0.4
1982-10-28,4.5,0.8
1982-10-29,4.9,1.3
1982-10-30,4.9,1.3
1982-10-31,4.9,1.3
1982-11-01,4.9,1.3
1982-11-02,4.9,1.3
1982-11-03,4.9,1.3
1982-11-04,4.9,1.3
1982-11-05,4.9,1.3
1982-11-06,4.9,1.3
1982-11-07,5.1,1.3
1982-11-08,5.3,1.7
1982-11-09,5.3,1.7
1982-11-10,5.3,1.7
1982-11-11,5.3,1.7
1982-11-12,5.3,1.7
1982-11-13,5.3,1.7
1982-11-14,5.3,1.7
1982-11-15,5.5,1.9
1982-11-16,5.7,2.1
1982-11-17,6.5,2.8
1982-11-18,7.8,4.2
1982-11-19,8.1,4.8
1982-11-20,8.8,5.2
1982-11-21,8.8,5.4
1982-11-22,8.8,5.4
1982-11-23,8.8,5.4
1982-11-24,8.8,5.4
1982-11-25,8.9,5.4
1982-11-26,9.1,5.5
1982-11-27,9.4,5.7
1982-11-28,9.8,6.1
1982-11-29,10.4,6.8
1982-11-30,10.4,6.9
1982-12-01,10.4,6.9
1982-12-02,10.7,7.1
1982-12-03,11.1,7.4
1982-12-04,11.1,7.5
1982-12-05,11.8,8.3
1982-12-06,11.8,8.3
1982-12-07,11.8,8.3
1982-12-08,11.8,8.3
1982-12-09,11.8,8.3
1982-12-10,11.8,8.3
1982-12-11,11.8,8.3
1982-12-12,12.3,8.5
1982-12-13,12.3,8.6
1982-12-14,12.7,8.9
1982-12-15,13.5,9.7
1982-12-16,14.2,10.5
1982-12-17,14.9,11.2
1982-12-18,15.4,11.7
1982-12-19,15.5,11.8
1982-12-20,16.8,13.1
1982-12-21,17.8,14.5
1982-12-22,18.5,15.2
1982-12-23,18.5,15.2
1982-12-24,18.5,15.2
1982-12-25,18.5,15.2
1982-12-26,18.5,15.2
1982-12-27,18.5,15.2
1982-12-28,18.5,15.2
1982-12-29,18.5,15.2
1982-12-30,18.5,15.2
1982-12-31,18.5,15.2
1983-01-01,18.5,15.2
1983-01-02,18.8,15.5
1983-01-03,19.0,15.5
1983-01-04,20.0,16.5
1983-01-05,21.0,17.5
1983-01-06,21.8,18.3
1983-01-07,22.1,18.5
1983-01-08,22.1,18.6
1983-01-09,22.1,18.6
1983-01-10,22.1,18.6
1983-01-11,22.1,18.6
1983-01-12,22.1,18.6
1983-01-13,22.3,18.6
1983-01-14,22.3,18.6
1983-01-15,22.3,18.6
1983-01-16,22.3,18.6
1983-01-17,22.3,18.8
1983-01-18,22.3,18.8
1983-01-19,22.5,18.8
1983-01-20,22.5,18.8
1983-01-21,22.5,18.8
1983-01-22,23.1,19.3
1983-01-23,23.3,19.6
1983-01-24,23.3,19.6
1983-01-25,23.6,19.8
1983-01-26,23.6,20.0
1983-01-27,23.8,20.3
1983-01-28,23.8,20.3
1983-01-29,24.0,20.5
1983-01-30,24.0,20.5
1983-01-31,24.0,20.5
1983-02-01,24.0,20.5
1983-02-02,24.0,20.5
1983-02-03,24.0,20.5
1983-02-04,24.0,20.5
1983-02-05,24.0,20.5
1983-02-06,24.6,20.8
1983-02-07,24.8,21.1
1983-02-08,25.7,21.6
1983-02-09,26.7,22.6
1983-02-10,26.7,22.8
1983-02-11,26.8,22.8
1983-02-12,27.3,23.6
1983-02-13,27.6,23.6
1983-02-14,27.6,23.6
1983-02-15,28.0,24.1
1983-02-16,28.1,24.1
1983-02-17,29.2,25.3
1983-02-18,29.4,25.9
1983-02-19,29.5,25.9
1983-02-20,29.7,26.1
1983-02-21,29.7,26.1
1983-02-22,29.8,26.3
1983-02-23,30.0,26.4
1983-02-24,30.0,26.4
1983-02-25,30.5,26.9
1983-02-26,30.5,26.9
1983-02-27,30.8,27.4
1983-02-28,31.4,27.9
1983-03-01,31.8,28.4
1983-03-02,32.1,28.7
1983-03-03,32.1,28.7
1983-03-04,32.1,28.7
1983-03-05,32.2,28.8
1983-03-06,32.3,28.9
1983-03-07,32.6,29.2
1983-03-08,32.7,29.3
1983-03-09,32.7,29.4
1983-03-10,32.7,29.4
1983-03-11,33.4,29.8
1983-03-12,33.9,30.5
1983-03-13,34.6,31.3
1983-03-14,34.8,31.4
1983-03-15,34.8,31.5
1983-03-16,34.8,31.5
1983-03-17,34.8,31.5
1983-03-18,34.8,31.5
1983-03-19,34.8,31.5
1983-03-20,34.8,31.5
1983-03-21,34.9,31.5
1983-03-22,35.0,31.6
1983-03-23,35.1,31.7
1983-03-24,35.2,31.9
1983-03-25,35.3,31.9
1983-03-26,35.3,31.9
1983-03-27,35.3,32.0
1983-03-28,35.4,32.0
1983-03-29,35.9,33.0
1983-03-30,36.3,33.8
1983-03-31,37.1,33.9
1983-04-01,38.0,34.2
1983-04-02,38.2,34.3
1983-04-03,38.2,34.3
1983-04-04,38.2,34.3
1983-04-05,38.2,34.3
1983-04-06,38.2,34.3
1983-04-07,38.2,34.2
1983-04-08,38.3,34.2
1983-04-09,38.6,34.6
1983-04-10,38.6,34.8
1983-04-11,38.8,34.8
1983-04-12,38.8,34.8
1983-04-13,38.8,34.8
1983-04-14,38.8,34.8
1983-04-15,38.8,34.8
1983-04-16,38.8,34.8
