stationId,durCode,SENSOR_NUM,sensorType,date,obsDate,value,dataFlag,units
LOS,D,3,SNOW WC,2014-10-1 00:00,2014-10-1 00:00,0.11, ,INCHES
LOS,D,3,SNOW WC,2014-10-2 00:00,2014-10-2 00:00,0.1, ,INCHES
LOS,D,3,SNOW WC,2014-10-3 00:00,2014-10-3 00:00,0.14, ,INCHES
LOS,D,3,SNOW WC,2014-10-4 00:00,2014-10-4 00:00,0.15, ,INCHES
LOS,D,3,SNOW WC,2014-10-5 00:00,2014-10-5 00:00,0.14, ,INCHES
LOS,D,3,SNOW WC,2014-10-6 00:00,2014-10-6 00:00,0.14, ,INCHES
LOS,D,3,SNOW WC,2014-10-7 00:00,2014-10-7 00:00,0.15, ,INCHES
LOS,D,3,SNOW WC,2014-10-8 00:00,2014-10-8 00:00,0.14, ,INCHES
LOS,D,3,SNOW WC,2014-10-9 00:00,2014-10-9 00:00,0.11, ,INCHES
LOS,D,3,SNOW WC,2014-10-10 00:00,2014-10-10 00:00,0.13, ,INCHES
LOS,D,3,SNOW WC,2014-10-11 00:00,2014-10-11 00:00,0.13, ,INCHES
LOS,D,3,SNOW WC,2014-10-12 00:00,2014-10-12 00:00,0.13, ,INCHES
LOS,D,3,SNOW WC,2014-10-13 00:00,2014-10-13 00:00,0.17, ,INCHES
LOS,D,3,SNOW WC,2014-10-14 00:00,2014-10-14 00:00,0.19, ,INCHES
LOS,D,3,SNOW WC,2014-10-15 00:00,2014-10-15 00:00,0.18, ,INCHES
LOS,D,3,SNOW WC,2014-10-16 00:00,2014-10-16 00:00,0.26, ,INCHES
LOS,D,3,SNOW WC,2014-10-17 00:00,2014-10-17 00:00,0.19, ,INCHES
LOS,D,3,SNOW WC,2014-10-18 00:00,2014-10-18 00:00,0.17, ,INCHES
LOS,D,3,SNOW WC,2014-10-19 00:00,2014-10-19 00:00,0.24, ,INCHES
LOS,D,3,SNOW WC,2014-10-20 00:00,2014-10-20 00:00,0.28, ,INCHES
LOS,D,3,SNOW WC,2014-10-21 00:00,2014-10-21 00:00,0.65, ,INCHES
LOS,D,3,SNOW WC,2014-10-22 00:00,2014-10-22 00:00,0.12, ,INCHES
LOS,D,3,SNOW WC,2014-10-23 00:00,2014-10-23 00:00,0.22, ,INCHES
LOS,D,3,SNOW WC,2014-10-24 00:00,2014-10-24 00:00,0.23, ,INCHES
LOS,D,3,SNOW WC,2014-10-25 00:00,2014-10-25 00:00,0.23, ,INCHES
LOS,D,3,SNOW WC,2014-10-26 00:00,2014-10-26 00:00,0.92, ,INCHES
LOS,D,3,SNOW WC,2014-10-27 00:00,2014-10-27 00:00,1.21, ,INCHES
LOS,D,3,SNOW WC,2014-10-28 00:00,2014-10-28 00:00,1.12, ,INCHES
LOS,D,3,SNOW WC,2014-10-29 00:00,2014-10-29 00:00,0.26, ,INCHES
LOS,D,3,SNOW WC,2014-10-30 00:00,2014-10-30 00:00,0.28, ,INCHES
LOS,D,3,SNOW WC,2014-10-31 00:00,2014-10-31 00:00,0.43, ,INCHES
LOS,D,3,SNOW WC,2014-11-1 00:00,2014-11-1 00:00,1.09, ,INCHES
LOS,D,3,SNOW WC,2014-11-2 00:00,2014-11-2 00:00,2.12, ,INCHES
LOS,D,3,SNOW WC,2014-11-3 00:00,2014-11-3 00:00,2.05, ,INCHES
LOS,D,3,SNOW WC,2014-11-4 00:00,2014-11-4 00:00,1.97, ,INCHES
LOS,D,3,SNOW WC,2014-11-5 00:00,2014-11-5 00:00,1.76, ,INCHES
LOS,D,3,SNOW WC,2014-11-6 00:00,2014-11-6 00:00,1.62, ,INCHES
LOS,D,3,SNOW WC,2014-11-7 00:00,2014-11-7 00:00,1.21, ,INCHES
LOS,D,3,SNOW WC,2014-11-8 00:00,2014-11-8 00:00,0.95, ,INCHES
LOS,D,3,SNOW WC,2014-11-9 00:00,2014-11-9 00:00,0.63, ,INCHES
LOS,D,3,SNOW WC,2014-11-10 00:00,2014-11-10 00:00,0.41, ,INCHES
LOS,D,3,SNOW WC,2014-11-11 00:00,2014-11-11 00:00,0.43, ,INCHES
LOS,D,3,SNOW WC,2014-11-12 00:00,2014-11-12 00:00,0.39, ,INCHES
LOS,D,3,SNOW WC,2014-11-13 00:00,2014-11-13 00:00,0.51, ,INCHES
LOS,D,3,SNOW WC,2014-11-14 00:00,2014-11-14 00:00,0.41, ,INCHES
LOS,D,3,SNOW WC,2014-11-15 00:00,2014-11-15 00:00,0.18, ,INCHES
LOS,D,3,SNOW WC,2014-11-16 00:00,2014-11-16 00:00,0.92, ,INCHES
LOS,D,3,SNOW WC,2014-11-17 00:00,2014-11-17 00:00,0.33, ,INCHES
LOS,D,3,SNOW WC,2014-11-18 00:00,2014-11-18 00:00,-0.03, ,INCHES
LOS,D,3,SNOW WC,2014-11-19 00:00,2014-11-19 00:00,0.6, ,INCHES
LOS,D,3,SNOW WC,2014-11-20 00:00,2014-11-19 00:00,1.03, ,INCHES
LOS,D,3,SNOW WC,2014-11-21 00:00,2014-11-21 00:00,1.63, ,INCHES
LOS,D,3,SNOW WC,2014-11-22 00:00,2014-11-22 00:00,2.12, ,INCHES
LOS,D,3,SNOW WC,2014-11-23 00:00,2014-11-23 00:00,2.03, ,INCHES
LOS,D,3,SNOW WC,2014-11-24 00:00,2014-11-24 00:00,2.47, ,INCHES
LOS,D,3,SNOW WC,2014-11-25 00:00,2014-11-25 00:00,3.15, ,INCHES
LOS,D,3,SNOW WC,2014-11-26 00:00,2014-11-26 00:00,2.69, ,INCHES
LOS,D,3,SNOW WC,2014-11-27 00:00,2014-11-27 00:00,2.1, ,INCHES
LOS,D,3,SNOW WC,2014-11-28 00:00,2014-11-28 00:00,2.15, ,INCHES
LOS,D,3,SNOW WC,2014-11-29 00:00,2014-11-29 00:00,2.58, ,INCHES
LOS,D,3,SNOW WC,2014-11-30 00:00,2014-11-29 00:00,3.74, ,INCHES
LOS,D,3,SNOW WC,2014-12-1 00:00,2014-12-1 00:00,3.98, ,INCHES
LOS,D,3,SNOW WC,2014-12-2 00:00,2014-12-2 00:00,3.86, ,INCHES
LOS,D,3,SNOW WC,2014-12-3 00:00,2014-12-3 00:00,6.07, ,INCHES
LOS,D,3,SNOW WC,2014-12-4 00:00,2014-12-4 00:00,8.14, ,INCHES
LOS,D,3,SNOW WC,2014-12-5 00:00,2014-12-5 00:00,8.75, ,INCHES
LOS,D,3,SNOW WC,2014-12-6 00:00,2014-12-6 00:00,8.93, ,INCHES
LOS,D,3,SNOW WC,2014-12-7 00:00,2014-12-7 00:00,8.91, ,INCHES
LOS,D,3,SNOW WC,2014-12-8 00:00,2014-12-8 00:00,8.83, ,INCHES
LOS,D,3,SNOW WC,2014-12-9 00:00,2014-12-9 00:00,8.5, ,INCHES
LOS,D,3,SNOW WC,2014-12-10 00:00,2014-12-10 00:00,8.29, ,INCHES
LOS,D,3,SNOW WC,2014-12-11 00:00,2014-12-11 00:00,7.82, ,INCHES
LOS,D,3,SNOW WC,2014-12-12 00:00,2014-12-12 00:00,9.16, ,INCHES
LOS,D,3,SNOW WC,2014-12-13 00:00,2014-12-13 00:00,9.56, ,INCHES
LOS,D,3,SNOW WC,2014-12-14 00:00,2014-12-14 00:00,9.02, ,INCHES
LOS,D,3,SNOW WC,2014-12-15 00:00,2014-12-15 00:00,8.21, ,INCHES
LOS,D,3,SNOW WC,2014-12-16 00:00,2014-12-16 00:00,7.83, ,INCHES
LOS,D,3,SNOW WC,2014-12-17 00:00,2014-12-17 00:00,8.02, ,INCHES
LOS,D,3,SNOW WC,2014-12-18 00:00,2014-12-18 00:00,8.94, ,INCHES
LOS,D,3,SNOW WC,2014-12-19 00:00,2014-12-19 00:00,9.52, ,INCHES
LOS,D,3,SNOW WC,2014-12-20 00:00,2014-12-20 00:00,11.75, ,INCHES
LOS,D,3,SNOW WC,2014-12-21 00:00,2014-12-21 00:00,14.03, ,INCHES
LOS,D,3,SNOW WC,2014-12-22 00:00,2014-12-22 00:00,15.13, ,INCHES
LOS,D,3,SNOW WC,2014-12-23 00:00,2014-12-23 00:00,15.43, ,INCHES
LOS,D,3,SNOW WC,2014-12-24 00:00,2014-12-24 00:00,15.79, ,INCHES
LOS,D,3,SNOW WC,2014-12-25 00:00,2014-12-25 00:00,17.29, ,INCHES
LOS,D,3,SNOW WC,2014-12-26 00:00,2014-12-26 00:00,17.75, ,INCHES
LOS,D,3,SNOW WC,2014-12-27 00:00,2014-12-27 00:00,17.75, ,INCHES
LOS,D,3,SNOW WC,2014-12-28 00:00,2014-12-28 00:00,17.65, ,INCHES
LOS,D,3,SNOW WC,2014-12-29 00:00,2014-12-29 00:00,16.95, ,INCHES
LOS,D,3,SNOW WC,2014-12-30 00:00,2014-12-30 00:00,16.42, ,INCHES
LOS,D,3,SNOW WC,2014-12-31 00:00,2014-12-31 00:00,16.01, ,INCHES
LOS,D,3,SNOW WC,2015-1-1 00:00,2015-1-1 00:00,14.61, ,INCHES
LOS,D,3,SNOW WC,2015-1-2 00:00,2015-1-2 00:00,14.25, ,INCHES
LOS,D,3,SNOW WC,2015-1-3 00:00,2015-1-3 00:00,14.35, ,INCHES
LOS,D,3,SNOW WC,2015-1-4 00:00,2015-1-4 00:00,14.6, ,INCHES
LOS,D,3,SNOW WC,2015-1-5 00:00,2015-1-5 00:00,14.52, ,INCHES
LOS,D,3,SNOW WC,2015-1-6 00:00,2015-1-6 00:00,14.34, ,INCHES
LOS,D,3,SNOW WC,2015-1-7 00:00,2015-1-7 00:00,14.14, ,INCHES
LOS,D,3,SNOW WC,2015-1-8 00:00,2015-1-8 00:00,15.73, ,INCHES
LOS,D,3,SNOW WC,2015-1-9 00:00,2015-1-9 00:00,16.37, ,INCHES
LOS,D,3,SNOW WC,2015-1-10 00:00,2015-1-10 00:00,16.36, ,INCHES
LOS,D,3,SNOW WC,2015-1-11 00:00,2015-1-11 00:00,16.43, ,INCHES
LOS,D,3,SNOW WC,2015-1-12 00:00,2015-1-12 00:00,16.89, ,INCHES
LOS,D,3,SNOW WC,2015-1-13 00:00,2015-1-13 00:00,16.79, ,INCHES
LOS,D,3,SNOW WC,2015-1-14 00:00,2015-1-14 00:00,16.21, ,INCHES
LOS,D,3,SNOW WC,2015-1-15 00:00,2015-1-15 00:00,15.6, ,INCHES
LOS,D,3,SNOW WC,2015-1-16 00:00,2015-1-16 00:00,14.83, ,INCHES
LOS,D,3,SNOW WC,2015-1-17 00:00,2015-1-17 00:00,14.8, ,INCHES
LOS,D,3,SNOW WC,2015-1-18 00:00,2015-1-18 00:00,17.24, ,INCHES
LOS,D,3,SNOW WC,2015-1-19 00:00,2015-1-19 00:00,17.6, ,INCHES
LOS,D,3,SNOW WC,2015-1-20 00:00,2015-1-20 00:00,17.4, ,INCHES
LOS,D,3,SNOW WC,2015-1-21 00:00,2015-1-21 00:00,16.81, ,INCHES
LOS,D,3,SNOW WC,2015-1-22 00:00,2015-1-22 00:00,16.06, ,INCHES
LOS,D,3,SNOW WC,2015-1-23 00:00,2015-1-23 00:00,14.46, ,INCHES
LOS,D,3,SNOW WC,2015-1-24 00:00,2015-1-24 00:00,12.77, ,INCHES
LOS,D,3,SNOW WC,2015-1-25 00:00,2015-1-25 00:00,12.24, ,INCHES
LOS,D,3,SNOW WC,2015-1-26 00:00,2015-1-26 00:00,13.94, ,INCHES
LOS,D,3,SNOW WC,2015-1-27 00:00,2015-1-27 00:00,15.72, ,INCHES
LOS,D,3,SNOW WC,2015-1-28 00:00,2015-1-28 00:00,16.29, ,INCHES
LOS,D,3,SNOW WC,2015-1-29 00:00,2015-1-29 00:00,16.04, ,INCHES
LOS,D,3,SNOW WC,2015-1-30 00:00,2015-1-30 00:00,15.58, ,INCHES
LOS,D,3,SNOW WC,2015-1-31 00:00,2015-1-31 00:00,14.96, ,INCHES
LOS,D,3,SNOW WC,2015-2-1 00:00,2015-2-1 00:00,14.01, ,INCHES
LOS,D,3,SNOW WC,2015-2-2 00:00,2015-2-2 00:00,13.32, ,INCHES
LOS,D,3,SNOW WC,2015-2-3 00:00,2015-2-3 00:00,14.06, ,INCHES
LOS,D,3,SNOW WC,2015-2-4 00:00,2015-2-4 00:00,15.52, ,INCHES
LOS,D,3,SNOW WC,2015-2-5 00:00,2015-2-5 00:00,15.62, ,INCHES
LOS,D,3,SNOW WC,2015-2-6 00:00,2015-2-6 00:00,15.23, ,INCHES
LOS,D,3,SNOW WC,2015-2-7 00:00,2015-2-7 00:00,18.41, ,INCHES
LOS,D,3,SNOW WC,2015-2-8 00:00,2015-2-8 00:00,20.06, ,INCHES
LOS,D,3,SNOW WC,2015-2-9 00:00,2015-2-9 00:00,23.89, ,INCHES
LOS,D,3,SNOW WC,2015-2-10 00:00,2015-2-10 00:00,23.9, ,INCHES
LOS,D,3,SNOW WC,2015-2-11 00:00,2015-2-11 00:00,23.47, ,INCHES
LOS,D,3,SNOW WC,2015-2-12 00:00,2015-2-12 00:00,23.15, ,INCHES
LOS,D,3,SNOW WC,2015-2-13 00:00,2015-2-13 00:00,23.01, ,INCHES
LOS,D,3,SNOW WC,2015-2-14 00:00,2015-2-14 00:00,22.82, ,INCHES
LOS,D,3,SNOW WC,2015-2-15 00:00,2015-2-15 00:00,22.52, ,INCHES
LOS,D,3,SNOW WC,2015-2-16 00:00,2015-2-16 00:00,22.3, ,INCHES
LOS,D,3,SNOW WC,2015-2-17 00:00,2015-2-17 00:00,22.07, ,INCHES
LOS,D,3,SNOW WC,2015-2-18 00:00,2015-2-18 00:00,21.95, ,INCHES
LOS,D,3,SNOW WC,2015-2-19 00:00,2015-2-19 00:00,21.78, ,INCHES
LOS,D,3,SNOW WC,2015-2-20 00:00,2015-2-20 00:00,21.45, ,INCHES
LOS,D,3,SNOW WC,2015-2-21 00:00,2015-2-21 00:00,21.04, ,INCHES
LOS,D,3,SNOW WC,2015-2-22 00:00,2015-2-22 00:00,20.59, ,INCHES
LOS,D,3,SNOW WC,2015-2-23 00:00,2015-2-23 00:00,19.93, ,INCHES
LOS,D,3,SNOW WC,2015-2-24 00:00,2015-2-24 00:00,18.72, ,INCHES
LOS,D,3,SNOW WC,2015-2-25 00:00,2015-2-25 00:00,17.48, ,INCHES
LOS,D,3,SNOW WC,2015-2-26 00:00,2015-2-26 00:00,16.0, ,INCHES
LOS,D,3,SNOW WC,2015-2-27 00:00,2015-2-27 00:00,14.6, ,INCHES
LOS,D,3,SNOW WC,2015-2-28 00:00,2015-2-28 00:00,13.41, ,INCHES
LOS,D,3,SNOW WC,2015-3-1 00:00,2015-3-1 00:00,12.86, ,INCHES
LOS,D,3,SNOW WC,2015-3-2 00:00,2015-3-2 00:00,12.64, ,INCHES
LOS,D,3,SNOW WC,2015-3-3 00:00,2015-3-3 00:00,12.94, ,INCHES
LOS,D,3,SNOW WC,2015-3-4 00:00,2015-3-4 00:00,13.4, ,INCHES
LOS,D,3,SNOW WC,2015-3-5 00:00,2015-3-5 00:00,13.87, ,INCHES
LOS,D,3,SNOW WC,2015-3-6 00:00,2015-3-6 00:00,14.33, ,INCHES
LOS,D,3,SNOW WC,2015-3-7 00:00,2015-3-7 00:00,14.81, ,INCHES
LOS,D,3,SNOW WC,2015-3-8 00:00,2015-3-8 00:00,14.78, ,INCHES
LOS,D,3,SNOW WC,2015-3-9 00:00,2015-3-9 00:00,16.48, ,INCHES
LOS,D,3,SNOW WC,2015-3-10 00:00,2015-3-10 00:00,18.43, ,INCHES
LOS,D,3,SNOW WC,2015-3-11 00:00,2015-3-11 00:00,20.56, ,INCHES
LOS,D,3,SNOW WC,2015-3-12 00:00,2015-3-12 00:00,22.15, ,INCHES
LOS,D,3,SNOW WC,2015-3-13 00:00,2015-3-13 00:00,23.09, ,INCHES
LOS,D,3,SNOW WC,2015-3-14 00:00,2015-3-14 00:00,24.73, ,INCHES
LOS,D,3,SNOW WC,2015-3-15 00:00,2015-3-15 00:00,25.84, ,INCHES
LOS,D,3,SNOW WC,2015-3-16 00:00,2015-3-16 00:00,24.02, ,INCHES
LOS,D,3,SNOW WC,2015-3-17 00:00,2015-3-17 00:00,22.48, ,INCHES
LOS,D,3,SNOW WC,2015-3-18 00:00,2015-3-18 00:00,21.6, ,INCHES
LOS,D,3,SNOW WC,2015-3-19 00:00,2015-3-19 00:00,20.97, ,INCHES
LOS,D,3,SNOW WC,2015-3-20 00:00,2015-3-20 00:00,20.44, ,INCHES
LOS,D,3,SNOW WC,2015-3-21 00:00,2015-3-21 00:00,19.82, ,INCHES
LOS,D,3,SNOW WC,2015-3-22 00:00,2015-3-22 00:00,19.54, ,INCHES
LOS,D,3,SNOW WC,2015-3-23 00:00,2015-3-23 00:00,20.82, ,INCHES
LOS,D,3,SNOW WC,2015-3-24 00:00,2015-3-24 00:00,21.35, ,INCHES
LOS,D,3,SNOW WC,2015-3-25 00:00,2015-3-25 00:00,21.47, ,INCHES
LOS,D,3,SNOW WC,2015-3-26 00:00,2015-3-26 00:00,21.39, ,INCHES
LOS,D,3,SNOW WC,2015-3-27 00:00,2015-3-27 00:00,21.46, ,INCHES
LOS,D,3,SNOW WC,2015-3-28 00:00,2015-3-28 00:00,20.67, ,INCHES
LOS,D,3,SNOW WC,2015-3-29 00:00,2015-3-29 00:00,19.88, ,INCHES
LOS,D,3,SNOW WC,2015-3-30 00:00,2015-3-30 00:00,19.16, ,INCHES
LOS,D,3,SNOW WC,2015-3-31 00:00,2015-3-31 00:00,18.24, ,INCHES
LOS,D,3,SNOW WC,2015-4-1 00:00,2015-4-1 00:00,17.67, ,INCHES
LOS,D,3,SNOW WC,2015-4-2 00:00,2015-4-2 00:00,17.09, ,INCHES
LOS,D,3,SNOW WC,2015-4-3 00:00,2015-4-3 00:00,16.87, ,INCHES
LOS,D,3,SNOW WC,2015-4-4 00:00,2015-4-4 00:00,16.78, ,INCHES
LOS,D,3,SNOW WC,2015-4-5 00:00,2015-4-5 00:00,16.49, ,INCHES
LOS,D,3,SNOW WC,2015-4-6 00:00,2015-4-6 00:00,16.84, ,INCHES
LOS,D,3,SNOW WC,2015-4-7 00:00,2015-4-7 00:00,16.34, ,INCHES
LOS,D,3,SNOW WC,2015-4-8 00:00,2015-4-8 00:00,16.63, ,INCHES
LOS,D,3,SNOW WC,2015-4-9 00:00,2015-4-9 00:00,16.02, ,INCHES
LOS,D,3,SNOW WC,2015-4-10 00:00,2015-4-10 00:00,15.05, ,INCHES
LOS,D,3,SNOW WC,2015-4-11 00:00,2015-4-11 00:00,14.42, ,INCHES
LOS,D,3,SNOW WC,2015-4-12 00:00,2015-4-12 00:00,14.8, ,INCHES
LOS,D,3,SNOW WC,2015-4-13 00:00,2015-4-13 00:00,15.54, ,INCHES
LOS,D,3,SNOW WC,2015-4-14 00:00,2015-4-14 00:00,16.61, ,INCHES
LOS,D,3,SNOW WC,2015-4-15 00:00,2015-4-15 00:00,16.24, ,INCHES
LOS,D,3,SNOW WC,2015-4-16 00:00,2015-4-16 00:00,15.97, ,INCHES
LOS,D,3,SNOW WC,2015-4-17 00:00,2015-4-17 00:00,16.12, ,INCHES
LOS,D,3,SNOW WC,2015-4-18 00:00,2015-4-18 00:00,16.07, ,INCHES
LOS,D,3,SNOW WC,2015-4-19 00:00,2015-4-19 00:00,15.82, ,INCHES
LOS,D,3,SNOW WC,2015-4-20 00:00,2015-4-20 00:00,15.68, ,INCHES
LOS,D,3,SNOW WC,2015-4-21 00:00,2015-4-21 00:00,15.2, ,INCHES
LOS,D,3,SNOW WC,2015-4-22 00:00,2015-4-22 00:00,14.65, ,INCHES
LOS,D,3,SNOW WC,2015-4-23 00:00,2015-4-23 00:00,14.37, ,INCHES
LOS,D,3,SNOW WC,2015-4-24 00:00,2015-4-24 00:00,14.59, ,INCHES
LOS,D,3,SNOW WC,2015-4-25 00:00,2015-4-25 00:00,16.1, ,INCHES
LOS,D,3,SNOW WC,2015-4-26 00:00,2015-4-26 00:00,17.5, ,INCHES
LOS,D,3,SNOW WC,2015-4-27 00:00,2015-4-27 00:00,17.53, ,INCHES
LOS,D,3,SNOW WC,2015-4-28 00:00,2015-4-28 00:00,17.13, ,INCHES
LOS,D,3,SNOW WC,2015-4-29 00:00,2015-4-29 00:00,16.36, ,INCHES
LOS,D,3,SNOW WC,2015-4-30 00:00,2015-4-30 00:00,15.13, ,INCHES
LOS,D,3,SNOW WC,2015-5-1 00:00,2015-5-1 00:00,14.15, ,INCHES
LOS,D,3,SNOW WC,2015-5-2 00:00,2015-5-2 00:00,12.88, ,INCHES
LOS,D,3,SNOW WC,2015-5-3 00:00,2015-5-3 00:00,11.68, ,INCHES
LOS,D,3,SNOW WC,2015-5-4 00:00,2015-5-4 00:00,10.24, ,INCHES
LOS,D,3,SNOW WC,2015-5-5 00:00,2015-5-5 00:00,8.97, ,INCHES
LOS,D,3,SNOW WC,2015-5-6 00:00,2015-5-6 00:00,7.67, ,INCHES
