date,PREC_DAILY,WTEQ_DAILY
1988-10-01,0.0,0.0
1988-10-02,0.0,0.0
1988-10-03,0.0,0.0
1988-10-04,0.0,0.0
1988-10-05,0.0,0.0
1988-10-06,0.0,0.0
1988-10-07,0.0,0.0
1988-10-08,0.0,0.0
1988-10-09,0.0,0.0
1988-10-10,0.0,0.0
1988-10-11,0.0,0.0
1988-10-12,0.0,0.0
1988-10-13,0.0,0.0
1988-10-14,0.0,0.0
1988-10-15,0.0,0.0
1988-10-16,0.0,0.0
1988-10-17,0.0,0.0
1988-10-18,0.0,0.0
1988-10-19,0.0,0.0
1988-10-20,0.0,0.0
1988-10-21,0.0,0.0
1988-10-22,0.0,0.0
1988-10-23,0.0,0.0
1988-10-24,0.0,0.0
1988-10-25,0.0,0.0
1988-10-26,0.0,0.0
1988-10-27,0.0,0.0
1988-10-28,0.0,0.0
1988-10-29,0.0,0.0
1988-10-30,0.0,0.0
1988-10-31,0.0,0.0
1988-11-01,0.0,0.0
1988-11-02,0.3,0.0
1988-11-03,1.9,0.0
1988-11-04,1.9,0.0
1988-11-05,1.9,0.0
1988-11-06,2.0,0.0
1988-11-07,2.0,0.0
1988-11-08,2.2,0.1
1988-11-09,2.2,0.3
1988-11-10,2.6,0.7
1988-11-11,3.0,1.0
1988-11-12,3.8,1.8
1988-11-13,3.9,1.8
1988-11-14,4.5,2.8
1988-11-15,4.5,2.9
1988-11-16,5.0,3.3
1988-11-17,7.5,6.1
1988-11-18,7.5,6.2
1988-11-19,7.5,6.2
1988-11-20,7.5,6.2
1988-11-21,7.5,6.2
1988-11-22,8.0,6.6
1988-11-23,9.4,8.3
1988-11-24,9.8,8.9
1988-11-25,10.5,9.6
1988-11-26,11.1,10.4
1988-11-27,11.2,10.4
1988-11-28,11.8,11.3
1988-11-29,11.9,11.8
1988-11-30,11.9,11.8
1988-12-01,11.9,11.8
1988-12-02,11.9,11.8
1988-12-03,11.9,12.0
1988-12-04,11.9,12.0
1988-12-05,11.9,12.1
1988-12-06,12.0,12.1
1988-12-07,12.0,12.1
1988-12-08,12.0,12.1
1988-12-09,12.0,12.1
1988-12-10,12.0,12.1
1988-12-11,12.0,12.1
1988-12-12,12.0,12.2
1988-12-13,12.0,12.2
1988-12-14,12.3,12.4
1988-12-15,12.3,12.4
1988-12-16,12.4,12.5
1988-12-17,12.4,12.5
1988-12-18,12.4,12.5
1988-12-19,12.7,12.8
1988-12-20,12.8,12.9
1988-12-21,14.0,14.1
1988-12-22,15.4,15.5
1988-12-23,16.8,16.9
1988-12-24,16.9,17.0
1988-12-25,18.7,18.8
1988-12-26,19.6,19.7
1988-12-27,19.6,19.7
1988-12-28,19.6,19.7
1988-12-29,19.7,19.8
1988-12-30,19.7,19.8
1988-12-31,19.8,19.9
1989-01-01,19.9,20.0
1989-01-02,20.0,20.1
1989-01-03,20.0,20.1
1989-01-04,20.0,20.1
1989-01-05,20.6,20.7
1989-01-06,21.1,21.2
1989-01-07,21.8,21.9
1989-01-08,22.1,22.2
1989-01-09,22.7,22.8
1989-01-10,23.0,23.1
1989-01-11,23.2,23.3
1989-01-12,23.2,23.3
1989-01-13,23.3,23.4
1989-01-14,23.3,23.4
1989-01-15,23.3,23.4
1989-01-16,24.2,24.3
1989-01-17,24.2,24.3
1989-01-18,24.2,24.3
1989-01-19,24.3,24.4
1989-01-20,24.3,24.4
1989-01-21,24.3,24.4
1989-01-22,24.3,24.4
1989-01-23,24.3,24.4
1989-01-24,24.3,24.4
1989-01-25,24.3,24.4
1989-01-26,24.6,24.7
1989-01-27,24.6,24.7
1989-01-28,24.6,24.7
1989-01-29,24.6,24.7
1989-01-30,24.6,24.7
1989-01-31,24.6,24.8
1989-02-01,25.8,26.9
1989-02-02,26.0,27.1
1989-02-03,26.1,27.6
1989-02-04,26.3,27.7
1989-02-05,26.3,27.7
1989-02-06,26.3,27.9
1989-02-07,26.3,27.9
1989-02-08,26.3,28.1
1989-02-09,26.7,28.3
1989-02-10,26.9,28.8
1989-02-11,26.9,28.8
1989-02-12,26.9,28.9
1989-02-13,27.1,29.3
1989-02-14,27.2,29.5
1989-02-15,27.3,29.5
1989-02-16,27.3,29.5
1989-02-17,27.3,29.6
1989-02-18,27.9,29.8
1989-02-19,28.2,31.1
1989-02-20,28.5,31.3
1989-02-21,28.5,31.4
1989-02-22,29.0,31.5
1989-02-23,29.0,31.6
1989-02-24,29.0,31.8
1989-02-25,29.1,32.0
1989-02-26,29.5,32.8
1989-02-27,29.5,32.9
1989-02-28,29.5,33.1
1989-03-01,29.5,33.2
1989-03-02,31.1,36.1
1989-03-03,31.2,36.4
