date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2011-10-01,0.0,0.0,55.2,0.0
2011-10-02,0.0,0.0,51.8,0.0
2011-10-03,0.0,0.0,51.4,0.0
2011-10-04,0.1,0.0,49.5,0.0
2011-10-05,0.2,0.0,45.0,0.0
2011-10-06,0.6,0.0,31.1,0.0
2011-10-07,0.8,0.0,32.2,0.0
2011-10-08,1.4,2.0,35.1,0.4
2011-10-09,1.4,1.0,36.3,0.2
2011-10-10,1.4,0.0,39.9,0.0
2011-10-11,1.4,0.0,42.1,0.0
2011-10-12,1.4,0.0,40.6,0.0
2011-10-13,1.4,0.0,44.4,0.0
2011-10-14,1.4,0.0,47.1,0.0
2011-10-15,1.4,0.0,51.6,0.0
2011-10-16,1.6,0.0,49.3,0.0
2011-10-17,1.8,0.0,39.0,0.0
2011-10-18,1.8,0.0,37.6,0.0
2011-10-19,1.8,0.0,43.5,0.0
2011-10-20,1.8,0.0,41.4,0.0
2011-10-21,1.8,0.0,42.4,0.0
2011-10-22,1.8,0.0,41.0,0.0
2011-10-23,1.8,0.0,43.2,0.0
2011-10-24,1.8,0.0,47.1,0.0
2011-10-25,1.9,0.0,36.1,0.0
2011-10-26,2.0,0.0,26.6,0.0
2011-10-27,2.0,0.0,28.6,0.0
2011-10-28,2.0,0.0,31.3,0.0
2011-10-29,2.0,0.0,36.7,0.0
2011-10-30,2.0,0.0,37.4,0.0
2011-10-31,2.0,0.0,41.0,0.0
2011-11-01,2.7,3.0,27.0,0.5
2011-11-02,2.7,3.0,17.1,0.5
2011-11-03,2.7,3.0,31.1,0.5
2011-11-04,3.0,6.0,38.3,0.8
2011-11-05,3.0,6.0,21.4,0.8
2011-11-06,3.0,5.0,23.7,0.8
2011-11-07,3.1,5.0,21.9,0.7
2011-11-08,3.1,5.0,19.4,0.7
2011-11-09,3.1,5.0,22.6,0.7
2011-11-10,3.1,4.0,30.2,0.7
2011-11-11,3.1,4.0,34.0,0.7
2011-11-12,3.3,6.0,32.0,1.1
2011-11-13,3.4,5.0,30.7,1.1
2011-11-14,3.4,4.0,33.3,1.1
2011-11-15,3.5,5.0,27.1,1.0
2011-11-16,3.5,5.0,23.9,1.1
2011-11-17,3.6,4.0,37.0,1.2
2011-11-18,4.0,11.0,33.6,1.6
2011-11-19,4.1,10.0,20.1,1.6
2011-11-20,4.1,10.0,26.8,1.6
2011-11-21,4.3,10.0,29.7,1.8
2011-11-22,4.3,9.0,30.4,1.8
2011-11-23,4.3,9.0,38.3,1.8
2011-11-24,4.3,8.0,37.0,1.8
2011-11-25,4.3,8.0,25.5,1.8
2011-11-26,4.3,8.0,20.8,1.8
2011-11-27,4.3,8.0,33.6,1.8
2011-11-28,4.3,8.0,35.8,1.8
2011-11-29,4.3,8.0,31.6,1.8
2011-11-30,4.5,8.0,30.0,1.9
2011-12-01,4.5,9.0,20.3,1.8
2011-12-02,4.5,7.0,20.7,1.8
2011-12-03,4.6,9.0,14.2,1.8
2011-12-04,4.7,8.0,12.2,1.8
2011-12-05,4.8,10.0,0.3,1.9
2011-12-06,4.9,10.0,13.6,1.9
2011-12-07,4.9,9.0,24.1,1.9
2011-12-08,4.9,9.0,25.2,1.9
2011-12-09,4.9,9.0,22.5,1.9
2011-12-10,4.9,10.0,20.7,1.9
2011-12-11,4.9,10.0,25.3,1.9
2011-12-12,4.9,10.0,21.6,1.9
2011-12-13,4.9,9.0,21.9,1.9
2011-12-14,4.9,10.0,21.4,1.9
2011-12-15,4.9,10.0,17.6,1.9
2011-12-16,4.9,10.0,17.6,1.9
2011-12-17,4.9,10.0,26.2,1.9
2011-12-18,4.9,10.0,28.9,1.9
2011-12-19,4.9,10.0,19.4,1.9
2011-12-20,4.9,9.0,21.6,1.9
2011-12-21,5.5,12.0,20.8,2.2
2011-12-22,5.5,13.0,11.7,2.2
2011-12-23,5.5,12.0,15.8,2.2
2011-12-24,5.5,12.0,21.6,2.2
2011-12-25,5.5,12.0,28.9,2.2
2011-12-26,5.5,12.0,25.2,2.2
2011-12-27,5.5,12.0,24.4,2.2
2011-12-28,5.8,11.0,36.5,2.3
2011-12-29,5.8,10.0,36.1,2.3
2011-12-30,5.8,10.0,41.5,2.3
2011-12-31,5.8,10.0,19.4,2.3
2012-01-01,5.8,10.0,27.7,2.3
2012-01-02,5.8,10.0,35.1,2.3
2012-01-03,5.8,10.0,34.0,2.3
2012-01-04,5.8,10.0,32.9,2.3
2012-01-05,5.8,10.0,34.5,2.3
2012-01-06,5.8,10.0,30.0,2.3
2012-01-07,6.0,15.0,21.0,2.5
2012-01-08,6.0,13.0,19.4,2.5
2012-01-09,6.0,13.0,25.7,2.5
2012-01-10,6.0,13.0,28.4,2.5
2012-01-11,6.0,13.0,14.0,2.5
2012-01-12,6.0,13.0,13.8,2.5
2012-01-13,6.0,13.0,23.9,2.5
2012-01-14,6.0,12.0,33.4,2.5
2012-01-15,6.0,12.0,36.5,2.5
2012-01-16,6.0,17.0,13.5,2.5
2012-01-17,6.1,15.0,10.9,2.6
2012-01-18,6.2,14.0,30.6,2.7
2012-01-19,6.5,12.0,37.0,2.9
2012-01-20,6.7,13.0,34.2,3.0
2012-01-21,7.0,18.0,32.5,3.1
2012-01-22,7.0,18.0,20.3,3.1
2012-01-23,7.4,18.0,26.6,3.3
2012-01-24,7.4,19.0,20.7,3.3
2012-01-25,7.4,17.0,31.6,3.3
2012-01-26,7.5,18.0,30.0,3.4
2012-01-27,7.5,18.0,14.9,3.4
2012-01-28,7.5,18.0,17.1,3.4
2012-01-29,7.5,17.0,29.7,3.4
2012-01-30,7.5,17.0,28.8,3.4
2012-01-31,7.5,17.0,21.0,3.4
2012-02-01,7.6,18.0,27.5,3.4
2012-02-02,7.7,19.0,25.7,3.5
2012-02-03,7.7,20.0,18.7,3.5
2012-02-04,7.7,19.0,13.1,3.5
2012-02-05,7.7,19.0,15.6,3.5
2012-02-06,7.7,19.0,14.7,3.5
2012-02-07,7.8,19.0,12.4,3.6
2012-02-08,7.9,19.0,28.8,3.7
2012-02-09,7.9,18.0,29.3,3.7
2012-02-10,7.9,19.0,30.6,3.7
2012-02-11,7.9,19.0,30.7,3.7
2012-02-12,8.4,27.0,28.2,4.4
2012-02-13,8.4,27.0,24.6,4.4
2012-02-14,8.4,25.0,21.9,4.4
2012-02-15,8.4,24.0,21.2,4.4
2012-02-16,8.4,24.0,16.3,4.4
2012-02-17,8.4,23.0,17.8,4.4
2012-02-18,8.4,23.0,23.2,4.4
2012-02-19,8.6,25.0,19.2,4.6
2012-02-20,8.6,24.0,18.0,4.6
2012-02-21,8.6,23.0,30.4,4.6
2012-02-22,8.6,21.0,36.1,4.6
2012-02-23,8.6,21.0,19.9,4.6
2012-02-24,8.6,20.0,21.7,4.6
2012-02-25,8.6,21.0,24.6,4.6
2012-02-26,8.7,22.0,16.5,4.7
2012-02-27,8.8,23.0,30.9,4.8
2012-02-28,8.9,25.0,20.5,4.9
2012-02-29,9.2,27.0,25.0,5.3
2012-03-01,9.2,25.0,16.5,5.3
2012-03-02,9.3,27.0,16.0,5.5
2012-03-03,9.3,25.0,26.1,5.5
2012-03-04,9.3,24.0,32.2,5.5
2012-03-05,9.3,23.0,38.1,5.5
2012-03-06,9.4,24.0,36.0,5.7
2012-03-07,9.4,24.0,21.2,5.7
2012-03-08,9.4,24.0,20.5,5.7
2012-03-09,9.4,23.0,30.6,5.7
2012-03-10,9.4,23.0,33.8,5.7
2012-03-11,9.4,22.0,36.5,5.7
2012-03-12,9.4,21.0,40.3,5.5
2012-03-13,9.4,20.0,42.4,5.3
2012-03-14,9.4,19.0,40.6,5.2
2012-03-15,9.4,16.0,41.4,4.9
2012-03-16,9.5,14.0,43.9,4.6
2012-03-17,9.5,13.0,41.5,4.6
2012-03-18,9.7,18.0,28.4,4.9
2012-03-19,9.7,17.0,22.3,4.9
2012-03-20,9.8,15.0,25.5,5.0
2012-03-21,9.8,14.0,37.4,5.0
2012-03-22,9.8,13.0,42.1,4.8
2012-03-23,9.8,11.0,45.9,4.4
2012-03-24,9.8,10.0,46.0,3.8
2012-03-25,9.8,8.0,48.9,3.5
2012-03-26,9.8,8.0,34.5,3.5
2012-03-27,9.8,8.0,37.9,3.4
2012-03-28,9.8,6.0,41.4,2.7
2012-03-29,9.8,5.0,38.3,2.3
2012-03-30,9.8,2.0,44.6,1.5
2012-03-31,9.8,1.0,51.3,0.4
2012-04-01,9.9,3.0,32.5,0.8
2012-04-02,9.9,1.0,27.9,0.8
2012-04-03,9.9,1.0,34.7,0.5
2012-04-04,9.9,1.0,44.2,0.4
2012-04-05,9.9,0.0,42.3,0.0
2012-04-06,9.9,0.0,25.9,0.0
2012-04-07,9.9,0.0,33.8,0.0
2012-04-08,9.9,0.0,43.0,0.0
2012-04-09,9.9,0.0,46.8,0.0
2012-04-10,9.9,0.0,48.2,0.0
2012-04-11,9.9,0.0,46.6,0.0
2012-04-12,9.9,0.0,33.3,0.0
2012-04-13,9.9,0.0,31.5,0.0
2012-04-14,10.0,0.0,31.8,0.0
2012-04-15,10.0,0.0,33.4,0.0
2012-04-16,10.0,0.0,36.1,0.0
2012-04-17,10.1,0.0,39.0,0.0
2012-04-18,10.2,0.0,38.7,0.0
2012-04-19,10.3,0.0,37.9,0.0
2012-04-20,10.3,0.0,43.9,0.0
2012-04-21,10.3,0.0,49.3,0.0
2012-04-22,10.3,0.0,52.5,0.0
2012-04-23,10.4,0.0,54.5,0.0
2012-04-24,10.4,0.0,54.9,0.0
2012-04-25,10.5,0.0,50.0,0.0
2012-04-26,10.6,0.0,48.4,0.0
2012-04-27,10.6,0.0,29.8,0.0
2012-04-28,10.7,1.0,30.0,0.3
2012-04-29,10.7,1.0,37.6,0.4
2012-04-30,11.2,0.0,46.8,0.0
2012-05-01,11.3,0.0,43.0,0.0
2012-05-02,11.3,0.0,46.8,0.0
2012-05-03,11.3,0.0,51.4,0.0
2012-05-04,11.3,0.0,47.1,0.0
2012-05-05,11.3,0.0,36.5,0.0
2012-05-06,11.3,0.0,36.9,0.0
2012-05-07,11.3,0.0,41.4,0.0
2012-05-08,11.4,0.0,45.5,0.0
2012-05-09,11.4,0.0,50.4,0.0
2012-05-10,11.4,0.0,48.2,0.0
2012-05-11,11.4,0.0,43.2,0.0
2012-05-12,11.4,0.0,44.1,0.0
2012-05-13,11.4,0.0,46.4,0.0
2012-05-14,11.4,0.0,52.7,0.0
2012-05-15,11.4,0.0,56.8,0.0
2012-05-16,11.4,0.0,52.2,0.0
2012-05-17,11.4,0.0,53.1,0.0
2012-05-18,11.4,0.0,41.9,0.0
2012-05-19,11.4,0.0,44.8,0.0
2012-05-20,11.4,0.0,49.1,0.0
2012-05-21,11.5,0.0,57.7,0.0
2012-05-22,11.5,0.0,55.9,0.0
2012-05-23,11.5,0.0,41.4,0.0
2012-05-24,11.5,0.0,38.3,0.0
2012-05-25,11.5,0.0,46.6,0.0
2012-05-26,11.5,0.0,41.0,0.0
2012-05-27,11.6,0.0,37.0,0.0
2012-05-28,11.6,0.0,42.1,0.0
2012-05-29,11.6,0.0,49.6,0.0
2012-05-30,11.6,0.0,49.8,0.0
2012-05-31,11.6,0.0,52.2,0.0
2012-06-01,11.6,0.0,55.8,0.0
2012-06-02,11.6,0.0,58.1,0.0
2012-06-03,11.6,0.0,60.3,0.0
2012-06-04,11.6,0.0,63.5,0.0
2012-06-05,11.6,0.0,47.8,0.0
2012-06-06,11.6,0.0,40.3,0.0
2012-06-07,11.6,0.0,47.8,0.0
2012-06-08,11.6,0.0,60.4,0.0
2012-06-09,11.6,0.0,44.8,0.0
2012-06-10,11.6,0.0,38.8,0.0
2012-06-11,11.6,0.0,47.5,0.0
2012-06-12,11.6,0.0,53.6,0.0
2012-06-13,11.6,0.0,57.7,0.0
2012-06-14,11.6,0.0,55.6,0.0
2012-06-15,11.6,0.0,55.8,0.0
2012-06-16,11.6,0.0,54.7,0.0
2012-06-17,11.6,0.0,61.2,0.0
2012-06-18,11.6,0.0,61.5,0.0
2012-06-19,11.6,0.0,49.8,0.0
2012-06-20,11.6,0.0,47.3,0.0
2012-06-21,11.6,0.0,59.2,0.0
2012-06-22,11.6,0.0,61.7,0.0
