date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2011-10-01,0.0,0.0,53.1,0.0
2011-10-02,0.1,0.0,50.2,0.0
2011-10-03,0.3,0.0,49.3,0.0
2011-10-04,0.4,0.0,49.3,0.0
2011-10-05,2.5,3.0,39.0,0.8
2011-10-06,3.0,2.0,31.8,0.4
2011-10-07,3.0,1.0,32.2,0.2
2011-10-08,3.0,1.0,36.9,0.2
2011-10-09,3.0,0.0,36.5,0.0
2011-10-10,3.0,0.0,40.8,0.0
2011-10-11,3.0,0.0,43.2,0.0
2011-10-12,3.0,0.0,43.7,0.0
2011-10-13,3.0,0.0,46.9,0.0
2011-10-14,3.0,0.0,49.3,0.0
2011-10-15,3.0,0.0,49.8,0.0
2011-10-16,3.0,0.0,46.4,0.0
2011-10-17,3.0,0.0,46.6,0.0
2011-10-18,3.0,0.0,44.4,0.0
2011-10-19,3.0,0.0,43.0,0.0
2011-10-20,3.0,0.0,42.8,0.0
2011-10-21,3.0,0.0,42.4,0.0
2011-10-22,3.0,0.0,45.3,0.0
2011-10-23,3.0,0.0,43.9,0.0
2011-10-24,3.0,0.0,42.1,0.0
2011-10-25,3.1,0.0,45.7,0.0
2011-10-26,3.2,0.0,31.3,0.0
2011-10-27,3.2,0.0,33.3,0.0
2011-10-28,3.2,0.0,34.3,0.0
2011-10-29,3.2,0.0,38.1,0.0
2011-10-30,3.2,0.0,39.0,0.0
2011-10-31,3.2,0.0,39.9,0.0
2011-11-01,3.3,0.0,34.9,0.0
2011-11-02,3.3,0.0,26.8,0.0
2011-11-03,3.3,0.0,31.3,0.0
2011-11-04,3.3,0.0,38.8,0.0
2011-11-05,3.3,0.0,26.4,0.0
2011-11-06,3.7,5.0,26.2,0.8
2011-11-07,3.8,1.0,26.6,0.7
2011-11-08,3.8,1.0,25.9,0.4
2011-11-09,3.8,2.0,24.8,0.4
2011-11-10,3.8,1.0,24.1,0.4
2011-11-11,3.9,0.0,31.6,0.0
2011-11-12,3.9,0.0,36.0,0.0
2011-11-13,3.9,0.0,34.9,0.0
