date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2001-10-01,0.0,0.0,0.0
2001-10-02,0.0,0.0,0.0
2001-10-03,0.0,0.0,0.0
2001-10-04,0.0,0.0,0.0
2001-10-05,0.0,0.0,0.0
2001-10-06,0.0,0.0,0.0
2001-10-07,0.0,0.0,0.0
2001-10-08,0.1,0.0,0.0
2001-10-09,0.4,0.0,0.0
2001-10-10,0.4,0.0,0.0
2001-10-11,0.6,0.0,0.0
2001-10-12,0.6,0.0,0.0
2001-10-13,0.6,0.0,0.0
2001-10-14,0.6,0.0,0.0
2001-10-15,0.6,0.0,0.0
2001-10-16,0.6,0.0,0.0
2001-10-17,0.6,0.0,0.0
2001-10-18,0.6,0.0,0.0
2001-10-19,0.6,0.0,0.0
2001-10-20,0.6,0.0,0.0
2001-10-21,0.6,0.0,0.0
2001-10-22,0.6,0.0,0.0
2001-10-23,0.8,0.0,0.0
2001-10-24,0.8,0.0,0.0
2001-10-25,0.8,0.0,0.0
2001-10-26,0.8,0.0,0.0
2001-10-27,0.8,0.0,0.0
2001-10-28,0.8,0.0,0.0
2001-10-29,0.8,0.0,0.0
2001-10-30,1.9,0.0,0.0
2001-10-31,3.9,4.0,1.2
2001-11-01,4.0,4.0,1.0
2001-11-02,4.0,4.0,0.8
2001-11-03,4.0,4.0,0.6
2001-11-04,4.4,3.0,1.0
2001-11-05,4.4,1.0,1.0
2001-11-06,4.4,1.0,0.5
2001-11-07,4.4,1.0,0.1
2001-11-08,4.4,0.0,0.0
2001-11-09,4.4,0.0,0.0
2001-11-10,4.4,0.0,0.0
2001-11-11,4.5,0.0,0.0
2001-11-12,4.5,0.0,0.0
2001-11-13,4.5,0.0,0.0
2001-11-14,4.5,0.0,0.0
2001-11-15,4.5,0.0,0.0
2001-11-16,4.5,0.0,0.0
2001-11-17,4.5,0.0,0.0
2001-11-18,4.7,0.0,0.0
2001-11-19,5.4,0.0,0.0
2001-11-20,5.4,0.0,0.0
2001-11-21,5.8,1.0,0.1
2001-11-22,6.7,20.0,2.3
2001-11-23,7.4,20.0,2.6
2001-11-24,9.5,21.0,3.2
2001-11-25,9.6,32.0,4.5
2001-11-26,9.7,32.0,4.8
2001-11-27,9.8,32.0,4.8
2001-11-28,11.4,33.0,5.3
2001-11-29,12.2,41.0,6.6
2001-11-30,12.2,46.0,7.4
2001-12-01,13.8,49.0,8.5
2001-12-02,14.2,46.0,8.6
2001-12-03,14.5,50.0,9.3
2001-12-04,14.7,53.0,9.7
2001-12-05,15.1,54.0,10.5
2001-12-06,15.7,58.0,11.8
2001-12-07,15.7,55.0,11.9
2001-12-08,15.9,53.0,12.1
2001-12-09,15.9,52.0,12.1
2001-12-10,15.9,51.0,12.1
2001-12-11,16.1,59.0,12.4
2001-12-12,16.2,57.0,12.5
2001-12-13,16.3,54.0,12.6
