date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2001-10-01,0.0,0.0,0.0
2001-10-02,0.0,0.0,0.0
2001-10-03,0.0,0.0,0.0
2001-10-04,0.0,0.0,0.0
2001-10-05,0.0,0.0,0.0
2001-10-06,0.1,0.0,0.0
2001-10-07,0.1,0.0,0.0
2001-10-08,0.1,0.0,0.0
2001-10-09,0.4,0.0,0.0
2001-10-10,0.6,3.0,0.2
2001-10-11,0.7,4.0,0.4
2001-10-12,0.9,6.0,0.6
2001-10-13,0.9,1.0,0.4
2001-10-14,0.9,1.0,0.3
2001-10-15,0.9,0.0,0.0
2001-10-16,0.9,0.0,0.0
2001-10-17,0.9,0.0,0.0
2001-10-18,0.9,0.0,0.0
2001-10-19,0.9,0.0,0.0
2001-10-20,0.9,0.0,0.0
2001-10-21,0.9,0.0,0.0
2001-10-22,0.9,0.0,0.0
2001-10-23,0.9,0.0,0.0
2001-10-24,0.9,0.0,0.0
2001-10-25,1.1,0.0,0.0
2001-10-26,1.2,0.0,0.0
2001-10-27,1.9,0.0,0.0
2001-10-28,1.9,0.0,0.0
2001-10-29,1.9,0.0,0.0
2001-10-30,2.0,1.0,0.1
2001-10-31,2.0,1.0,0.1
2001-11-01,2.0,0.0,0.0
2001-11-02,2.0,0.0,0.0
2001-11-03,2.0,0.0,0.0
2001-11-04,2.0,0.0,0.0
2001-11-05,2.7,0.0,0.0
2001-11-06,2.8,0.0,0.0
2001-11-07,2.8,0.0,0.0
2001-11-08,2.8,0.0,0.0
2001-11-09,3.0,0.0,0.0
2001-11-10,3.1,0.0,0.0
2001-11-11,3.3,3.0,0.3
2001-11-12,3.4,3.0,0.5
2001-11-13,3.5,4.0,0.5
2001-11-14,3.5,3.0,0.5
2001-11-15,3.5,4.0,0.4
2001-11-16,3.5,4.0,0.3
2001-11-17,3.5,5.0,0.3
2001-11-18,3.7,4.0,0.5
2001-11-19,3.7,7.0,0.1
2001-11-20,3.9,4.0,0.2
2001-11-21,4.3,4.0,0.5
2001-11-22,4.9,16.0,1.5
2001-11-23,5.2,15.0,1.6
2001-11-24,5.7,15.0,1.9
2001-11-25,6.4,25.0,2.6
2001-11-26,6.5,25.0,2.6
2001-11-27,6.6,25.0,2.6
2001-11-28,7.1,25.0,2.8
2001-11-29,7.1,21.0,3.0
2001-11-30,7.1,26.0,3.0
2001-12-01,7.3,25.0,3.3
2001-12-02,7.4,25.0,3.3
2001-12-03,7.7,30.0,3.9
2001-12-04,8.0,31.0,4.1
2001-12-05,8.4,36.0,4.5
2001-12-06,9.2,38.0,5.2
2001-12-07,9.4,37.0,5.2
2001-12-08,9.7,35.0,5.3
2001-12-09,9.7,34.0,5.3
2001-12-10,9.7,32.0,5.3
2001-12-11,9.7,34.0,5.3
2001-12-12,9.7,32.0,5.3
2001-12-13,9.8,32.0,5.5
