date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2003-10-01,0.0,0.0,39.6,68.2,20.8,0.0
2003-10-02,0.0,0.0,41.4,64.6,26.2,0.0
2003-10-03,0.0,0.0,40.6,67.1,24.8,0.0
2003-10-04,0.0,0.0,42.4,66.9,27.0,0.0
2003-10-05,0.0,0.0,44.1,68.5,29.1,0.0
2003-10-06,0.0,0.0,45.0,66.6,31.1,0.0
2003-10-07,0.0,0.0,48.0,65.1,32.7,0.0
2003-10-08,0.0,0.0,45.1,61.2,34.9,0.0
2003-10-09,0.0,0.0,44.4,58.1,34.2,0.0
2003-10-10,0.0,0.0,33.4,42.3,26.6,0.0
2003-10-11,0.1,0.0,35.4,43.3,22.6,0.0
2003-10-12,0.1,0.0,37.9,44.2,34.3,0.0
2003-10-13,0.1,0.0,34.9,40.5,23.5,0.0
2003-10-14,0.6,0.0,31.5,41.9,21.2,0.0
2003-10-15,0.9,1.0,34.5,40.3,29.8,0.3
2003-10-16,0.9,0.0,38.3,50.9,31.3,0.0
2003-10-17,0.9,0.0,50.5,65.5,32.5,0.0
2003-10-18,0.9,0.0,44.4,67.6,30.2,0.0
2003-10-19,0.9,0.0,49.3,66.9,31.3,0.0
2003-10-20,0.9,0.0,51.4,63.7,34.7,0.0
2003-10-21,0.9,0.0,51.8,66.4,34.9,0.0
2003-10-22,0.9,0.0,44.4,69.3,31.6,0.0
2003-10-23,0.9,0.0,37.6,49.6,29.1,0.0
2003-10-24,0.9,0.0,30.9,39.2,24.8,0.0
2003-10-25,1.0,0.0,29.7,43.2,14.4,0.0
2003-10-26,1.2,0.0,39.6,51.8,29.3,0.0
2003-10-27,1.4,0.0,41.5,49.3,29.5,0.0
2003-10-28,1.6,0.0,39.4,45.7,30.9,0.0
2003-10-29,1.6,0.0,22.8,42.6,12.7,0.0
2003-10-30,1.6,2.0,11.7,17.8,3.9,0.1
2003-10-31,1.6,2.0,3.9,16.0,-8.0,0.2
2003-11-01,1.6,2.0,8.2,24.3,-7.2,0.4
2003-11-02,1.6,2.0,17.6,27.7,6.1,0.5
2003-11-03,1.8,3.0,17.1,26.6,7.3,0.6
2003-11-04,1.8,3.0,4.1,13.6,-4.4,0.6
2003-11-05,1.9,3.0,6.8,19.8,-4.5,0.6
2003-11-06,1.9,3.0,10.2,28.0,-6.2,0.6
2003-11-07,1.9,3.0,12.0,36.9,-0.9,0.6
2003-11-08,1.9,3.0,17.1,39.4,1.6,0.7
2003-11-09,2.0,3.0,27.5,43.5,16.5,0.8
2003-11-10,2.0,3.0,32.7,37.8,28.9,0.9
2003-11-11,2.3,9.0,27.9,33.1,19.8,1.4
2003-11-12,2.4,8.0,19.8,33.4,7.2,1.4
2003-11-13,2.4,7.0,20.8,48.9,7.5,1.4
2003-11-14,2.4,7.0,20.1,41.7,10.2,1.4
2003-11-15,2.4,7.0,21.2,39.4,9.0,1.4
2003-11-16,2.5,9.0,27.7,38.3,16.0,1.8
2003-11-17,2.5,9.0,28.4,30.4,24.6,1.8
2003-11-18,2.5,8.0,36.9,42.6,25.5,1.8
2003-11-19,2.5,8.0,40.1,50.0,27.3,1.8
2003-11-20,2.6,8.0,18.1,27.0,5.7,1.7
2003-11-21,2.8,9.0,8.4,18.0,-6.7,1.8
2003-11-22,2.8,9.0,1.4,10.6,-13.9,1.8
2003-11-23,2.8,10.0,14.5,21.9,-0.8,1.9
2003-11-24,2.8,12.0,19.8,23.0,15.8,2.0
2003-11-25,2.8,10.0,19.0,23.9,15.8,2.0
2003-11-26,2.8,10.0,18.7,25.9,6.1,2.0
2003-11-27,2.8,10.0,15.1,27.0,4.1,2.0
2003-11-28,2.8,9.0,30.0,37.6,10.6,2.0
2003-11-29,2.8,9.0,38.1,40.1,36.5,2.0
2003-11-30,2.8,8.0,28.4,38.1,14.2,2.0
2003-12-01,2.8,9.0,31.1,44.2,14.5,2.1
2003-12-02,2.9,12.0,32.0,34.5,21.7,2.3
2003-12-03,3.0,11.0,28.4,39.4,19.4,2.3
2003-12-04,3.1,11.0,9.0,27.0,-2.2,2.3
2003-12-05,3.2,11.0,25.9,42.6,1.6,2.5
2003-12-06,3.2,10.0,38.8,46.2,33.1,2.5
2003-12-07,3.3,13.0,24.3,34.5,7.7,2.7
2003-12-08,3.3,14.0,15.4,27.3,0.9,2.8
2003-12-09,3.4,14.0,13.8,29.8,-2.4,2.8
2003-12-10,3.5,14.0,14.9,26.1,-1.7,2.8
2003-12-11,3.5,13.0,15.4,27.1,5.0,2.8
2003-12-12,3.5,14.0,25.2,30.0,17.8,3.0
2003-12-13,3.6,16.0,28.9,34.0,25.0,3.3
2003-12-14,3.9,19.0,28.2,36.5,17.4,3.4
2003-12-15,3.9,18.0,18.3,24.6,8.4,3.4
2003-12-16,3.9,17.0,20.8,30.4,4.6,3.4
2003-12-17,3.9,17.0,24.1,31.1,5.0,3.5
2003-12-18,3.9,16.0,14.5,37.4,3.7,3.5
2003-12-19,3.9,16.0,20.5,43.2,11.3,3.5
2003-12-20,4.0,16.0,27.0,39.0,14.9,3.6
2003-12-21,4.0,16.0,27.3,34.0,19.9,3.6
2003-12-22,4.0,16.0,22.5,35.4,8.1,3.4
2003-12-23,4.0,16.0,15.6,39.4,7.0,3.4
2003-12-24,4.1,17.0,32.0,40.1,14.0,3.6
2003-12-25,4.1,16.0,26.6,35.8,13.1,3.6
2003-12-26,4.5,20.0,20.7,24.4,15.1,4.0
2003-12-27,5.2,30.0,18.0,20.5,11.5,4.7
2003-12-28,5.2,29.0,9.0,21.2,-7.6,4.8
2003-12-29,5.4,29.0,12.4,18.5,5.2,5.0
2003-12-30,5.5,28.0,6.8,16.3,-13.7,5.0
2003-12-31,5.5,30.0,19.2,27.1,2.3,5.2
2004-01-01,5.9,34.0,21.2,27.7,9.3,5.6
2004-01-02,6.1,33.0,7.9,20.5,-3.3,5.6
2004-01-03,6.2,32.0,-1.1,13.8,-17.9,5.6
2004-01-04,6.4,31.0,-17.5,-4.2,-33.5,5.6
2004-01-05,6.4,31.0,-28.3,-4.5,-41.6,5.6
2004-01-06,6.4,29.0,-7.2,18.5,-32.1,5.9
2004-01-07,6.7,34.0,19.4,26.6,5.5,6.5
2004-01-08,6.7,32.0,26.2,30.9,15.3,6.5
2004-01-09,6.7,32.0,27.1,43.5,17.4,6.5
2004-01-10,6.7,31.0,24.8,37.6,9.7,6.5
