date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2003-10-01,0.0,55.6,77.9,45.9,0.0
2003-10-02,0.0,51.4,68.2,44.6,0.0
2003-10-03,0.0,57.6,78.6,44.8,0.0
2003-10-04,0.0,55.8,78.3,45.7,0.0
2003-10-05,0.0,48.7,64.2,41.7,0.0
2003-10-06,0.0,53.6,77.2,43.5,0.0
2003-10-07,0.4,45.3,50.5,37.8,0.0
2003-10-08,1.2,42.3,50.9,37.6,0.0
2003-10-09,1.9,39.4,45.5,37.8,0.0
2003-10-10,2.6,39.2,44.8,34.2,0.0
2003-10-11,3.1,39.2,43.0,36.3,0.0
2003-10-12,4.7,41.4,44.1,37.9,0.0
2003-10-13,4.7,43.3,52.2,40.6,0.0
2003-10-14,4.7,41.4,53.6,33.1,0.0
2003-10-15,5.1,39.6,43.2,34.0,0.0
2003-10-16,7.5,42.1,47.8,37.4,0.0
2003-10-17,7.5,50.9,64.8,40.8,0.0
2003-10-18,7.6,46.8,61.0,40.3,0.0
2003-10-19,7.8,47.8,54.1,43.9,0.0
2003-10-20,11.3,51.8,57.4,46.4,0.0
2003-10-21,11.5,57.0,70.2,51.8,0.0
2003-10-22,11.8,51.8,60.1,40.6,0.0
2003-10-23,11.9,39.9,44.6,33.1,0.0
2003-10-24,11.9,38.5,52.0,31.8,0.0
2003-10-25,11.9,42.4,57.6,34.0,0.0
2003-10-26,11.9,48.7,70.7,40.8,0.0
2003-10-27,12.0,47.8,54.3,43.0,0.0
2003-10-28,14.0,45.3,52.5,32.7,0.0
2003-10-29,14.2,34.2,39.6,30.0,0.0
2003-10-30,14.2,29.5,35.2,25.7,0.0
2003-10-31,14.2,25.5,32.5,21.2,0.0
2003-11-01,14.2,28.8,36.5,21.9,0.0
2003-11-02,14.2,25.0,28.8,21.9,0.0
2003-11-03,14.2,24.1,38.5,17.6,0.0
2003-11-04,14.2,23.7,32.0,17.8,0.0
2003-11-05,14.2,24.1,31.1,20.3,0.0
2003-11-06,14.2,26.8,36.5,21.4,0.0
2003-11-07,14.3,30.7,38.1,23.5,0.2
2003-11-08,14.3,36.1,44.1,32.4,0.2
2003-11-09,14.4,38.3,46.8,34.7,0.0
2003-11-10,16.8,36.7,40.8,33.3,0.0
2003-11-11,18.1,37.0,40.6,30.4,0.0
2003-11-12,18.1,33.6,46.0,28.8,0.0
2003-11-13,18.1,34.9,44.6,28.8,0.0
2003-11-14,18.1,36.1,40.1,29.3,0.0
2003-11-15,18.4,33.4,35.6,32.0,0.0
2003-11-16,20.3,32.9,35.1,31.8,1.1
2003-11-17,22.2,33.4,42.3,31.6,1.4
2003-11-18,25.0,43.9,49.1,40.6,0.1
2003-11-19,26.2,31.6,46.0,28.0,1.1
2003-11-20,27.0,27.9,30.4,25.2,1.6
2003-11-21,27.2,23.7,28.8,18.7,1.5
2003-11-22,27.4,24.6,28.6,19.8,1.5
2003-11-23,27.8,30.6,34.7,27.0,2.0
2003-11-24,28.3,28.9,30.7,27.9,2.3
2003-11-25,29.4,30.0,32.7,26.6,3.6
2003-11-26,30.4,31.1,33.4,30.0,4.3
2003-11-27,30.6,30.0,33.3,26.6,4.3
2003-11-28,33.3,32.2,37.4,29.3,5.5
2003-11-29,33.8,34.5,38.5,30.2,5.1
2003-11-30,33.8,33.6,41.9,27.1,5.0
2003-12-01,34.0,32.9,36.0,30.7,5.2
2003-12-02,34.4,31.8,33.8,30.6,5.5
2003-12-03,34.5,30.0,35.1,26.8,5.6
2003-12-04,34.6,29.3,32.0,27.0,5.7
2003-12-05,35.4,32.4,34.9,30.4,5.9
2003-12-06,35.8,31.3,35.1,25.5,6.1
2003-12-07,36.0,29.8,32.7,25.5,6.3
2003-12-08,36.3,31.1,34.7,27.0,6.5
2003-12-09,36.3,28.6,30.9,26.8,6.5
2003-12-10,36.6,28.0,30.0,27.1,6.8
2003-12-11,36.8,28.0,30.9,25.9,6.8
2003-12-12,37.6,29.3,33.4,26.2,7.6
2003-12-13,39.1,30.4,32.0,27.0,9.2
2003-12-14,39.8,30.4,31.6,28.6,10.0
2003-12-15,40.4,30.2,33.6,26.4,10.1
2003-12-16,41.2,29.5,33.4,25.2,10.8
2003-12-17,41.2,31.6,36.5,28.8,10.8
2003-12-18,41.3,33.1,39.2,30.4,10.9
2003-12-19,41.3,33.8,38.1,30.9,10.8
2003-12-20,41.7,33.1,37.0,31.8,10.8
2003-12-21,41.7,32.7,39.4,28.4,10.8
2003-12-22,41.7,32.2,34.9,28.0,10.7
2003-12-23,41.7,32.7,33.8,31.8,10.7
2003-12-24,42.2,32.5,34.5,31.3,11.1
2003-12-25,42.7,30.2,33.3,26.8,11.6
2003-12-26,42.9,26.4,30.0,21.6,11.8
2003-12-27,43.2,24.3,27.1,21.4,12.3
2003-12-28,43.6,25.2,30.4,17.2,12.6
2003-12-29,43.9,18.5,30.6,10.9,12.5
2003-12-30,43.9,19.2,27.7,10.6,12.6
2003-12-31,44.0,20.5,26.2,16.9,12.8
2004-01-01,44.3,19.2,23.9,11.8,13.0
2004-01-02,44.3,25.0,31.1,22.5,13.1
2004-01-03,44.3,19.9,25.5,10.8,13.5
2004-01-04,45.1,7.7,17.1,2.1,13.4
2004-01-05,45.4,2.1,5.9,0.3,13.4
2004-01-06,46.2,4.6,7.7,1.9,14.2
2004-01-07,47.0,13.3,20.1,7.5,15.0
2004-01-08,47.2,23.9,32.7,16.2,15.2
2004-01-09,47.4,,,,15.5
2004-01-10,47.5,33.6,39.4,31.1,15.5
2004-01-11,47.6,33.6,38.1,30.2,15.5
2004-01-12,47.6,32.7,35.4,30.2,15.5
2004-01-13,47.7,33.1,37.6,28.8,15.7
2004-01-14,48.0,34.3,37.6,32.5,15.7
2004-01-15,49.5,34.5,37.8,32.2,15.6
2004-01-16,49.5,33.3,40.1,28.8,15.6
2004-01-17,49.5,34.0,38.8,32.2,15.6
2004-01-18,49.9,32.5,34.5,31.6,15.9
2004-01-19,49.9,31.8,39.7,27.0,16.1
2004-01-20,49.9,27.5,36.1,23.4,16.2
2004-01-21,49.9,24.4,32.4,20.8,16.2
2004-01-22,50.1,27.7,34.3,21.4,15.9
2004-01-23,51.5,,,,16.2
2004-01-24,52.5,29.1,33.4,26.8,17.0
2004-01-25,52.8,28.6,30.7,27.1,17.6
2004-01-26,53.9,31.1,33.1,29.1,18.4
2004-01-27,54.1,33.1,41.5,31.3,18.5
2004-01-28,55.6,33.4,36.5,31.6,18.9
2004-01-29,58.3,36.0,41.5,32.7,18.6
2004-01-30,59.5,30.0,36.5,28.4,19.2
2004-01-31,60.3,29.3,33.3,27.7,20.0
2004-02-01,60.6,30.2,39.0,27.3,20.3
2004-02-02,60.9,27.0,29.5,25.7,20.4
2004-02-03,61.0,31.1,37.2,27.0,20.5
2004-02-04,61.5,30.4,33.8,22.8,20.9
2004-02-05,61.5,27.0,32.5,20.5,20.9
2004-02-06,61.9,29.1,33.3,27.3,21.3
2004-02-07,62.3,31.6,34.2,29.8,21.7
2004-02-08,62.4,31.1,34.7,30.0,21.8
2004-02-09,62.4,29.7,45.7,22.6,21.8
2004-02-10,62.4,31.8,44.4,25.5,21.7
2004-02-11,62.4,34.3,40.5,28.9,21.8
2004-02-12,62.4,32.0,40.5,27.7,21.8
2004-02-13,62.4,30.7,36.1,27.1,21.7
2004-02-14,62.8,32.0,39.7,27.1,22.1
2004-02-15,62.8,32.4,38.8,27.5,22.1
2004-02-16,63.1,31.8,33.1,29.7,22.4
2004-02-17,63.4,32.2,34.9,28.6,22.6
2004-02-18,63.9,32.9,37.0,31.1,22.8
2004-02-19,64.1,32.7,39.7,27.7,22.9
2004-02-20,64.1,32.4,43.9,26.1,23.0
2004-02-21,64.1,33.6,39.2,27.3,22.9
2004-02-22,64.1,35.4,42.3,30.0,22.7
2004-02-23,64.1,37.0,44.1,32.9,22.7
2004-02-24,64.1,34.5,41.4,27.9,22.5
2004-02-25,64.3,32.7,34.9,31.6,22.7
2004-02-26,64.4,34.3,41.2,31.8,22.5
2004-02-27,64.6,34.9,41.2,32.0,22.5
2004-02-28,64.8,33.4,41.5,31.1,22.6
2004-02-29,64.8,34.9,41.4,31.3,22.5
2004-03-01,64.8,35.8,48.2,30.2,22.3
2004-03-02,64.8,32.5,43.9,25.9,22.5
2004-03-03,65.6,31.3,34.5,25.5,23.1
2004-03-04,66.6,32.0,35.2,30.4,23.9
2004-03-05,67.4,30.9,36.0,28.9,24.4
2004-03-06,67.5,32.7,39.6,28.9,24.5
2004-03-07,68.0,36.7,45.3,31.8,24.2
2004-03-08,68.0,39.4,58.3,33.1,23.9
2004-03-09,68.2,36.1,41.9,32.4,23.6
2004-03-10,68.2,35.6,53.4,28.9,23.7
2004-03-11,68.2,38.8,53.4,30.4,23.6
2004-03-12,68.2,,,,23.6
2004-03-13,68.2,37.0,47.1,27.1,23.5
2004-03-14,68.4,35.8,42.3,32.9,23.2
2004-03-15,68.4,36.0,46.4,30.0,23.0
2004-03-16,68.4,38.1,50.7,33.3,22.7
2004-03-17,68.5,36.5,45.9,33.3,22.5
2004-03-18,69.1,32.7,42.3,28.0,22.7
2004-03-19,69.4,31.1,43.0,24.8,22.9
2004-03-20,69.4,38.1,47.3,25.5,22.9
2004-03-21,69.4,42.4,59.7,34.5,22.7
2004-03-22,69.4,40.5,65.3,32.9,22.4
2004-03-23,69.4,38.3,50.0,32.7,22.1
2004-03-24,69.9,34.7,43.9,31.6,22.1
2004-03-25,70.3,34.7,40.5,31.5,22.0
2004-03-26,70.6,34.9,47.1,31.1,22.1
2004-03-27,71.6,34.0,39.6,31.6,22.1
2004-03-28,71.6,40.3,55.2,30.4,22.0
2004-03-29,71.6,44.6,56.5,33.6,21.4
2004-03-30,72.1,35.1,40.8,29.8,21.3
2004-03-31,72.2,31.6,40.3,27.9,21.5
2004-04-01,72.2,33.4,48.2,25.7,21.7
2004-04-02,72.2,43.7,58.5,28.0,21.4
2004-04-03,72.2,46.6,63.0,34.7,20.6
2004-04-04,72.2,39.4,57.4,30.4,20.5
2004-04-05,72.2,36.0,43.2,30.0,20.2
2004-04-06,72.2,41.4,60.8,32.4,19.9
2004-04-07,72.2,38.3,47.3,34.3,19.5
2004-04-08,72.2,39.7,56.1,31.6,19.2
2004-04-09,72.2,42.8,65.8,31.6,19.0
2004-04-10,72.2,45.5,65.1,33.4,18.6
2004-04-11,72.2,47.7,66.9,35.2,18.0
2004-04-12,72.2,43.3,63.9,33.3,17.5
2004-04-13,72.4,39.4,54.7,33.3,17.1
2004-04-14,72.6,37.2,52.9,30.4,16.9
2004-04-15,72.9,36.9,48.6,30.6,16.5
2004-04-16,72.9,37.6,53.2,31.5,16.1
2004-04-17,72.9,38.8,53.8,32.0,15.6
2004-04-18,72.9,38.8,55.9,30.2,15.3
2004-04-19,73.2,38.8,53.2,30.4,15.1
2004-04-20,73.6,36.9,49.3,31.3,14.6
2004-04-21,73.6,36.9,49.3,30.6,14.2
2004-04-22,73.6,42.6,65.5,30.7,13.9
2004-04-23,74.3,36.5,41.5,32.4,13.6
2004-04-24,74.3,39.2,56.3,30.6,13.3
2004-04-25,74.3,46.0,67.3,31.5,12.6
2004-04-26,74.3,49.1,78.8,35.8,12.0
2004-04-27,75.2,39.7,56.5,31.6,12.3
2004-04-28,75.2,39.9,55.6,32.4,12.0
2004-04-29,75.2,46.4,68.2,32.0,11.4
2004-04-30,75.2,49.3,74.5,35.8,10.7
2004-05-01,75.3,49.8,76.3,37.2,9.8
2004-05-02,75.3,45.3,61.7,35.2,8.9
2004-05-03,75.3,47.3,64.9,35.4,8.2
2004-05-04,75.9,41.4,48.4,37.4,7.6
2004-05-05,75.9,39.2,47.5,30.9,7.1
2004-05-06,75.9,45.9,64.6,30.7,6.5
2004-05-07,76.1,45.1,62.2,38.3,5.7
2004-05-08,76.6,41.0,54.0,34.5,5.1
2004-05-09,76.6,41.9,54.0,33.1,4.4
2004-05-10,76.9,38.7,47.7,31.8,4.1
2004-05-11,77.1,38.8,44.6,35.6,3.5
2004-05-12,77.2,41.0,52.9,34.3,2.9
2004-05-13,77.2,44.6,60.1,32.7,2.3
2004-05-14,77.2,47.3,64.0,34.7,1.0
2004-05-15,77.6,43.5,54.1,36.0,0.3
2004-05-16,77.7,42.1,47.1,37.9,0.0
2004-05-17,77.7,45.1,61.5,34.7,0.0
2004-05-18,77.7,50.5,64.9,36.5,0.0
2004-05-19,77.7,45.7,51.6,42.1,0.0
2004-05-20,77.7,48.2,61.7,41.2,0.0
2004-05-21,78.0,45.3,49.1,41.9,0.0
2004-05-22,79.0,42.6,46.2,40.6,0.0
2004-05-23,79.0,43.0,51.3,36.0,0.0
2004-05-24,79.0,46.0,61.3,35.8,0.0
2004-05-25,79.5,49.5,66.2,36.3,0.0
2004-05-26,80.9,47.1,50.7,43.7,0.0
2004-05-27,81.5,44.1,51.1,39.0,0.0
2004-05-28,83.4,38.7,48.4,33.1,0.0
2004-05-29,84.6,39.7,43.5,34.0,0.0
2004-05-30,86.0,43.2,46.6,39.2,0.0
2004-05-31,86.2,41.0,45.1,36.5,0.0
2004-06-01,86.2,45.9,57.9,35.6,0.0
2004-06-02,86.2,50.7,70.5,36.1,0.0
2004-06-03,86.2,57.6,78.1,41.7,0.0
2004-06-04,86.2,59.5,80.8,41.9,0.0
2004-06-05,87.5,47.1,54.9,41.0,0.0
2004-06-06,88.3,45.1,56.3,40.8,0.0
2004-06-07,88.4,44.6,50.0,41.0,0.0
2004-06-08,88.6,50.7,65.8,42.1,0.0
2004-06-09,88.8,50.2,62.2,42.4,0.0
2004-06-10,89.2,43.2,47.5,39.6,0.0
2004-06-11,89.5,41.0,44.2,38.3,0.0
2004-06-12,89.5,46.4,56.7,40.6,0.0
2004-06-13,90.4,45.5,54.3,39.7,0.0
2004-06-14,90.9,42.1,47.7,38.5,0.0
2004-06-15,90.9,49.1,67.6,33.6,0.0
2004-06-16,90.9,55.8,77.9,39.7,0.0
2004-06-17,90.9,60.3,79.0,44.4,0.0
2004-06-18,90.9,60.8,77.2,46.4,0.0
2004-06-19,90.9,57.2,77.2,44.6,0.0
2004-06-20,90.9,60.6,81.9,43.5,0.0
2004-06-21,90.9,63.7,87.1,46.0,0.0
2004-06-22,90.9,65.8,89.4,50.7,0.0
2004-06-23,90.9,56.7,68.0,51.4,0.0
2004-06-24,90.9,55.8,69.4,50.0,0.0
2004-06-25,90.9,55.8,70.0,50.4,0.0
2004-06-26,91.0,55.9,70.7,46.2,0.0
2004-06-27,91.0,55.0,70.3,44.6,0.0
2004-06-28,91.0,56.7,77.2,42.4,0.0
2004-06-29,91.0,59.4,77.7,45.5,0.0
2004-06-30,91.0,57.0,73.8,45.1,0.0
2004-07-01,91.0,59.2,78.6,45.1,0.0
2004-07-02,91.1,55.0,70.5,44.1,0.0
2004-07-03,91.4,54.0,65.8,50.5,0.0
2004-07-04,91.4,53.4,58.6,47.8,0.0
2004-07-05,91.4,58.8,75.9,45.0,0.0
2004-07-06,91.5,53.2,58.6,46.4,0.0
2004-07-07,92.0,46.4,53.4,42.3,0.0
2004-07-08,92.0,51.1,64.6,44.6,0.0
2004-07-09,92.1,50.5,60.3,42.6,0.0
2004-07-10,92.9,50.0,60.8,46.4,0.0
2004-07-11,92.9,53.2,70.3,44.6,0.0
2004-07-12,92.9,61.7,84.0,44.4,0.0
2004-07-13,92.9,62.6,84.6,51.6,0.0
2004-07-14,92.9,64.9,90.3,49.3,0.0
2004-07-15,92.9,62.8,78.8,50.7,0.0
2004-07-16,92.9,61.7,82.2,45.1,0.0
2004-07-17,92.9,63.7,83.5,51.1,0.0
2004-07-18,92.9,63.5,84.9,52.5,0.0
2004-07-19,93.0,60.1,71.4,54.3,0.0
2004-07-20,93.0,57.2,67.3,52.3,0.0
2004-07-21,93.0,61.2,78.4,51.4,0.0
