date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2003-10-01,0.1,0.0,0.0
2003-10-02,0.2,0.0,0.0
2003-10-03,0.2,0.0,0.0
2003-10-04,0.2,0.0,0.0
2003-10-05,0.2,0.0,0.0
2003-10-06,0.2,0.0,0.0
2003-10-07,0.2,0.0,0.0
2003-10-08,0.2,0.0,0.0
2003-10-09,0.2,0.0,0.0
2003-10-10,0.2,0.0,0.0
2003-10-11,0.2,0.0,0.0
2003-10-12,0.2,0.0,0.0
2003-10-13,0.2,0.0,0.0
2003-10-14,0.2,0.0,0.0
2003-10-15,0.2,0.0,0.0
2003-10-16,0.2,0.0,0.0
2003-10-17,0.2,0.0,0.0
2003-10-18,0.2,0.0,0.0
2003-10-19,0.2,0.0,0.0
2003-10-20,0.2,0.0,0.0
2003-10-21,0.2,0.0,0.0
2003-10-22,0.2,0.0,0.0
2003-10-23,0.2,0.0,0.0
2003-10-24,0.2,0.0,0.0
2003-10-25,0.2,0.0,0.0
2003-10-26,0.2,0.0,0.0
2003-10-27,0.2,0.0,0.0
2003-10-28,0.2,0.0,0.0
2003-10-29,0.2,0.0,0.0
2003-10-30,0.7,0.0,0.0
2003-10-31,1.1,5.0,0.1
2003-11-01,1.4,6.0,0.2
2003-11-02,1.5,5.0,0.2
2003-11-03,1.7,9.0,0.3
2003-11-04,2.0,7.0,0.4
2003-11-05,2.0,5.0,0.4
2003-11-06,2.1,5.0,0.4
2003-11-07,2.2,4.0,0.4
2003-11-08,2.2,4.0,0.4
2003-11-09,2.2,4.0,0.4
2003-11-10,2.2,4.0,0.4
2003-11-11,2.2,4.0,0.4
2003-11-12,2.2,4.0,0.4
2003-11-13,2.2,3.0,0.4
2003-11-14,2.2,5.0,0.4
2003-11-15,2.4,4.0,0.4
2003-11-16,2.4,5.0,0.4
2003-11-17,2.7,11.0,0.5
2003-11-18,2.8,9.0,0.5
2003-11-19,3.0,8.0,0.7
2003-11-20,3.0,8.0,0.7
2003-11-21,3.0,12.0,1.1
2003-11-22,3.3,13.0,1.3
2003-11-23,3.6,12.0,1.3
2003-11-24,3.7,11.0,1.5
2003-11-25,3.7,12.0,1.6
2003-11-26,3.8,13.0,1.7
2003-11-27,3.8,13.0,1.7
2003-11-28,3.9,12.0,1.9
2003-11-29,3.9,10.0,2.0
2003-11-30,3.9,9.0,2.0
2003-12-01,3.9,9.0,2.0
2003-12-02,3.9,9.0,2.0
2003-12-03,3.9,9.0,2.0
2003-12-04,3.9,9.0,2.0
2003-12-05,3.9,9.0,2.0
2003-12-06,4.0,8.0,2.0
2003-12-07,4.0,12.0,2.1
2003-12-08,4.2,18.0,2.3
2003-12-09,4.5,16.0,2.3
2003-12-10,4.5,15.0,2.3
2003-12-11,4.6,15.0,2.3
2003-12-12,4.6,15.0,2.3
2003-12-13,4.7,15.0,2.4
2003-12-14,4.8,18.0,2.7
2003-12-15,4.8,17.0,2.8
2003-12-16,5.1,17.0,2.9
2003-12-17,5.1,16.0,2.9
2003-12-18,5.1,15.0,2.9
2003-12-19,5.1,15.0,2.9
2003-12-20,5.1,15.0,2.9
2003-12-21,5.3,19.0,3.1
2003-12-22,5.3,20.0,3.1
2003-12-23,5.4,18.0,3.2
2003-12-24,5.4,17.0,3.2
2003-12-25,5.6,19.0,3.4
2003-12-26,5.6,23.0,3.9
2003-12-27,5.7,23.0,3.9
2003-12-28,5.7,22.0,4.0
2003-12-29,5.9,22.0,4.1
2003-12-30,5.9,21.0,4.1
2003-12-31,5.9,21.0,4.1
2004-01-01,5.9,22.0,4.5
2004-01-02,6.2,26.0,4.7
2004-01-03,6.4,26.0,4.8
2004-01-04,6.4,25.0,4.9
2004-01-05,6.5,25.0,4.9
2004-01-06,6.6,25.0,5.1
2004-01-07,6.6,24.0,5.1
2004-01-08,6.6,24.0,5.1
2004-01-09,6.6,24.0,5.1
2004-01-10,6.6,24.0,5.1
2004-01-11,6.6,24.0,5.1
2004-01-12,6.6,24.0,5.1
2004-01-13,6.6,23.0,5.1
2004-01-14,6.6,23.0,5.1
2004-01-15,6.6,23.0,5.1
2004-01-16,6.6,23.0,5.1
2004-01-17,6.6,23.0,5.1
2004-01-18,6.6,23.0,5.1
2004-01-19,6.6,23.0,5.1
2004-01-20,6.6,24.0,5.1
2004-01-21,6.6,24.0,5.1
2004-01-22,6.6,23.0,5.1
2004-01-23,6.6,23.0,5.1
2004-01-24,6.9,21.0,5.1
2004-01-25,6.9,27.0,5.1
2004-01-26,6.9,26.0,5.1
2004-01-27,7.1,26.0,5.2
2004-01-28,7.1,26.0,5.2
2004-01-29,7.1,26.0,5.2
2004-01-30,7.1,28.0,5.2
2004-01-31,7.1,27.0,5.2
2004-02-01,7.2,28.0,5.4
2004-02-02,7.3,28.0,5.4
2004-02-03,7.4,28.0,5.5
2004-02-04,7.4,33.0,5.7
2004-02-05,7.5,32.0,5.7
2004-02-06,7.5,30.0,5.8
2004-02-07,7.6,30.0,6.0
2004-02-08,7.7,,6.0
2004-02-09,7.8,,6.1
2004-02-10,8.0,,6.1
2004-02-11,8.0,,6.1
2004-02-12,8.0,,6.1
2004-02-13,8.0,,6.1
2004-02-14,8.0,,6.1
2004-02-15,8.0,,6.2
2004-02-16,8.4,,6.6
2004-02-17,8.4,27.0,6.6
2004-02-18,8.4,27.0,6.6
2004-02-19,8.4,31.0,6.9
2004-02-20,8.4,30.0,7.0
2004-02-21,8.4,31.0,7.1
2004-02-22,8.5,30.0,7.2
2004-02-23,8.5,29.0,7.2
2004-02-24,8.7,35.0,7.6
2004-02-25,8.8,32.0,7.6
2004-02-26,8.8,33.0,7.6
2004-02-27,8.9,34.0,7.8
2004-02-28,9.1,38.0,8.2
2004-02-29,9.4,39.0,8.4
2004-03-01,9.6,37.0,8.4
2004-03-02,9.8,37.0,8.5
2004-03-03,9.8,36.0,8.6
2004-03-04,9.8,35.0,8.6
2004-03-05,9.9,37.0,8.9
2004-03-06,10.0,39.0,9.2
2004-03-07,10.1,36.0,9.3
2004-03-08,10.1,34.0,9.2
2004-03-09,10.1,32.0,9.0
2004-03-10,10.1,32.0,9.0
2004-03-11,10.1,30.0,9.0
2004-03-12,10.1,30.0,9.0
2004-03-13,10.1,30.0,8.6
2004-03-14,10.1,29.0,8.5
2004-03-15,10.1,28.0,8.4
2004-03-16,10.1,27.0,8.0
2004-03-17,10.1,28.0,7.6
2004-03-18,10.1,25.0,7.1
2004-03-19,10.1,24.0,6.7
2004-03-20,10.1,21.0,6.3
2004-03-21,10.1,20.0,5.9
2004-03-22,10.1,18.0,5.5
2004-03-23,10.1,17.0,5.2
2004-03-24,10.1,16.0,5.0
2004-03-25,10.1,14.0,4.5
2004-03-26,10.3,20.0,4.9
2004-03-27,10.5,21.0,5.5
2004-03-28,10.7,19.0,5.8
2004-03-29,10.7,16.0,6.3
2004-03-30,10.7,15.0,6.4
2004-03-31,10.7,13.0,5.8
2004-04-01,10.7,13.0,4.7
2004-04-02,10.7,13.0,4.4
2004-04-03,10.7,12.0,4.1
2004-04-04,10.7,11.0,3.4
2004-04-05,10.7,10.0,2.9
2004-04-06,10.7,9.0,2.5
2004-04-07,10.9,7.0,2.7
2004-04-08,11.1,9.0,2.5
2004-04-09,11.7,17.0,3.2
2004-04-10,12.0,19.0,3.9
2004-04-11,12.1,15.0,4.2
2004-04-12,12.1,12.0,4.2
2004-04-13,12.1,10.0,3.7
2004-04-14,12.1,10.0,3.6
2004-04-15,12.1,9.0,3.5
2004-04-16,12.1,9.0,3.4
2004-04-17,12.1,7.0,2.3
2004-04-18,12.4,9.0,2.9
2004-04-19,12.7,12.0,2.9
2004-04-20,12.9,12.0,3.2
2004-04-21,13.3,13.0,3.8
2004-04-22,13.4,16.0,4.5
2004-04-23,13.6,13.0,4.6
2004-04-24,13.6,12.0,4.2
